	ASL_b	ASL_c	ASL_m	ASLoOH_b	ASLoOH_c	ASLoOH_m	ASLpOH_b	ASLpOH_c	ASLpOH_m	AS_b	AS_c	AS_m	ASoOH_b	ASoOH_c	ASoOH_m	ASpOH_b	ASpOH_c	ASpOH_m
0	0.0	0.0	30.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8797.15	0.0	0.0	0.0	0.0	0.0	0.0
1	1127.7544918473545	318.1228907376513	23.101852363135684	288.91508682388167	81.51088380667044	0.2916890863564651	378.86494496150834	106.88983126631163	0.1585793913533427	48151.185250498376	13584.242199123999	8322.842922003983	1968.2896062013767	555.3883884202633	1.036986332840092	821.9560397578797	231.93396201381125	0.21109043654771137
2	1479.9051438768827	417.4305031389841	26.750951546057895	496.87003132950696	140.15431673806833	1.1401769944743307	684.940333107993	193.2065148851717	0.6367981795833534	82503.12286258572	23272.409665031922	7948.703729006747	5191.916414478206	1464.6510663655938	5.838824472719483	2296.22646942885	647.7797114038195	1.240367270558435
3	1716.8284250471045	484.2500303882408	31.760703620926552	604.9284950227778	170.62698452591724	2.2396972721686974	866.2367921301682	244.33412691171455	1.2768386972733825	107840.45648953928	30418.242300558697	7649.291107307752	8556.898982774857	2413.743686047878	15.158225031959207	3966.405821495191	1118.863653810164	3.330535973283533
4	1905.668117131083	537.5095173823885	36.512405512823726	665.5738673284263	187.7296631803714	3.4154828490716818	978.1320980441503	275.8904217645971	1.9753814016187659	126636.81041471449	35719.33799744914	7406.550724881786	11757.597873212286	3316.4865004654534	28.939934299800196	5680.652597573261	1602.3693362930621	6.54338638264696
5	2061.295587169027	581.4021506242525	40.67400250563719	705.0682375318082	198.86803480763933	4.590903221256768	1052.7812156449909	296.94319400664244	2.6795735818640036	140549.54247277507	39643.11083707063	7207.067122844343	14689.729053580897	4143.475091780326	46.87390247572278	7372.153804387273	2079.4561039735963	10.870332309347615
6	2190.4700144762237	617.834088685016	44.217990083158924	735.3503180532648	207.4086746698436	5.73519330573241	1107.3053452115707	312.32064708897053	3.3638257523716333	150772.1264229488	42526.15263726588	7040.715268489982	17324.623075850603	4886.626911999855	68.56736399304197	9009.428961849799	2541.2466897414442	16.27101248198491
7	2297.82210742675	648.1113274847428	47.1996126159473	761.6678894827912	214.8313806711262	6.837804534894341	1150.7614142360428	324.5768466698514	4.016735582757289	158189.434082892	44618.02247789555	6899.7977959813925	19665.742280549883	5546.920141006388	93.61365818611627	10577.897591058543	2983.6295761796778	22.690531578415403
8	2387.009144668495	673.2653476206667	49.69306330037116	786.2296252424977	221.75895682255714	7.8966786377617995	1187.9289862948558	335.05963449953845	4.6341662874104115	163466.7843040481	46106.3597626734	6778.439490402516	21730.59609460047	6129.294030742172	121.622011294455	12071.691149645703	3404.9500233377066	30.068007950034186
9	2461.036949505068	694.1439009616885	51.77117173611095	809.8933461892865	228.43328480083153	8.913023331062938	1221.3135993719402	344.4755730180967	5.215600685712991	167108.22069016643	47133.31977617461	6672.144831321315	23542.4098245791	6640.299560821993	152.2302665453488	13489.617746008356	3804.87212303235	38.34104812051869
10	2522.401643645999	711.4509858537867	53.49913665540251	832.9381962557995	234.93306941011994	9.889063698081056	1252.2139283774952	353.19088759686207	5.762229926667162	169497.32223059237	47807.083305169515	6577.468203024086	25126.059145613963	7086.9529789505195	185.10953914373823	14833.037521754979	4183.779650346793	47.44814639263234
11	2573.181246250436	725.7726804845731	54.933182674096095	855.4128164638845	241.27201948972584	10.827135614017713	1281.2941146514963	361.39286494828946	6.275965322762107	170926.83083115192	48210.212406019185	6491.765420772808	26506.039161514404	7476.163082136552	219.96488457024716	16104.692772974415	4542.446150916446	57.32996900230008
12	2615.1066873820814	737.5971711295197	56.12096496258138	877.2881243711319	247.4419294477201	11.729369328962061	1308.8911286026619	369.1765301451403	6.758941648865355	171620.59865919827	48405.8401774544	6413.00533602697	27705.464362810177	7814.449210985265	256.53398517344453	17308.043138832596	4881.847458808602	67.93001634702856
13	2649.6200992335353	747.3311924101871	57.10253568968644	898.5209080115054	253.43061144207851	12.597620291848841	1335.178923334002	376.5909382240317	7.213280256809559	171750.04087363672	48442.310908196116	6339.626426960607	28745.613225111898	8107.812833925443	294.58489023835625	18446.879364496843	5203.052774041537	79.19492973298063
14	2677.923278530113	755.3136954806644	57.911416592492074	919.0774985519483	259.22857027224575	13.433493669644493	1360.2548602950305	383.6635462339633	7.640987213392859	171446.56055395972	48356.684273420535	6270.427345321931	29645.768019485888	8361.692382367886	333.91336258461894	19525.09576454727	5507.16049495707	91.07459175733908
15	2701.018009168051	761.8272204964537	58.57560717451427	938.9402202518496	264.83082175863507	14.238396181761079	1384.1840024605383	390.41270379702434	8.043919393291045	170810.9766715408	48177.394303592184	6204.48322608816	30423.215961363312	8580.963583931645	374.340132443953	20546.555506875546	5795.260226914889	103.52210616999288
16	2719.7395677096065	767.1073463945947	59.11847316125661	958.1069281539161	270.2367620336526	15.013588454452274	1407.0207458830064	396.8537530408968	8.423782830186974	169920.70090622272	47926.273462075114	6141.081609866407	31093.337220339323	8769.96429055695	415.7082218402194	21515.011399503936	6068.410443463667	116.49370778724426
17	2734.7845387891302	771.350535858604	59.55950639812946	976.588195678837	275.44937421255884	15.760228624474133	1428.8184605771194	403.00174715743157	8.782144697595236	168835.21299307045	47620.09685800053	6079.673331092345	31669.73721778054	8932.53179554292	457.8804253090341	22434.060493620826	6327.625684128545	129.94863282800407
18	2746.733904219702	774.7206472940484	59.914965285798935	994.4040759219498	280.4743149182813	16.47940532138064	1449.6329730281384	408.87243231519307	9.120449536442129	167600.2446625017	47271.76224397792	6019.834845267525	32164.398440903973	9072.045653763313	500.7369882432639	23307.1196104063	6573.869653004181	143.8489681985232
19	2756.0722191627697	777.3543432134223	60.198410625012514	1011.5811727832053	285.31908822686535	17.172160998599495	1469.5230512444662	414.4823843142656	9.440035299020385	166250.98055626312	46891.192771509144	5961.239310460527	32587.837265898623	9191.471913831005	544.173498175217	24137.413966126962	6808.052011255171	158.15949116037967
20	2763.2035533528215	779.365586248923	60.42115245878233	1028.150241160226	289.99236884219516	17.83950743872843	1488.5495774165029	419.84877517262044	9.742147376923628	164814.5093105392	46486.02827094022	5903.634374868849	32949.25736584171	9293.40638650721	588.0989891651136	24927.97405261498	7031.02749776051	172.84750648812764
21	2768.4647578960266	780.8493808797344	60.592622244066426	1044.1443239674697	294.5034766797358	18.48243530134464	1506.7742804083136	424.98901561020074	10.027950093955631	163311.70181738836	46062.154978382976	5846.825105411863	33256.69496395711	9380.115612810567	632.4342508025042	25681.63772156854	7243.596517313244	187.88268553348917
22	2772.136518974911	781.8848909860311	60.7206828075875	1059.5973579030924	298.86198365466913	19.101919333414664	1524.2584562183758	429.9203941619069	10.298535765553599	161758.6513958166	45624.111707876255	5790.660860117877	33517.15345883411	9453.574834343943	677.1103286124933	26401.055517944947	7446.506645108639	203.236909914071
23	2774.452577533224	782.5380401422256	60.811886614906356	1074.5431617466384	303.07742835659906	19.698920545133785	1541.0618656002885	434.6597662676234	10.554931680799042	160167.77862538295	45175.40144819705	5735.025187591323	33736.72635184914	9515.502664198155	722.0672003772665	27088.697992030564	7640.454689240689	218.8841214556447
24	2775.6074264977224	782.8636825196527	60.87169113162566	1089.0147254957317	307.15911557030824	20.27438635477391	1557.241872901806	439.2233114001634	10.798105431156744	158548.679319344	44718.73051720866	5679.828051143926	33920.70827385723	9567.392401247735	767.2526121071537	27746.86415457707	7826.089075549039	234.80017931050762
25	2775.7627419906494	782.9074167279191	60.90463854886473	1103.0437305718544	311.1159809648983	20.829249453112404	1572.8528277493524	443.6263586867956	11.028968989286268	156908.77564093328	44256.192196577234	5624.999839035805	34073.694434787685	9610.540079151648	812.6210575386663	28377.690520529275	8004.012398443706	250.96272471169917
26	2775.0527600670284	782.7071022552185	60.9145058816725	1116.6602443575891	314.95650494938377	21.364425935114596	1587.945662871805	447.8832734904705	11.24838188358902	155253.81627748717	43789.40779619871	5570.4867477153975	34199.66912737734	9646.069428116896	858.1328857313871	28983.160371683007	8174.784033455804	267.35105351837973
27	2773.588773896007	782.2941278412164	60.904430404486774	1129.8925441307408	318.68866302173467	21.88081308869816	1602.5676711304807	452.00739453337246	11.457153746420921	153588.26083063008	43319.63506402053	5516.247221011267	34302.08408221807	9674.953974278633	903.7535223380794	29565.112991939797	8338.922742043553	283.9459965072353
28	2771.4628963807095	781.6944726762615	60.877014529069754	1142.7670353839937	322.3199027370759	22.379287110043705	1616.7624238218696	456.01101086375405	11.656046449085865	151915.5753572197	42847.85153766319	5462.249201857749	34383.92754526915	9698.036522409	949.4527912804189	30125.252712245107	8496.90922270903	300.7298072339929
29	2768.7512086962406	780.9295944066222	60.83441352627748	1155.3082375663435	325.85713969044326	22.860700924580904	1630.5697956564993	459.90536890838683	11.84577598038343	150238.45970547193	42374.8186601969	5408.468009580259	34447.78496398065	9716.046271892914	995.2043247738984	30665.157659361492	8649.188578574633	317.68605720528933
30	2765.516395067017	780.0171722400336	60.7784089152211	1167.5388166895602	329.3067667164838	23.32588222598789	1644.0260668606916	463.7007012755187	12.027014179268221	148559.02247467515	41901.13112416709	5354.884699066789	34495.89214598993	9729.613809649572	1040.9850508471686	31186.28814205132	8796.172682686416	334.79953804922883
31	2761.8099474644564	778.9717287527156	60.71046986813045	1179.4796492846147	332.6746719304057	23.775631796980132	1657.1640782184334	467.4062704879675	12.200390395806899	146878.91573824288	41427.25486764888	5301.484791379245	34530.18170938112	9739.28421099276	1086.7747486562027	31689.994635585233	8938.242430022505	352.0561703437031
32	2757.67401015352	777.8051501202985	60.63180458809721	1191.1499061308173	335.9662623450688	24.210722141025446	1670.0134199000945	471.03042224451957	12.366493126981487	145199.4388447163	40953.556349334795	5248.257290853216	34552.32358633088	9745.52846329835	1132.5556629725213	32177.52534462679	9075.749870580947	369.44291874665527
33	2753.1429225813476	776.52712126994	60.543403293099125	1202.5671472348968	339.18649066057014	24.6318964300662	1682.6006393243258	474.5806440486588	12.52587165353929	143521.61844484706	40480.32511864735	5195.193923322207	34563.760278353795	9748.753409405914	1178.3121702234348	32650.03333783575	9209.020221670171	386.9477130688579
34	2748.2445095875405	775.1454897676936	60.44607417147021	1213.7474218904597	342.33988348634756	25.03986775720369	1694.9494569882502	478.06362608402225	12.67903768963206	141846.27023223313	40007.79122851139	5142.288545145536	34565.737496209	9749.310389305198	1224.0304893710984	33108.58325677431	9338.353760131522	404.55937493313525
35	2743.001159988268	773.6665700193865	60.3404734513189	1224.7053694473357	345.4305697632258	25.43531867303682	1707.080982201694	481.4853220622587	12.826467047126208	140174.04661207003	39536.1386794219	5089.536684273146	34559.33075373991	9747.502740666374	1269.6984317355627	33554.15760806313	9464.027597017764	422.2675496720898
36	2737.4307279454547	772.0953974902669	60.227130540500184	1235.4543177840899	348.4623085374462	25.81890097840093	1719.0139230455316	484.85100844142613	12.968601310110664	138505.4735351545	39065.51580777918	5036.935183472217	34545.46842379364	9743.592301532906	1315.305184602652	33987.66265199916	9586.297338454247	440.06264312817575
37	2731.547285984738	770.4359410840657	60.10646903888946	1246.0063774997586	351.4385155271741	26.191235743370942	1730.7647867299659	488.1653409364389	13.105849511375743	136840.97898510803	38596.04332017418	4984.481922671493	34524.95170747596	9737.805042449914	1360.84112411019	34409.93390364344	9705.39863719812	457.9357630335752
38	2725.3617538721624	768.6912805095878	59.97882429509675	1256.3725305987641	354.3622881357289	26.552913521677425	1742.348067946025	491.4324076428436	13.238589800764236	135180.91503149475	38127.82051305729	4932.17560263848	34498.47191555423	9730.33594050983	1406.2976534849856	34821.741264103344	9821.54863989479	475.8786646623864
39	2718.882423657591	766.8637543624552	59.84445807128568	1266.5627129961542	357.2364287217938	26.90449473042749	1753.776423865268	494.6557783946336	13.367171094741433	133525.5749199522	37660.930092690964	4880.015576252565	34466.62541314566	9721.353194350366	1451.6670632131131	35223.79380067683	9934.947335296982	493.88370046324013
40	2712.115397913461	764.9550837246966	59.70357078871609	1276.585890566112	360.063466048486	27.246510166721436	1765.0608352201325	497.83855019607046	13.491914696858958	131875.20633119816	37195.44191460658	4828.001716756689	34429.92653573656	9711.001866986438	1496.9424101754714	35616.744194891085	10045.778808814472	511.94377339659394
41	2705.064955454905	762.9664753113943	59.55631175056218	1286.450128734137	362.8456749114208	27.579461635001472	1776.2107534547138	500.9833887246693	13.613115879681288	130230.02168061324	36731.41588841157	4776.134314770433	34388.81874627812	9699.407032555138	1542.1174131718965	36001.19287747764	10154.212408765321	530.052293716469
42	2697.7338565095342	760.8987075398837	59.4027876743108	1296.1626557997572	365.5850939984829	27.903822661532843	1787.2342343189468	504.0925660105688	13.731045419953592	128590.20612957787	36268.90423724012	4724.413997704038	34343.68426867121	9686.676493341525	1587.1863626024394	36377.69186898475	10260.403829603187	548.2031389523548
