	ARGin	ORN
0	1.0	1.0
1	163.23295119531565	6.171203111303127
2	271.49003669833013	16.736227631713696
3	357.4860705743177	29.350191558057887
4	428.8655088889267	42.66717779347856
5	490.0054653609969	56.0332796586158
6	543.336692027399	69.10872501716254
7	590.1632697892882	81.77660974059097
8	632.3526267476719	93.89370131325983
9	670.7700404255247	105.44737963022018
10	704.8741920888535	116.4312329575027
11	735.8179093852617	126.82502458338335
12	764.1430126977622	136.6476087647591
13	790.149050035866	145.92281398945178
14	814.0941737126782	154.6762876996622
15	836.2058084981987	162.9350651709293
16	856.6797143058362	170.72648803239028
17	875.6838037536445	178.07750783967882
18	893.3626140884338	185.0142369637979
19	909.8412884445956	191.56167446447134
20	925.2288618695263	197.74355512673822
21	939.6209146899903	203.58228270937238
22	953.1017093183916	209.0989190297788
23	965.7459190037512	214.31320891922098
24	977.6200364719346	219.2436273405474
25	988.7835306660874	223.9074394075712
26	999.2898038991954	228.32076712223838
27	1009.186989594299	232.4986587464227
28	1018.5186216643323	236.45515815114518
29	1027.3241997266796	240.20337245196237
30	1035.6396691643351	243.75553689286753
31	1043.4978310959482	247.12307638236922
32	1050.9286942814026	250.31666338201015
33	1057.9597786364411	253.34627204517577
34	1064.6163781908172	256.2212286336934
35	1070.9217898760983	258.95025832269357
36	1076.8975133802535	261.5415285551168
37	1082.5634263884253	264.0026891362095
38	1087.9379387915385	266.3409092723811
39	1093.0381288477554	268.56291176277995
40	1097.8798637964787	270.6750045492902
41	1102.4779070277327	272.68310982374004
42	1106.8460135835307	274.5927908815863
43	1110.9970154983905	276.40927690034954
44	1114.9428982625645	278.13748580940245
45	1118.6948695052126	279.7820454058897
46	1122.2634208387778	281.3473128599341
47	1125.6583836747777	282.8373927410908
48	1128.8889797106867	284.25615368737976
49	1131.9638666940027	285.6072438282427
50	1134.8911799901011	286.89410506345973
51	1137.678570412709	288.1199862914324
52	1140.3332387179037	289.28795567228127
53	1142.8619671128279	290.4009120038866
54	1145.2711480875696	291.4615952822905
55	1147.5668108417651	292.4725965117376
56	1149.7546455455708	293.43636682402047
57	1151.8400256469815	294.35522596167505
58	1153.8280284133943	295.23137017490217
59	1155.7234538743487	296.0668795778359
60	1157.5308423140282	296.86372500590176
61	1159.254490446067	297.6237744124792
62	1160.8984663891038	298.34879883986497
63	1162.4666235491354	299.04047799660714
64	1163.9626135037936	299.70040547061024
65	1165.3898979740209	300.3300936049835
66	1166.7517599600835	300.9309780613879
67	1168.051314111286	301.5044220936182
68	1169.2915163920304	302.05172055231566
69	1170.4751731008778	302.57410364002664
70	1171.6049492939392	303.07274043428686
71	1172.6833766591585	303.54874219501255
72	1173.7129382610476	304.00319438137217
73	1174.6958622514048	304.43708028974805
74	1175.6343033241515	304.85134851745795
75	1176.5303228335947	305.2469060265513
76	1177.385885701702	305.6246173721785
77	1178.202862792908	305.98530591499855
78	1178.9830349365236	306.3297556165241
79	1179.7280973171144	306.6587129515308
80	1180.439663812568	306.9728887859459
81	1181.1192711495355	307.27296017396566
82	1181.768382843173	307.55957206322273
83	1182.388392920157	307.83333890830033
84	1182.980629434022	308.0948461964568
85	1183.5463577845449	308.34465189035956
86	1184.086783853173	308.58328779269686
87	1184.6030569659729	308.8112608373364
88	1185.096272694863	309.02905431142455
89	1185.5674755071577	309.2371290125377
90	1186.017661272731	309.435924344725
91	1186.4477796374608	309.6258593570267
92	1186.8587362709977	309.80733372781646
93	1187.2513949963482	309.98072869809545
94	1187.6265798082452	310.14640795666355
95	1187.985076786805	310.3047184799029
96	1188.327635912531	310.4559913287358
97	1188.6549727883244	310.6005424051548
98	1188.9677702737886	310.73867317057227
99	1189.2666800367695	310.8706713280983
100	1189.5523240267555	310.9968114707226
