	ADP	ATP	BPG	P3G	pep	pyr
0	0.0	10.0	0.1	3.7	5.0	0.0
1	0.06466819619513783	9.935331803804859	0.16466819619513773	3.635331803804866	5.0	0.0
2	0.06725193140639514	9.9327480685936	0.16725193140639527	3.6327480685936075	5.0	0.0
3	0.06736396030110328	9.932636039698895	0.16736396030110332	3.6326360396989017	5.0	0.0
4	0.06736883133515914	9.932631168664845	0.1673688313351592	3.6326311686648447	5.0	0.0
5	0.0673690431545176	9.93263095684549	0.16736904315451756	3.632630956845486	5.0	0.0
6	0.06736905236415931	9.932630947635847	0.16736905236415925	3.6326309476358443	5.0	0.0
7	0.06736905276707218	9.932630947232933	0.1673690527670721	3.63263094723293	5.0	0.0
8	0.06736905278511787	9.932630947214887	0.1673690527851178	3.632630947214884	5.0	0.0
9	0.06736905278669998	9.932630947213307	0.1673690527866999	3.6326309472133014	5.0	0.0
10	0.06736905278611709	9.93263094721389	0.167369052786117	3.632630947213884	5.0	0.0
11	0.06736905278619174	9.932630947213815	0.16736905278619166	3.6326309472138094	5.0	0.0
12	0.06736905278612389	9.932630947213884	0.1673690527861238	3.6326309472138774	5.0	0.0
13	0.06736905278608096	9.932630947213926	0.16736905278608089	3.63263094721392	5.0	0.0
14	0.06736905278612756	9.93263094721388	0.1673690527861275	3.6326309472138734	5.0	0.0
15	0.06736905278614669	9.93263094721386	0.1673690527861466	3.6326309472138543	5.0	0.0
16	0.06736905278612576	9.93263094721388	0.16736905278612568	3.6326309472138756	5.0	0.0
17	0.06736905278610622	9.9326309472139	0.16736905278610614	3.632630947213895	5.0	0.0
18	0.06736905278610268	9.932630947213903	0.16736905278610262	3.6326309472138987	5.0	0.0
19	0.06736905278610329	9.932630947213903	0.16736905278610326	3.6326309472138982	5.0	0.0
20	0.06736905278610414	9.932630947213902	0.16736905278610412	3.6326309472138973	5.0	0.0
21	0.06736905278610449	9.9326309472139	0.16736905278610445	3.632630947213897	5.0	0.0
22	0.06736905278610457	9.9326309472139	0.16736905278610453	3.632630947213897	5.0	0.0
23	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
24	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
25	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
26	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
27	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
28	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
29	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
30	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
31	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
32	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
33	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
34	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
35	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
36	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
37	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
38	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
39	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
40	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
41	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
42	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
43	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
44	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
45	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
46	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
47	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
48	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
49	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
50	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
51	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
52	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
53	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
54	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
55	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
56	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
57	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
58	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
59	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
60	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
61	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
62	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
63	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
64	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
65	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
66	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
67	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
68	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
69	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
70	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
71	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
72	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
73	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
74	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
75	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
76	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
77	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
78	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
79	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
80	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
81	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
82	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
83	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
84	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
85	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
86	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
87	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
88	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
89	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
90	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
91	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
92	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
93	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
94	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
95	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
96	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
97	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
98	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
99	0.0673690527861046	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
100	0.06736905278610461	9.9326309472139	0.16736905278610456	3.632630947213897	5.0	0.0
