	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0	0.0718881703463	0.172	9.99995987352	0.0	1.00002047766	0.0	0.0	0.0	0.16	4.55143591758	0.0	0.246	8.19196275198	2.34	10.0	0.0	0.0	1.0	2.65492801346	0.0	3.10622230584	8.92966391891	0.0	4.13791713892	4.828
1	-55.88916392891514	96765157.97016713	-0.32097253303110296	10.320932406551087	96765132.3541952	-0.0012360493946157916	0.5164194988327255	0.35757824257842313	-0.19757824257842416	4.336010544824129	0.21542537275577756	4645157.115321389	10.167448300413739	0.38144590217418517	9.984386783807446	0.2766824096251062	0.000814635547214209	3367427.846993059	-9290301.750365935	-965.2337587106504	1013.6405695317304	-0.017778171698203806	-96765131.35417475	-96764187.00829937	-96765152.97016713
2	-115.12433335701942	96764562.25893785	-0.3206807248713396	10.320640598391305	96765132.52490783	9.115518117819952e-06	1.1100793372412878	0.35750119662736707	-0.197501196627368	4.336010657564266	0.2154252600156065	9595496.41673976	12.207832468666775	-1.6796349570985507	9.984386819014096	0.2766824653730037	0.0017246707442063753	3367427.8520238753	-19190957.208134044	-1337.3768760605485	1421.883377712988	-0.017761654840931108	-96765131.52488737	-96763219.16346695	-96764557.25893785
3	-174.3221516241312	96763966.32211556	-0.3206005309854758	10.320560404505441	96765132.6340629	0.009379447975508328	1.7839095691326257	0.3574241088858304	-0.19742410888583137	4.33601069189944	0.21542522568043304	14545835.223115286	14.244127485400682	-3.739684008906385	9.984386854221086	0.2766824973634784	0.0026347114919436122	3367427.854912463	-29091611.71382742	-1709.317931362433	1829.9243382265515	-0.01775712621643262	-96765131.63404244	-96762251.29465789	-96763961.32211556
4	-233.50889719502325	96763370.2641636	-0.3205660882619058	10.320525961781872	96765132.71918721	0.0018907476723924819	2.531912799859375	0.35734698007134647	-0.1973469800713474	4.33601071109556	0.2154252064843129	19496173.83623562	16.277456220600463	-5.798748935531926	9.984386889428286	0.2766825200887199	0.0035447577248617665	3367427.856964764	-38992265.84448834	-2081.150405649997	2237.856762637594	-0.0177551691006122	-96765131.71916676	-96761283.41293974	-96763365.2641636
5	-292.69090521145256	96762774.12372088	-0.32054941657808256	10.320509290098048	96765132.79049902	0.0028765726047309853	3.3532777357041885	0.35726980803525027	-0.19726980803525124	4.3360107215792585	0.21542519600061513	24446512.338275373	18.308067267137325	-7.85793309111793	9.984386924635709	0.2766825374895692	0.004454809728663707	3367427.85853638	-48892919.75806184	-2452.909126134416	2645.715450214245	-0.01775422041780366	-96765131.79047856	-96760315.52216546	-96762769.12372088
6	-351.8692989419205	96762177.93017629	-0.32053126310183755	10.320491136621802	96765132.8539126	0.0034694100292869466	4.2395044323339555	0.35719259514391294	-0.1971925951439139	4.336010728528906	0.21542518905096789	29396850.776796702	20.336295446012663	-9.916969327396071	9.984386959843343	0.27668255184633544	0.005364867175922899	3367427.859833129	-58793573.548459254	-2824.618781431792	3053.5250701243826	-0.017753186595437724	-96765131.85389215	-96759347.6271055	-96762172.93017629
7	-411.043009456743	96761581.69449209	-0.3205070793714803	10.320466952891445	96765132.9114621	0.0040936851297385096	5.18911343425449	0.35711534007290524	-0.1971153400729062	4.336010733474447	0.2154251841054263	34347189.16815798	22.362155021645627	-11.975836231743658	9.984386995051194	0.2766825639428012	0.00627493023057526	3367427.8609258	-68694227.2494316	-3196.2872657278886	3461.2935120711595	-0.01775180864641759	-96765131.91144164	-96758379.7308581	-96761576.69449209
8	-470.2104740962078	96760985.42631589	-0.32047571523041934	10.320435588750383	96765132.96474935	0.005391634300772912	6.198431016386818	0.3570380427232597	-0.1970380427232607	4.33601073717415	0.21542518040572306	39297527.525241055	24.38571944241545	-14.034503021827543	9.984387030259262	0.2766825743961887	0.007184998890881137	3367427.861870138	-78594880.8882675	-3567.9211001604276	3869.0272962271233	-0.017750023239056674	-96765131.96472889	-96757411.83658652	-96760980.42631589
9	-529.3700232518444	96760389.13229844	-0.32043733937073265	10.320397212890697	96765133.01479681	0.007356522417902797	7.263995480423536	0.35696070299506955	-0.19696070299507054	4.336010740045823	0.21542517753404983	44247865.85626842	26.40705106335205	-16.092912433846625	9.984387065467546	0.2766825836004247	0.00809507315486346	3367427.8627017243	-88495534.48305051	-3939.524274648069	4276.730412846606	-0.017747838882166123	-96765132.01477635	-96756443.94698294	-96760384.13229844
10	-588.5200768230007	96759792.81722578	-0.320392512993306	10.32035238651327	96765133.06229755	0.009320073693087266	8.382544573251982	0.35688332078772056	-0.19688332078772153	4.336010742339991	0.21542517523988108	49198204.16681364	28.42620841779444	-18.150987138991365	9.984387100676049	0.2766825918225405	0.009005153020609948	3367427.8634446785	-98396188.04648197	-4311.0993281620285	4684.405401602208	-0.01774528836151837	-96765132.0622771	-96755476.06432104	-96759787.81722578
11	-647.6592074384249	96759196.48465998	-0.3203419590333043	10.320301832553268	96765133.10774331	0.010390989232718325	9.55100382004716	0.35680589600000845	-0.1968058960000094	4.3360107442146285	0.21542517336524317	54148542.46083107	30.44324882185171	-20.20864722176335	9.984387135884768	0.2766825992519947	0.00991523848637844	3367427.8641161127	-108296841.58787628	-4682.647925440745	5092.05392807088	-0.017742411072520656	-96765132.10772285	-96754508.19052066	-96759191.48465998
12	-706.786151191373	96758600.1373253	-0.32028633689349056	10.320246210413455	96765133.1514957	0.010070493013653873	10.766475575086748	0.3567284285302032	-0.19672842853020414	4.336010745775663	0.21542517180420823	59098880.74122869	32.45822912805833	-22.265831992767097	9.984387171093704	0.27668260602814254	0.010825329550622553	3367427.8647286114	-118197495.11429524	-5054.17118345378	5499.677109975967	-0.017739245383530507	-96765132.15147524	-96753540.32720792	-96758595.1373253
13	-765.8997980656073	96758003.77735266	-0.32022629187468576	10.320186165394649	96765133.19382846	0.008697039998702845	12.02622872431647	0.3566509182760862	-0.1966509182760872	4.336010747095371	0.21542517048450033	64049219.01020792	34.47120574998084	-24.322515148557905	9.984387206302857	0.27668261225648444	0.01173542621198599	3367427.865291701	-128098148.63123663	-5425.669864527978	5907.275710367775	-0.01773582706414002	-96765132.193808	-96752572.47576723	-96757998.77735266
14	-824.9991755374466	96757407.40644076	-0.3201623450542162	10.320122218574179	96765133.23495387	0.007461353164198611	13.327688995216597	0.35657336513497256	-0.19657336513497353	4.3360107482261645	0.2154251693537071	68999557.26947561	36.48223442843722	-26.378704739961552	9.984387241512229	0.27668261801884025	0.012645528469284708	3367427.8658127687	-137998802.1430741	-5797.144495262331	6314.850256430718	-0.01773218759329368	-96765132.2349334	-96751604.63738383	-96757402.40644076
15	-884.0834309958009	96756811.02596581	-0.3200949937183727	10.320054867238335	96765133.2750398	0.007933513320645347	14.668429839159762	0.3564957690037246	-0.19649576900372553	4.336010749205545	0.21542516837432657	73949895.52038206	38.491369936788665	-28.434426116815356	9.984387276721817	0.27668262337994104	0.01355563632148646	3367427.866297657	-147899455.6533504	-6168.595441863772	6722.401114923175	-0.01772835513847506	-96765132.27501935	-96750636.81307873	-96756806.02596581
16	-943.1518152412777	96756214.63705847	-0.3200246186186143	10.319984492138577	96765133.31422143	0.011271146184203983	16.046163854269622	0.3564181297787602	-0.19641812977876116	4.33601075006246	0.21542516751741095	78900233.76401393	40.49866580505207	-30.48969381070209	9.984387311931622	0.27668262839189306	0.014465749767690488	3367427.8667510697	-157800109.16497937	-6540.022959460565	7129.928541398489	-0.017724353113512857	-96765132.31420097	-96749669.00373659	-96756209.63705847
17	-1002.2036678443202	96755618.24065912	-0.31995159352089364	10.319911467040855	96765133.35260911	0.017442902824001787	17.458734717799622	0.3563404473560582	-0.19634044735605913	4.336010750818175	0.2154251667616962	83850572.00125878	42.50417409102449	-32.54448401275363	9.984387347141643	0.27668263309725627	0.015375868807109505	3367427.8671768466	-167700762.6803893	-6911.427224866395	7537.432713081413	-0.017720201741015955	-96765132.35258865	-96748701.21012856	-96755613.24065912
18	-1061.2384045007109	96755021.8375583	-0.3198761914074239	10.319836064927387	96765133.39029416	0.024839853915626434	18.90410959788842	0.3562627216311609	-0.1962627216311619	4.336010751490042	0.21542516608982915	88800910.23285086	44.50794520426485	-34.598720618906064	9.984387382351883	0.2766826375312504	0.016285993439053653	3367427.8675781665	-177601416.20162714	-7282.808359083484	7944.913751276791	-0.017715916530764615	-96765132.3902737	-96747733.4329305	-96755016.8375583
