id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	19.40450000000979	22.330641746521	74	110	0.0	
{Bungay2006}_{Bungay2006}	19.386500000000343	22.260308265686035	78	113	0.0	
{Bungay2006a}_{Bungay2006a}	7.448999999993006	9.522676467895508	54	75	0.0	
{Eungdamrong2007}_{Eungdamrong2007}	33.525499999999965	34.189462661743164	46	119	0.0	
{Froehlich2018}_{Froehlich2018}	0.0	1894.210696220398	1396	4704	-1.0	
{Holzhutter2004}_{Holzhutter2004}	1.5179999999999898	2.1227598190307617	45	166	0.0	
{Hui2014}_{Hui2014}	5.235999999999997	5.772590637207031	65	113	0.0	
{Lai2014}_{Lai2014}	3.1210000000000093	3.7916898727416983	195	27	0.0	
{Leber2015}_{Leber2015}	46.53350000000003	47.02317714691162	23	51	0.0	
{Levchenko2000a}_{Levchenko2000a}	9.166499999999672	13.06009292602539	86	300	0.0	
{Liu2011}_{Liu2011}	18.463999999996304	20.727872848510746	42	89	0.0	
{ODea2007}_{ODea2007}	0.5990000000000026	0.9344816207885742	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	9.891500000000052	10.19752025604248	90	20	0.0	
{Pathak2013}_{Pathak2013}	1.76649999999999	2.304673194885254	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	1.124999999999993	1.6481876373291016	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	10.8364999999999	11.27469539642334	25	87	0.0	
{Proctor2010a}_{Proctor2010a}	174.24750000000077	175.20499229431152	136	83	0.0	
{Proctor2013a}_{Proctor2013a}	107.09400000000029	107.78772830963136	75	131	0.0	
{Qi2013a}_{Qi2013a}	174.52300000000199	175.57156085968018	136	83	0.0	
{Sasagawa2005}_{Sasagawa2005}	8.656499999999879	9.553670883178713	99	234	0.0	
{Sengupta2015}_{Sengupta2015}	15.677000000000222	17.80521869659424	240	272	0.0	
{Singh2006}_{Singh2006}	0.0	48.20370674133301	68	105	-1.0	
{Sivakumar2011c}_{Sivakumar2011c}	2.305500000000059	2.703070640563965	50	56	0.0	
{Ueda2001}_{Ueda2001}	0.91650000000001	1.251935958862305	13	66	0.0	
{Ung2008}_{Ung2008}	824.5659999999997	826.3982534408569	194	313	0.0	
{Yang2007}_{Yang2007}	15.809499999999886	16.2125825881958	25	54	0.0	
{aguda1999_fig5c}_{model0_aguda1}	2.454000000000125	3.7654638290405273	12	32	0.0	
{alexander2010_fig2-user}_{model1_alexander1}	1.7695000000001642	2.9046535491943364	5	12	0.0	
{alexander2010_fig2-user-2}_{model1_alexander2}	1.742500000000355	2.875804901123047	5	13	0.0	
{alsheihk2011_fig3-user}_{model2_alsheihk1}	1.644499999999713	2.726912498474121	5	7	0.0	
{alsheihk2011_fig4-user}_{model2_alsheihk1}	1.620499999999943	2.687573432922364	5	7	0.0	
{alsheihk2011_fig5-user}_{model2_alsheihk1}	1.6629999999998348	2.735257148742676	5	7	0.0	
{alsheihk2011_fig6-user}_{model2_alsheihk1}	1.5994999999997734	2.68244743347168	5	7	0.0	
{alsheihk2011_fig7-user}_{model2_alsheihk1}	1.68499999999964	2.7666091918945312	5	7	0.0	
{bachar2004_fig1-user}_{model0_bachar1}	1.5479999999999023	2.618551254272461	4	8	0.0	
{bachmann2011}_{bachmann}	6.525000000004213	8.127808570861816	26	32	0.0	
{bachmann2011_figs9-user}_{model0_bachmann2}	6.352000000000885	7.955670356750487	26	32	0.0	
{balagadde2008_fig2-user}_{model2_balagadde1}	2.0440000000009846	3.1516551971435547	7	10	0.0	
{band2012_figs19-user}_{model2_band2}	1.5835000000000754	2.675652503967285	1	4	0.0	
{becker2010_fig2b-user}_{model0_becker1}	1.7800000000008538	2.867460250854492	6	8	0.0	
{becker2010_figs4-user}_{model0_becker2}	1.6785000000004828	2.777218818664551	6	7	0.0	
{beuke2017_fig6}_{model29_beuke30}	16.663000000001432	18.5316801071167	33	72	0.0	
{bier2000_fig3-user}_{model0_bier2}	2.9215000000000657	4.014015197753906	4	5	0.0	
{bindschadler2001_fig5b-user}_{model0_bindschadler1}	2.67149999999938	4.743099212646484	4	21	0.0	
{borghans1997_fig12a-user}_{model0_borghans3}	8.278999999997666	9.470224380493164	4	15	0.0	
{borghans1997_fig5-user}_{model0_borghans1}	5.092999999999896	6.4797401428222665	5	13	0.0	
{borghans1997_fig8-user}_{model0_borghans2}	3.6540000000001953	5.478382110595703	4	17	0.0	
{brands2002_fig2-user}_{model0_brands1}	1.9550000000014158	3.1505823135375977	11	11	0.0	
{bucher2011_fig2-user}_{model0_bucher1}	4.6385000000008985	6.061911582946777	18	30	0.0	
{bungay2003_fig4-user}_{model2_bungay3}	17.194000000000653	19.965171813964844	74	110	0.0	
{bungay2006_fig3a-user}_{model0_bungay2}	8.06100000000021	10.166406631469727	54	75	0.0	
{bungay2006_fig3b-user}_{model0_bungay1}	19.76300000000152	22.713422775268555	78	113	0.0	
{butenas2004_fig1-user}_{model0_butenas1}	0.0	30.423641204833984	34	44	-1.0	
{chance1943_fig12-user}_{model3_chance3}	1.8084999999996327	2.968311309814453	4	2	0.0	
{chassagnole2002_fig4-user}_{model0_chassagnole2}	15.401499999992573	21.3620662689209	18	135	0.0	
{chassagnole2002_fig5-user}_{model0_chassagnole2}	15.27299999999228	21.26026153564453	18	135	0.0	
{delcontezerail2008_fig4-user}_{delcontezerail1_Fig4D}	1.813499999999749	3.138899803161621	4	18	0.0	
{dupont1992_fig4-user}_{dupont2_Fig4B}	2.4284999999995134	3.837466239929199	4	18	0.0	
{essunger1994_fig2-2}_{model0_essunger1}	1.7529999999997514	2.9141902923583984	7	14	0.0	
{essunger1994_fig4}_{model0_essunger2}	1.8660000000000885	3.0270814895629883	7	16	0.0	
