	E	E_M	E_P2	E_P_1	E_P_2	M	P	P2	T
0	0.00015	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1	7.990910786381887e-05	2.5028702685466754e-06	1.8917693722172392e-08	6.031234033788288e-05	7.256763836029146e-06	0.04247648918906369	0.9523369714178328	0.0021369183113669546	0.0029795301896003374
2	8.052282284499349e-05	4.613392439445537e-06	3.7207010866546595e-08	5.78643455472535e-05	6.962232157441865e-06	0.07939914344573527	0.9065033429631256	0.004190445037829504	0.009837591376154548
3	8.123521235655396e-05	6.491044021164933e-06	5.517887388532241e-08	5.553642392800815e-05	6.682140820389809e-06	0.11098809520167556	0.8624746279847265	0.00615585389151119	0.020312658134443308
4	8.205782948424352e-05	8.078801076517539e-06	7.262306992968653e-08	5.336935877329252e-05	6.421387596015545e-06	0.13772815281554382	0.8201696722456968	0.008036881181930496	0.033997351586313104
5	8.295343927307701e-05	9.520439661584743e-06	8.995696367643967e-08	5.126764566603397e-05	6.1685184356242865e-06	0.159997275274754	0.7795273827520504	0.009836344632483488	0.05057195077998522
6	8.394668516312762e-05	1.0717675174981786e-05	1.0688450541456988e-07	4.929731751883859e-05	5.931437637629837e-06	0.17829435307111408	0.7404592690735378	0.011558347567679358	0.06962197697283194
7	8.50155074448574e-05	1.178146030303846e-05	1.237933189271729e-07	4.7378646996858744e-05	5.700591936310296e-06	0.19297914626621082	0.7029092004347712	0.013205470424717532	0.09084119838174526
8	8.616942124803191e-05	1.2642075243483375e-05	1.4038895975710752e-07	4.5565667866244033e-05	5.4824466824767e-06	0.2044798079427734	0.6668036611473575	0.014781115166643998	0.11387158516447322
9	8.739132092079164e-05	1.3386993595115325e-05	1.5697892095089284e-07	4.3795266518557315e-05	5.269440044577925e-06	0.21310570382134258	0.6320961905039963	0.016287412690982724	0.13844808430459915
10	8.868683925485201e-05	1.3966384981677198e-05	1.7333962522463285e-07	4.210711834631094e-05	5.066317791927245e-06	0.21920916542675484	0.5987286520588141	0.01772704781491317	0.1642738215387728
11	9.004356832578565e-05	1.444666646943735e-05	1.8970868760380667e-07	4.045278096927747e-05	4.867275547888169e-06	0.2230490886371347	0.5666642292875079	0.01910170373469156	0.19112502190899158
12	9.146359563296252e-05	1.4791034486610483e-05	2.0589833164089445e-07	3.886342882791834e-05	4.676042720862506e-06	0.22491512914649234	0.5358569548636747	0.02041350110706352	0.2187558784784025
13	9.293702751388671e-05	1.50498360669267e-05	2.220819553345714e-07	3.730278178863702e-05	4.48827267520973e-06	0.22502573041098495	0.5062766957170679	0.02166381920745062	0.24697669169201045
14	9.446374435517703e-05	1.5196895211141444e-05	2.381082087305868e-07	3.579446097182591e-05	4.3067912531220815e-06	0.22362034838275757	0.47788627868208383	0.022854376962571008	0.2755834597169428
15	9.603556330917841e-05	1.5270212340976983e-05	2.5409897328723217e-07	3.431172994416751e-05	4.128395432387404e-06	0.2208842772714367	0.45066010187733146	0.023986354236155506	0.3044153021783856
16	9.765060037927212e-05	1.5251841078851025e-05	2.699306067833794e-07	3.287241050439581e-05	3.955217430694757e-06	0.21701624747663678	0.42456712750613074	0.025061196367613173	0.33330307924999864
17	9.930149896955291e-05	1.5170453104370349e-05	2.8568152145344973e-07	3.1457397637415196e-05	3.7849687672052184e-06	0.21217384822821797	0.39958445280575805	0.026079973354596428	0.36211102711039717
18	0.00010098500596160581	1.5014501277920647e-05	3.012498525796634e-07	3.0080000885362137e-05	3.6192420225301937e-06	0.2065221334962231	0.3756849477335977	0.0270439650072116	0.3906999387689293
19	0.000102694194516846	1.4805773968443234e-05	3.166804285407303e-07	2.8726908200658012e-05	3.4564428855117943e-06	0.20019457700747337	0.35284700551458287	0.027954200430628243	0.4189569112418324
20	0.00010442477917675238	1.4537493291898403e-05	3.31887774984566e-07	2.740807670290364e-05	3.297763053460618e-06	0.1933276242862289	0.3310456707206243	0.028811878139087282	0.44676925163323633
21	0.00010616999823642568	1.4226412130920171e-05	3.468910597094175e-07	2.6114566439016017e-05	3.1421321339285674e-06	0.18603315990985153	0.31025952890504005	0.029618040627098014	0.4740454405562469
22	0.00010792482101708187	1.3869191564288785e-05	3.616170269638361e-07	2.4853917534633487e-05	2.9904528570305304e-06	0.17842284228429622	0.2904644176548168	0.030373872183163137	0.500696792698741
23	0.00010968260347457481	1.3478935523459168e-05	3.7606675292010836e-07	2.362035960874257e-05	2.8420346403012853e-06	0.17058887531728092	0.2716382663343052	0.03108047014535865	0.5266520708065299
24	0.00011143789829179297	1.3054674945072828e-05	3.9017690409214624e-07	2.2419679288856918e-05	2.6975705701825568e-06	0.16262107898476008	0.2537566884295649	0.03173905346566339	0.5518446170183036
25	0.00011318426143493526	1.2606831042936867e-05	4.0393697511779903e-07	2.1248333593931474e-05	2.5566369530777313e-06	0.1545935864109942	0.23679637398882064	0.03235080213307736	0.576222421728543
26	0.00011491614870569657	1.2135959530831843e-05	4.1729238199174843e-07	2.0110825947627663e-05	2.4197734338534337e-06	0.1465768420586611	0.22073202834664618	0.03291700174547585	0.5997390439979228
27	0.00011662748462959722	1.1650451096087349e-05	4.3022660919322065e-07	1.9005102904621532e-05	2.2867347605006544e-06	0.13862846725811326	0.2055387683646193	0.03343892974245901	0.6223604621194382
28	0.0001183129599685639	1.115173718776451e-05	4.426937829231233e-07	1.7934668103633372e-05	2.157940957114779e-06	0.13080174796519312	0.1911900258107174	0.03391795401226243	0.6440585851717957
29	0.00011996709042951702	1.064659772999945e-05	4.5467609652825974e-07	1.6898379815675872e-05	2.0332559282805003e-06	0.1231394142354169	0.1776592688767612	0.034355450730902674	0.6648158332473488
30	0.00012158510714433755	1.0136846516165937e-05	4.6613682919849264e-07	1.5898909472887557e-05	1.9130000374142078e-06	0.11567972070448897	0.16491858904992404	0.034752870337529024	0.6846204050152024
31	0.00012316232868244436	9.627917841810675e-06	4.770605065354392e-07	1.4935598072043485e-05	1.7970948971728199e-06	0.10845225516262468	0.15293996507088448	0.03511167676190633	0.703469265333267
32	0.0001246947754253025	9.1216498192503e-06	4.874200543526347e-07	1.401038194888475e-05	1.6857727522175344e-06	0.10148236366029914	0.14169433161571732	0.03543339037853062	0.7213646091208783
33	0.00012617874081674867	8.622308174842351e-06	4.972049314169319e-07	1.3122770818662518e-05	1.578975258337231e-06	0.09478836005584448	0.13115253272871716	0.03571954174363984	0.7383157442126153
34	0.0001276112098452578	8.13151229113666e-06	5.063979692587407e-07	1.227402620044208e-05	1.4768536939112616e-06	0.08838480184373622	0.12128472636364648	0.0359716985255349	0.7543363844769275
35	0.00012898955105880808	7.652492774028277e-06	5.149950760587545e-07	1.146361652269686e-05	1.3793445684146662e-06	0.08228066046979945	0.11206111955251855	0.03619142948932387	0.7694457800394168
36	0.00013031179357320124	7.186505132443122e-06	5.229887211454164e-07	1.0692187365666006e-05	1.2865252075513273e-06	0.07648178586274283	0.10345159953891733	0.03638032068407605	0.7836666057078369
37	0.00013157639466851776	6.735865972055131e-06	5.303817541579944e-07	9.95904510773438e-06	1.1983124975415193e-06	0.0709897252663948	0.09542630794322482	0.036539947072836226	0.7970255961122126
38	0.00013278241665695722	6.30140372008058e-06	5.371754911675041e-07	9.264286316630859e-06	1.1147178151712004e-06	0.06580359796001678	0.08795541984562234	0.03667188179673471	0.809551882814283
39	0.00013392934232322768	5.884644179949413e-06	5.433794089768277e-07	8.607002039247014e-06	1.0356320486075889e-06	0.060919341724655685	0.08100959343275044	0.03677767381278107	0.821277320372136
40	0.00013501717963003955	5.485987735312286e-06	5.490024289823821e-07	7.986819971788019e-06	9.610102338872847e-07	0.056331146889666284	0.07455983973161465	0.03685885302556192	0.8322351775327872
41	0.00013604630871589315	5.106297594103183e-06	5.540597159803616e-07	7.402616596443631e-06	8.907173775887614e-07	0.05203097787126433	0.0685778700531152	0.03691691294458066	0.8424602854397557
42	0.00013701753783251945	4.7455887178778975e-06	5.585662341860863e-07	6.853643859764505e-06	8.246633556607554e-07	0.04800966943693165	0.06303601573903549	0.036953313659033454	0.8519880187028319
43	0.00013793197577582786	4.404192074920001e-06	5.625415382250151e-07	6.3385990455471295e-06	7.626915654882992e-07	0.044256618321469224	0.05790748998185031	0.036969468765607735	0.8608543549068485
44	0.0001387910573734419	4.081805396488153e-06	5.660049761900418e-07	5.856454034382226e-06	7.046782195060517e-07	0.04076061502904059	0.05316633170207209	0.03696674742982197	0.8690950968964387
45	0.00013959643707464421	3.7783528587899967e-06	5.689790815009019e-07	5.405779535409733e-06	6.504514496640339e-07	0.03750963640048905	0.04878759556404433	0.03694646493598065	0.8767458995365606
46	0.00014034999584925872	3.4932930278937056e-06	5.714859791268789e-07	4.985360182063858e-06	5.998649616664286e-07	0.03449146960130658	0.044747303653203487	0.03690988460247715	0.8838416921388621
47	0.0001410537535985794	3.2262575406918362e-06	5.735498081054778e-07	4.593700192620944e-06	5.527388600120485e-07	0.03169356264560715	0.041022575300765064	0.03685821138989812	0.8904167044173283
48	0.00014170986735960402	2.9765428391785464e-06	5.751940336373953e-07	4.229481284520208e-06	5.089144830698102e-07	0.02910348519198512	0.03759157779065455	0.036792594061243786	0.8965040528234762
49	0.00014232056190761623	2.7435866998388028e-06	5.76443208456845e-07	3.891197494327481e-06	4.682106897712881e-07	0.026708810710101796	0.034433607654233006	0.036714121264855466	0.9021357809327174
50	0.00014288812526783905	2.5265918922952286e-06	5.77320969547117e-07	3.5774970683391266e-06	4.3046480199017035e-07	0.024497449946998706	0.03152903742999921	0.03662382404349933	0.9073425767047706
51	0.00014341485487530468	2.3248827671619957e-06	5.778513362053294e-07	3.286910921043238e-06	3.955001002956162e-07	0.02245755047255359	0.02885935907853128	0.03652267384983753	0.9121538314539529
52	0.00014390305295326815	2.137624431131361e-06	5.780572199960573e-07	3.0181088844265078e-06	3.631565111890402e-07	0.0205777328269265	0.026407126159055796	0.03641158539595947	0.9165974586710115
53	0.0001443549861853236	1.9640901937761984e-06	5.779614006070077e-07	2.7696959980388835e-06	3.3326622226527264e-07	0.018847000571231495	0.024155968411891937	0.03629141613566063	0.9206999698674012
54	0.00014477288340420007	1.8034503884428021e-06	5.775854314353068e-07	2.5404041445348133e-06	3.0567663139800826e-07	0.017254903004245856	0.022090530669666975	0.036162969354480455	0.9244863698550109
55	0.00014515890717845063	1.654973114058187e-06	5.769503923636828e-07	2.3289374727197898e-06	2.8023184241859254e-07	0.015791452292591032	0.020196467088997937	0.03602699468124231	0.927980244844347
56	0.00014551515407583906	1.5178641867851845e-06	5.76076092130346e-07	2.1341158068102213e-06	2.5678983844609557e-07	0.014447231703258283	0.01846037912971338	0.03588419127432581	0.9312037130467782
57	0.00014584363507967637	1.3914179118291925e-06	5.749816539743965e-07	1.954756961343311e-06	2.3520839318783437e-07	0.013213319040310346	0.01686979610073136	0.035735209017535664	0.9341775194765021
58	0.00014614627770640235	1.2748950621356652e-06	5.736849367704751e-07	1.789784339261468e-06	2.153579554412488e-07	0.01208135572949629	0.01541311385160489	0.03558065169910275	0.9369210249975022
59	0.000146424913493562	1.167636209189698e-06	5.722029997505113e-07	1.6381364778975332e-06	1.9711081961141454e-07	0.011043476676613689	0.014079566637693419	0.03542107863276086	0.9394523029664253
60	0.0001466812822995761	1.0689681308273675e-06	5.705516921810058e-07	1.4988471595427542e-06	1.8035071788387142e-07	0.01009235147916082	0.012859168312673449	0.03525700772457989	0.9417881537658852
61	0.000146917025465578	9.782889254583399e-07	5.687460291323845e-07	1.3709751701228026e-06	1.6496440971954136e-07	0.009221120587908927	0.011742679886111988	0.0350889172946375	0.943944199256807
62	0.00014713369129743903	8.949958274877565e-07	5.667999019611268e-07	1.2536641282257329e-06	1.5084884489739853e-07	0.008423417157377865	0.010721554699963108	0.034917248946762715	0.9459349128871936
63	0.00014733669465223385	8.174621061977665e-07	5.647577261393143e-07	1.1434926267200492e-06	1.3759288872010323e-07	0.007693396761327737	0.00978925100001791	0.03474234098463729	0.9477723479486692
64	0.00014751897004790427	7.474227879586109e-07	5.625642658400051e-07	1.0452695631997054e-06	1.2577333510843286e-07	0.007025577836946364	0.008937395855777467	0.034564623289325816	0.9494699219879981
65	0.00014768622962632754	6.832338602675039e-07	5.602670681905975e-07	9.553192921901181e-07	1.1495015303525264e-07	0.006414857505745418	0.008158921035894332	0.03438445870062826	0.951039448987358
66	0.00014783974640097535	6.244116393807473e-07	5.578761973689034e-07	8.729292776359568e-07	1.0503648465015091e-07	0.00585651370415053	0.007447555836210116	0.03420216837754506	0.952491601828495
67	0.0001479805843767727	5.705442808088499e-07	5.55401740798747e-07	7.975082467191709e-07	9.596135491164558e-08	0.005346177973497803	0.006797602443488551	0.03401804323965067	0.9538361569277395
68	0.0001481097764459527	5.212303791752778e-07	5.528524318984453e-07	7.284847294585227e-07	8.765601352617175e-08	0.004879822732106619	0.006203849890387458	0.033832348572004046	0.9550820885819475
69	0.00014822827106833442	4.7610035458586584e-07	5.502363883695494e-07	6.653347753232745e-07	8.005741339795179e-08	0.004453740403387991	0.005661520705318793	0.03364532682157833	0.9562376403407828
70	0.00014833694408538417	4.3481238629040063e-07	5.47561088277498e-07	6.075750434131445e-07	7.310739664577282e-08	0.004064521587277875	0.005166232122259736	0.0334571996406949	0.9573103835938525
71	0.00014843660486721973	3.9705027086386963e-07	5.448333926550147e-07	5.547592099072111e-07	6.675225936504943e-08	0.0037090338236193325	0.004713963987718212	0.03326816958903167	0.9583072692044976
72	0.0001485280002592466	3.6252200320661966e-07	5.420595938327787e-07	5.064756687991883e-07	6.094247492572394e-08	0.003384401203111569	0.004301030090244731	0.03307842165583449	0.9592346750510681
73	0.00014861181869972085	3.309582425995576e-07	5.392454565947223e-07	4.623451889213925e-07	5.5632412174333605e-08	0.003087985034619889	0.0039240518443055625	0.03288812465708017	0.9600984502826937
74	0.0001486886941996184	3.021108084936839e-07	5.363962567238281e-07	4.2201866976976724e-07	5.0780065405148326e-08	0.00281736564942046	0.0035799339206678605	0.0326974325287731	0.9609039565953378
75	0.00014875921013588028	2.7575123509969355e-07	5.335168177799734e-07	3.851750129975512e-07	4.634679825331537e-08	0.002570325352390778	0.0032658416274964283	0.03250648552658666	0.9616561067036616
76	0.00014882390286827127	2.516693857309371e-07	5.306115457734707e-07	3.515190998925549e-07	4.229710034253593e-08	0.0023448325006364583	0.002979179922042396	0.03231541133826355	0.9623594001419254
77	0.0001488832651718953	2.296721325427182e-07	5.276844617394006e-07	3.2077987690194214e-07	3.859835693139886e-08	0.002139026674104438	0.002717573956940157	0.03212432611396859	0.9630179565201583
78	0.00014893774948046296	2.0958210514142344e-07	5.24739232252957e-07	2.927085504449052e-07	3.5220631708526947e-08	0.0019512048936616226	0.002478851072537216	0.031933335419399675	0.9636355463638815
79	0.00014898777093956571	1.9123650945619995e-07	5.217791979272135e-07	2.6707689039871606e-07	3.2136462662919436e-08	0.0017798088370378892	0.002261024149470902	0.03174253511630841	0.9642156196681219
