	a1	a2	a3	x1	x2	x3
0	1.0	1.0	1.0	0.01	0.01	0.01
1	0.9967613149586129	1.6436083163159652	12.90101394601781	0.0164786561699103	0.016478832279675743	0.01647918948100835
2	0.9914508294442932	2.6953400465954336	165.94484244324906	0.027138254150919534	0.027139256211950853	0.0271405543101431
3	0.98276958939996	4.404894842853402	2121.4045621651458	0.044662657305461886	0.04466590750857373	0.04466964126442275
4	0.9686556681829932	7.158073715132477	26871.430563411806	0.07341988531861744	0.07342830537895223	0.07344478106151948
5	0.945914218912818	11.524491717183581	336699.5546009014	0.12046885162943824	0.12048820006955906	0.12053423852718309
6	0.9098043629495586	18.275125864748983	4154315.9492059774	0.19706879135082328	0.19711006804757888	0.19776775487555803
7	0.853815689430155	28.275863200179455	50008629.4512548	0.32079216610787686	0.32087582132313336	0.3289052601237613
8	0.7702650261265019	42.0556319617303	577861102.3152083	0.5180832437534634	0.5182463033830296	0.5309024388160434
9	0.6529230226196358	58.77113502803412	6298607686.734524	0.8263423572886177	0.8266500816764358	0.8461708678818031
10	0.502891627350112	74.62411399160169	61887287135.31939	1.292980241971365	1.2935452963636824	1.3225034943643545
11	0.3361850133029537	82.23459081721298	527091667048.6335	1.966563431417982	1.9675830716838079	2.0081655965271454
12	0.18446072274364933	74.35613316790774	3641079343704.8916	2.874936988010284	2.8767997552547873	2.929267020904936
13	0.07846605539655134	52.094096299227814	19566249316434.484	3.993381554681019	3.9971060959198432	4.058258816593143
14	0.02479534118348358	27.106170732459546	77967326772444.9	5.223686083037765	5.233097605423105	5.29648029706683
15	0.0058219745525289095	10.377139078001397	227830783407844.94	6.4075401051933705	6.441397784147	6.499470345606083
16	0.001044519104770373	2.983697625070913	502366613313169.8	7.322628765978757	7.490190582669721	7.537752738151917
17	0.00016198380504603711	0.6806727018956138	878961413034635.1	7.479595799547078	8.310724400966425	8.34643641017495
18	2.8234649049895326e-05	0.13057062772280226	1293538036241594.0	6.435280813824824	8.901043698255437	8.927283370270976
19	6.736962575390137e-06	0.022232023393801797	1687123017620776.0	5.133735585631879	9.294968386252735	9.320692378772703
20	2.133862017689906e-06	0.0034926130404197855	2030939385732440.0	4.154950620674192	9.508267064702842	9.576656143708888
21	8.293878388425283e-07	0.0005272308022016612	2322143847783650.0	3.4626642888216903	9.382079005887967	9.73886933889113
22	3.7165786700709467e-07	7.676755203943599e-05	2570607198862875.5	2.9603775058407047	8.324123748767805	9.840041122329906
23	1.8663261444341778e-07	1.1644088813235284e-05	2789077375688283.0	2.583120074689896	6.517626912717089	9.90235139940524
