	ASL_b	ASL_c	ASL_m	ASLoOH_b	ASLoOH_c	ASLoOH_m	ASLpOH_b	ASLpOH_c	ASLpOH_m	AS_b	AS_c	AS_m	ASoOH_b	ASoOH_c	ASoOH_m	ASpOH_b	ASpOH_c	ASpOH_m
0	0.0	0.0	30.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8797.15	0.0	0.0	0.0	0.0	0.0	0.0
1	1127.7570262200857	318.1236040523037	23.101789168520057	288.9145796958401	81.5107408707326	0.29168711026109057	378.86411889587214	106.88959839894615	0.1585784069969449	48151.21629688692	13584.250945986112	8322.842810599206	1968.2801518025756	555.3857219577517	1.0369900783808181	821.9522247198078	231.93288600140212	0.2110915786732727
2	1479.9046610511484	417.43026699498853	26.75087629697333	496.8704795052315	140.15444617553905	1.1401708111201985	684.9404756334407	193.20655886615197	0.636794707661236	82503.19685833891	23272.428618368423	7948.703386600871	5191.899438313133	1464.6462877093118	5.83881644368541	2296.218748745909	647.7775373826008	1.240367062390528
3	1716.8265449866853	484.24952066025566	31.7606045927439	604.930641611669	170.62758917580106	2.2396848403137595	866.2390534783649	244.33476378592292	1.2768308583410324	107840.64601013342	30418.296149496655	7649.28990805778	8556.871354832083	2413.735892398738	15.158178332454238	3966.391577405515	1118.859635805993	3.3305313085971595
4	1905.6659443902888	537.5089028872383	36.51233336984506	665.5745866120495	187.7298660024766	3.4154737318602946	978.1329611383626	275.89066514923763	1.9753752676654255	126636.97059891731	35719.38314186931	7406.549757857609	11757.57685504451	3316.4805728934875	28.93985095349661	5680.640542272135	1602.36593631344	6.54337274775402
5	2061.294080852679	581.4015523545702	40.673948145568	705.0684676608794	198.86810452685543	4.590894490719893	1052.7816758454533	296.94332977160934	2.6795675062676585	140549.72237073755	39643.15825459031	7207.065996040243	14689.712445876175	4143.470422595864	46.87377232353323	7372.14232250089	2079.4528712548963	10.870308613844417
6	2190.4696696102137	617.8341239468859	44.21797134371726	735.3510419665979	207.40887503765768	5.735183579484208	1107.3071681291765	312.32115649350726	3.3638180890421268	150772.52438903847	42526.26741341965	7040.71218699498	17324.6141726992	4886.624390140117	68.56707463430756	9009.415554085863	2541.242904040262	16.27096126235984
7	2297.817643443116	648.1158212222912	47.19961069205617	761.6680184623016	214.83125417494003	6.837796331761706	1150.762388581433	324.5769194707968	4.016729639586901	158189.72426868006	44618.21452185053	6899.7949057195565	19665.741531629777	5546.9194304761095	93.61331067882435	10577.886752766553	2983.6263280560424	22.690464298640176
8	2387.0092779351658	673.2653831647336	49.69306380773679	786.2291920812257	221.7588346827082	7.8966706867284255	1187.9289450560273	335.059622887688	4.634161331992645	163467.07624115472	46106.44205885596	6778.437332202988	21730.598347696738	6129.294666586665	121.62166209676805	12071.682257779883	3404.9475155710697	30.067934235283776
9	2461.0372337903295	694.1439798312346	51.771177083485696	809.8927404648952	228.43311398552947	8.913015047097955	1221.3131444612627	344.47544473055945	5.215596087474561	167108.4634829106	47133.388226218674	6672.143098457053	23542.415115358483	6640.3010532993485	152.22990540911331	13489.610300930528	3804.8700232710257	38.340966515097975
10	2522.4021219044944	711.4511196599182	53.49914798956017	832.9375591221032	234.93288973717887	9.889055039665356	1252.2133149396916	353.19071460283317	5.762225536490795	169497.53725689056	47807.143928638696	6577.466706385457	25126.067811820383	7086.955423383989	185.1091562299469	14833.031357187614	4183.777911723985	47.44805481065263
11	2573.1819350205365	725.7728756942014	54.933200295895105	855.4122057250198	241.2718472073993	10.827126708040398	1281.2934617294168	361.3926807541146	6.275961167524368	170927.02910978274	48210.26834488811	6491.764062566796	26506.05152348281	7476.16656872909	219.96447367233537	16104.687904982571	4542.444777910722	57.32986561448504
12	2615.107534039158	737.5974107540807	56.1209872394611	877.2875663373067	247.44177203555384	11.729360277062296	1308.8904912531027	369.17635035189574	6.758937729352158	171620.77979599507	48405.89127962513	6413.004121975611	27705.47982516365	7814.45357200453	256.53355132000036	17308.039498011014	4881.846431917659	67.9299016133609
13	2649.621144418049	747.3314558615591	57.10256299246284	898.5204123508615	253.43047252336044	12.597611307795795	1335.1783397265044	376.59077470784456	7.213276706207244	171750.21194003223	48442.358556985346	6339.625298393437	28745.632257339308	8107.818204553426	294.5844273057865	18446.87710436023	5203.052137623582	79.19480141090295
14	2677.9248014119157	755.3141246382864	57.91145794255663	919.0770643400242	259.22844781763865	13.433485420271218	1360.2543692332088	383.6634077454462	7.640984793700448	171446.75483027837	48356.739058695726	6270.425988850132	29645.796719710394	8361.700477093358	333.91280740535154	19525.096417200657	5507.160679059075	91.0744317677134
15	2701.0202996426647	761.8278668460499	58.575669862990516	938.9398556481945	264.83071891754	14.238389350661707	1384.1836315791618	390.41259918148086	8.043918923503611	170811.21460463555	48177.461414805606	6204.481456086348	30423.260318455712	8580.976094472404	374.33942572724317	20546.560967422254	5795.261767043414	103.52189406485313
16	2719.7422878238212	767.108113233546	59.11854779001038	958.1066489572953	270.2366833008877	15.013582871387786	1407.0204982766409	396.85368321984294	8.423783919465386	169920.9483195429	47926.34323395357	6141.079740103976	31093.3920595627	8769.97975753459	415.7074176086203	21515.020878966923	6068.413117131311	116.49345420787765
17	2734.7876278654467	771.3514067634678	59.55959139088144	976.5880175563364	275.44932398756987	15.760224579443218	1428.818363127025	403.00171968846666	8.782147524310345	168835.4640022095	47620.16764412649	6079.671415806245	31669.802242673475	8932.550135280686	457.8795267288912	22434.074362233445	6327.629595734139	129.94833443739878
18	2746.7374380903184	774.721644307957	59.91506278884812	994.4040197079892	280.474299058357	16.479403460651827	1449.633066787122	408.8724587533387	9.120454686070513	167600.50365561288	47271.83529441432	6019.832843694109	32164.476173957275	9072.067577652004	500.7359701268422	23307.13916146043	6573.8751672948065	143.8486115481081
19	2756.0755998556824	777.3554022103013	60.19850621643975	1011.5812136430065	285.3190968130909	17.172160546705538	1469.5232862668036	414.4824469594001	9.440041565046847	166251.21108745053	46891.259800673026	5961.237548211752	32587.91666274727	9191.494297861533	544.1724691848141	24137.436085059337	6808.058246316354	158.15911037167763
20	2763.2072369646885	779.3666253047247	60.42125440451203	1028.150407143264	289.9924156567266	17.839509616996768	1488.550012453859	419.84889787339637	9.742156007905379	164814.73553987715	46486.09207738767	5903.632657574327	32949.34557583534	9293.431265306192	588.0978773030278	24928.001537155586	7031.035249654187	172.84707152489662
21	2768.468928778128	780.8505570915236	60.59273795888788	1044.144664256452	294.50357266364756	18.482441739586232	1506.7750022695134	424.98921921726236	10.027962628553473	163311.93703347386	46062.22131416818	5846.823295156486	33256.799358602184	9380.14505634924	632.4329823828073	25681.674039645368	7243.606760673857	187.88216003265092
22	2772.1408187356105	781.8861038155607	60.720802026045426	1059.5978335148866	298.8621177981553	19.10192947150989	1524.259396015826	429.92065922724134	10.298551260844755	161758.87478067263	45624.17471208032	5790.6591528387125	33517.26543021984	9453.606414793736	677.1089871689109	26401.098096364844	7446.518654157963	203.23632161047644
