	I	Ip	S	Sp
0	149400.0	16600.0	667200.0	166800.0
1	141165.0086700935	16174.161708814865	658455.1299334426	168984.6461420831
2	133460.8063415624	15751.567812831247	651717.3349457757	171185.5572297654
3	126316.19087627623	15328.859504795992	646967.9821636002	173407.07098762048
4	119702.36944243812	14904.664703808585	644013.2295467702	175649.9957959739
5	113583.48626644482	14478.959659004528	642650.3018849721	177913.70786238383
6	107923.9539448764	14052.679257443766	642693.3229589842	180196.5382356189
7	102688.93612931849	13627.376347475083	643974.1998474158	182495.93489416922
8	97844.85067844157	13204.91223585211	646341.7521505082	184808.67137094878
9	93359.76213054554	12787.221504152314	649660.3382634792	187131.04889139504
10	89203.64209049118	12376.15115982555	653808.403698677	189459.074147062
11	85348.51259910353	11973.36096094336	658677.0930141335	191788.60821439326
12	81768.4967209234	11580.269786607489	664168.9689473098	194115.48727455176
13	78439.80012881587	11198.034716121823	670196.8479849288	196435.6177319892
14	75340.64401948679	10827.55217722433	676682.7493293508	198745.04897031965
15	72451.16569303838	10469.47311092682	683556.9498516943	201040.02706516808
16	69753.29942157883	10124.226274369335	690757.1362207873	203317.03260083843
17	67230.64707343992	9792.045523783305	698227.6451939421	205572.80544910373
18	64868.34538531369	9472.998235717527	705918.7833729091	207804.35903369496
19	62652.93473712028	9167.013006647509	713786.2182804336	210008.98626138503
20	60572.23270910111	8873.905487792736	721790.4332641546	212184.2589717799
21	58615.214508427074	8593.401723137686	729896.2394139859	214328.02245520035
22	56771.90146950974	8325.15871354098	738072.3383469662	216438.38631735172
23	55033.25819311926	8068.782167905162	746290.9303476919	218513.71273280057
24	53391.098439321504	7823.841554713833	754527.3629411849	220552.6029260072
25	51837.99958294448	7589.88265784792	762759.8155133191	222553.88254665892
26	50367.22524146987	7366.437887779973	770969.0160807206	224516.5864623331
27	48972.65556532575	7153.034616758848	779137.9867488925	226439.94337276934
28	47648.724617387	6949.2018045846	787251.8147871122	228323.36055289023
29	46390.36424518594	6754.475167393245	795297.4465950998	230166.4089529915
30	45192.95385321984	6568.40112074903	803263.5021435178	231968.8088213084
31	44052.27550443399	6390.539703897765	811140.1077420034	233730.41596386192
32	42964.473812633805	6220.466666698165	818918.7452284604	235451.20871683888
33	41926.020126355295	6057.774876081008	826592.1158853008	237131.27567583046
34	40933.68054618399	5902.07517582993	834154.017575454	238770.8042024077
35	39984.487359329825	5752.996812540712	841599.2337562046	240370.06971038438
36	39075.71351590648	5610.187522010629	848923.4331748727	241929.4257205699
37	38204.84980987441	5473.313354054207	856123.0791793512	243449.29466291534
38	37369.584463439925	5342.058299733925	863195.347690613	244930.15939794228
39	36567.78484659846	5216.123773061093	870138.0529852975	246372.55542459214
40	35797.48109340253	5095.227989155581	876949.5805259803	247777.06373864587
41	35056.85140348549	4979.105272434363	883628.8261560953	249144.304304233
42	34344.208841523585	4867.5053214125155	890175.141046952	250474.93010035405
43	33657.98946885951	4760.192450944072	896588.2818469275	251769.62170452275
44	32996.741660653075	4656.944828019185	902868.3655386386	253029.08237638997
45	32359.116478887907	4557.553713403842	909015.8285595556	254254.03360537972
46	31743.858986562795	4461.822718314472	915031.3897857857	255445.21108782323
47	31149.8004016401	4369.567082837299	920916.0170182878	256603.36110071934
48	30575.851001002655	4280.612980824621	926670.8966461073	257729.23724100614
49	30020.99369496318	4194.796854436618	932297.4061928353	258823.59750103945
50	29484.278201936635	4111.96478027197	937797.0894808102	259887.20165279508
51	28964.815760871144	4031.9718680798687	943171.6341729764	260920.80891511243
52	28461.774326066494	3954.681692317162	948422.8514751038	261925.17588005168
53	27974.374195205753	3879.9657562639804	953552.6578015588	262901.05467612983
54	27501.884026887004	3807.7029880033683	958563.0582262373	263849.19134782057
55	27043.61720875828	3737.7792672759374	963456.1315568583	264770.32443224173
56	26598.928541608697	3670.086982015597	968234.0168857694	265665.1837154079
57	26167.21120852137	3604.5246132375937	972898.9014838974	266534.4891517954
58	25747.894001510514	3540.9963468698174	977453.0099166541	267378.9499322458
59	25340.43878099848	3479.4117110800617	981898.594271613	268199.2636864358
60	24944.338146085902	3419.6852376455195	986237.9253977205	268996.1158072519
61	24559.11329586967	3361.736145928325	990473.2850648159	269770.1788854505
62	24184.312064105136	3305.488048055939	994606.9589603947	270522.112243941
63	23819.473008765468	3250.8624758987285	998641.2702797342	271252.5688012499
64	23464.216171301552	3197.7959008001567	1002578.4736182097	271962.1759416066
65	23118.167107148485	3146.2250549290075	1006420.8246477362	272651.5498108359
66	22780.966170095293	3096.0889416802065	1010170.5661036602	273321.2931550378
67	22452.27079516071	3047.329396892006	1013829.9210467804	273971.99459381955
68	22131.755495538488	2999.891155162137	1017401.0886437946	274604.22837790876
69	21819.111150577828	2953.721753173232	1020886.2409875417	275218.55432828463
70	21514.044108434813	2908.7713851395697	1024287.5204855885	275815.5178585313
71	21216.275274342403	2864.9927498164084	1027607.037653108	276395.65004667436
72	20925.53923777101	2822.340902102529	1030846.8692398894	276959.46774321265
73	20641.583452757666	2780.7731130939446	1034009.0566507891	277507.47370867076
74	20364.167472969664	2740.248739313179	1037095.6046291607	278040.1567762705
75	20093.062239105046	2700.729100815964	1040108.4801772978	278557.99203623726
76	19828.04941516176	2662.1773675855798	1043049.6116906656	279061.44103873405
77	19568.92076997811	2624.5584535798043	1045920.888284829	279550.95201274304
78	19315.477600611273	2587.83891782753	1048724.1592958411	280026.9600984845
79	19067.530194364204	2551.9868720237173	1051461.233936532	280489.8875911941
80	18824.897326524457	2516.9718941236038	1054133.8810926622	280940.1441942957
81	18587.405791119505	2482.7649474846326	1056743.8292443112	281378.12728019577
82	18354.8899622166	2449.338305146428	1059292.7664991426	281804.22215710586
83	18127.19138349957	2416.6654788758688	1061782.3407253649	282218.80234045646
84	17904.158384041893	2384.721152636572	1064214.1597732774	282622.2298276163
85	17685.645718365657	2353.481120170658	1066589.7917752755	283014.855374763
86	17471.51422903126	2322.922226406117	1068910.765515087	283397.0187748744
87	17261.630530144437	2293.0223124259096	1071178.5708578336	283769.0491359215
88	17055.866710296115	2263.7601637555326	1073394.6592332756	284131.26515844616
89	16854.10005356873	2235.1154617444126	1075560.444165273	284483.9754117984
90	16656.212777349996	2207.06873783348	1077677.3018411505	284827.4786083942
91	16462.091785793556	2179.601330516734	1079746.5717152124	285162.06387543003
92	16271.628437855843	2152.695344818811	1081769.5571412048	285488.0110235611
93	16084.71832892054	2126.3336141235363	1083747.526028994	285805.5908121143
94	15901.261085097458	2100.4996642003907	1085681.711521186	286115.06521046284
95	15721.160169351451	2075.177679286808	1087573.3126858165	286416.68765524303
96	15544.322698680275	2050.3524700943244	1089423.4952216153	286710.70330314146
97	15370.6592716182	2026.0094436159404	1091233.39217269	286997.3492790222
98	15200.08380539543	2002.13457462066	1093004.1046497938	287276.8549192033
99	15032.513382132278	1978.7143787291202	1094736.7025556208	287549.4420097276
100	14867.868103491932	1955.7358869715745	1096432.2253118386	287815.32501950196
