time	Ar	ArH	H2O2	NADH	NADrad	O2	coI	coII	coIII	per2	per3	super
1500.0.	9.517665512987335e-05	499.99990482334516	0.00011135622684700002	61.00421518058236	2.192945383956079e-05	7.835414940157216	2.7120431262951865e-05	0.0007809980148830001	0.6833836684186461	3.6287565078972675e-05	0.715771925570134	0.000281969338424
1600.0.	0.000124312673299	499.9998756873269	0.000278318302995	68.33783669012291	2.6223884996137036e-05	9.267795640808846	3.9672777135352275e-05	0.001142892877795	1.017984033677585	1.95840620214955e-05	0.38081381660546904	0.0007459187440890001
1700.0.	0.00034943600671200005	499.9996505639937	0.018352752929048	75.32820037898014	7.280485314601098e-05	9.888606287223492	0.000124433795175	0.0035056997088270003	1.380261023672327	2.086072345935606e-06	0.016106756751328	0.015426668915553
1800.0.	4.0403121767865274e-05	499.9999595968787	2.4451969168703502e-05	58.052968967149255	2.402402416913065e-05	2.530715421447451	1.0971469445260001e-05	0.000315151787242	0.398265238733541	0.001118073666021	1.000290564343755	7.142338975911403e-05
1900.0.	7.978221262958537e-05	499.9999202177882	8.738030686623696e-05	65.69906013557046	2.3558254078381812e-05	6.558825300411981	2.448934752917928e-05	0.0007049165008620001	0.5771715168468481	5.365825871049983e-05	0.8220454190460561	0.00022085583621700002
2000.0.	0.00011233520483100001	499.99988766479584	0.00020894434685400003	73.06888105874691	2.7550494632582952e-05	8.587798417612953	3.8334954508319846e-05	0.001104207376566	0.8972335122433011	2.9212365132218885e-05	0.5015947330604991	0.0005527975594170001
2100.0.	0.000158043129925	499.9998419568705	0.001603841811087	80.15982340770158	3.6430608849377465e-05	9.541770041027098	5.9254962228248515e-05	0.0017021480941660002	1.310414852176766	6.281964176153984e-06	0.08781746280267001	0.004081692392247
2200.0.	3.0139862033654362e-05	499.9999698601389	1.349570568355972e-05	63.06216004013422	3.2479383318526014e-05	1.3055332821681	8.925023727172178e-06	0.00025458889585	0.325734303698037	0.059518097835730005	1.014484084546661	4.9063359562248696e-05
2300.0.	7.252270648225034e-05	499.99992747729436	8.0588933769445e-05	70.73800445407252	2.5531267495674682e-05	5.876062231483897	2.397209820504946e-05	0.0006898275407980001	0.5395337420185491	6.811390540450615e-05	0.8596843444370491	0.00020505824298300003
2400.0.	0.00010745365883400001	499.9998925463421	0.00019875651781700002	78.10471921104312	2.9434596135263356e-05	8.21063071082886	3.919820377266653e-05	0.001128967671985	0.860056796828854	3.507748312171306e-05	0.5387399598122721	0.0005259370870100001
2500.0.	0.000150484616511	499.9998495153843	0.0012838318960800002	85.16885592014759	3.768808081714335e-05	9.316453864295276	5.9913045748792145e-05	0.0017227992178900002	1.287746453916947	8.342126341152071e-06	0.11046249169307701	0.0034155143736730002
2600.0.	2.882229100644723e-05	499.9999711777097	1.3681767824256502e-05	68.3997953478493	3.560690687311173e-05	1.2211795509874621	9.266442348433466e-06	0.00026383065498000003	0.31264125319533004	0.07195334796109301	1.015132301746255	5.0266863363367116e-05
2700.0.	7.241503874459456e-05	499.9999275849619	8.647512368989527e-05	76.05397683140393	2.761334639596734e-05	5.808584062551244	2.5735462550147622e-05	0.0007405562266890001	0.5476382682614851	7.387326254619995e-05	0.8515215667867371	0.00022131926533700002
2800.0.	0.00010854762875500001	499.99989145237186	0.000221993441063	83.37489291502064	3.1782347984877453e-05	8.144683228891614	4.226950228895353e-05	0.0012174006028310002	0.8877199263320461	3.6253714480298886e-05	0.510984149848361	0.0005935720431260001
2900.0.	0.000171169353136	499.99982883064763	0.002619684519464	90.35816998137071	4.5447746302104446e-05	9.236112119429299	7.247761899884127e-05	0.0020746674769680003	1.333965192008627	5.95427719482144e-06	0.063881708618218	0.006049745676777
3000.0.	3.6746178587046705e-05	499.99996325382233	2.4081851122034056e-05	74.000033067054	3.3670855978803606e-05	1.9666240767793801	1.2721967383019841e-05	0.000365273400613	0.38485130528695205	0.009012735463978001	1.005757963881081	7.735323745554277e-05
3100.0.	7.800210187410513e-05	499.99992199789926	0.00010511580504200001	81.58302207580049	2.981880648447147e-05	6.204427402460314	2.9733018120941394e-05	0.000855755035163	0.596226006440838	7.030335350385667e-05	0.8028182021523831	0.00027071028107900004
3200.0.	0.000114807658942	499.99988519234216	0.00029018577760300004	88.81632971640767	3.46740896026806e-05	8.30789583376243	4.762435111266219e-05	0.0013716548858540001	0.9730741118809391	3.235826767181978e-05	0.42547425061443006	0.0007915626365800001
3300.0.	0.0005815736871620001	499.9994184263136	0.030997202553991004	95.47421399120135	0.00016267805803700001	9.192857553990754	0.000264312334621	0.007346758669376001	1.372817815229198	5.534123202953067e-06	0.019565579643607	0.022941156812618
3400.0.	4.690962659864681e-05	499.99995309037394	4.479072596221644e-05	79.79501049744886	3.1035647842684965e-05	3.28371609526585	1.750519044649447e-05	0.000502982299635	0.42489992554155304	0.00019060861440000002	0.9743889783539641	0.000122904730309
3500.0.	8.793063383011534e-05	499.99991206936653	0.00014067512234000002	87.26273945595455	3.2365917405797704e-05	6.8539943422930545	3.5845617903992506e-05	0.0010319639647200002	0.6897285926747521	6.0927830981286204e-05	0.7091426699116431	0.00036727507915000005
3600.0.	0.00012623105695300002	499.9998737689437	0.000481849860561	94.3686229304531	3.8446397712242037e-05	8.588859021263273	5.5637988799850494e-05	0.0016023704245170002	1.114851010531363	2.3266869014008774e-05	0.283467714186304	0.001349727826329
3700.0.	0.019749419065447003	499.98025058093464	0.097089737699352	90.5516188215189	0.009355858665416	4.613144896205446	0.008616885335818001	0.23425527818240202	0.9968940493704381	0.003114415829731	0.15711937128160702	0.11670511420043
3800.0.	6.171247843841426e-05	499.99993828752173	7.539904066170949e-05	85.71868898191249	3.169828315715785e-05	4.7676707349244705	2.4726101196954093e-05	0.000711118705237	0.495871335993794	0.00011068182645200001	0.9032821373733171	0.00019658967539700002
3900.0.	0.00010136094496200001	499.99989863905506	0.000208803087973	93.03378921010999	3.552229550163063e-05	7.569419222608756	4.404745547399118e-05	0.001268391528331	0.8354710502291981	4.81030070248254e-05	0.56316840777997	0.000559718498427
4000.0.	0.00015658427689700002	499.9998434157231	0.0018802756337590002	99.96255017038773	4.7591076310952815e-05	8.884326439721821	7.325296927786555e-05	0.002101890279828	1.309088239097235	8.972279986153541e-06	0.088727645373671	0.004820059201107001
4100.0.	3.67428066360405e-05	499.99996325719263	2.7150320484686182e-05	84.18185093647178	3.855813978530096e-05	1.946440346937127	1.4470999544271691e-05	0.00041547787352900004	0.38553520388598905	0.009588659305957	1.004446187934982	8.778319432869529e-05
4200.0.	7.900317695033049e-05	499.999920996823	0.000121176040191	91.70914815222972	3.394367990985396e-05	6.15668186750087	3.385244463187994e-05	0.0009743036496410001	0.621959428741493	7.812877213845275e-05	0.7769542863920951	0.000315893908264
4300.0.	0.00011848435421600001	499.99988151564565	0.000379407057396	98.83973459137675	3.9679422631627975e-05	8.219015794117755	5.4698342450478284e-05	0.0015752759365910002	1.039097135041264	3.171800342871404e-05	0.35924117267626604	0.001057770223752
4400.0.	0.004711509170371	499.9952884908296	0.079143411665044	102.64959949976149	0.0016248630519420002	7.856316827321961	0.0023007191442080003	0.06402094181824601	1.270157131452717	0.00019139798825300002	0.06332980959657901	0.067099106823445
4500.0.	5.707167081865867e-05	499.99994292832974	7.006418951022428e-05	90.39712906208153	3.3871425059231575e-05	4.297018333416312	2.4118346197334304e-05	0.0006934404087080001	0.47532930051348204	0.000135282762029	0.923817857969588	0.000185121002722
4600.0.	9.819083991551502e-05	499.9999018091608	0.000203645358798	97.71199543787041	3.7353324599420686e-05	7.311093763171154	4.481748672147616e-05	0.0012904540830410002	0.8129219020363211	5.449744138617196e-05	0.5856883289525361	0.0005467246360040001
4700.0.	0.000152180502786	499.99984781949814	0.0016937565654070001	104.61461261249599	4.917111202288101e-05	8.72572656453217	7.448052807154938e-05	0.0021384465475710003	1.29827832315642	1.057150568557147e-05	0.09949817826225801	0.004467298723032
4800.0.	3.685547332316781e-05	499.9999631445279	2.8845859234982012e-05	89.09818147085748	4.082283208536625e-05	1.952037552239438	1.536275951385839e-05	0.000441090918508	0.386632475393949	0.00938897145286	1.003522099475176	9.329110215693081e-05
4900.0.	7.960386074870983e-05	499.99992039614034	0.00012954621533500002	96.59737428296064	3.5975935940403284e-05	6.141592478434858	3.592794717104324e-05	0.001034031452774	0.6351649495810741	8.162925774944963e-05	0.763683461761238	0.00033974765605500004
5000.0.	0.000120515178689	499.99987948482266	0.00043667380220400006	103.67625232662675	4.224060936723678e-05	8.179650178617381	5.835994704309871e-05	0.001680633373686	1.07171436359415	3.0906925676007755e-05	0.326515736159453	0.001229844545213
5100.0.	0.013954209741786001	499.98604579025925	0.096337735689555	101.96315029370633	0.0066173842654690005	5.318954682728875	0.006831084222963001	0.186846894723552	1.07212148980105	0.0018358602423200001	0.132364671010122	0.10692593075278901
5200.0.	6.163195659856587e-05	499.9999383680441	8.349957538962594e-05	95.49815489195483	3.563464366081127e-05	4.690054961193278	2.751140747459747e-05	0.000791192365235	0.5050883118392581	0.000125372711548	0.8939676116764911	0.00021964843224000003
5300.0.	0.00010314033814000001	499.9998968596625	0.000246012885675	102.73621559105759	3.996864761924349e-05	7.478491436628839	4.949604171151324e-05	0.001425223261984	0.8766033837897791	5.0856332246290303e-05	0.521871040574286	0.000670826846986
5400.0.	0.00024729255719200003	499.9997527074434	0.009481726505703001	109.48491610258537	8.251647222452361e-05	8.745126681616286	0.000127721191386	0.0036101913837790003	1.366517408024179	5.258890980301104e-06	0.029739420509682004	0.013178972065788
5500.0.	4.442545340955086e-05	499.9999555745473	4.7291530549883315e-05	94.41494648796629	3.792282052487407e-05	2.9403577275762123	1.9616518898559703e-05	0.00056357408946	0.42137438651886305	0.00035123951854000004	0.9776911833542441	0.00013400870858500002
5600.0.	8.761772622274538e-05	499.999912382275	0.00016466146240000002	101.80934500454977	3.8485833245171214e-05	6.618779576823323	4.1674029498790266e-05	0.0011996432457610001	0.715912813863206	7.237924418656397e-05	0.6827734896173551	0.00043784129248000003
5700.0.	0.000131943848369	499.9998680561529	0.0007622206653100001	108.76596080855373	4.660457961183633e-05	8.371461377735335	6.704420351008205e-05	0.0019300046650280003	1.193644593319233	2.106872494282969e-05	0.204337289087291	0.00217362224874
5800.0.	2.4562789819092015e-05	499.99997543721133	1.5247995539145182e-05	93.34986441104917	4.915224820591519e-05	0.999258185492737	1.0811769977910272e-05	0.000305913676583	0.27076415642184704	0.11215313820493601	1.016765979926662	5.6635327632667215e-05
5900.0.	7.296219772647337e-05	499.99992703780345	0.00011615224957400001	100.89847329429841	3.763927295285229e-05	5.595389630467284	3.4401298991761286e-05	0.0009898357168990001	0.5884848504629671	9.977852051520205e-05	0.8103911340006331	0.00030523292770300004
6000.0.	0.00011497961358500001	499.9998850203878	0.000376671621947	107.99384010027036	4.363063292406964e-05	7.888584024545532	5.799941395061795e-05	0.00167017399996	1.018881815061773	3.840634755012848e-05	0.379351605176773	0.001057671153665
6100.0.	0.005623136615320001	499.99437686338536	0.08316366812946101	110.99213138445069	0.002229581139062	7.293401242541441	0.002973803537355	0.08248488497798101	1.23882320915634	0.000323643117377	0.075394459210953	0.07507334703722801
6200.0.	5.884391007087652e-05	499.9999411560911	8.101404241157772e-05	100.00453117539614	3.7635234910427104e-05	4.405180219670588	2.7508823051686282e-05	0.0007909794821070001	0.492824003677967	0.000143584766093	0.9062139232507871	0.000214943474771
6300.0.	0.00010146612358200001	499.99989853387757	0.000247001515255	107.2310697693088	4.1853723997831305e-05	7.314968961337233	5.082447875142956e-05	0.0014633887711310001	0.8677802794098901	5.5393769876380985e-05	0.5306501135703571	0.0006757592469480001
6400.0.	0.000259179918424	499.9997408200828	0.010656503022624001	113.93292983863707	9.089390970937231e-05	8.630038396307485	0.000139424338577	0.003934099836748001	1.3672788859891671	5.608501050484844e-06	0.028641981334466004	0.014099345698087
6500.0.	4.548500733202737e-05	499.9999545149925	5.17765705996668e-05	99.12808343231588	3.9555212545560494e-05	3.047600066375417	2.1086393059169483e-05	0.0006058268832380001	0.42722440392861605	0.00030071024028400004	0.971847972554811	0.000145743332308
6600.0.	8.921499039375196e-05	499.9999107850092	0.00017942056351400002	106.48223973655608	4.0592570363794863e-05	6.651726588642899	4.438111202654528e-05	0.0012775793680520002	0.739831179870101	7.332828541391039e-05	0.6587735313644161	0.00048087968753600006
6700.0.	0.000137419896662	499.99986258010296	0.0010315847002230001	113.3731857666043	5.0290579126960764e-05	8.35223035297218	7.280776666654619e-05	0.0020946570691320002	1.237807843970854	1.7980034621022423e-05	0.16000671115873502	0.00292309416799
6800.0.	3.360362809600164e-05	499.9999663963715	2.5224391051220662e-05	98.27110471661803	4.8843413098397374e-05	1.556784366003386	1.54692277397112e-05	0.00044306952545300005	0.35946562411675403	0.030981958541236	1.009093878588821	8.849462278047458e-05
6900.0.	7.772617101013254e-05	499.99992227382864	0.000136017386397	105.74892535573272	3.9752300213141695e-05	5.900164157749078	3.8406113122753845e-05	0.0011052280315770001	0.633766478817935	9.421502534748415e-05	0.764995672012023	0.00035999830931100004
7000.0.	0.00012131008821	499.9998786899115	0.000504588911117	112.75625148825257	4.682311389035679e-05	8.00395222489036	6.389367679961458e-05	0.0018397699967770001	1.096544512624078	3.243202869125584e-05	0.30151939167365904	0.0014401173558470002
7100.0.	0.001321887642222	499.99867811235816	7.350770888684547e-06	97.54477967772938	0.008997080215350001	0.185990898976717	0.000497351867737	0.020004377103226	0.10231789071417301	0.24919456089411002	1.027985819420758	0.001966313915739
7200.0.	6.677640294830989e-05	499.99993322359654	0.00010419236941900001	105.03173792382685	3.936687934543386e-05	5.06238759987585	3.2779409334466055e-05	0.000942898754359	0.5482093828321161	0.00012162629169000001	0.850693312712504	0.000275182855539
7300.0.	0.00010991013466200001	499.999890089865	0.000333916118577	112.14605469209079	4.5002219262046874e-05	7.606796877782358	5.757584059324085e-05	0.00165786569625	0.9703686572788821	4.629989219602775e-05	0.427869601292084	0.0009344162594250001
7400.0.	0.002719299364282	499.99728070063566	0.06621040538042801	117.18138532673241	0.00104324795555	8.061189463543851	0.0015197603711130001	0.042067465522885004	1.306279613554848	9.408235214003212e-05	0.05003907819902	0.054526806532875005
7500.0.	5.6296324088048123e-05	499.99994370367517	7.84960259261822e-05	104.33087878223147	3.962694415013024e-05	4.14135855111844	2.7458769931280566e-05	0.00078940723249	0.48176563336231204	0.000163700223526	0.9172538004117481	0.00021020123020200002
7600.0.	9.991145464379032e-05	499.9999000885446	0.00024775509416200003	111.5473597588936	4.3672589369172e-05	7.163983069777654	5.2061690250455766e-05	0.0014989260737840002	0.8594283690584441	5.9977587312193926e-05	0.538960665590215	0.0006799447669980001
7700.0.	0.000271314810658	499.99972868518853	0.011812268529455001	118.2040729311292	9.964583530255918e-05	8.522924583108061	0.000151559723586	0.004269032345348	1.367705610921846	6.002372946791292e-06	0.027867794636281	0.014975009480634
7800.0.	4.6456391958330285e-05	499.99995354360726	5.6133328680263005e-05	103.64650901420944	4.1164220744459896e-05	3.140942016162984	2.251779882804888e-05	0.0006469775686500001	0.43300393270137605	0.000276043047217	0.966050528883941	0.000157251653246
7900.0.	9.073366259582612e-05	499.99990926633654	0.000194572019349	110.96161941891702	4.265455761095816e-05	6.677982137739255	4.7035182703447565e-05	0.001353984625803	0.7628458472987001	7.409853872154538e-05	0.635679034354084	0.000525569625503
8000.0.	0.00014560897168700002	499.99985439102716	0.0014987051566140001	117.78588274559323	5.5075598630156e-05	8.329605648825734	8.021110955374758e-05	0.002304287084423	1.279016508427784	1.4778479521341622e-05	0.11858421489873001	0.004117034658655001
8100.0.	3.7949322735887066e-05	499.9999620506768	3.5571841608717255e-05	102.97932822901983	4.634805701697344e-05	2.071860846083544	1.828027524164102e-05	0.000524993556573	0.394799476380962	0.0062057830667840005	0.998451466720454	0.00011299043665300001
8200.0.	8.214446012999356e-05	499.9999178555401	0.00015753786388700001	110.38940352838762	4.1894628743654176e-05	6.151314108003437	4.236785030483042e-05	0.0012193692543210001	0.6796156131467901	8.946292610970095e-05	0.7190331868224891	0.00042068552435700006
8300.0.	0.00012831727484600002	499.99987168272503	0.000716120026161	117.30881619868514	5.0387354540317146e-05	8.091270446576306	7.032259218367755e-05	0.0020243646316480002	1.171927093635336	2.605382793940596e-05	0.22595216531290901	0.002063376402962
8400.0.	2.5321645950124546e-05	499.99997467835425	1.7256953930833314e-05	102.3287702030868	5.401886813219204e-05	1.030980888379263	1.2210377235873171e-05	0.00034584241808400005	0.277998209615172	0.105442983112948	1.016200754476578	6.4263272922846e-05
8500.0.	7.401568492897698e-05	499.99992598431515	0.00012950887240300001	109.83086953838917	4.1382151827502655e-05	5.586628004906719	3.798745264400978e-05	0.0010930104290600001	0.608733037214463	0.00010718161731300001	0.790028783286538	0.00034363027646700005
8600.0.	0.00011848017710500001	499.9998815198228	0.00047366672659200003	116.83458350817251	4.842718173390479e-05	7.828896033317992	6.466116938442468e-05	0.0018618147786840001	1.072979157439247	3.6950723070317424e-05	0.32505741588963105	0.0013539116109310002
8700.0.	0.005425929676415001	499.9945740703223	5.2644398453319546e-05	102.15883212581676	0.029531998291016003	0.17116694321856102	0.002001698930084	0.089582746362972	0.12475280741014201	0.198627495170341	0.985035252126479	0.006270016706136
8800.0.	6.627327762239311e-05	499.99993372672105	0.000106926127913	109.2859477150808	4.113935454219312e-05	4.986687442936145	3.3850835688372645e-05	0.000973674449842	0.5492263663061561	0.00012899953904100002	0.8496371088692891	0.000283613124532
8900.0.	0.000110378261203	499.99988962173734	0.00035469830923000003	116.36865026475212	4.707293483953659e-05	7.5459685046500375	5.9999286662177285e-05	0.0017275827722790002	0.9832953441638501	4.738675051309844e-05	0.414869687026713	0.000999277958126
9000.0.	0.004572935480509	499.9954270645174	0.078569673097706	119.98505990876565	0.0019376901270180002	7.3774661415362495	0.0026163883756710003	0.07244684620571701	1.254477992327983	0.000258960031089	0.07019981305955701	0.07041336622981301
9100.0.	5.888655207938674e-05	499.999941113444	8.781004480450677e-05	108.7544456739609	4.1235116537885916e-05	4.354337620318421	2.9937691883035624e-05	0.0008607894171210001	0.5001667904368711	0.000158052394394	0.8987844300597481	0.00023468993555600002
9200.0.	0.000103135347124	499.99989686464914	0.00028324552833900005	115.91235411648358	4.6007271834161255e-05	7.24453988505328	5.5844230119287296e-05	0.0016078436977230001	0.902487687707833	5.7544303646330956e-05	0.49579108006069705	0.0007866143544860001
9300.0.	0.0007455967620050001	499.9992544032339	0.036462913107130006	122.21185403118704	0.00028597813459300004	8.418974920020252	0.00043538616939500004	0.012007681638907001	1.361439882964153	1.3438516293324102e-05	0.02610361071127	0.028933408392978
9400.0.	5.187878469548837e-05	499.99994812121116	7.096517094938003e-05	108.2361260333903	4.182870076906783e-05	3.692475712195442	2.6255188628154934e-05	0.00075458896706	0.46066975392386	0.00020153850147800002	0.9383478634189941	0.00019338583946
9500.0.	9.647401141082783e-05	499.9999035259842	0.00023502797866600003	115.4661453389916	4.5136689449751226e-05	6.926378072716468	5.2038871431225735e-05	0.001498140081085	0.829957855932105	6.764524608379041e-05	0.5684243198693151	0.0006444684488150001
9600.0.	0.00021939068160800002	499.9997806093139	0.007023790494431001	122.14089796020384	8.438075815399068e-05	8.39331504337216	0.000126288670509	0.0035756665219340003	1.357565883185466	7.393853157820889e-06	0.038724767768954005	0.011797079339904001
9700.0.	4.5375128786656725e-05	499.99995462486703	5.56223597929059e-05	107.73079229428602	4.3302182101759514e-05	3.004109275783945	2.2860975756248923e-05	0.000656800041254	0.429824081683703	0.000341941602079	0.9691543156972251	0.000157702247657
9800.0.	9.026037261751919e-05	499.9999097396236	0.00019987605383900003	115.03012398603384	4.4421136373257935e-05	6.593131728721754	4.850635283029336e-05	0.0013962795981890001	0.765082191109361	7.79266570290654e-05	0.633395096282608	0.000542276813541
9900.0.	0.000149892803742	499.9998501071921	0.0017905291119190002	121.81202758026147	5.8868918596197066e-05	8.259126170837819	8.544258395716049e-05	0.0024518921813190004	1.293054883876283	1.4092946842642233e-05	0.10439368841161902	0.004812018209631
10000.0.	3.9652147456525606e-05	499.99996034784715	4.129853307802968e-05	107.23841858271093	4.6611701720455206e-05	2.29449151596042	1.9888214610664255e-05	0.000571289856807	0.404628393692315	0.00279368543419	0.9919867428021001	0.000126667463604
