	Tstar	V	Vin	Vni
0	15061.32075	1860000.0	1860000.0	0.0
1	15011.959056976319	1859672.0490620115	1577397.434846264	282274.61421574274
2	14877.147587963362	1857615.491068057	1337732.668998904	519882.82206914836
3	14673.733246134305	1852655.0782318516	1134479.9826333818	718175.095598465
4	14415.826058827915	1844088.2626957274	962111.256753249	881977.0059424734
5	14115.257218398046	1831555.707461657	815931.6540816263	1015624.0533800257
6	13781.906651710426	1814957.402757646	691961.9875760629	1122995.4151815784
7	13424.01149834304	1794377.8747384793	586827.8724399204	1207550.0022985542
8	13048.422731367446	1770029.4139607607	497667.41815417656	1272361.9958065797
9	12660.820489019197	1742209.1476860226	422053.6798277981	1320155.4678582202
10	12265.897806768564	1711265.8027459176	357928.4098501344	1353337.3928957786
11	11867.515590840365	1677574.9524787753	303546.09631970787	1374028.8561590628
12	11468.834041225513	1641520.5991844335	257426.42923425112	1384094.1699501777
13	11072.423832952922	1603481.8572494118	218314.0132846796	1385167.8439647276
14	10680.36023395133	1563823.5618749696	185144.19256546424	1378679.3693095008
15	10294.302724602794	1522889.933211874	157014.07128382963	1365875.8619280397
16	9915.562554829727	1481000.5351354838	133157.8602461256	1347842.6748893536
17	9545.158996389797	1438448.1711088312	112926.28014879307	1325521.8909600335
18	9183.868165249467	1395497.8362833587	95768.63422603588	1299729.202057318
19	8832.263566483121	1352386.7789444285	81217.856087006	1271168.9228574177
20	8490.75018095868	1309325.321597174	68877.8810047767	1240447.4405923926
21	8159.593607091588	1266498.0256117512	58412.80018098529	1208085.2254307612
22	7838.944393087222	1224065.2570469119	49537.74919610109	1174527.507850806
23	7528.85862903441	1182164.903760472	42011.14831877131	1140153.755441696
24	7229.315306913438	1140914.1805148541	35628.1127425966	1105286.0677722527
25	6940.230831248291	1100411.4818611692	30214.895635927056	1070196.5862252372
26	6661.471294997402	1060738.1765568135	25624.144001901674	1035114.032554907
27	6392.862717791203	1021960.3605905505	21730.89647012704	1000229.4641204186
28	6134.199657297532	984130.5052252489	18429.175857428727	965701.3293678154
29	5885.252384485711	947289.0115882519	15629.107868014571	931659.9037202325
30	5645.772882035851	911465.6463445326	13254.472888525954	898211.1734560019
31	5415.49982908158	876680.8649320377	11240.632125323074	865440.23280671
32	5194.1627402389995	842947.0171408419	9532.767651440026	833414.2494893972
33	4981.485386186066	810269.4410515662	8084.390465280954	802185.0505862805
34	4777.188611194831	778647.4484250882	6856.074914375589	771791.373510708
35	4580.992641400668	748075.20849637	5814.385567948816	742260.8229284165
36	4392.618965218817	718542.536394718	4930.967054513834	713611.5693401996
37	4211.791853906039	690035.5935768489	4181.772182653956	685853.8213941903
38	4038.239579545071	662537.5073346175	3546.407505545155	658991.0998290678
39	3871.695380577577	636028.9165383788	3007.5780544461613	633021.338483928
40	3711.898214993933	610488.450442047	2550.6165596206797	607937.8338824216
41	3558.593336213029	585893.1471833761	2163.0843000027794	583730.0628833687
42	3411.532722014874	562218.8179554035	1834.4324043643587	560384.3855510345
43	3270.4753802866826	539440.3627548458	1555.714796366895	537884.6479584744
44	3135.1875535663944	517532.04283097724	1319.344622664531	516212.6982083081
45	3005.4428395029727	496467.7147639821	1118.887751981796	495348.8270119957
46	2881.022242410098	476221.0305582696	948.8876383799264	475272.1429198851
