	AC_PKA_cyto_mem	AC_active_cyto_mem	AC_cyto_mem	AMP_cyto	ATP_cyto	BAR_G_cyto_mem	BAR_cyto_mem	B_Raf_active_cyto	B_Raf_cyto	GRK_bg_cyto	GRK_cyto	G_GDP_cyto	G_a_s_cyto	G_protein_cyto	MAPK_active_cyto	MAPK_cyto	MEK_active_cyto	MEK_cyto	PDE4_P_cyto	PDE4_cyto	PDE_high_km_cyto	PKA_cyto	PP2A_cyto	PP_PDE_cyto	PTP_PKA_cyto	PTP_PP_cyto	PTP_cyto	R2C2_cyto	bg_cyto	c2_R2C2_cyto	c3_R2C2_cyto	cAMP_cyto	c_R2C2_cyto	iso_BAR_G_cyto_mem	iso_BAR_cyto_mem	iso_BAR_p_cyto_mem	iso_extra
0	0.0	0.0	300.0	3010000.0	3010000.0	0.0	94.0	0.0	120.4	0.0	0.602	0.0	0.0	2167.2	0.0	216.72	0.0	108.36	0.0	240.8	301.0	0.0	60.2	120.4	0.0	60.2	120.4	120.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6020.0
1	0.0	15.522318848948107	284.47768115105174	3010145.139350244	3009842.063171896	0.5888342699375458	0.011532801929783896	1.661699670417023e-06	120.39999833830036	0.006627292609011523	0.5953727073909886	0.017969754263950876	0.07522314572067623	2145.2702103077113	6.635767299346797e-09	216.7199999933642	8.40571687586484e-08	108.35999991594285	2.3821715484643913e-06	240.7999976178285	301.0	5.803428116055026e-07	60.2	120.4	7.407217079184486e-08	60.2	120.39999992592786	120.33663867266603	3.1910293771652376	1.3254765323645255e-05	2.878648211227156e-06	12.734095778400505	0.06334461357766238	93.0718308426315	0.32777387371554245	2.8211785631129974e-05	5851.880660729358
2	0.0	31.177182994928366	268.8228170050716	3010475.6336802375	3009501.5363983344	0.588830192317719	0.011543670032091806	0.00022208723314334658	120.39977791276691	0.018128347038622702	0.5838716529613773	0.057143746415623475	0.1495837579556837	2142.025809943094	2.8203268770968166e-06	216.71999717967307	2.2877052010853843e-05	108.359977122948	0.0002942203214621981	240.7997057796786	301.0	3.8083580859084235e-05	60.2	120.4	9.457997438863821e-06	60.2	120.39999054200261	120.1911045663193	6.424035756318359	9.373132046498018e-05	5.0360747066992346e-05	22.62071728982847	0.20871325803234073	93.07129957542432	0.3282686159881191	5.7946237724975234e-05	5851.880672952227
3	0.0	46.609814968624654	253.39018503137532	3010986.172999044	3008980.8021655427	0.588826060746621	0.011554447772579022	0.0029662945764000683	120.39703370542365	0.029939898197781003	0.5720601018022191	0.10064772002559416	0.23186366793749186	2138.8136087564703	6.395002806965514e-05	216.71993604997186	0.00043800926226760217	108.35956199073772	0.0036841426439241853	240.79631585735612	301.0	0.0003411747509964024	60.2	120.4	0.00012161617941171855	60.2	120.39987838382066	119.96437053427249	9.624534483490239	0.0002535434233824993	0.00019650083512396922	32.58753587752336	0.4348382467180254	93.07075824845586	0.3287598668668158	0.00010137615807705211	5851.880684915331
4	0.0	61.79458521765314	238.20541478234682	3011674.0553025487	3008282.5835201284	0.5888219025314291	0.0115651072210756	0.01666581644343897	120.38333418355661	0.04128366489242761	0.5607163351075725	0.13594441851089517	0.32322644610726403	2135.6501057927717	0.0005548753930501424	216.71944512460686	0.0033530212704303724	108.35664697872954	0.01923755780699758	240.78076244219304	301.0	0.0013925375756377912	60.2	120.4	0.0006538124942731371	60.2	120.39934618750581	119.65648679268519	12.776804243256368	0.00047516324585117304	0.0004397009301220532	42.61213193601014	0.7412058055632087	93.0702095928596	0.3292450870891684	0.00015831029867388802	5851.880696617551
5	0.0	76.70379008659685	223.29620991340312	3012536.2712679035	3007409.9184959703	0.5888177070219098	0.011575587495163787	0.05842714649640022	120.34157285350365	0.05203565726066227	0.5499643427393378	0.1606201138977049	0.4246906233485368	2132.542236611183	0.0026835606260782923	216.7173164393739	0.014927095540697256	108.3450729044593	0.06292164900983703	240.7370783509902	301.0	0.003855614168691648	60.2	120.4	0.002195855001441746	60.2	120.39780414499866	119.26788549545212	15.87403309730496	0.0007532660921822182	0.0007505166839540477	52.66430047761049	1.1267551076030593	93.0696554642292	0.3297231081720873	0.00022813308157371671	5851.880707930128
6	0.0	91.2978652341657	208.70213476583424	3013569.461962971	3006366.2085850714	0.5888135032072231	0.01158591283228421	0.15486615949025617	120.2451338405098	0.06219726269720127	0.5398027373027987	0.17843857621052214	0.5389710558330734	2129.491435275401	0.009091578305502862	216.71090842169446	0.04780437435597568	108.31219562564401	0.15646849112707464	240.64353150887294	301.0	0.008502890249743504	60.2	120.4	0.005590252523031817	60.2	120.39440974747708	118.79945701317419	18.914785416179548	0.0010845573705940536	0.00114709404877462	62.70002155321354	1.5898084451566783	93.06909672539915	0.330193668364454	0.00031019019680268413	5851.880718948868
7	0.0	105.54724755526831	194.45275244473163	3014769.831805781	3005155.300327278	0.5888092883207108	0.011596063405599516	0.3428679276671223	120.05713207233292	0.07180436761041716	0.530195632389583	0.19365583520595095	0.6659570745183258	2126.4994688442976	0.024414037052788107	216.69558596294718	0.123312652426596	108.23668734757337	0.32721292854253414	240.47278707145753	301.0	0.016260005956944126	60.2	120.4	0.011929797134239872	60.2	120.38807020286583	118.2526624245138	21.897258053167548	0.0014719960529651138	0.0016394734703684291	72.66699840533698	2.1279661000058523	93.06853438629315	0.33065641831025916	0.000403843670211264	5851.880729633104
8	0.0	119.40137911322952	180.5986208867704	3016133.198689338	3003781.4481958407	0.5888050725204778	0.011606025389869648	0.6685189552988745	119.73148104470117	0.0808867169203649	0.5211132830796351	0.20892959255326143	0.8090068649593172	2123.5704327557396	0.055613849354516395	216.66438615064544	0.27267286287791176	108.08732713712205	0.606490699107269	240.19350930089283	301.0	0.028201320119575147	60.2	120.4	0.022504628500101785	60.2	120.37749537149998	117.62957783582652	24.817325563238143	0.001908878384906115	0.002211236750782887	82.49175734554746	2.738100728918137	93.06796974798189	0.3311106541850764	0.0005084999226062051	5851.8807399762345
9	0.0	132.8113573792005	167.1886426207994	3017654.7507159086	3002249.551909112	0.588800868003576	0.011615774404938812	1.1888836928316233	119.21111630716842	0.08946493193965152	0.5125350680603484	0.22547536588814643	0.9699768265997929	2120.7110352541968	0.11260204173219443	216.60739795826774	0.5394778466330337	107.82052215336692	1.0310169729664358	239.76898302703367	301.0	0.04548996800752763	60.2	120.4	0.038856696219229686	60.2	120.36114330378085	116.93310408992198	27.668258736388413	0.0023939139920497727	0.002871906892030828	92.08587143862744	3.4161401211863285	93.06740451936611	0.33155525841721006	0.0006235798080874626	5851.880749956332
10	0.0	145.7206213807275	154.27937861927242	3019329.1457558945	3000565.060161663	0.5887966889677609	0.011625280330350273	1.9683138769594521	118.43168612304059	0.09755209783644114	0.5044479021635588	0.24383873727391864	1.15129632081298	2117.9296131968567	0.20810035103591001	216.51189964896403	0.9787152903135863	107.38128470968638	1.6399702268281897	239.1600297731719	301.0	0.06934346438213806	60.2	120.4	0.0626762633407662	60.2	120.33732373665931	116.16696317666839	30.441707236395985	0.0029239134176693724	0.0036235773341763595	101.34284415856455	4.157145868197548	93.06684065558018	0.3319888484068548	0.00074852671476718	5851.880759544732
11	0.0	158.0664354129994	141.93356458700052	3021150.3598383316	2998734.1204866916	0.588792551351039	0.01163450801634185	3.0767275466408015	117.32327245335925	0.1051564825007001	0.4968435174992999	0.2643400598176463	1.355459435714991	2115.2358988439905	0.3577435228242532	216.36225647717566	1.6567564573559277	106.70324354264405	2.474135848135036	238.3258641518651	301.0	0.1009986122187689	60.2	120.4	0.09577896791202713	60.2	120.30422103208805	115.33584055915858	33.12793009563185	0.0034936357411811704	0.004463513737121047	110.1400990369638	4.955203679144284	93.06628033802642	0.33240981165761296	0.0008827909485145676	5851.880768706857
12	0.0	169.78063007457132	130.2193699254286	3023111.592977468	2996763.6691271462	0.5887884727809579	0.011643417468127491	4.585968099189218	115.81403190081085	0.1122820045544471	0.48971799544555294	0.2871648972287769	1.5848577785370486	2112.6409484210844	0.5799344195062646	216.14006558049363	2.650102969119408	105.70989703088055	3.573645154772525	237.2263548452276	301.0	0.14162996659503746	60.2	120.4	0.14003416448869715	60.2	120.25996583551138	114.44548688522293	35.71586668612568	0.004110694590301285	0.005397982659158464	118.34358571128855	5.803374470932517	93.06572596839109	0.332816314454007	0.0010258269057478585	5851.880777402445
13	0.0	180.7925921644654	119.20740783553451	3025205.253480679	2994661.4407104994	0.5887844722243019	0.011651964921475175	6.563661849605856	113.83633815039421	0.11892991638392886	0.4830700836160712	0.3125028842541373	1.8413595788448165	2110.15682618464	0.8947019871778923	215.825298012822	4.039767511701646	104.3202324882983	4.9759633008765025	235.8240366991236	301.0	0.19233953676696933	60.2	120.4	0.19728478528358065	60.2	120.2027152147165	113.5026589712098	38.19345097960815	0.004736699646476138	0.006426789194058908	125.81385890483241	6.693838003182648	93.06518012460899	0.33320635043240904	0.0011770878127706867	5851.880785586859
