	E	E_M	E_M1	E_P1	E_P2	E_P21	E_P_1	E_P_2	M	M1	P	P2	P21	T
0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1	7.88370425310368e-05	2.4078012780557723e-06	5.186994415489564e-13	0.0	1.8419724863967482e-08	1.1090229236164252e-22	5.9540873457266776e-05	7.159863366276661e-06	0.04198513804729029	7.567729612824327e-09	0.9527855148567388	0.002115446738904179	8.786893552351928e-12	0.0030447658222052
2	7.837805587654273e-05	4.419453138846558e-06	1.8959630716332676e-12	0.0	3.568622304302059e-08	8.968792648832759e-22	5.640570608399511e-05	6.7829185157215215e-06	0.07819962752633276	2.430615851210865e-08	0.9078623945758142	0.004127153971268927	2.9393604329538146e-11	0.009743155825174583
3	7.803305994130844e-05	6.16842916782025e-06	4.044630568552393e-12	0.0	5.208781748555282e-08	3.044821247147527e-21	5.349119159312777e-05	6.4324534023913775e-06	0.10894516548787779	4.9353645197747083e-08	0.8651962825435231	0.006031008146805672	6.241971775105238e-11	0.019761350239703133
4	7.78497734220683e-05	7.449844717767777e-06	6.6115199050140615e-12	0.0	6.701434100395706e-08	6.943390146135054e-21	5.093124390196889e-05	6.124576191074866e-06	0.13499102699544224	8.14598835627163e-08	0.8246075349453045	0.007835430712272147	1.0741852065129487e-10	0.03250135309391569
5	7.769646112984442e-05	8.746961604794495e-06	9.576273554747096e-12	0.0	8.182192161837486e-08	1.2999069175919484e-20	4.840770741356866e-05	5.821147649518685e-06	0.15658892863966936	1.19284165200566e-07	0.7860178310485864	0.00954411975859687	1.638205131256122e-10	0.04778594345699585
6	7.76796153915165e-05	9.6392885392529e-06	1.279766642387569e-11	0.0	9.531175347395665e-08	2.1564272879167246e-20	4.61948664328062e-05	5.555004482789713e-06	0.17448675854722934	1.6162840059374002e-07	0.7492397973524056	0.01116587235620594	2.3105873155761762e-10	0.06504592540069366
7	7.77025071128639e-05	1.056302237866675e-05	1.637670236323859e-11	0.0	1.0893164428391481e-07	3.3020441841352445e-20	4.398577163691343e-05	5.289389707195709e-06	0.18889553531057426	2.0735817053638486e-07	0.7142094674887485	0.01270368817399573	3.085800703239583e-10	0.08413115422818712
8	7.783484766375641e-05	1.1136312108872233e-05	2.0071612426839224e-11	0.0	1.213109908155008e-07	4.7659610807741087e-20	4.205405727921485e-05	5.057055233462847e-06	0.20046461244186017	2.555375301341901e-07	0.6807615055747528	0.01416533576075283	3.958697430970176e-10	0.10454992153355028
9	7.799661578975825e-05	1.1763109153331353e-05	2.4021542512983715e-11	0.0	1.3388718481372723e-07	6.581339901210453e-20	4.010731550478891e-05	4.822988801263859e-06	0.20933509371548698	3.052908032984646e-07	0.6488489947290419	0.015553016771037601	4.92435287425159e-10	0.1262057616765291
10	7.824764598092806e-05	1.2093837176685527e-05	2.7974246799675778e-11	0.0	1.453628028766741e-07	8.771267139951792e-20	3.840009014158952e-05	4.617654377013573e-06	0.21604578459293394	3.559214496830228e-07	0.6183319113188851	0.0168733164368993	5.978202488854749e-10	0.14869337415953932
11	7.852322907938176e-05	1.2493372597878597e-05	3.210437640186151e-11	0.0	1.571094240987556e-07	1.13650006668195e-19	3.666189787471434e-05	4.408665801483209e-06	0.22067383980868382	4.0676660161642223e-07	0.5891799975639226	0.01812765058899472	7.115863176045837e-10	0.17196438348240844
12	7.887137275621662e-05	1.2640816519712325e-05	3.615049594359959e-11	0.0	1.678635234615452e-07	1.4380683025351772e-19	3.5133019187727976e-05	4.224781686077142e-06	0.22366638910629133	4.5731866085253853e-07	0.5612744429910811	0.0193216118248154	8.333254925803229e-10	0.19568493140875842
13	7.923910732296783e-05	1.2862956669228799e-05	4.0307393317162575e-11	0.0	1.789014245887402e-07	1.7844156862643846e-19	3.3566982617275914e-05	4.036493349319581e-06	0.22505959899224912	5.070834258927633e-07	0.5345952349845808	0.020456136568455484	9.626439379752e-10	0.21983787603427699
14	7.966555417490828e-05	1.2872111966801155e-05	4.4318857660387437e-11	0.0	1.890504879812562e-07	2.176958248376559e-19	3.218293488594166e-05	3.870029490183697e-06	0.22522413021365031	5.55699721389117e-07	0.5090411563759065	0.021535995330285603	1.0991732341474048e-09	0.2441490471101132
15	8.010817990597067e-05	1.2955069597318128e-05	4.838556348648818e-11	0.0	1.994685238369824e-07	2.6179888567813416e-19	3.0761150609661115e-05	3.6990852153355632e-06	0.22417155029389252	6.028063980721953e-07	0.484598322017256	0.022561839678046956	1.24255626002108e-09	0.2686200691395185
16	8.059795248208023e-05	1.2860045970591895e-05	5.2265383045673826e-11	0.0	2.090967781173073e-07	3.1086124697093356e-19	2.9496472582950915e-05	3.54697989051575e-06	0.22220788554914148	6.48155548992829e-07	0.461180475529175	0.023537741102580192	1.3924573228364309e-09	0.29302713562360944
17	8.11008809848645e-05	1.2833105850810792e-05	5.615102599849042e-11	0.0	2.1895216179798155e-07	3.6508460640313406e-19	2.8198150537883242e-05	3.390879004296667e-06	0.21933243695818816	6.914922479185918e-07	0.4387765597768104	0.024464223003810348	1.54855014311442e-09	0.3173814460766872
18	8.16409900986481e-05	1.2659830814913958e-05	5.982337626795048e-11	0.0	2.2811075791883444e-07	4.245541766279731e-19	2.70342271598143e-05	3.2508937089943897e-06	0.2157960089720297	7.32656826155938e-07	0.4173130567978691	0.02534476241188565	1.7105266624931893e-09	0.3415022643285977
19	8.2191542063838e-05	1.2546437823390076e-05	6.345811582242331e-11	0.0	2.3744108628949806e-07	4.894445766426648e-19	2.5843226903060156e-05	3.1076950489847107e-06	0.21159312325381924	7.714796490083645e-07	0.3967797142843439	0.026179850515717203	1.878087027093969e-09	0.36540480372406386
20	8.277071994182571e-05	1.2314968885968654e-05	6.686456733121954e-11	0.0	2.4616040184366583e-07	5.598201459363437e-19	2.4766140213814232e-05	2.978155932448018e-06	0.20692722418896714	8.078699313637738e-07	0.37711392803910093	0.026972455511778962	2.0509469939021272e-09	0.388945276846976
21	8.335765131724547e-05	1.2134305048351157e-05	7.01956234441563e-11	0.0	2.5498934559606787e-07	6.358281838031983e-19	2.3669715375702388e-05	2.8463267171130607e-06	0.20179235373653345	8.417266390101119e-07	0.358305036847088	0.027723093975407023	2.2288297644280945e-09	0.41213976607882047
22	8.396573463038917e-05	1.186030387192787e-05	7.329131584372509e-11	0.0	2.63282504619439e-07	7.175145961079722e-19	2.2669245865171822e-05	2.7260045072569904e-06	0.19635171573467994	8.730128692688524e-07	0.3402996356322902	0.02843430598841626	2.4114720405656953e-09	0.43487594831023213
23	8.457882798522747e-05	1.1628375421412366e-05	7.627993070016806e-11	0.0	2.7162311252553207e-07	8.049988637063609e-19	2.1657233333883546e-05	2.6043228189907213e-06	0.19060083480285617	9.01682540088079e-07	0.3230860566871355	0.02910666185169195	2.5986174983016815e-09	0.4571693807461921
