	alpha	beta	gamma
0	29.19988	188.8	0.3367
1	34.746669789032055	83.42940995641344	0.10151425249423181
2	40.651706724673694	230.21954395590183	0.38039355328095603
3	29.86657851071766	125.74087797505493	0.17478769212918832
4	40.148049979771535	71.24830138654728	0.08290225896414581
5	29.62619740579596	197.19351488842	0.3714626148106631
6	34.10538525419235	86.67015662157621	0.10648103919843754
7	42.41410760068219	164.8555279959318	0.22428959307692706
8	29.51091087403833	132.40752980253401	0.18840743590183126
9	39.481419455826185	71.0939790429959	0.08291287407359899
10	30.207326475218952	203.70840639327105	0.39213359475419113
11	33.48200235255095	90.24973496901485	0.11206826211014444
12	43.06985507635004	126.28001232733621	0.15863444947071326
13	29.212666647425696	139.4935420462547	0.20368329270799768
14	38.8039168439081	71.55074104661054	0.08372644840061615
15	30.933210039089072	206.8326166826537	0.39571668175990815
16	32.8786857147589	94.17800029705533	0.11833168397341515
17	43.14406760740527	104.20078237792619	0.12606061435446214
18	28.98045538163565	146.97953131879504	0.22081872775153005
19	38.121691269025106	72.52545530875014	0.08523408789511566
20	31.747043745586925	204.75786103348327	0.3804437384646594
21	32.301535808347744	98.44199429759567	0.12529705956423937
22	42.91243360073871	91.05696006486102	0.10801910137443779
23	28.82463769261588	154.77106189580618	0.23987929473445735
24	37.444946777078584	73.93939708862655	0.0873457165412426
25	32.55492438638147	198.16224751123136	0.37011558200972117
26	31.76038898808561	102.99028671916196	0.13293008075278318
27	42.51349811932467	83.04498442174642	0.09748265947907023
28	28.75498063585768	162.63058472214075	0.26054075766496554
29	36.79072866013919	75.71788855118126	0.08997283234129687
30	33.283660453386105	194.20141761404525	0.4736133150528257
31	31.277270439470474	107.63203948139424	0.14094893430763406
32	42.032409665815656	78.39745061209251	0.09156186189954595
33	28.772250099751464	169.83132256883493	0.2808824471793742
34	36.20624168073678	77.70653421967305	0.09290397462155907
35	33.98575700767395	213.8636969660132	0.8767372340822748
36	30.913547847849262	111.66904176738898	0.1481151484331875
37	41.56684943543867	76.6083898438482	0.0893997487942074
38	28.835116456397408	174.2071027033989	0.2938801448777299
39	35.83175899748568	79.44946459949855	0.09545757315061698
40	34.308894302826126	238.29928333288396	1.0417495881380114
41	30.842545439527722	112.93477952944836	0.1503678193663991
42	41.30812584260575	79.02333673909132	0.092677532763425
43	28.83651538221038	170.07967807284092	0.2812758276233574
44	36.06226719976351	79.82462070015553	0.09588631562960709
45	32.73337771468236	202.86063061512885	0.5491262341136485
46	31.54099812929741	106.65923982732423	0.1391090552608245
47	41.46503079859395	96.47947302152656	0.11636523638399882
48	29.06343318506809	148.76015924368127	0.22472478696655274
49	37.66338593945975	78.7051161868023	0.09370868975481823
50	29.86913444864125	195.12255001117387	0.3599727838411049
51	33.77909443729101	91.4292194404136	0.11366482443156387
52	37.73794498463394	248.6222578609384	0.47368440261977196
53	30.677545224991228	116.81078478508111	0.1573416846885979
54	40.39037610216602	89.572396767028	0.10737480565607557
55	28.96911426854181	154.83716407130032	0.2395842335830639
56	37.10534722409092	80.18684663143512	0.09596359273885685
57	30.085976509551294	197.17126765811338	0.3670739071109639
58	33.5320163040039	92.88691689496503	0.11599046964923644
59	38.56533316518908	226.62677077558683	0.386441224199166
60	30.533313513953285	118.64920343771878	0.1607939540410847
61	40.23968596217018	87.81053077938924	0.10502198631761409
62	28.938530415232833	157.31079049567157	0.2458863723574625
63	36.90155336093841	80.50079021224606	0.09648057607462454
64	30.269477082622068	198.60129821400025	0.3722295253272606
65	33.342730229649376	93.99367131227791	0.1177750418485054
66	39.19812034162512	207.72960589722052	0.3287969620655654
67	30.39702659107534	120.47529482336459	0.16426768651401155
68	40.087186557113476	86.28683550211504	0.10300488140277479
69	28.916921424790456	159.8048627102458	0.252385734000599
70	36.69794599994164	80.86855459200112	0.09707415817980142
71	30.465128528339548	199.7864954934989	0.3773283154431817
72	33.15573940623087	95.13785593920421	0.1196311320888051
73	39.71171182818669	190.2505328220368	0.2842209715247403
74	30.26574752019858	122.33369406921402	0.16784976392957066
75	39.92832029031633	84.97531719506807	0.10128607606532583
76	28.904648360209176	162.3130068915945	0.2590719199063717
77	36.49491693622072	81.28619275051318	0.09773933797324896
78	30.672637833126963	200.74460544967218	0.38320942109350625
79	32.97080982762106	96.32012518426762	0.12156145163792938
80	40.11971647169043	174.6301176157941	0.24936887726252138
81	30.1385007386242	124.24117742129131	0.17157626808906845
82	39.762372163572444	83.84541986354063	0.09982116066333915
83	28.90200120350482	164.84692565803493	0.2659860254143177
84	36.29140185134801	81.75488057569123	0.09847895235868812
85	30.89236125208974	201.5351838959679	0.3914458829691485
86	32.78735909196652	97.54584894195726	0.12357642984656506
87	40.43390698533523	160.97751391400857	0.22186768981949404
88	30.0158142895572	126.19390997404558	0.17544524309436021
89	39.59055506040457	82.87839670584064	0.09858198929684471
90	28.90958422181882	167.40479796105285	0.27313126778346114
91	36.08701878543641	82.27837810991583	0.09929933751511617
92	31.123247404647902	202.29535629515405	0.4047697001832775
93	32.60638646901816	98.80958220922479	0.12566891154897167
94	40.66710566596373	149.2352663918305	0.20001399674995074
95	29.8982250512559	128.18662699400429	0.1794513960901958
96	39.413851947217175	82.06540990598512	0.09755468104244172
97	28.927633609986433	169.96171269732199	0.2804446093369289
98	35.88382639825298	82.84555363666716	0.10018498413940767
99	31.36615537375376	203.28664507021622	0.42749556607501765
100	32.42808277119655	100.11083283384669	0.1278394801205863
