	R	Rin	x1	x1p	x2	x2p	x3	x3p
0	0.5	0.0	1.0	0.0	1.0	0.0	1.0	0.0
1	0.13507251579893484	0.3649274842010654	0.8722299825913548	0.12777001740864521	0.9659038475898262	0.034096152410173705	0.994445666378958	0.005554333621041857
2	0.004421960716366421	0.49557803928363386	0.869521302412383	0.13047869758761663	0.9139710316610526	0.0860289683389472	0.969338734899939	0.030661265100060734
3	0.0008672290880818388	0.49913277091191843	0.8851920555900629	0.11480794440993683	0.8733769606771524	0.1266230393228473	0.9279505953189622	0.07204940468103797
4	0.0008403077219990962	0.49915969227800117	0.899378509320771	0.10062149067922839	0.8438729202304399	0.15612707976955995	0.877171187300662	0.12282881269933787
5	0.0008401003249330013	0.4991598996750672	0.9119150480013868	0.08808495199861238	0.8232821924085416	0.17671780759145828	0.8219958523470677	0.17800414765293232
6	0.0008400987183933429	0.49915990128160687	0.9229598697906769	0.07704013020932213	0.8098645717405109	0.190135428259489	0.7659200407771772	0.23407995922282274
7	0.0008400986817532656	0.49915990131824695	0.9326650570405892	0.06733494295940985	0.8022153344162597	0.19778466558374014	0.7114041978720727	0.28859580212792735
8	0.0008400982709705477	0.4991599017290297	0.9411729529470109	0.058827047052988066	0.7991824253682129	0.20081757463178704	0.6601740429581537	0.3398259570418463
9	0.0008400961063689699	0.4991599038936313	0.9486154136711368	0.05138458632886214	0.7998112126981541	0.20018878730184592	0.6134119061120523	0.38658809388794785
10	0.0008400986801102614	0.4991599013198901	0.9551134803576264	0.044886519642372426	0.803305807702777	0.19669419229722296	0.5718829793007483	0.42811702069925195
11	0.000840098559742671	0.4991599014402576	0.9607773706875639	0.03922262931243502	0.8090008290395863	0.19099917096041355	0.5360244062117653	0.46397559378823483
12	0.0008400985647516382	0.4991599014352487	0.9657067513822202	0.034293248617778674	0.816339710801565	0.18366028919843466	0.5060143616552466	0.4939856383447535
13	0.0008400986970640486	0.49915990130293625	0.9699911816606631	0.030008818339335695	0.8248581267986433	0.17514187320135627	0.4818283243316706	0.5181716756683294
14	0.0008400988781724996	0.4991599011218278	0.9737106802751769	0.026289319724821944	0.8341707110422232	0.16582928895777646	0.46328824034476285	0.5367117596552373
15	0.0008400984845990282	0.49915990151540124	0.9769364132656949	0.023063586734304024	0.843959856758942	0.15604014324105753	0.45010640594732687	0.5498935940526732
