	R	Rin	x1	x1p	x2	x2p	x3	x3p
0	0.5	0.0	1.0	0.0	1.0	0.0	1.0	0.0
1	0.13507277389724223	0.36492722610275835	0.8722300631012389	0.12776993689876115	0.9659038722040336	0.034096127795965644	0.994445681004877	0.005554318995122835
2	0.0044221453984047004	0.4955778546015962	0.8695210177574346	0.13047898224256438	0.9139709749758669	0.08602902502413219	0.9693387465016144	0.030661253498385718
3	0.0008672247346749407	0.49913277526532634	0.8851917919744812	0.11480820802551768	0.8733767938132393	0.12662320618676054	0.9279505567867112	0.07204944321328945
4	0.0008402968675751126	0.4991597031324261	0.8993782755902118	0.10062172440978784	0.8438726679608243	0.15612733203917523	0.8771710638129729	0.12282893618702796
5	0.0008400999542824225	0.49915990004571875	0.9119148438055354	0.08808515619446411	0.8232818240340901	0.17671817596590939	0.8219957766241045	0.1780042233758962
6	0.0008400985137348574	0.4991599014862662	0.9229596903035727	0.07704030969642686	0.8098641712699349	0.19013582873006463	0.7659197777937049	0.23408022220629585
7	0.0008400985031653544	0.49915990149683576	0.9326648998151469	0.06733510018485261	0.8022149228433211	0.19778507715667856	0.7114037345970307	0.2885962654029704
8	0.0008400985030877597	0.49915990149691336	0.9411728152628073	0.05882718473719226	0.7991819905495383	0.20081800945046127	0.6601734661269786	0.3398265338730224
9	0.0008400985030871593	0.499159901496914	0.9486152934689837	0.05138470653101595	0.7998107665332428	0.20018923346675702	0.6134112060258965	0.3865887939741044
10	0.0008400985030871483	0.4991599014969141	0.9551133752227791	0.04488662477722063	0.8033053781631464	0.19669462183685335	0.5718821108815982	0.4281178891184028
11	0.0008400985030871486	0.4991599014969141	0.9607772836538772	0.03922271634612245	0.8090003587595271	0.19099964124047247	0.5360235377108896	0.4639764622891115
12	0.0008400985030871486	0.4991599014969141	0.9657066812336382	0.034293318766361366	0.816339207595744	0.18366079240425562	0.5060134737404628	0.4939865262595385
13	0.0008400985030871487	0.4991599014969141	0.969991119771982	0.030008880228017516	0.8248576646077573	0.17514233539224194	0.48182725671127685	0.5181727432887246
14	0.0008400985030871487	0.4991599014969141	0.9737106249239671	0.026289375076032375	0.8341702966737721	0.16582970332622746	0.46328700241022	0.5367129975897816
