time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	9.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.9	0.0	1.4	0.0	1.6	0.0	1.2924697071141052e-26
0.0.72.0	8.836547258341525	2.100595095268194	0.07839962289021	0.038882305554933	0.334640275314224	0.16739184898265302	0.11734962952050501	0.18524299791126503	0.209564343522942	1.594388978047192	1.290068240832871	1.600201626514554	0.195280590690722	1.9614719982985882	0.5649147273978451	0.07657448958946801
1.0.44.0	8.69412070492712	2.166236739772234	0.30083608351399305	0.09550012198358301	0.106278675092195	0.23364474121547002	0.11618885630736601	0.09920239643827901	0.32822744189471104	1.623623813693656	2.3315364375382153	1.782273937158558	0.317321589862889	2.296444289077796	0.937182754783017	0.10603842450856601
2.0.16.0	8.538319239514712	2.216603155613086	0.7164068045321951	0.14698426605727302	0.09000263001585801	0.27042627484533405	0.08776377919354701	0.043910267237688004	0.413801083679709	1.718245460871244	3.139269687605058	1.954796958597469	0.400147006099745	2.623082195308418	1.096667741774535	0.11645430798351301
2.0.88.0	8.366951969477292	2.254148841678326	1.2273413239529871	0.18215386823210603	0.15667765315756302	0.293122991480252	0.094174541694653	0.046024583865856006	0.48069694706952004	1.789930967231988	3.828767058177112	2.119683029905162	0.46117050895419603	2.943929070187891	1.148787834843155	0.12014064889268601
3.0.5999999999999996.0	8.188561765681103	2.275391729640243	1.763558182013081	0.20490219457859302	0.26748896592987403	0.307642652098484	0.11878821597295501	0.08004020760744501	0.5352314706859981	1.80564613556883	4.471498317134575	2.27710479055841	0.5082984183835301	3.257638532016712	1.163750777304203	0.12140471147991201
4.0.32.0	8.015623150998646	2.276140017923065	2.300763963938721	0.21967979234783203	0.41245973012101705	0.31675965804835104	0.144620277856362	0.137413013656652	0.580809333185284	1.751229992169087	5.091790224838887	2.426816567272612	0.5458126857501401	3.562104792112945	1.168039434552275	0.12182437546045301
5.0.04.0	7.862054668709933	2.25362852316895	2.833427394146778	0.22945668489058701	0.5901066306807701	0.32187104820086804	0.16675991464165402	0.21563429211894303	0.6194839159494341	1.626839190635329	5.6943967890219405	2.5679131094599033	0.576298264283791	3.853821762662962	1.169219543258493	0.12196082586960501
5.0.76.0	7.7413758780311195	2.207721909533393	3.360541341633582	0.23607155488737802	0.8065617927213681	0.323627308788267	0.184747319255979	0.31087329298730204	0.652585761509009	1.444005346260718	6.2779992182608755	2.697828844675384	0.6014415015344591	4.125437570511822	1.168595719317905	0.121999322829914
6.0.4799999999999995.0	7.664565235567128	2.141278657276283	3.880275754429769	0.24065542309409402	1.073650548071111	0.32216690108053003	0.19921878154875003	0.41526037693417805	0.6810250188654431	1.222162417135809	6.838613573841725	2.8095896728276912	0.6224076189023751	4.359467443561989	1.164697868574472	0.12198603984232001
7.0.199999999999999.0	7.637198293650263	2.059854381973461	4.385090761421776	0.24390764593279102	1.405598323910582	0.317189479657402	0.210888026941167	0.5160324200622031	0.705457446733965	0.9857819740350711	7.3676330029731805	2.88412904408489	0.640035953791349	4.512976197224446	1.152598594433232	0.12189880155339801
7.0.92.0	7.6569545250885245	1.9709032193963862	4.851456222271892	0.246258497035883	1.8130769335214092	0.30800719750028205	0.220307836202315	0.597178015518777	0.7263868081446321	0.761061018953321	7.842873652433411	2.872890969560772	0.65494656856258	4.495179183720792	1.1212848019294	0.12164038467052601
8.0.64.0	7.714058153550712	1.8825722386274282	5.22530803266772	0.24796114379993203	2.292390095624047	0.29377736758267003	0.22786313534662703	0.6442704438607301	0.7442344060445371	0.570768438881414	8.208809698102806	2.6914569923051372	0.6675966938026391	4.202599839020435	1.056737434693192	0.121009919860473
9.0.36.0	7.7955913620373405	1.802251095311338	5.432621633518279	0.24914956537505703	2.8135168100003662	0.274201544064445	0.23382444418691503	0.6510222622157751	0.7593869038922091	0.42782984197786905	8.372118772042382	2.304419107511999	0.6783081929133451	3.659500520945412	0.9611360341358851	0.11978928452857601
