	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
0	1e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.641016404499818e-10	3.7561819650315646e-11	3.889876509925208e-15	7.777215364114786e-18	1.3110972652745384e-12	3.412035624466286e-13	6.027080302627487e-16	2.124599843430867e-15	3.8979495649593785e-11	2.4124979004203294e-13	1.7281318949715577e-07	-2.0380709621818132e-10	3.936514997361278e-14	3.705705060955757e-14	1.572164344325923e-10	1.2294256089819845e-08	4.837480982370971e-09	9.827130548269263e-12	1.5954429061016727e-12	5.968341653059114e-10	3.151049889390623e-11	3.8692883774296e-12	4.553501182756525e-09	4.554405801802897e-11	3.0068706966023424e-14	9.458140183310392e-10	1.5881129186928967e-12	8.426256770797418e-10	1.5035058089498564e-10	3.872252958035847e-09
2	3.868476473781697e-10	6.734315337498247e-11	2.4961229848568564e-13	6.10964632805907e-17	9.247671537695986e-12	1.234738031120031e-12	2.8267678391874973e-15	8.791304045552506e-15	6.257267254200396e-11	1.551418186862818e-11	1.134242286463971e-07	2.768203829934041e-09	4.478853378667386e-13	-2.92235403903288e-14	2.837707072278292e-11	6.679846539868051e-08	3.8665872955143815e-09	1.528061914893344e-11	9.17346187398219e-12	2.198406488099572e-09	3.4477763183772514e-11	1.2193779229495798e-11	2.859200215960356e-09	4.5348164224832047e-10	1.0919045496131716e-13	2.9833966013991206e-09	7.283439000963592e-12	3.4165835366394297e-09	2.7687336463937272e-11	4.462629041943549e-09
3	3.3762754191275844e-10	8.945569872151464e-11	6.554350743052689e-13	1.0973713450937539e-16	2.3207665242454456e-11	3.0365424010185034e-12	9.420403610783837e-15	2.2526949532306706e-14	1.4989835546718503e-10	-3.3510956937614606e-11	1.070514038962875e-07	3.765488512396136e-10	-2.592406904606983e-14	1.794184725362268e-13	2.6932449312020375e-10	6.231055794183326e-08	1.4132901714257108e-08	4.115041459643151e-11	-2.413629079213736e-11	-2.2968087154964922e-09	1.0454784865751567e-10	-6.216720190838232e-12	1.1359230998725183e-08	1.1729393973660447e-09	2.2324025939388918e-13	5.811188438125015e-09	1.5096477762290953e-11	6.170644443643034e-09	8.288031098697124e-10	-4.3449287868324e-10
4	3.318703691769949e-10	1.0847285975765973e-10	9.386185155781972e-13	1.1997296126502717e-16	3.899513774930941e-11	5.452972684738194e-12	1.6050221945520388e-14	4.417975564751788e-14	2.1405415292256438e-10	-6.013421426472475e-11	8.66051992481766e-08	7.777801158062775e-10	-2.862678570548468e-13	1.4448004720605184e-13	1.9037207820459512e-10	7.448702855909891e-08	1.7747000642384963e-08	6.258198545893117e-11	-4.724178060841572e-11	-3.977140442819803e-09	1.4722848670878817e-10	-8.863048865417586e-12	1.2057626305177464e-08	1.644364056650609e-09	2.529007923113134e-13	9.775760542958589e-09	2.259547322478982e-11	1.0291283446476918e-08	1.151689527149383e-09	3.6167672680276066e-10
5	3.6137215724688274e-10	1.2419605857557422e-10	1.1043737941234678e-12	1.4511524744041694e-16	5.7394856260176556e-11	7.631692921998652e-12	1.5900418580577447e-14	7.135287323651373e-14	1.3145260371117205e-10	5.896177624776522e-11	6.355685939105715e-08	1.3778968712003438e-09	5.425457893013927e-13	-7.71107837754228e-14	-2.9342305362054607e-11	1.0133705384880449e-07	8.325644415525831e-09	6.332168659808413e-12	3.6262051397119706e-11	4.2972295313353626e-09	1.265891497218329e-10	2.1689392853667766e-11	2.1198382411332912e-09	1.93045954148586e-09	2.846804058467021e-13	1.4471268845532252e-08	3.059583516589013e-11	1.5499001162776855e-08	9.336077398129922e-10	2.200458526118789e-09
6	3.255893523864212e-10	1.35820058074326e-10	1.3825698372863448e-12	2.0750121667969815e-16	7.794062512084705e-11	1.070973657109044e-11	2.9744254473276796e-14	1.0528294775951947e-13	3.074395303444941e-10	-8.145130603749476e-11	5.142302493983109e-08	9.533657133674036e-10	-1.0756718805211507e-13	1.3844208561302528e-13	8.612751931235525e-11	9.730444114802766e-08	1.9378759059455966e-08	8.135099504337565e-11	-5.659229420940102e-11	-3.807566567328658e-09	2.036843335521642e-10	-3.362940123647551e-12	1.2089931255344139e-08	2.400523255428259e-09	4.0443847407969363e-13	1.8993754733006158e-08	4.3409944364796604e-11	2.0673631199952204e-08	7.644611713210892e-10	6.8272536724965e-10
7	3.575791122293337e-10	1.460606119977814e-10	1.3635864081676807e-12	9.67440346093602e-17	9.914868331820937e-11	1.345135411020047e-11	2.23779429654937e-14	1.499316315455667e-13	1.1205736425027802e-10	1.4813927790262717e-10	4.822806810337094e-08	-1.1319945048187892e-09	-9.733685170324308e-13	1.6954974134022714e-13	1.8890740351514015e-10	1.0648468513844329e-07	8.688608676352222e-09	-1.2833409127385722e-10	1.6434264301104108e-10	8.475333966376308e-09	2.3079238466776837e-10	7.730520243943602e-12	1.3611647409330108e-09	2.428498166634239e-09	2.822654115670032e-13	2.4429247616835282e-08	5.40148946377348e-11	2.7874669409754445e-08	-9.626264662356243e-10	2.5925925228294297e-10
8	3.544816958715633e-10	1.522926758409634e-10	1.6898718896222238e-12	1.3232104876487726e-16	1.210665159505629e-10	1.8576005992024257e-11	6.222047745935403e-14	2.0174561652825143e-13	7.900733902257388e-11	2.1488182906563422e-10	2.0721535812644937e-08	2.615142238943343e-09	2.5675798746429215e-13	1.5737886033604663e-13	1.3806477466128857e-10	1.2613822757820578e-07	5.853332498175122e-09	-2.453093187385493e-10	2.447909925434712e-10	1.212067185808423e-08	2.8939117043662327e-10	8.583747541865058e-12	-1.422949808732244e-09	2.8878264140822123e-09	2.700544215159434e-13	3.0329626346211615e-08	5.7983439436306364e-11	3.4902897619194176e-08	-1.6271913650425318e-09	-3.149110285355546e-11
9	3.534448603438711e-10	1.5732391447811588e-10	1.8238814949604964e-12	1.430874608705892e-16	1.4408401316061365e-10	2.271380017964435e-11	8.362514477413133e-14	2.59849982176401e-13	7.744209768475544e-10	-4.481317493198085e-10	2.8243084951847025e-08	-1.3202389882543228e-09	1.151460014439225e-13	7.717950108544097e-14	2.8329782270222453e-10	8.94820169211386e-08	4.203855427201437e-08	5.903937086502433e-10	-5.834075641725799e-10	-2.095935923336499e-08	2.734386586471918e-10	5.519445709098011e-11	2.2362406023298305e-08	3.1883457736342185e-09	3.362266453717338e-13	3.6503530030715787e-08	6.218556045034003e-11	3.027165921345164e-08	9.48273837799404e-09	-5.462601740731274e-10
