	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
0	0.0	0.0	0.0	0.0	4721.0	1174.5	0.0	0.0	0.0	0.0	0.0	170000.0	66.0	0.0	116.0	0.0	0.0	0.0	12.3	0.0	0.0	0.0	0.0	0.0	0.0182	1.0	0.0	7.6	0.0	0.1	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	142.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.0	0.0	0.0	0.0
1	1.1706491848766325e-16	6.342701434531892e-10	1.6463990194854992e-11	1.4628541197049877e-10	4720.999995539465	335.5055863700217	838.9944135983473	6.274741642738445e-11	4.720429812700186e-10	1.190118818216153e-09	3.6193086587950665e-09	58155.77952086149	18.704447536550386	47.295552462180524	0.7926429579879104	115.20735704137786	1.6485132894538742e-09	8.081065263860862e-05	12.299919187698857	3.1342520534840267e-09	0.0027100221178660297	0.0006620901037558166	0.000827382196956027	0.0020826693604976488	0.011917831438159134	0.9999999983378383	8.642807268170789e-06	0.16865723130977714	7.4284186544219315	0.000748872868740914	0.09588443003043837	7.369616350012379e-11	0.00015907763655671273	0.008685019027548337	1.7411466262069324	4.221670067422901e-10	4.6265972920195123e-08	9.222992400087852e-06	6.934988858786508e-20	1.479076580873788e-17	35.17667629199219	107.66990904417077	4.460472466425905e-06	2.0399604275272053e-09	5.009697661687027e-09	3.2506606218707983e-10	0.00026539467367381775	0.0014065837978841044	1.7708531043659502e-12	2.0933818086727495e-07	363.99999979065984	5.8597462795513644e-12	3.616468939967461e-10	2.3056939865416798e-08
2	1.1158087538513925e-12	3.6468961308057596e-07	5.007355130432868e-09	4.271537432886547e-08	4720.999962413013	335.5048605004931	838.9951356467839	1.438366774267543e-08	9.633756895266864e-08	2.1845394298761004e-07	3.355653165255466e-07	58155.685409442696	18.70480601072963	47.29519348051931	0.792406337060382	115.20759329824897	4.84826760495905e-08	0.000680321659137502	12.299319629858195	1.9440347279171338e-08	0.004433799820890104	0.0010481133380997626	0.0014699185192633465	0.0033157213590317767	0.007932379039691682	0.9999996852084884	3.2590011061364205e-05	0.16853708470656517	7.425291050310931	0.0007426009452879325	0.0951290530658392	7.47308120476439e-09	0.0007413499626514806	0.008679111514169814	1.7404792848498853	5.7367005302671995e-08	5.039228531926467e-07	9.92061985436727e-05	1.709729105380075e-15	3.463065034650807e-13	35.175090993473844	107.66460397991949	3.757076405130311e-05	1.9015017924925086e-07	2.5813272364200653e-07	3.042744119620281e-08	0.0010105224127137315	0.005282330041047115	4.0593484442391946e-10	1.7632650958690114e-06	363.99999823632874	1.8479107511543261e-09	4.552080943116673e-08	2.8547900822882525e-06
3	1.3029210197650138e-10	1.0666524628343104e-05	1.1003345911081003e-07	9.288388209027702e-07	4720.999881241678	335.5048023129471	838.9951440038899	2.843486162434688e-07	1.6255640087885399e-06	3.583557471178717e-06	3.999041201694594e-06	58155.69860975887	18.704794659181882	47.29519200972688	0.7924067214738639	115.20758261187129	3.038018625125503e-07	0.0021432113307855074	12.29785648486736	4.759384879979814e-08	0.0055236017354338305	0.0013042036280630275	0.001888516055241661	0.004122776251447827	0.005360550934102341	0.9999947908785203	6.397456349794517e-05	0.16843172249455976	7.420630340125225	0.0007591972576402037	0.097275316493174	9.209291347688113e-08	0.0015589302044421627	0.00867384304452516	1.7394195384307731	8.436700098595495e-07	1.7382479913675929e-06	0.00034093760680209526	3.596457593953724e-13	7.166153435273128e-11	35.17284710547874	107.65771134851596	0.00011842997490148814	1.6233812683496027e-06	2.1935221961524357e-06	2.5959676306581926e-07	0.0019908931355634425	0.010363401080012487	8.024866392820209e-09	5.558136679853097e-06	363.9999944338382	4.400764103688588e-08	6.544101259700606e-07	4.066546812540509e-05
4	2.760648791305068e-09	9.312539966574835e-05	8.210408660376265e-07	6.898831539256746e-06	4720.999742245037	335.5044905542059	838.9952116262871	1.997859429187213e-06	9.852424463591596e-06	2.144863463748166e-05	1.9956608507481474e-05	58155.75924743505	18.704731516018395	47.295157783524395	0.7924073106861111	115.20749956115365	1.036798629347136e-06	0.004618982376295505	12.295379980825084	8.203617468844816e-08	0.006200334156819272	0.0014781797896656933	0.002170763148484631	0.004671320882939451	0.0036782831872869165	0.9999686989408991	9.812508173961186e-05	0.16827997107808124	7.413912757750865	0.0007989565595471771	0.10238847271704862	4.6627598326682e-07	0.0024713442443178076	0.008667104296160681	1.7380640182020353	4.792259588056222e-06	3.94402026024567e-06	0.0007722792826780038	1.0418153539792585e-11	2.0640408263579887e-09	35.17020627282528	107.64971000464134	0.00025540844167679517	6.39437738078014e-06	8.628925484527997e-06	1.0232810016874136e-06	0.0030608013694014796	0.015900965874662807	5.638344696062317e-08	1.1986788289632148e-05	363.9999879568281	3.486716406262495e-07	3.6809750685471835e-06	0.0002278017558886946
5	2.5931715911994457e-08	0.0004463732401682252	3.567692060594152e-06	2.990131030862004e-05	4720.999539172862	335.5038526568278	838.9951082274348	8.345059099040078e-06	3.607152849146082e-05	7.798488690622699e-05	6.458476864917137e-05	58155.888810010045	18.704790211520393	47.29469384877683	0.7923921552193933	115.20716144560879	2.5704572554034073e-06	0.00814833753187555	12.291849092010878	1.1806789434482343e-07	0.006604699575059039	0.0015998458434100388	0.0023670575994755973	0.005055723292914139	0.0025699851639914375	0.9998859435846024	0.00013237097896506104	0.16807241160675057	7.404910530701804	0.0008612840381704742	0.11039338783829551	1.520462685297495e-06	0.0033985040885155904	0.008658920191248738	1.7364478068692117	1.693145614216136e-05	7.28833606965662e-06	0.0014258603877294197	1.2560554166976194e-10	2.4799773962719934e-08	35.167285843656465	107.64094279908753	0.00045089877751850794	1.7155619306024758e-05	2.3205289224159923e-05	2.7564427696660292e-06	0.004137526719672844	0.021469848330189938	2.355136682570292e-07	2.1161509761475818e-05	363.9999786029764	1.583310190751882e-06	1.2940358659951554e-05	0.0007990063308002565
6	1.534512695213595e-07	0.0015163670820427949	1.132533067325119e-05	9.476556379188669e-05	4720.99926513022	335.50277710168876	838.994456111889	2.574927401882222e-05	9.879689903342645e-05	0.00021268046106288278	0.0001625880473959476	58156.015549664255	18.70421709393432	47.29406149773883	0.7923940490713547	115.2060894303954	5.245113315014629e-06	0.012710549849718412	12.287284205036977	1.5257761813994998e-07	0.006829087404536999	0.0016876758119229451	0.0025075688329575263	0.005332604038943992	0.0018376662207053827	0.9996885226399037	0.00016519981329447218	0.16781835524884933	7.393577274315009	0.0009449814342709111	0.1211318554092753	3.84352621246804e-06	0.00429483040304744	0.008649547074634056	1.734547098275624	4.5403744215224994e-05	1.203660637676123e-05	0.0023536370191042776	8.753044170233251e-10	1.725031712690752e-07	35.16415984612652	107.6316348905977	0.0007039196331041053	3.718121757332126e-05	5.013824110110431e-05	5.957062363951529e-06	0.005174211584869052	0.02682959689001007	7.266942039319505e-07	3.3036244714649545e-05	363.999966237061	5.200881200179116e-06	3.461104058519205e-05	0.002134047574435486
7	6.663608022801394e-07	0.004146587290363963	2.947052998193831e-05	0.00024632314065909034	4720.998908969967	335.5011769775697	838.9926052793784	6.558970007423068e-05	0.000225799312387708	0.00048470853262236086	0.0003500490486063995	58156.1792428156	18.703414726026523	47.291936427339245	0.7923704055059282	115.20348234084297	9.4010927501902e-06	0.018249153139878255	12.281741445767384	1.839550494750976e-07	0.0069354588516165995	0.0017527573889285805	0.002611249533435176	0.005538495054029814	0.0013524541241901646	0.9992894921549899	0.00019577195625770995	0.16750909442514536	7.380003911000831	0.0010483875037305306	0.13439528923822153	8.293228126302594e-06	0.005134894187587085	0.008638137539313697	1.7322682245659786	0.00010245261368389403	1.8674543722975827e-05	0.0036506342108067477	4.494397452955208e-09	8.843202577897546e-07	35.16089544281367	107.62192089415859	0.0010115268812554389	7.060971087901577e-05	9.52069785776782e-05	1.1317245864065537e-05	0.006145342803746478	0.031848775333292875	1.8510679526041458e-06	4.747282005603833e-05	363.999950676112	1.3913459659143429e-05	7.800611483800873e-05	0.004805153017539259
8	2.3831222197348455e-06	0.009746319817786831	6.674672501087265e-05	0.000557457421483723	4720.998451785641	335.4988707753375	838.9886714609514	0.00014619876879057596	0.0004566148281336111	0.0009787239478299895	0.0006787654553634673	58156.22578857231	18.700780615805044	47.28838986228028	0.7923727670150192	115.19787853004505	1.5360284269466675e-05	0.024689569301109326	12.275295070414634	2.118313131067134e-07	0.006964098142866084	0.001803157118708859	0.002690105228821213	0.005695916316618412	0.0010311510774028596	0.9985646612240363	0.00022371997657677733	0.16716575488293356	7.364318109736918	0.00116974362800785	0.14995382285296197	1.609269277259042e-05	0.005905663601674686	0.008624407337199312	1.729425615244773	0.00020567009208545105	2.8026121868273796e-05	0.0054782930715011795	1.833570843776987e-08	3.6038313228479787e-06	35.15753266245051	107.61189252727402	0.0013697750336853032	0.00012376456487128934	0.000166650529390661	1.981145461011683e-05	0.0070380372798175325	0.03646469800337536	4.1260116024627675e-06	6.428606705424372e-05	363.99993158792137	3.224056349808528e-05	0.00015657784847052447	0.009639177483382734
9	7.49257376165895e-06	0.02054215175331838	0.00013684010587571607	0.0011422139762859496	4720.9978622321605	335.4955585740746	838.9813748993004	0.0002961537915876625	0.0008492305439445777	0.0018187506134035756	0.0012260393763439065	58155.84330424226	18.693171052438903	47.284151018607865	0.7924445683095337	115.18700578736346	2.342058962879414e-05	0.03194908762872972	12.268027491781654	2.3724556645844871e-07	0.0069417782151568255	0.001845490294084762	0.0027522576515274432	0.005819205794654104	0.0008176102093816152	0.9973320188426517	0.00024897517350199307	0.166810969570524	7.346680000277879	0.001307204022082933	0.16757046116538907	2.9052632317903216e-05	0.006600036384129009	0.008607423135727122	1.7257091928807604	0.00038090035897355925	4.1407010918565224e-05	0.0080946573230634	6.395079341725438e-08	1.2559962533630734e-05	35.154092950054114	107.60161593578039	0.0017742635730658908	0.00020676658382183397	0.0002774750644257116	3.2972138771487827e-05	0.007846775796690525	0.0406500865796227	8.358032270838313e-06	8.326946175068728e-05	363.99990837250596	6.735048104334362e-05	0.0002902372266663857	0.01786071484627153
