	Tstar	V	Vin	Vni
0	2896.624637835141	233270.78002783627	182037.1694465925	51233.61058124375
1	2861.6053972684194	231189.75712944163	142534.75448873473	88655.00264070692
2	2811.1494930610015	228827.97109990782	111604.43620478989	117223.53489511795
3	2749.5007277763243	226024.90293872615	87386.05747867128	138638.84546005496
4	2679.9473115685405	222717.67936611746	68423.11121945665	154294.56814666092
5	2605.0305407840574	218905.68569962896	53575.16153980077	165330.52415982823
6	2526.7081892559413	214625.9529081566	41949.24931414103	172676.70359401565
7	2446.4823923288873	209936.31750874812	32846.18319093089	177090.13431781725
8	2365.4996964860393	204904.141820651	25718.500273997925	179185.64154665312
9	2284.629376582549	199598.96641151363	20137.538933874406	179461.42747763926
10	2204.52471060028	194087.92145600443	15767.658200340096	178320.26325566438
11	2125.670925551131	188433.04929469214	12346.04654150276	176087.0027531894
12	2048.4226574190316	182689.91456712715	9666.930127525275	173022.98443960183
13	1973.033286802319	176907.07732970762	7569.188501866528	169337.88882784112
14	1899.677865181032	171126.11528159113	5926.66026358859	165199.45501800263
15	1828.4710016106942	165381.9819525823	4640.564197843992	160741.41775473848
16	1759.4808620789388	159703.55299233686	3633.5526593652535	156070.0003329718
17	1692.7400750174352	154114.26162746103	2845.0647483756375	151269.19687908553
18	1628.2542559463463	148632.7586555314	2227.6801647816496	146405.07849074985
19	1566.0086392111327	143273.55525748155	1744.2692945304861	141529.28596295117
20	1505.9732455858423	138047.6250360607	1365.7596040319263	136681.86543202886
21	1448.1068985143866	132962.95189009258	1069.3872133728125	131893.56467671986
22	1392.3603404141686	128025.01845722465	837.3281644954607	127187.69029272925
23	1338.6786467295321	123237.23473194828	655.6264235182248	122581.6083084301
24	1287.0030911152933	118601.30942405626	513.3542496337494	118087.95517442258
25	1237.2725797430683	114117.56808859135	401.9553983460069	113715.61269024541
26	1189.42475195088	109785.2234827984	314.7303129671795	109470.49316983132
27	1143.3968187916548	105602.6033641162	246.433241261239	105356.17012285505
28	1099.1261977715365	101567.3411385435	192.95676408124783	101374.38437446234
29	1056.550988819109	97676.53438084574	151.0847830640197	97525.44959778182
30	1015.610326793446	93926.8758612294	118.29909436420878	93808.5767668653
31	976.2446380089167	90314.76119115831	92.6279608022809	90222.13323035615
32	938.3958225064447	86836.3767687032	72.52751443113331	86763.84925427214
33	902.0073787767119	83487.77118593123	56.788904442298026	83430.98228148896
34	867.0244841541759	80264.91282906992	44.46560513022014	80220.44722393977
35	833.3940412067598	77163.73603153614	34.81648544775146	77128.91954608845
36	801.064698094499	74180.17774681219	27.261244048381705	74152.91650276388
37	769.9868492285989	71310.20643651101	21.345501795462685	71288.86093471563
38	740.1126210206714	68549.84454870007	16.713488292643873	68533.13106040748
39	711.3958465854878	65895.18579562414	13.086630638945445	65882.09916498525
40	683.7920323538249	63342.40816969843	10.246806489895814	63332.16136320853
41	657.2583188022178	60887.78351463339	8.023229640344983	60879.76028499304
42	631.7534371899264	58527.684331185446	6.282173808818954	58521.40215737662
43	607.2376635478663	56258.588344781216	4.918929756843788	56253.66941502437
44	583.6727710969953	54077.08129019391	3.8515128151829754	54073.22977737872
45	561.0219817731338	51979.858285558745	3.015727275958269	51976.84255828278
46	539.2499175802424	49963.7240851904	2.3613085481052534	49961.362776642294
47	518.3225521838235	48025.59246121537	1.8488999721142132	48023.74356124325
48	498.20716307816974	46162.48490745619	1.4476850449794352	46161.0372224112
49	478.87228462255064	44371.52882586075	1.133534579991584	44370.39529128076
50	460.28766209842763	42649.95532328184	0.8875553523356497	42649.067767929526
51	442.42420695378377	40995.096723320305	0.6949541889507206	40994.40176913135
52	425.25395326407266	39404.38387230447	0.5441478258090681	39403.839724478654
53	408.7500155489137	37875.34331040343	0.42606671147452657	37874.917243691954
54	392.8865479014284	36405.59435543851	0.3336094303187263	36405.26074600821
55	377.6387044780079	34992.84614302339	0.26121556286506814	34992.584927460535
56	362.98260134147745	33634.894655005686	0.2045312974381883	33634.69012370825
57	348.89527964301	32329.619761356687	0.1601476273157277	32329.45961372937
58	335.35467012054903	31074.982295013757	0.12539529728531978	31074.85689971647
59	322.3395588881326	29869.021174458227	0.09818428201543376	29868.92299017622
60	309.82955448570567	28709.850585261807	0.07687810748088993	28709.773707154334
61	297.8050561530129	27595.65722861177	0.06019541491028033	27595.59703319687
62	286.2472232928984	26524.69764264792	0.047132895830151	26524.65050975209
63	275.1379460885386	25495.29560066373	0.03690496865994393	25495.258695695058
64	264.45981723355163	24505.839588373958	0.028896521875080454	24505.810691852075
65	254.19610474010412	23554.78036171004	0.022625922818108414	23554.757735787225
66	244.33072578650555	22640.628585430844	0.017716054993148267	22640.610869375858
67	234.84822156750323	21761.952552226063	0.013871637577325003	21761.938680588497
68	225.7337331110699	20917.375981425528	0.01086146661415511	20917.365119958926
69	216.97297802510033	20105.57589591414	0.008504507949138937	20105.5673914062
70	208.55222814284775	19325.280575938323	0.006659013702556183	19325.273916924627
71	200.45828802936123	18575.267587610295	0.0052139951786250435	18575.262373615118
72	192.67847431932185	17854.361884370373	0.004082548496518041	17854.357801821876
73	185.20059585354812	17161.433979201585	0.0031966277845936314	17161.430782573796
74	178.0129345847919	16495.398185525435	0.002502953490934595	16495.395682571947
75	171.1042272223898	15855.210924487312	0.0019598078812896598	15855.208964679434
76	164.46364758773635	15239.869096451017	0.0015345258824573979	15239.867561925135
77	158.08078965390473	14648.40851456502	0.0012015308178687251	14648.407313034202
78	151.94565124298586	14079.90239822016	0.0009407964202271839	14079.901457423743
79	146.0486183539485	13533.459924094526	0.000736641841556459	13533.459187452687
80	140.38045010029518	13008.224833030748	0.0005767892008649481	13008.22425624155
81	134.9322642302889	12503.374090364548	0.000451624859345483	12503.373638739693
82	129.69552320976644	12018.116597957862	0.00035362142784298596	12018.116244336437
83	124.66202084431018	11551.691955872777	0.0002768849372407306	11551.691678987843
84	119.82386942040107	11103.36927186621	0.00021680038026238257	11103.36905506583
85	115.17348734619333	10672.446016966353	0.00016975428479276453	10672.445847212073
86	110.70358727090306	10258.246925229167	0.00013291728555994058	10258.246792311886
87	106.40716466562075	9860.122936115895	0.00010407398286497032	9860.122832041914
88	102.27748684744296	9477.450177842235	8.14897321924173e-05	9477.450096352506
89	98.30808242918013	9109.628990077203	6.380631159951932e-05	9109.628926270894
90	94.49273117820465	8756.082984486271	4.99602212818149e-05	8756.082934526052
91	90.82545426999816	8416.258141794466	3.911875986435703e-05	8416.258102675709
92	87.30050491853594	8089.621943725754	3.06299177813762e-05	8089.621913095846
93	83.91235937132195	7775.662538698092	2.3983167841736207e-05	7775.662514714935
94	80.65570825310773	7473.887939801587	1.8778775198231092e-05	7473.887921022824
95	77.52544824577991	7183.825253905982	1.4703744413140559e-05	7183.825239202251
96	74.51667409243859	6905.019940791692	1.1513003411027643e-05	6905.019929278699
97	71.62467090933825	6637.035100795062	9.014659254387692e-06	6637.0350917804135
98	68.84490679826106	6379.450790282072	7.058460708337433e-06	6379.450783223624
99	66.17302574409565	6131.863363541807	5.526760852495764e-06	6131.863358015059
100	63.60484078980725	5893.884840377284	4.3274428865497695e-06	5893.884836049849
