	Ar	ArH	H2O2	NADH	NADrad	O2	coI	coII	coIII	per2	per3	super
0	0.00014563279692714816	499.99985436720493	0.0015010000448451937	117.78526590485933	5.508377333555897e-05	8.32959131119492	8.023583422832046e-05	0.0023043433187247835	1.2790602984096158	1.4779365995556997e-05	0.11854034307143092	0.004119239222840514
1	0.00026408839493229146	499.99973591160705	0.011143185479158482	119.0225687941859	9.789032376944771e-05	8.498686424582166	0.00014849577116814836	0.004185298095813438	1.3667695216113556	6.1622723680383596e-06	0.02889052224929032	0.014615643508888125
2	0.0021091866766007137	499.99789081332534	0.06013405260166267	119.19331188808754	0.000811393132004055	8.185597045373427	0.001200225259468641	0.0331569787496565	1.3219272537588451	6.292673795954276e-05	0.04365261549406571	0.04850446134550322
3	0.031390431564287676	499.9686095684378	0.06546380756311249	106.14974739717155	0.033859762307734166	1.9513277551846198	0.015978382805202113	0.4379157842007344	0.6198049293322838	0.020447835586733087	0.3058530680750417	0.12886362870148704
4	2.3914177691842677e-05	499.9999760858244	1.605060428067717e-05	101.43470252899597	5.337146863740389e-05	0.9682315472785736	1.1445572805678167e-05	0.0003234172187594544	0.26427957380809686	0.11846829003326437	1.0169172733670697	5.9669376520829855e-05
5	3.7932598350400276e-05	499.9999620674038	3.558278257144121e-05	102.97902272310593	4.6346446523207975e-05	2.072452500785426	1.8279060396149032e-05	0.0005246017976740889	0.39483853757822907	0.006192155930508151	0.9984264256331896	0.00011290591896616231
6	4.639281133603915e-05	499.99995360719095	5.6404782093829624e-05	104.50165605204383	4.158743797947071e-05	3.1301229674949917	2.2673680149175124e-05	0.0006514142807308874	0.43305052016515644	0.000281306054943947	0.965994085819017	0.00015818018964169949
7	5.552965288097193e-05	499.9999444703495	7.780174218343946e-05	106.00384179444673	4.066564074607951e-05	4.054674910368314	2.753187936543999e-05	0.000790765765380171	0.47843049715725805	0.00017134035582513216	0.9205798648421689	0.00020902618166024364
8	6.454530461547676e-05	499.99993545469766	0.000100775441512396	107.48550677508618	4.042887563604139e-05	4.85684219161487	3.242641438388497e-05	0.0009326340096923934	0.5354105408716988	0.0001324677318194612	0.8634919309724028	0.00026714032338901345
9	7.343032688612607e-05	499.9999265696753	0.0001267067400173926	108.94709459223324	4.0971058422062196e-05	5.551438190523472	3.7382879615116546e-05	0.0010756684945704721	0.6028494011134046	0.00010794995779868153	0.7959295975546086	0.00033585275296513624
10	8.214307012074038e-05	499.9999178569321	0.00015755674057457648	110.38907084657868	4.217215841798781e-05	6.151621310481799	4.236690584439205e-05	0.0012193414516404881	0.6796683888834548	8.871115738598547e-05	0.7189811916016715	0.0004205924633510311
11	9.078722982906355e-05	499.99990921277254	0.00019643434965869587	111.8117706414158	4.3032818017200286e-05	6.668910845112986	4.742402781382276e-05	0.0013651551966143989	0.7648808664796533	7.460428470721378e-05	0.6336319500112084	0.0005311976307232349
12	9.944985336965053e-05	499.99990055014894	0.0002488427365919485	113.21537250512453	4.438958571277848e-05	7.113403245939111	5.259660000007099e-05	0.001514295543280324	0.8575859216069391	6.16183498529956e-05	0.5407855678999243	0.0006839022915792445
13	0.00010828975901519998	499.9998917102433	0.00032578847806079194	114.5997946736617	4.5974835926199995e-05	7.493793936890825	5.7969209266250894e-05	0.0016691390297105025	0.9569437127992962	4.952458176514552e-05	0.4412796543799587	0.0009120048685666698
14	0.0001175987102077856	499.99988240129204	0.0004536281826283641	115.96458763568518	4.7866538977604855e-05	7.817698615605459	6.370216677196163e-05	0.0018342421294191107	1.0621013314058245	3.780170943586849e-05	0.33596292258854527	0.0012935048905820296
15	0.00012835765682890992	499.9998716423454	0.0007157134075354659	117.30841264467034	5.040267576742013e-05	8.0914059541855	7.034633602340113e-05	0.0020249416277847727	1.1719923511896755	2.6048414431984677e-05	0.22588631243208077	0.0020630423274764997
16	0.0001468889349605182	499.9998531110673	0.0015835105602266541	118.62539911959831	5.5963925645997324e-05	8.318716693687023	8.15218978703127e-05	0.0023403229618961896	1.2838561316963755	1.4433926423053428e-05	0.11370758951743155	0.0043182499026625555
