	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.526586937462671	6118.2474028639335	2216609.6801802516	1561.5538626584892
2	4.012834354843115	9624.512753178004	3710149.407304369	2870.3255698835515
3	4.024199309858966	11715.929528592713	4593192.448540824	3887.2048261446416
4	4.258117216311151	13309.135485527451	5245669.357734985	4796.18481977452
5	4.594648768794368	14765.525094482266	5831073.434444084	5702.091998601731
6	4.986313115840046	16227.45941696122	6413828.148590396	6663.19686246502
7	5.413629642085738	17750.339314148867	7019085.148330848	7715.2095556161285
8	5.86754163039406	19354.087114047557	7656061.923824336	8882.694623447629
9	6.342460536781873	21043.006937124188	8327061.334430266	10183.80709328906
10	6.833507396468988	22813.29281167376	9030893.670549894	11631.893482705731
11	7.33543914441405	24655.770356289955	9764133.129611846	13235.609131233768
12	7.842289525170348	26556.883068497365	10521568.557444107	14998.320737127795
13	8.34735608254265	28499.146580425542	11296398.57717205	16917.214000256063
14	8.843392608949003	30461.589797108325	12080402.89167917	18982.408361908634
15	9.322943639702078	32420.40961454213	12864190.97487091	21176.346270235936
16	9.778773514513134	34349.92276205578	13637567.339754436	23473.699273595623
17	10.204335746861757	36223.804571354565	14390013.548995527	25841.978374821476
18	10.594218507488069	38016.528897091695	15111256.185427547	28242.93548480636
19	10.944500302367278	39704.864494028734	15791865.467217915	30634.703078449646
20	11.25296190234706	41269.25076535691	16423814.705222959	32974.467823536004
21	11.519125618624818	42694.87946763102	17000930.359268837	35221.35133653134
22	11.744124967231171	43972.35019244775	17519177.154317856	37339.11496847873
23	11.93043759396916	45097.836762679995	17976749.320716035	39298.3345291995
24	12.081533936890057	46072.78096960054	18373970.60953587	41077.79637522553
25	12.201499564476517	46903.19930078569	18713034.25412059	42665.015773154475
26	12.294681587328336	47598.73236809763	18997633.103228163	44055.92921238991
27	12.365393855695864	48171.57997638049	19232536.976708192	45253.928076429256
28	12.41769773546269	48635.45076543742	19423169.905310348	46268.46261962898
29	12.455259815048048	49004.623681540776	19575227.92425201	47113.452425280346
30	12.481277378167697	49293.18026821951	19694362.927054532	47805.70592920871
31	12.498457178976773	49514.430973794944	19785943.521626707	48363.49607798154
32	12.509031937155266	49680.530788398595	19854892.22808699	48805.379045138776
33	12.514800509460203	49802.26139674604	19905590.622111723	49149.29013700182
34	12.517180493179291	49888.947928855836	19941839.96946419	49411.91150451133
35	12.517265077853589	49948.47624662546	19966863.737335235	49608.281128658076
36	12.515878709403378	49987.379129959445	19983339.15312564	49751.59991300572
37	12.513628321962766	50010.964593532095	19993446.83909281	49853.19041837627
38	12.510948494480308	50023.46529713742	19998929.822673503	49922.563543806245
39	12.508139976972114	50028.19360361427	20001155.478655662	49967.55555765446
40	12.505401711043184	50027.691705511665	20001175.946664102	49994.50524754083
41	12.502856860448993	50023.870202258884	19999784.198579032	50008.44831100437
42	12.500573556179614	50018.13151911908	19997564.17934677	50013.31267588169
43	12.498581121190462	50011.47673171741	19994934.35268203	50012.10390964488
44	12.496882523170074	50004.595835735854	19992184.60497763	50007.07417041369
45	12.495463745170003	49997.94244124137	19989506.86084536	49999.87136975911
46	12.494300682726907	49991.794395991536	19987019.99128334	49991.667490370695
47	12.493364091275811	49986.30209492445	19984789.708983988	49983.266544526094
48	12.49262302281533	49981.52628143334	19982844.1728445	49975.193609739654
49	12.4920471130517	49977.46707358723	19981185.99987552	49967.76690490705
50	12.491608011586761	49974.08580697949	19979801.329034727	49961.1551019568
51	12.4912801874415	49971.32109984462	19978666.508391995	49955.42207879215
52	12.491041292085233	49969.10035590043	19977752.901305597	49950.56121632373
53	12.490872219982162	49967.347727729044	19977030.22985447	49946.52114994411
54	12.49075697234985	49965.98938581748	19976468.801955696	49943.224660619024
55	12.490682402421307	49964.95678058471	19976040.904564265	49940.58215830857
56	12.490637898564087	49964.18844450362	19975721.588245265	49938.500977938136
57	12.490615044679064	49963.63076218944	19975489.01970388	49936.89149185263
58	12.490607284370126	49963.238039277494	19975324.539141674	49935.67085739102
59	12.490609605642181	49962.97211896133	19975212.525671538	49934.765049016256
60	12.490618255708787	49962.801729381616	19975140.147011597	49934.10968209367
61	12.490630490455437	49962.70169431646	19975097.048768308	49933.65002001422
62	12.490644359630698	49962.65209871677	19975075.021711662	49933.340457119935
63	12.490658526488083	49962.63747070486	19975067.673060454	49933.14369524821
64	12.49067211917505	49962.64601786913	19975070.11791449	49933.029767744665
65	12.490684610540299	49962.668939920055	19975078.70039366	49932.97501903191
66	12.490695722575223	49962.69982721199	19975090.74880016	49932.96111091339
67	12.490705351740994	49962.734146359195	19975104.365637437	49932.9740989558
68	12.490713511782005	49962.7688097558	19975118.25143164	49933.0036039778
69	12.49072029084174	49962.80182246318	19975131.55987629	49933.04209031242
70	12.490725819884702	49962.83199642844	19975143.78033329	49933.084248938714
71	12.490730250216751	49962.85872418332	19975154.644575704	49933.12648256689
72	12.490733738010494	49962.88180286519	19975164.05409833	49933.16648422665
73	12.490736434148147	49962.901299787634	19975172.024450187	49933.20289794005
74	12.490738477922115	49962.917451110894	19975178.64315832	49933.23504874633
75	12.490739993754564	49962.930588888	19975184.03932949	49933.262735194614
76	12.490741089781764	49962.94108824887	19975188.361560427	49933.28606907805
77	12.490741857873246	49962.94933163454	19975191.76289746	49933.30535667138
78	12.49074237458782	49962.95568596033	19975194.391152963	49933.32101302214
79	12.49074270247926	49962.96048799679	19975196.382647853	49933.333499824614
80	12.490742891779247	49962.96403690479	19975197.858929213	49933.34328306159
81	12.490742982139677	49962.966591997414	19975198.92568453	49933.35080734793
82	12.490743004287202	49962.96837297065	19975199.672696173	49933.3564793816
83	12.490742981575005	49962.969562277154	19975200.17470953	49933.36065957078
84	12.490742931355307	49962.97030856004	19975200.492760796	49933.36365905236
85	12.490742866256346	49962.97073099348	19975200.675894015	49933.36574071604
