time	W_star	Wt	Y	Z
0.0.	0.5	1	1.6	0.15
0.0.05.0	0.44800658578575503	1	1.6158572931427022	0.22245606049759803
0.0.1.0	0.410762824863167	1	1.658400666373725	0.24670344862165303
0.0.15000000000000002.0	0.379243349594505	1	1.7054625435168	0.25816449370991
0.0.2.0	0.35103234108728604	1	1.751585447645506	0.265939974324758
0.0.25.0	0.32544271241758904	1	1.795120809764904	0.272723490785489
0.0.30000000000000004.0	0.302325013770675	1	1.835348924485012	0.27945866073947
0.0.35000000000000003.0	0.281732215289872	1	1.871741596759597	0.28657927138349903
0.0.4.0	0.263823046960705	1	1.903708224322476	0.294403212118829
0.0.45.0	0.24884848062525003	1	1.930427793635952	0.303310524217123
0.0.5.0	0.23718807789780103	1	1.950599592124774	0.313920565194078
0.0.55.0	0.22946081153196501	1	1.9618644215986971	0.327471643203457
0.0.6000000000000001.0	0.226841474645945	1	1.9590035673736241	0.347068846205051
0.0.65.0	0.23224214241936303	1	1.925431666551166	0.38412938738817404
0.0.7000000000000001.0	0.25971667408215504	1	1.7093530546898492	0.5651711137862401
0.0.75.0	0.43655528926659104	1	0.67333904006051	1.233522555108898
0.0.8.0	0.6021876932879261	1	0.7013910417104211	0.8674171146961951
0.0.8500000000000001.0	0.6906705096125361	1	0.872839081530533	0.531677362925368
0.0.9.0	0.7011603618075031	1	1.080035153042467	0.30829656725104804
0.0.9500000000000001.0	0.6720624507112041	1	1.193587979648946	0.24520162275609103
1.0.	0.633208925564267	1	1.272013897771	0.23312321885597
1.0.05.0	0.593246848302146	1	1.340411419629139	0.23333691483356703
1.0.1.0	0.5542960756835671	1	1.404697453152699	0.23662142687989102
1.0.1500000000000001.0	0.516896371975726	1	1.466208187023218	0.24078028531309703
1.0.2000000000000002.0	0.48121217067721006	1	1.525200312001704	0.245282821778765
1.0.25.0	0.44732261371039406	1	1.58166036520981	0.250008574544316
1.0.3.0	0.41529351918733504	1	1.635493856537651	0.254945647637277
1.0.35.0	0.385196582332385	1	1.686567406528062	0.260116940743824
1.0.4000000000000001.0	0.35711582257544106	1	1.7347134364017571	0.26556336381850204
1.0.4500000000000002.0	0.331151441004503	1	1.7797225488264772	0.271343020005112
1.0.5.0	0.307424121386949	1	1.821327847874421	0.277537057893816
1.0.55.0	0.286081424304375	1	1.859178519394367	0.28426184309073604
1.0.6.0	0.26730848112842004	1	1.892794229012751	0.291691842217699
1.0.6500000000000001.0	0.25134745596761304	1	1.921480646322448	0.30010505202388005
1.0.7000000000000002.0	0.23853617829297402	1	1.944156638291509	0.309982590911558
1.0.75.0	0.229393292115274	1	1.9589491610694911	0.32225978738593
1.0.8.0	0.22483562739154203	1	1.9620349056479562	0.33910258298754403
1.0.85.0	0.22688539266887403	1	1.9430529812971091	0.367263131812856
1.0.9000000000000001.0	0.242497843880516	1	1.848239808243276	0.448168273444887
1.0.9500000000000002.0	0.35903250105469503	1	0.7409018300859851	1.328928743202928
2.0.	0.549949448150289	1	0.6770613695966561	0.990614338385401
2.0.0500000000000003.0	0.666718832894009	1	0.7943533035901851	0.6490784548353771
2.0.1.0	0.7024675948341591	1	1.019042455950597	0.36282485380427104
2.0.15.0	0.682358744401893	1	1.159957671307323	0.257747215964292
2.0.2.0	0.6453275239476071	1	1.246016002680983	0.235036617660483
2.0.25.0	0.605369767134865	1	1.316809150773807	0.23268402866475102
2.0.3000000000000003.0	0.5659765542563401	1	1.382286691416252	0.235304071902482
2.0.35.0	0.5280154416321861	1	1.444723710884972	0.239255541227353
2.0.4000000000000004.0	0.49172863471210004	1	1.50460182367082	0.243660732573132
2.0.45.0	0.457212271868188	1	1.56196648146424	0.24831182503790802
2.0.5.0	0.42453375803835003	1	1.6167433764821562	0.25317263499318704
2.0.5500000000000003.0	0.39376202517032405	1	1.668811337541191	0.258257154015106
2.0.6.0	0.36497660642822305	1	1.7180153218863552	0.26360048715823303
2.0.6500000000000004.0	0.338271895342836	1	1.764162106742786	0.269254266197458
2.0.7.0	0.31376107795573305	1	1.807007506829709	0.27529046151873604
2.0.75.0	0.291581571465998	1	1.846234377529255	0.281811058265315
2.0.8000000000000003.0	0.271903810804201	1	1.881415270634273	0.28896630587779704
2.0.85.0	0.254946786608448	1	1.91194518770001	0.296990018604648
2.0.9000000000000004.0	0.24100795023456903	1	1.936909228005304	0.30627398377234
2.0.95.0	0.230526596000858	1	1.954788516045288	0.317545502891216
3.0.	0.22423649052218703	1	1.9626840705941921	0.33237298923388403
3.0.0500000000000003.0	0.22361420251486702	1	1.953638384815652	0.355062730785472
3.0.1.0	0.232794436343035	1	1.901269219484833	0.404667996790503
3.0.1500000000000004.0	0.285576463932153	1	1.238416310743332	0.983677626643868
3.0.2.0	0.48899719825834503	1	0.6675642950494121	1.1214159678080091
3.0.25.0	0.632864268595415	1	0.734776094543878	0.768644801764589
3.0.3000000000000003.0	0.697312645824656	1	0.9426376691353281	0.44479113103467305
3.0.35.0	0.6914147772930721	1	1.120095416338248	0.279492443741349
3.0.4000000000000004.0	0.6577547539937081	1	1.218335047311327	0.23915015253326702
3.0.45.0	0.6181758091321601	1	1.292594148518617	0.232572359264437
3.0.5.0	0.5784302917101051	1	1.359507403982328	0.23413417771890402
3.0.5500000000000003.0	0.539930045879432	1	1.422921618897575	0.23778289979925502
3.0.6.0	0.503046879521868	1	1.483689197646827	0.24206821925139502
3.0.6500000000000004.0	0.46790661084870605	1	1.541948636733585	0.24664098281158
3.0.7.0	0.43458145903731205	1	1.5976536662087741	0.251427489993445
3.0.75.0	0.40313850908998705	1	1.650696652711635	0.256429662784028
3.0.8000000000000003.0	0.373653203024753	1	1.700934489385134	0.26167634052280203
3.0.85.0	0.34621450254186004	1	1.7481885359785352	0.267213177484242
3.0.9000000000000004.0	0.320928671768661	1	1.792234613666936	0.273104154650164
3.0.95.0	0.297923994130998	1	1.832784687932373	0.27943909404863904
4.0.	0.277358079392149	1	1.8694560528435522	0.28634827625380704
4.0.05.0	0.259430406389665	1	1.901717201898217	0.294030170450754
4.0.1000000000000005.0	0.24440575149861501	1	1.92878492391838	0.302807890185387
4.0.15.0	0.23266210606348703	1	1.949406255359909	0.31325749795769803
4.0.2.0	0.22480044484342201	1	1.9613212116951022	0.326548473948133
4.0.25.0	0.221941729716729	1	1.9596034987543651	0.34558324564889803
4.0.3.0	0.226801372222403	1	1.9290829671024041	0.38070028645506904
4.0.3500000000000005.0	0.251533360672793	1	1.74824641136158	0.531636787190338
4.0.4.0	0.419234038838383	1	0.6775896484167641	1.25643147520767
4.0.45.0	0.5895306924628071	1	0.695942576015659	0.8886347458662881
4.0.5.0	0.6831523853926831	1	0.8581520799519551	0.551692702309978
4.0.55.0	0.697762831906045	1	1.07042360106083	0.31611250271509
4.0.6000000000000005.0	0.6699832538727231	1	1.18802361970658	0.246918469978697
4.0.65.0	0.631405600177396	1	1.267548334914199	0.23334346054222102
4.0.7.0	0.591458217815901	1	1.336310459640641	0.23319362195362303
4.0.75.0	0.5524566293527751	1	1.400792855465591	0.236382252816415
4.0.800000000000001.0	0.5149881194396201	1	1.462463556795147	0.24050975188368903
4.0.8500000000000005.0	0.47922902573930604	1	1.521611111691068	0.244996370491179
4.0.9.0	0.44526161969937605	1	1.5782306100263122	0.24970916376698002
4.0.95.0	0.41315256835923303	1	1.63223069979363	0.254632673739213
5.0.	0.38297374474261103	1	1.683480091191412	0.259788399638933
