	W_star	Wt	Y	Z
0	0.5	1.0	1.6	0.15
1	0.44798405842015326	1.0	1.6157789462924022	0.22257170562998543
2	0.41079054650066027	1.0	1.6584342594518031	0.2466250097539303
3	0.37923579678997427	1.0	1.7054774756225088	0.258166871235213
4	0.3510353680679905	1.0	1.751750577240617	0.26578916057030694
5	0.32541893553865875	1.0	1.7953743106329265	0.2725402780649694
6	0.302294552784376	1.0	1.8352683773864238	0.27959805092035517
7	0.28177887734579177	1.0	1.8713852421033421	0.28685084949147927
8	0.2639524250727021	1.0	1.9033931560500719	0.29450227477102403
9	0.2490096636014705	1.0	1.9303177385736132	0.3031616988437814
10	0.237325811310315	1.0	1.9507828368226496	0.3135249407070398
11	0.2294555448082122	1.0	1.9628755982340864	0.32650989162700733
12	0.22648883853831728	1.0	1.9622261715918987	0.34453112056180235
13	0.23093665780648373	1.0	1.93563639746179	0.37633850409195496
14	0.2523788651413382	1.0	1.788039303216808	0.49970586234619424
15	0.40803002065536564	1.0	0.6860500358548329	1.2838101677080525
16	0.5840466748554568	1.0	0.6897728589024639	0.9160418231285145
17	0.6839163240576654	1.0	0.8380111394719449	0.579383964448437
18	0.7043206497971659	1.0	1.055926029332035	0.32764693889948426
19	0.6782929960797849	1.0	1.1794239593605171	0.24961326089890018
20	0.6400925132919898	1.0	1.2606129018056147	0.2336314759373674
21	0.6000844339295471	1.0	1.3304397317028005	0.23247425053957602
22	0.5608065023311883	1.0	1.394595279668102	0.2362347935623183
23	0.5231831226931185	1.0	1.4565399318253667	0.24020606081190246
24	0.4872438394142545	1.0	1.5159583970229231	0.24458871753750566
25	0.4530737461582608	1.0	1.5728403138413276	0.24924769706777952
26	0.42074626211857796	1.0	1.6271030567847484	0.25413842388593105
27	0.39033560353646857	1.0	1.6786231096169522	0.2592670120657956
28	0.3619263008396118	1.0	1.7272438794705447	0.2646635913566034
29	0.3356157567735433	1.0	1.7727657281125635	0.27038067590034703
30	0.31150994939005167	1.0	1.8149578300898894	0.2764864557755807
31	0.28975979098331944	1.0	1.853457222595784	0.28310654066549873
32	0.27054581150029344	1.0	1.8877937065417085	0.290416067732489
33	0.2541022344284684	1.0	1.917339195955182	0.29864206842003
34	0.24074184439697666	1.0	1.9411348476075616	0.3081868365655819
35	0.23092893822416913	1.0	1.9575592173929461	0.3198299748208905
36	0.22544949866153516	1.0	1.963555351013621	0.33519701042137795
37	0.22586247783909663	1.0	1.9522572706208545	0.35833498471972663
