time	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
50.0.	2.15075383306195e-05	0.03989484702385	0.000260299434139	0.002171736418727	4720.997090977438	335.49141433107724	838.968201701399	0.000558375119839	0.001489839208396	0.0031862365029290004	0.002108052243002	58156.218415277144	18.692280757948026	47.26388101242841	0.79212938004265	115.16795426539508	3.377224897271961e-05	0.039944906010745004	12.260021321740311	2.546704456430677e-07	0.006885848936684	0.001875401706612	0.0028036659047410003	0.005927054961115	0.000674001571427	0.9953239242886751	0.000270995167798	0.166317044655721	7.327415278131317	0.0014588313610730001	0.187011852255519	4.9862441592814864e-05	0.007213710227877	0.008580325553824	1.7206462084974472	0.0006659951227860001	6.0817683544800904e-05	0.011886636897692001	1.988169141447533e-07	3.9024804402211695e-05	35.15075865477313	107.5909730715151	0.0022205663045470002	0.00033316916989000004	0.00044911633103500003	5.3426914654726415e-05	0.008573258590199001	0.044391815189261004	1.575842568081696e-05	0.000104215275259	363.9998800262994	0.000130081136396	0.000508587916288	0.031284583323373
55.0.	5.8297482160230796e-05	0.073214939076562	0.00047017817437700006	0.003921510595823	4720.996055343187	335.48542431289087	838.9464372295874	0.001002784447396	0.002511736112878	0.005371056694799	0.003511392067759	58155.77539442844	18.682110118084083	47.237713220474	0.791908281582675	115.13481848185847	4.6761120193993154e-05	0.048584764634295	12.25136847424554	2.705151739224302e-07	0.006808315853409	0.001904058962285	0.002847791088859	0.006018160839	0.0005746416210780001	0.9921172071923221	0.000290303278789	0.165845548398207	7.306577143044754	0.0016229120007220002	0.20803873489861002	8.277487361626275e-05	0.0077416401396830006	0.008544592408382	1.7134493832539	0.001120265693203	8.940560573926866e-05	0.017474066417194	5.746568658937204e-07	0.00011274982411000001	35.14745943958763	107.58006849604433	0.002703746335798	0.000528720677454	0.000712721355449	8.480761223485094e-05	0.009211689969997001	0.047687896866984006	2.8300518356955602e-05	0.000126891811074	363.99984480767085	0.000238126028271	0.000858556279063	0.052799936517826
60.0.	0.00015113054458400002	0.12846218188198402	0.0008152071343570001	0.006797446495994001	4720.994629708725	335.4770458324929	838.9111078576161	0.001733428446747	0.004112631309247001	0.008798102467890001	0.005716513950232	58154.81848834382	18.665320393602396	47.19434100903132	0.79154439221394	115.07984229535938	6.256643852964757e-05	0.057782964489538007	12.242154469071957	2.827324643104229e-07	0.0067161514321210005	0.0019299120116860002	0.00288730724913	0.006100466016541	0.000503314119526	0.9870892662228621	0.000306643771914	0.16534572437726203	7.284428599751639	0.0017976333815020002	0.23042471283721103	0.00013401285073800002	0.008175741596585	0.008492628904155001	1.702973215491214	0.0018291550855160002	0.000131632175124	0.0257268997977	1.566632835292651e-06	0.00030728155379800004	35.14434178576489	107.56878150594736	0.003219190926193	0.0008278788234560001	0.001116012948327	0.00013284359595600002	0.009761198134717	0.050523082983365004	4.892071142415732e-05	0.000151082586146	363.99979999670273	0.00041767189945400004	0.001409802546543	0.086685348204578
65.0.	0.000378321900265	0.21776251459737903	0.0013696596643870001	0.011418116318771002	4720.992617087276	335.4651789975553	838.8549892212562	0.0029118816087630004	0.006585836713226	0.014104359503254001	0.009153837432834001	58153.04339138321	18.638249953382417	47.12423559742343	0.790958655755151	114.99090050774709	8.138447499975308e-05	0.06744775700050201	12.232470858524524	2.9137606616612077e-07	0.0066140824632920005	0.00195390275597	0.002923792190099	0.006176943701848001	0.00044960303772200003	0.9793098037835201	0.000319870086953	0.16482341762729003	7.261189990327019	0.0019811795796950003	0.25393514541676604	0.000212748799446	0.008502524845852	0.008415848460680001	1.687482784601559	0.002916372553869	0.00019381865480500002	0.037879456138881	4.086190812910226e-06	0.0008012585271260001	35.14154686080003	107.55698717131871	0.0037619399054330004	0.001280678523759	0.0017264811996110002	0.000205619603324	0.010216359077338	0.052868812028972006	8.217895639336691e-05	0.00017655481264200001	363.9997412662312	0.000709091207767	0.002267506667496	0.139401669618997
70.0.	0.000917617737978	0.359154022013557	0.002244025482003	0.018703314010383002	4720.989714693173	335.44824701107024	838.7675531679583	0.004785243997739001	0.010347516575868	0.022204603293252002	0.014465430524544002	58150.00058616363	18.595437997453978	47.01319550672611	0.790032962702908	114.8498953975455	0.000103385144664	0.07748092533558201	12.222415689519778	2.9641323421021407e-07	0.006505219403262001	0.0019765456313460003	0.0029581312240810004	0.006249224251590001	0.00040719793181900004	0.9674478801308801	0.000329746456116	0.16428522489334002	7.237097305961821	0.002171650147453	0.278323270473087	0.00033177334376600004	0.008701699670369	0.008301705413426001	1.664444435316829	0.0045495384634530005	0.000284231285738	0.055544237398768	1.028142983108383e-05	0.0020155675267200003	35.139280153553116	107.54449130992113	0.0043266515064320004	0.001952617076607	0.0026325169197890003	0.00031377841671600005	0.010568671600175002	0.054680513336124004	0.000135048911581	0.00020305779477500002	363.9996618932939	0.0011734113205550002	0.0035848988540940004	0.220355960193925
75.0.	0.002151558712521	0.578718843143183	0.0035979099835030002	0.029980752597493002	4720.985465607557	335.42415574078444	838.6341771776378	0.007725888396956	0.01594763916034	0.034333970152153004	0.022574309456311	58145.045647437895	18.528963046078463	46.8406402503244	0.788595484523788	114.63053411362043	0.00012870747973800002	0.08777577442704501	12.212095518093243	2.978057097011924e-07	0.006391707149599001	0.001998075668151	0.0029907491278290004	0.006318063426360001	0.00037239934261000003	0.9497183906875071	0.000336027788711	0.163738709218463	7.212405725716125	0.0023670230085750003	0.30332491361073405	0.000507436925209	0.008747192909224	0.008132642232411	1.630315022425084	0.006932099159494	0.00041226438104100004	0.08054999602920701	2.5030882547342393e-05	0.004905652898446001	35.13783475827735	107.5310096851532	0.004907486319574	0.002917628352045	0.003934002577551	0.00046947251520800004	0.010809061608482001	0.055910762507396	0.00021803969638600003	0.00023031748306800003	363.99955164282085	0.001901017722472	0.005574216179394	0.342565363862296
80.0.	0.004837569917493001	0.912452479093774	0.005651178227102	0.047077304874143	4720.979199113	335.39046323483154	838.4360771038474	0.012281259539976	0.02402715668179	0.051993879179666004	0.034733417777432	58137.30063998063	18.427851295571436	46.578103015634184	0.786407097423178	114.29630285356546	0.000157454649161	0.09821976968948501	12.201622775661383	2.957150994609184e-07	0.006275116583901	0.0020185634714640003	0.0030217924366150004	0.006383706139128	0.00034307100462800005	0.9239789641385431	0.00033868841841400003	0.16319233510737902	7.187382197173922	0.0025652065240680004	0.32866464378084304	0.000757472410247	0.008612997131424	0.007885780215013	1.580483395866173	0.010260649547544002	0.000585477237463	0.11435904376452201	5.8844692279519166e-05	0.011528484673623001	35.13760974235879	107.51615116745565	0.0054982494577510005	0.004235484655602	0.0057119474366410005	0.000682852451962	0.010935242877485	0.056547708647669004	0.000346601350768	0.000258043147081	363.9993953555024	0.0030213779983680003	0.008506282857583	0.522613226870845
85.0.	0.010286033226355	1.406556701037358	0.008685578253379001	0.07232965624847501	4720.969969587286	335.34496110077225	838.1519941235209	0.019226556458846	0.035167179105805	0.076691552792986	0.05250119281663201	58125.66279664802	18.27796800886927	46.189006843259286	0.783157677620944	113.79999958811526	0.000189691334341	0.10870722605435501	12.191103082611338	2.90837036464765e-07	0.006156647876234001	0.0020380003598420003	0.003051265574257	0.006446154946779001	0.000317949071507	0.8881412681012091	0.00033832448372	0.162654740046689	7.162274495521766	0.0027642780075550002	0.354086111011775	0.0010947545503870002	0.008285406141176	0.0075346844239590005	1.509633584771486	0.014623357407197002	0.00080310446791	0.15679573874319402	0.000132658672757	0.025977158770608	35.13910748873545	107.49942120393605	0.0060930941143800006	0.005908337607473	0.007970001420738	0.0009551797967490001	0.010964906140144	0.05668362306907201	0.0005426116940110001	0.000285960395541	363.9991714279108	0.00471076213495	0.01268315901643	0.778940132326369
90.0.	0.020294199407803002	2.11416906454822	0.01302584938374	0.10842277538630901	4720.956517200078	335.2867869137187	837.7626405181053	0.029602461772894002	0.049595049894716005	0.109386671367054	0.077566651406275	58108.91261036473	18.063051886780755	45.631441174598386	0.7784868017007031	113.08704993434321	0.00022544799399600002	0.11916612988036801	12.180608422125665	2.847261936938484e-07	0.006037201709609001	0.002056360128995	0.0030791299469780002	0.006505362171162	0.00029621332306300005	0.8410182787382301	0.00033658819241200004	0.162132996808928	7.137247877309348	0.0029629775583190003	0.37941577345405403	0.0015157846797360002	0.007777891522724001	0.007054869144189	1.412864750417269	0.019838835677785	0.001046449342249	0.20417253030672503	0.00028356383391700004	0.055491392844293004	35.14288645354217	107.48026934930333	0.006688018890925001	0.007827256850841001	0.010562348917202001	0.0012701270552540002	0.010950352975158001	0.05659037862391501	0.000835441237603	0.00031388144987000004	363.998850677313	0.007192319251987001	0.018369131031685002	1.127572837951016
95.0.	0.036355556730767	3.086893795592394	0.018992804031162002	0.15799490559641502	4720.937288117285	335.2178133861551	837.2576909427373	0.044707200141692	0.066816193569321	0.149737796247325	0.11134682610282401	58085.9582328995	17.767488256517066	44.8654584879628	0.772042937423279	112.10470771025349	0.00026473683288	0.129594943740065	12.170140319427086	2.797947472610763e-07	0.0059173740274	0.002073641561031	0.0031053734331730003	0.006561357328325	0.00027723702244	0.783446010183354	0.00033627638488000004	0.16163001067166702	7.112300275578517	0.003161371591901	0.404649302795474	0.001986465041371	0.007136555798475001	0.006433595323237001	1.287672973694425	0.025307527369124002	0.0012720565083710002	0.24797580883202502	0.0005666707632110001	0.11080001215074702	35.14945201989634	107.45819832959324	0.007282933641442	0.009745923484044001	0.013157847860459001	0.0015890064437320002	0.010982322116781	0.056738007319001006	0.001261729268662	0.00034180210003200004	363.99839646863177	0.010721748926026	0.025684522383764	1.5755907321305451
100.0.	0.05794993374575701	4.361800259650142	0.026834888845833002	0.22306617658309902	4720.91055908892	335.14355882104616	836.6428233542547	0.066002285545392	0.08540432422702701	0.19554876286991002	0.154318232443311	58056.18004455535	17.380627618185624	43.86431679876246	0.763578867679639	110.81667093892439	0.00030758073979000004	0.140092333440607	12.159600085819633	2.78731852446705e-07	0.005797439375921001	0.002089889589837	0.00313004897566	0.006614303860605001	0.00026045872633100004	0.7190469129030641	0.000340721933219	0.16114207153739502	7.087196741895851	0.003361366777822	0.43001955658204505	0.002434166721173	0.006424658896709	0.005681092148546001	1.136205304606758	0.030029969276874003	0.001419432820839	0.27641002908516904	0.001044035802312	0.20392681779776803	35.15910043587116	107.43291980133498	0.007883345041889001	0.011322431113271001	0.015295562576400001	0.0018565654084140002	0.011171101954801001	0.057695263577006	0.0018627241678010002	0.000369980814767	363.9977672950179	0.015555280486234	0.034501696384052004	2.114781386056745
105.0.	0.081060240657116	5.947977986984457	0.036661211146958	0.304485444431953	4720.874701817663	335.07285211603346	835.9429569385175	0.09489270399752901	0.10322262791919601	0.242943733418536	0.20515738026322203	58019.73573659524	16.901080059578124	42.62551242928213	0.7530501342863201	109.21791163807201	0.000354049215056	0.15085803953912402	12.148787911245847	2.835282136825885e-07	0.005677381859443001	0.002105190942917	0.0031532758531620003	0.006664475688738	0.000245342912467	0.6538336386622691	0.00035262915649100004	0.160658079235452	7.061473020253682	0.003566680904144	0.45599493336269903	0.002758846899363	0.005693509985250001	0.004836466295312001	0.9664208244983451	0.032908453343280006	0.00143896597123	0.27987139446549403	0.001755514615876	0.342487358981716	35.17177788141342	107.40449494284906	0.008500441252145	0.012224855535128	0.016526306517722	0.002017262234158	0.011608781458761002	0.059933607799803	0.002678080094163	0.00039894271992500004	363.9969229771864	0.021905037078933	0.044401592614554	2.71908037205205
110.0.	0.09911765839631201	7.818666627967809	0.048402861488265	0.401619521843084	4720.828581467136	335.01621823117443	835.1992396934446	0.132374601534779	0.118089191531572	0.28741713459162105	0.260050629655735	57977.64867521426	16.338627469300235	41.17547666947265	0.7406629605478301	107.34155275308794	0.00040428904972800004	0.162155457902685	12.137440253047616	2.946306883293768e-07	0.0055569963526300005	0.0021196466269480002	0.0031752046256520003	0.006712166298482001	0.000231402415869	0.5944936738768081	0.000372946985208	0.160161378856733	7.034527627028361	0.003782116090099	0.48318733345546705	0.0028689746212660003	0.004964693032054	0.003961994290609	0.79089899836146	0.033227324332386	0.0013229475383280001	0.256970935044604	0.002684924540586	0.5231326240537301	35.18703546102656	107.37337926704774	0.009149035957052	0.01224658320042	0.016568214587796	0.00203412800044	0.012331637149408001	0.063633757064103	0.0037359142531500004	0.000429383113837	363.99583470263343	0.029894895362531003	0.054725262563932	3.34787743573426
115.0.	0.106646902438637	9.913630740785614	0.061818384163967004	0.51241328289923	4720.7719918039975	334.9836297602127	834.4603789688535	0.17863246010685302	0.128511406948526	0.325216875528331	0.312889001727963	57931.60192196161	15.712411429217438	39.5645678535465	0.726838199897593	105.25288415687803	0.00045853701270600006	0.17424525891004702	12.125296204077275	3.106203634526027e-07	0.005436039747684001	0.002133332660329	0.0031959604073640005	0.006757569152549001	0.00021825039900200003	0.5462717175231431	0.00040029258145600006	0.15963388053707903	7.005778114617389	0.004012324382868001	0.512193638280208	0.002727795440393	0.0042384503573470005	0.0031263274697280003	0.623430424030705	0.030996351444089004	0.001110622058152	0.21544587629613202	0.003750744489841	0.7298380273852001	35.2041178808746	107.34033402118077	0.009843878260401001	0.01137957591367	0.015406842118529001	0.0019020605575660002	0.013299582964294001	0.068582021295022	0.005041438127145001	0.00046199428586500004	363.9944965675875	0.039531857624224	0.064709579373754	3.954452868142385
120.0.	0.10245629408715201	12.151820380064466	0.076541678507429	0.63379974849589	4720.705922282868	334.9822828949094	833.7713672725063	0.23277891285947802	0.134030626753315	0.35422982718469403	0.35685404071570104	57883.536448186765	15.046352669520052	37.85499860257162	0.712109981825197	103.03361334402305	0.00051710705238	0.18731162593473302	12.112171267012917	3.285539141453729e-07	0.005314387072471001	0.0021462649166620004	0.0032155874290200003	0.006800677328312001	0.00020564764723900002	0.511739546061993	0.000431181901504	0.159061029846988	6.974829894593734	0.004260469503501001	0.5434230718015101	0.002376621650736	0.003517073202315	0.0023851356038490003	0.475129373145723	0.026908040299544002	0.000862475313246	0.16709837630361501	0.004835196092181001	0.9396564695813141	35.22214394505272	107.30624605263407	0.010595523361144001	0.009819882774742	0.013304444394564002	0.0016506175510090002	0.014401576411166002	0.074201517116719	0.006569613562668001	0.0004972717136690001	363.9929331147243	0.05070328089862101	0.073662977592923	4.496765390742247
125.0.	0.089544312628051	14.448628188726714	0.09215239902925	0.7622890190391021	4720.63246069312	335.0149339251513	833.1638229855536	0.292930482379529	0.135065821587564	0.374008405377157	0.38678940139487605	57835.25315944473	14.364234887136595	36.10808537185266	0.6970138555040191	100.76481364314104	0.0005803532264250001	0.201408363323266	12.09801128345034	3.449264703856148e-07	0.0051921387878530005	0.0021583831661320003	0.003234018221365	0.006841244624707	0.00019351704704500001	0.49092577303528	0.00046111844448600003	0.158435642020855	6.941594478773245	0.004527279610364	0.5769749981980911	0.0019128154812860002	0.0028205280608400002	0.0017692244855890002	0.35208169284441204	0.021965553741044003	0.0006292645270000001	0.12177322901156801	0.005830528173405	1.131733249669218	35.24028896527691	107.27194594190154	0.011407284250106	0.007898281206013	0.010707490226762002	0.001333829944799	0.015489597665565001	0.07973012917484401	0.008267288808177	0.000535370984775	363.9911973402077	0.063201540235441	0.081118898815992	4.946750770324629
130.0.	0.07258094999990501	16.7301191105572	0.108241280403641	0.894506679212222	4720.554329681923	335.0794056304375	832.6515869448388	0.356628275035593	0.132514503933733	0.385256171670039	0.400856683970137	57788.16778387458	13.686347632938855	34.37568984295437	0.682008985219276	98.51529095422345	0.00064861928723	0.216448261756769	12.082903118956033	3.568834362416307e-07	0.005069637911836	0.002169562380584	0.0032510823054330003	0.006878829162438001	0.00018191206903900002	0.48222932439623006	0.000486147255491	0.157758990041472	6.906305278998263	0.004810905093615	0.612620590680197	0.00143984299842	0.002182437082455	0.001284072309264	0.255293210998001	0.017065567607349	0.00043800000703100004	0.084670613248799	0.006670267835758001	1.293317649754713	35.25789969279313	107.23809360484299	0.012274582249858002	0.005961306967104001	0.008085710380485	0.0010103708107050001	0.016429482229394003	0.084482705480039	0.010065070171564001	0.000576077295219	363.98935885253366	0.076767460778375	0.086907350288023	5.2945348204938885
