time	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
135.0.	0.055539753986693	18.94022617372871	0.12445276140077201	1.027539271041047	4720.474281673941	335.169578264498	832.2325555008663	0.421394531227719	0.12739677030673202	0.38925938192737203	0.40051866825139	57743.24345635198	13.028078042971947	32.696767226564035	0.6674446378300171	96.3367894344544	0.000722191781983	0.23223933986198303	12.067038468356063	3.630449401709425e-07	0.004947396942401001	0.002179645938768	0.0032665506542590003	0.006912901323366001	0.00017095031427900002	0.48334384776589706	0.0005040531733780001	0.15703895278062502	6.869426688736484	0.005107627692948	0.649893627930844	0.0010281963372970001	0.0016338424164450002	0.0009173562441150001	0.18222578258215602	0.012770881761139	0.0002948309597	0.05694041823018001	0.007333633925338001	1.420541825351882	35.274528301714376	107.2051446468131	0.013186921248197	0.00426357120194	0.005785378585987	0.000724528417117	0.017141973183855002	0.08805979387582201	0.011893028732120002	0.000618898088178	363.9874880731802	0.09113687357049301	0.09112337898285701	5.546356423920867
140.0.	0.040742126149596006	21.041643158052036	0.14050321286084602	1.159077053628367	4720.3946231737145	335.2773910180755	831.8945365081471	0.48516978885676204	0.12064515466646801	0.38748825781072305	0.38923043831297305	57701.04213186204	12.399892618558644	31.09749667608397	0.6535587225549151	94.26405599324329	0.0008012708783730001	0.248546483259887	12.05065224586177	3.635550766300621e-07	0.004825980657364001	0.002188483919881	0.0032801933275290003	0.006942964155843	0.000160743505931	0.49186658752281204	0.0005146040124130001	0.15628657373318802	6.831509296368748	0.005413011496578001	0.688237257895005	0.0007062914587690001	0.0011902398738930001	0.0006483498671510001	0.128687637509875	0.009303620940318	0.00019413053006	0.037460872688976	0.007832521271124	1.515844191680181	35.28991105540764	107.17337174854255	0.014131306120831001	0.0029236835855650004	0.0039686016164710005	0.000497732828009	0.017613186608827002	0.09039782297948401	0.013693038671130002	0.000663223483927	363.98564373784546	0.106075731294079	0.09402593284022501	5.718312802513993
145.0.	0.029017918033136	23.013136708143396	0.156181811844708	1.28741479859608	4720.31700101251	335.3948689902846	831.6216128550202	0.546506239410523	0.11301482373480501	0.381362834941511	0.37089737242062604	57661.822870238546	11.808031873282607	29.59320206636519	0.64049297140125	92.3173524024221	0.0008859633989190001	0.265147943917455	12.03396609268365	3.5953495043815394e-07	0.004705903051933	0.0021959600413340003	0.003291824299687	0.006968636185197	0.00015135348797700002	0.505622341323685	0.000518961612296	0.155512842980184	6.793061765250279	0.005722934063281	0.7271348495819411	0.00047232320468	0.000849555668057	0.00045505566864200006	0.09025672109683201	0.006654673756688	0.00012620020351100002	0.024334621593172002	0.008194823040265	1.584718398948164	35.30392436579012	107.14290841822181	0.015095403726724	0.0019459127196660001	0.0026421319434190003	0.00033166412375600004	0.017876987054442	0.09167607330755101	0.015424235292337002	0.000708474640196	363.98386729006796	0.121397344335554	0.09592688774683901	5.829583843009948
150.0.	0.020271160200503003	24.845628826270982	0.171341985543794	1.4113768264010011	4720.242417934334	335.5154314957067	831.3986005472436	0.604548614959268	0.105065127584807	0.372126813288683	0.348852581346948	57625.63949953745	11.25545553487276	28.190860539126064	0.6283141610034101	90.50578585252498	0.0009762929664650001	0.281868039174595	12.017155667858965	3.5241319724188976e-07	0.004587570911413001	0.002202001214632	0.0033013209338010004	0.006989679015346001	0.000142782545143	0.5228080591265121	0.000518838887486	0.15472677696267	6.754479940979179	0.006034166109921001	0.7661830596058911	0.00031040546306700004	0.0005979722445380001	0.00031804077624900004	0.063039813698195	0.0047034145489510005	8.158264730334397e-05	0.015721059645703	0.008451904205971	1.633289966833444	35.316540323668534	107.11379315307661	0.016069392810454	0.0012712871128110002	0.0017265567250580002	0.00021683589819600002	0.017987656316693003	0.092175785971898	0.017062476594674	0.0007541905853910001	363.98218333282034	0.136964057880737	0.097113374903753	5.89773296746928
155.0.	0.013996896632655001	26.538401499647154	0.185889213348491	1.530213882145281	4720.171369197499	335.63434175623826	831.2131018754332	0.6589044168156231	0.097178291436013	0.360793682564917	0.32548703709721805	57592.41798951744	10.742779075769153	26.891541141021158	0.6170353899148401	88.83056621380524	0.0010722182512690002	0.298585335069846	12.000342446678909	3.4346939754023886e-07	0.004471272836398	0.002206573770859	0.0033086216620600004	0.007005983219534001	0.00013498679048	0.5420280259990731	0.0005158703961330001	0.15393484374661	6.716032227698278	0.006344499619494	0.8051075453299701	0.00020185540328800002	0.00041722951934500003	0.00022174914144200002	0.043927635856232	0.0032995519661960003	5.272143645830788e-05	0.010153709708466001	0.008631826543908	1.66701577885113	35.32779111217982	107.08600471390339	0.017046447846594003	0.0008228593444100001	0.001117777899787	0.00014040769667100002	0.017998643698841	0.092171794353561	0.018596681442509002	0.0008000509383880001	363.9806032676195	0.152679937823086	0.09781310884659701	5.936638537893703
160.0.	0.009605630102121001	28.09600036912483	0.199768703541458	1.6435003349470931	4720.10400424057	335.74856837618	831.0558450891976	0.7094928080541351	0.08959428433206	0.348143697375609	0.30230643092881604	57562.0110143166	10.269072368401739	25.692458309550606	0.606634365655844	87.28775963511711	0.0011736518144240002	0.31522561669756305	11.983600731488037	3.336518983667635e-07	0.004357195367576	0.0022096737962800004	0.003313712635168	0.007017536197959	0.00012789653669200002	0.562262018292333	0.0005113235496090001	0.153141228540521	6.677878543170776	0.006652602532101001	0.8437441987436921	0.00013050694138	0.00028969327137500005	0.000154427477812	0.030575127477960002	0.002304399902953	3.4178195679912314e-05	0.006579128281715	0.008756923802755001	1.6902260764847	35.337743730924814	107.05948714962715	0.018022367151441003	0.0005313289488680001	0.0007218978589910001	9.06812536800503e-05	0.017952275725751	0.091880704630831	0.020024565215238002	0.0008458584625590001	363.97912957632246	0.168480584209659	0.098190591002817	5.956296656458694
165.0.	0.006576028996503	29.52596321876663	0.212954696978043	1.7510456874242801	4720.040262520234	335.8563989843444	830.9202086401876	0.756418888128712	0.08244858001618201	0.334751781560784	0.280152631144587	57534.23393882805	9.832474390499502	24.588537397318763	0.597067552411721	85.87039319982505	0.0012804755937580001	0.331749405373202	11.966970119033062	3.2357762732430786e-07	0.004245448182177001	0.002211317163341	0.0033166125270290003	0.007024389576703	0.00012143337936200001	0.5827996384230371	0.000506057745508	0.15234841292339002	6.640100356824408	0.006957780448246	0.8820088254378161	8.415330537293783e-05	0.00020067732587200003	0.000107499616311	0.021273554594749	0.0016053655397390001	2.2272691087147052e-05	0.004285457972470001	0.008843794494793	1.706131439840451	35.34648322099707	107.03416639736865	0.018994888145118002	0.00034383447091900003	0.00046723514144300003	5.8686010277884894e-05	0.017877794310938	0.09145156731667901	0.021349091562536	0.0008915069329390001	363.9777594015048	0.184323703478387	0.09835788332153601	5.9634977769304784
170.0.	0.004501256648542	30.837279356244373	0.225441968896525	1.852824688313806	4719.979969665134	335.9570333796858	830.8015413231223	0.79988551840758	0.075805270722168	0.32102806027220004	0.25943114096380604	57508.88752929144	9.430629843035119	23.573517616139373	0.5882802462229481	84.56993914088402	0.0013925520161660002	0.34813996259142804	11.950467485392425	3.136065067362567e-07	0.004136087780642	0.002211531739324	0.0033173601036920004	0.007026633859673	0.00011552089399300001	0.6031666690056351	0.000500597939318	0.151557748662803	6.602728629890757	0.0072597525743030005	0.919868791826819	5.422793813161327e-05	0.000138921892082	7.483819290674218e-05	0.014803532862475	0.001116990467022	1.460405832929814e-05	0.002808815196036	0.008904277935648	1.717016906217541	35.35410201190099	107.00996082577791	0.019963023187200002	0.00022358786119	0.00030387902109100005	3.8161708996675364e-05	0.017793426234544	0.090976894453659	0.022575983824099	0.000936949966268	363.97648706621	0.20018179325895202	0.09838871236462701	5.96269584940464
175.0.	0.00308454390749	32.03940988438403	0.23723942808848703	1.9489249772658481	4719.922898601483	336.0502541311951	830.696560214076	0.8401378637025021	0.069682638151889	0.307258281818847	0.24028550336666402	57485.77174222182	9.060979323193393	22.640679205008773	0.580213270367123	83.37729230134124	0.00150973126455	0.36439405022091803	11.934096218514547	3.039249248771548e-07	0.004029135791891	0.0022103521437370002	0.003316005623289	0.007024381391552001	0.000110089860053	0.623059080029267	0.0004952333156730001	0.150769902977399	6.565764924288475	0.007558481296262001	0.9573215479822511	3.4964643258954437e-05	9.620201045056958e-05	5.21206597850191e-05	0.010305723301627	0.0007768400258740001	9.637160941874246e-06	0.0018528510491740001	0.008946619588830002	1.724470384923595	35.36069340469439	106.9867876883125	0.020926545271162	0.000146292032196	0.00019885340099800003	2.4967295771317472e-05	0.017709480902324	0.09050871270456101	0.023712159740629003	0.0009821768829140001	363.97530566337684	0.21603698953121703	0.09833071749774201	5.956758436923749
180.0.	0.002117432255931	33.14170092600892	0.24836544471380903	2.039509062939458	4719.868805496359	336.1361924930167	830.6029029596812	0.877431235634444	0.06407127296145701	0.293637897415059	0.222713410826772	57464.693712409404	8.720941103731414	21.7832947573889	0.5728071566409371	82.28337448509407	0.001631855703074	0.380515627723406	11.917852516573534	2.9461244006005117e-07	0.003924591720124	0.0022078165476020002	0.003312605482887	0.00701775594628	0.00010507998758900001	0.642290829623488	0.000490101712415	0.149985162488937	6.529195579768744	0.007854057051584	0.9943801789659161	2.2574287985021854e-05	6.667734999034485e-05	3.6320618011176723e-05	0.007179003135505	0.0005403066835260001	6.398938761097342e-06	0.001229859761294	0.008976489354921001	1.7295811724908892	35.366347757940176	106.96456690291228	0.021885635676437	9.634565541028693e-05	0.000130978035314	1.6441432453858833e-05	0.017631093091287003	0.09007266995577501	0.024764823804232002	0.0010271961693850001	363.97420798002673	0.231877632318251	0.09821448398514301	5.9475181222989955
185.0.	0.001456453811183	34.15305557751008	0.258844497442544	2.1247871779333822	4719.817449479868	336.2151742227625	830.5188219136118	0.9120138144848201	0.058946164235399	0.280298242723623	0.206637832859995	57445.47205128224	8.408018265007296	20.994891864060016	0.566004592111893	81.2794833765667	0.0017587624060610002	0.396511882324774	11.901729355269177	2.856876273064941e-07	0.003822441297691	0.002203964858866	0.0033072191350100003	0.0070068868108530006	0.00010043980388900001	0.6607555930409811	0.00048525032668200003	0.14920362448159802	6.493000507003181	0.008146626481881001	1.031064431510554	1.460043172296428e-05	4.6267295375577576e-05	2.5328422257644586e-05	0.005004672998753	0.00037593710870500004	4.27330190425976e-06	0.0008210699976740001	0.008997764160158002	1.733092056018319	35.37115040134308	106.94322312102632	0.022840661064499	6.385809932504737e-05	8.682225436872953e-05	1.089610024572065e-05	0.017560235948345	0.08967834711385601	0.025740979534333002	0.0010720250159160002	363.9731869954502	0.24769604457097202	0.09805967170497101	5.9361458217732475
190.0.	0.00100384988126	35.081768826486474	0.26870478887423904	2.2049980768285042	4719.76860260207	336.287622821225	830.4429836267353	0.9441182415419901	0.054274419389988005	0.267325616203833	0.191948215286414	57427.93884538849	8.119856974073885	20.26939306446555	0.559751731723898	80.35747559190824	0.0018902845081260001	0.412390881028778	11.885718834463106	2.771369902170242e-07	0.003722661761964	0.002198837764042	0.0032999074317700003	0.006991905650706001	9.612574639856176e-05	0.678399964406182	0.00048067551754300006	0.14842531005585702	6.457158294427837	0.008436350378356001	1.067395495366814	9.462052625533951e-06	3.2145520131129523e-05	1.7677031489595352e-05	0.0034917770274630004	0.00026172469263100004	2.8687605468524114e-06	0.0005510503079590001	0.009013091494401	1.735508615365097	35.37518063240165	106.92268672289042	0.023792040941176002	4.2578125407511434e-05	5.7895611738841726e-05	7.264129240848927e-06	0.017497062596414002	0.08932611130162	0.026647192120727	0.0011166830953030001	363.97223612478444	0.263487115434036	0.097878993664558	5.923392729399588
195.0.	0.000693262108337	35.93546156203937	0.27797655919984304	2.280395535518363	4719.722054183994	336.35400089271843	830.3743394262602	0.9739582426248261	0.050020021792338006	0.25477479518908003	0.17852327947110203	57411.94025475126	7.8542739929422325	19.601179066399418	0.55399879902535	79.50984637682679	0.002026251865265	0.42816026907849103	11.869813479056255	2.689321709623024e-07	0.003625225114331	0.0021924762661350004	0.003290731807434	0.006972944992707001	9.210102195521253e-05	0.695205183018584	0.00047634746823900005	0.147650227177542	6.421648967495601	0.008723380692286	1.103393178188296	6.144980964689367e-06	2.2362712657865792e-05	1.234748747886767e-05	0.002438355809985	0.000182341287163	1.934983818280506e-06	0.00037159076044200004	0.009024281504793001	1.737175149860975	35.37851137699316	106.90289415352527	0.024740173638859	2.85436507107391e-05	3.8815794412662945e-05	4.869058255070075e-06	0.017440750646692	0.08901141947418101	0.027489493076194003	0.001161189088392	363.97134931783586	0.27924739972968105	0.09768074360431901	5.909743806558334
200.0.	0.00047966318586800005	36.72107278505767	0.286690900585061	2.35123892040644	4719.677612080789	336.41477572498945	830.3120417849931	1.001727976833446	0.046146661420446	0.24267849209260703	0.16624302760328002	57397.336286367085	7.60926543989872	18.98510562944569	0.548700255927402	78.7297472958289	0.0021664913411190002	0.44382661240191	11.85400689625698	2.610397159413222e-07	0.0035301001033630004	0.002184921494873	0.0032797539268140004	0.0069501376002	8.833449391188682e-05	0.7111748464869501	0.000472224860375	0.146878403107588	6.386455322255643	0.009007849182931	1.139074535087385	3.9993145676974655e-06	1.5576513086946185e-05	8.632355957273393e-06	0.001704275341074	0.000127136911525	1.310707086105925e-06	0.000251647825869	0.009032575109012	1.738326524491736	35.38120924481747	106.8837878659409	0.025685398449829002	1.9228359071802534e-05	2.6150337292848784e-05	3.279547846460379e-06	0.017390013640898	0.08872741842272701	0.028273361815484004	0.001205558906385	363.97052107927874	0.29497454391481703	0.09747038925404301	5.895514392952089
205.0.	0.000332456394798	37.44488449771952	0.29487893076578603	2.417786663960844	4719.635102324733	336.4703998723657	830.2553896120152	1.027602778179398	0.04261934489152	0.231053951164949	0.154994612486546	57384.000106446634	7.383004540305399	18.41649356596203	0.543814721900134	78.01096832398542	0.0023108269119600003	0.45939512247656905	11.83829405061148	2.5342632916370853e-07	0.0034372534189920003	0.0021762146567810003	0.0032670355769350004	0.006923616309633	8.479969936663162e-05	0.726326703943534	0.000468263285813	0.146109898783919	6.351563425377044	0.009289862912134001	1.174453349340467	2.608402827583121e-06	1.086251042842257e-05	6.040454054672262e-06	0.001192289102825	8.872108586090033e-05	8.912397378070098e-07	0.000171076587448	0.009038825937382	1.739123306638014	35.38333480884927	106.86531604102986	0.026627979326304	1.3009305310173392e-05	1.76938339100871e-05	2.218507396894303e-06	0.017343400849569	0.088466464528398	0.029003746555248	0.00124980492547	363.96974644852	0.310666917751222	0.09725157702982201	5.880911030260975
210.0.	0.000230804133687	38.11256362889974	0.30257122499842903	2.480291820904636	4719.594367981138	336.5213008848161	830.2037917498064	1.051740541869261	0.039405246890738	0.21990756302236203	0.14467481100009102	57371.81711829259	7.17383323759452	17.891104036578152	0.53930475575184	77.34790081121463	0.0024590797055380003	0.474869600413154	11.822671319881318	2.460614782623517e-07	0.0033466504060230004	0.0021663970494020003	0.0032526386738940005	0.006893514081742	8.147402191902803e-05	0.7406871900869041	0.00046441984916400006	0.145344812932639	6.316962646126703	0.009569503616473001	1.209540091496948	1.7047875443282652e-06	7.583542411471802e-06	4.2306180266371e-06	0.000834883975365	6.196753689784443e-05	6.081109509659963e-07	0.00011670653471000001	0.00904362353239	1.7396755270689481	35.384943001610665	106.8474321906753	0.027568101020591002	8.835596372532315e-06	1.2018035586985601e-05	1.506527101422191e-06	0.017299466597695	0.08822097883655501	0.029685103415447	0.0012939358053970001	363.96902096077997	0.32632337596252303	0.09702676885217701	5.866069939918896
215.0.	0.00016047928487100002	38.72921156475636	0.309797434305628	2.5389991175420112	4719.555267678917	336.5678765386961	830.1567420142626	1.07428334642078	0.036474098231575006	0.20923811090223002	0.135190673782278	57360.68394506572	6.9802506796099895	17.40510662626946	0.535136569622477	76.73549138633616	0.002611068039682	0.49025250091342104	11.807136431046908	2.389184901455768e-07	0.0032582554887230003	0.002155510097754	0.003236625313449	0.00685996412971	7.833801218951059e-05	0.754287790866198	0.00046065550106700004	0.14458328059880401	6.282645440344547	0.009846829161726	1.244342132406057	1.116472993835962e-06	5.299843096585284e-06	2.965747788565782e-06	0.00058516023334	4.3320342603591274e-05	4.1622802574807573e-07	7.986695782649555e-05	0.009047376835024	1.7400587592336092	35.38608356204221	106.83009471002936	0.028505872092385	6.02146589898401e-06	8.190811688631894e-06	1.026543226532277e-06	0.017256860706210003	0.08798390105194501	0.03032144218228	0.001337956630424	363.96834060118806	0.34194310255756205	0.09679764887632301	5.85108153926569
220.0.	0.00011174348745	39.29941571720795	0.31658603823991105	2.594143073811462	4719.517674064255	336.61049332451415	830.1138016556214	1.095359096133298	0.033798296723662004	0.19903907020723302	0.126459239367594	57350.50740084351	6.800900414827207	16.955044715702247	0.5312797172066941	76.16919282209776	0.002766607496039	0.505545056701701	11.79168833580227	2.3197481285246972e-07	0.0031720324243470002	0.002143595390757	0.0032190578269960003	0.006823100050596001	7.537483644930011e-05	0.767162633069108	0.00045693604563700006	0.14382546887323802	6.248607016309144	0.010121876014409	1.278864077594032	7.326239376088603e-07	3.707416748838173e-06	2.080949140247496e-06	0.000410513630843	3.031197483678673e-05	2.857066851696405e-07	5.48133401485536e-05	0.009050370884189	1.7403250228234701	35.38680149295729	106.81326641892534	0.029441331438734	4.116152967250585e-06	5.5993922754765985e-06	7.016173009255496e-07	0.017214372000445	0.087748905447635	0.030916372649796003	0.0013818692156520001	363.96770175813526	0.357525508159992	0.096565385542851	5.836006188713087
225.0.	7.791478661537906e-05	39.82729994878861	0.322964194720953	2.6459468952729823	4719.481472305065	336.649486815564	830.074586679388	1.115083076917722	0.031352857277276006	0.189300249098581	0.11840680710599201	57341.20349802298	6.634557389252668	16.537800799900783	0.5277067808949201	75.64491535552969	0.002925511045827	0.520747428540927	11.776327060413259	2.2521183968822419e-07	0.0030879444575340003	0.002130694706638	0.003199998823574	0.006783055923113001	7.256983147148242e-05	0.7793468936241471	0.00045323239221700006	0.14307157142867102	6.214844957554485	0.010394662110658	1.313108146345452	4.816596185548795e-07	2.595783463379839e-06	1.4614544096336901e-06	0.000288259430053	2.122918644426706e-05	1.966288888418759e-07	3.7718052542387305e-05	0.009052805432814	1.7405101970743302	35.38713750572885	106.7969141158321	0.030374456372937002	2.8213938396965533e-06	3.838270704908144e-06	4.808462693179418e-07	0.017170944413636	0.087510478151454	0.031473148519437	0.0014256724860980002	363.96710117899505	0.37307016162981704	0.09633080194360001	5.820884389471791
230.0.	5.439804157562428e-05	40.316572135889935	0.32895765970356905	2.694621915625544	4719.446558706416	336.6851630764774	830.038758419531	1.133559378383719	0.029115273526985	0.18000896687109702	0.110968038816802	57332.69651692763	6.480115369534043	16.150563247678242	0.524393071740137	75.1589803943282	0.003087589233284	0.53585886083107	11.761053549935658	2.186145240613729e-07	0.0030059544190250004	0.0021168500226430003	0.003179511209347	0.006739966355752001	6.99101454224215e-05	0.790875759601921	0.00044952039291	0.14232180277908502	6.181358844706885	0.010665189771805	1.347074552494748	3.172465949687551e-07	1.818982185924086e-06	1.027317550452322e-06	0.0002026007867	1.488160492566365e-05	1.3565121793952621e-07	2.6017600627111942e-05	0.00905482132765	1.740639074957569	35.387128439373	106.78100815729405	0.031305171113348004	1.938644539894519e-06	2.637488680595442e-06	3.303501759173001e-07	0.017125677531134	0.087263916044443	0.031994707527359	0.0014693628750360001	363.96653592959825	0.38857674407012005	0.096094487572822	5.805743439378756
235.0.	3.80266208332402e-05	40.77056804175223	0.334590756756021	2.740367429980066	4719.4128394599675	336.7178006003161	830.0060163400846	1.150882167391537	0.027065335436267	0.171150905348484	0.10408503225620401	57324.9181497211	6.336575128818664	15.790795280635809	0.521316349508798	74.70807758211795	0.003252650415979	0.5508778317656571	11.745869517818374	2.121709142231726e-07	0.002926024794632	0.00210210350796	0.003157658182009	0.006693966480895001	6.738444760839629e-05	0.801783759215252	0.000445780468714	0.14157639275890002	6.148149898726919	0.01093344847725	1.380761864015836	2.0932611899827818e-07	1.2756421225342648e-06	7.228005030408667e-07	0.00014252746101600002	1.0441503161220571e-05	9.379361431611344e-08	1.7987198052647222e-05	0.009056518584771	1.7407288182200071	35.38680764775532	106.7655220692556	0.032233355047844005	1.3350302576015699e-06	1.8163614380222661e-06	2.2745809689970162e-07	0.017077818715711002	0.08700528351092901	0.032483707381465006	0.001512934711832	363.96600335790737	0.40404501757541805	0.095856872267	5.790601808627888
240.0.	2.6614122274741615e-05	41.19229120272648	0.33988638192798504	2.783370802109169	4719.380229530725	336.74765246612833	829.9760924019805	1.167136815042302	0.025184929844422003	0.16271072696308	0.097706438298647	57317.806722358786	6.203033554218369	15.456206515051164	0.518456566024042	74.28922561712697	0.003420501057391	0.5658021923943121	11.730777306548303	2.0587167875950996e-07	0.002848117779611	0.0020864975006110002	0.0031345032008	0.0066451918968890005	6.498269301633432e-05	0.812104343192502	0.000441997143193	0.14083558147178102	6.115220656315863	0.011199417400997001	1.414167330361194	1.383543806332354e-07	8.952622551520764e-07	5.090083580185965e-07	0.00010035840390900001	7.332836635515547e-06	6.498753218398021e-08	1.2461538719284712e-05	0.009057968811799	1.7407913251722662	35.386205352671645	106.75043219264076	0.033158850442960006	9.211984972081072e-07	1.253376393716503e-06	1.569269728685197e-07	0.017026751081288	0.08673134864786301	0.03294255756343	0.0015563805837380002	363.9655010618535	0.41947480377094104	0.09561827553853801	5.775472035555807
245.0.	1.8648258998468575e-05	41.584448841547655	0.34486603315263803	2.8238077601375933	4719.348651674454	336.7749485345939	829.948746557459	1.182400887170225	0.023457839926849	0.15467252493479502	0.091786654275612	57311.306493369266	6.078673727268218	15.144727149707913	0.5157956325900971	73.89973687760306	0.0035909460652460003	0.5806292921154721	11.715779761819293	1.997096596101418e-07	0.0027721953269700004	0.002070074470018	0.003110109934474	0.006593778563242001	6.269593038741233e-05	0.8218696351383601	0.000438158551976	0.14009961481483102	6.082574681489846	0.011463067674286	1.447287173399461	9.159677637605551e-08	6.287473866427742e-07	3.58775178970413e-07	7.073014948065753e-05	5.154365684315626e-06	4.511663166557331e-08	8.650356044004462e-06	0.009059223769872001	1.7408348571265062	35.385348962959554	106.73571736314516	0.034081469446785	6.36806896281046e-07	8.664663462466739e-07	1.084641915110524e-07	0.016971979828922002	0.086439511623752	0.033373447279408004	0.001599691664542	363.96502686105663	0.43486596890869006	0.09537893976274701	5.7603626544579996
250.0.	1.3081285416652563e-05	41.9494839941454	0.349549856265136	2.861842817992642	4719.31803557453	336.79989757714867	829.9237630773487	1.196745011719685	0.021869552659244	0.147020151632919	0.086285104482412	57305.36702548475	5.962755965508541	14.854484732143488	0.5133172108882721	73.53718571368071	0.003763789168183	0.595356089962873	11.700880120868952	1.936794697057175e-07	0.002698219194249	0.0020528769673620003	0.003084542190298	0.006539862655526	6.051614490842205e-05	0.8311102957078401	0.00043425596591100004	0.139368740601718	6.050216313505104	0.011724364368784001	1.480116841703403	6.073814147683008e-08	4.4186814105834067e-07	2.531098671842975e-07	4.989406156095134e-05	3.62636017407986e-06	3.137928986376285e-08	6.0158927128675965e-06	0.009060321292062001	1.740865157975949	35.384263361170355	106.72135862380712	0.035001000339747006	4.4094929653287465e-07	5.999939931893769e-07	7.509338853964878e-08	0.016913118389297002	0.08612773244701201	0.033778369936890006	0.0016428580079310001	363.96457877205575	0.450218413390283	0.095139052685763	5.745279485857268
255.0.	9.186178116136752e-06	42.28960412480589	0.353956701815109	2.89762977674881	4719.288317085472	336.8226892820089	829.9009475085405	1.21023363715601	0.020407079095444	0.139737457870024	0.081165607634371	57299.94262472805	5.854609777800051	14.583783353556461	0.51100652597219	73.1993801630436	0.003938833323117	0.6099792520767281	11.686081914600162	1.877771411566993e-07	0.0026261509909370003	0.002034947565931	0.0030578638273820002	0.0064835803869850005	5.843612850344533e-05	0.8398554630345351	0.00043028334741200005	0.138643205263304	6.018150449262537	0.011983268212314001	1.512651230042948	4.0338023451977175e-08	3.107335651060939e-07	1.787241086262424e-07	3.522771021539668e-05	2.553625834221677e-06	2.1862788676211433e-08	4.191078952210518e-06	0.009061289386468	1.7408862263788931	35.38297116005514	106.70733896818642	0.035917213046657	3.058010641661311e-07	4.1611207655992197e-07	5.2069887537672834e-08	0.016849875165272	0.08579446210637201	0.034159144546857	0.001685868806197	363.9641549866475	0.465532064303087	0.094898762817	5.730226504195919
260.0.	6.457727037210043e-06	42.60680654149909	0.358104188405006	2.93131227242904	4719.259437570476	336.84349610995974	829.8801241191771	1.222925695521766	0.019058789634507002	0.132808466602511	0.076395825556253	57294.99184098915	5.753626667739762	14.331085082565437	0.508850199619121	72.88433680115453	0.0041158811458120005	0.624495236286941	11.671388882567257	1.8199982381451968e-07	0.002555952227259	0.002016328793615	0.003030138657595	0.0064250678036790005	5.6449372214145506e-05	0.8481327437629861	0.00042623694872000005	0.137923251081525	5.986382357316574	0.012239737057916	1.544884866967489	2.682988356446514e-08	2.186518060474396e-07	1.263114568994153e-07	2.4894825998632562e-05	1.7998332322117768e-06	1.525757389798654e-08	2.9246402599161732e-06	0.009062149089483001	1.7409008493014562	35.38149293143778	106.69364311164182	0.036829863954871006	2.123780758309878e-07	2.889967548446536e-07	3.615697637515081e-08	0.016782041274841	0.08543857905856901	0.034517434435241	0.0017287126163680001	363.96375385294897	0.480806870024772	0.094658190047071	5.715206423845857
265.0.	4.544377779284188e-06	42.902900929741286	0.362008769443098	2.963024346042061	4719.23134332101	336.86247499061153	829.8611337291488	1.234875182609021	0.017814264861911	0.12621749800735602	0.071946785065892	57290.47702405527	5.659253711928943	14.0949934336048	0.5068361021616521	72.59025842371902	0.0042947353576	0.638900364978591	11.656804899663822	1.763455308767668e-07	0.002487584364325	0.001997063059537	0.0030014303370910003	0.006364460559574001	5.454997633873104e-05	0.8559682371307361	0.000422114954541	0.13720911390252502	5.954917520227945	0.012493727130694	1.576812073760645	1.787123990804633e-08	1.539499722027204e-07	8.934825356416774e-08	1.760843633693237e-05	1.269679138214172e-06	1.066470593674255e-08	2.0441165623229688e-06	0.009062916456387	1.740910971286691	35.37984741012077	106.68025728811105	0.037738700098228	1.476924621822397e-07	2.009798615919469e-07	2.5140603950188592e-08	0.01670947946049	0.085059331857468	0.034854763615559003	0.001771377556582	363.96337385882845	0.49604279626032605	0.094417433040011	5.700221096399064
270.0.	3.201178397709875e-06	43.17952931250855	0.36568580106313203	2.992891018487338	4719.2039850477695	336.8797688603556	829.8438318506312	1.246131666355423	0.016664161618985002	0.11994925830406801	0.067792464403963	57286.363929281804	5.570987838623816	13.874238666519664	0.504953220932008	72.31551426538074	0.00447519924166	0.6531908874807351	11.642333913277618	1.708129267833319e-07	0.0024210088652140004	0.001977192576622	0.002971802251239	0.006301893677413	5.2732574922103105e-05	0.863386580076951	0.000417917167963	0.136501021272826	5.923761501967627	0.012745194077589	1.6084270980889301	1.192076977250568e-08	1.084579949883188e-07	6.325739681515268e-08	1.2465722362846202e-05	8.964797052883324e-07	7.465615943473498e-09	1.4308532451243341e-06	0.009063603955019001	1.7409179504267982	35.37805167539825	106.66716906985438	0.038643462771371005	1.028367379824424e-07	1.399434216643826e-07	1.7502528488403783e-08	0.01663211419448	0.084656288034333	0.035172531136119005	0.0018138514757280002	363.9630136173886	0.511239823080595	0.094176574431552	5.685271780945478
