	a1	a2	a3	x1	x2	x3
0	1.0	1.0	1.0	0.01	0.01	0.01
1	0.9967614583562966	1.6434725201537668	12.818783346520203	0.01648484511390502	0.016476782223102875	0.016477139665427545
2	0.9914474967956546	2.6951949041663643	163.5239572444587	0.027162107394896738	0.027135986655755808	0.027137265833732143
3	0.9827564038241742	4.404719987172847	2078.845119963001	0.04472406222511966	0.04466042058382856	0.044663732058854544
4	0.968619554684002	7.157882143260013	26301.284259992863	0.07355742745680048	0.0734194939062367	0.07343570690787238
5	0.9458308444155641	11.524283285443078	329392.82191495085	0.12075374511538617	0.12047389280020866	0.12065125313229833
6	0.9096311528259309	18.274947135551916	4062434.050346042	0.19762964973487904	0.19708691924625438	0.1984777876499881
7	0.8534851914148526	28.27585529400213	48806905.787853725	0.32185341785400223	0.3208386848074031	0.34318630883445544
8	0.7696858045428634	42.056236551237674	560681609.4302268	0.5200192003044578	0.5181876051228345	0.552700326078555
9	0.6520059093395878	58.7734547363332	6028662191.639303	0.8297375478045858	0.8265602827885405	0.8797067722031299
10	0.5016261590886172	74.628974894199	58532850691.41175	1.298652891025984	1.2934125590274388	1.3720880619419291
11	0.3347371674684055	82.24267723118554	489722435060.21515	1.9754669473991238	1.967397856895235	2.077290320199029
12	0.183155088582852	74.37198675380726	3334919384948.4126	2.8878228097611065	2.876556723519005	3.0181529802454428
13	0.07763028028488977	52.11359369459719	17463653413017.234	4.0102646789891105	3.9968131461308425	4.161343446395354
14	0.024518015302421425	27.11983301112661	67681295121191.875	5.243514539693198	5.232850286607376	5.4024781579364065
15	0.0056530499687319595	10.372764567598471	192980795280707.94	6.427931992149015	6.440989880287686	6.595613522023988
16	0.0010079885035828558	2.984703304441441	416408178522587.3	7.339428356475649	7.489776719856288	7.615761250722586
17	0.00015385862920857624	0.6794762636998167	716386120541540.6	7.47254442875457	8.310339144699244	8.404175229310212
18	2.5210131230267058e-05	0.12964116824890168	1041550212868126.9	6.395785222955842	8.900762420782506	8.967232974963133
19	2.435748819212791e-06	0.02189782446783633	1347343441086791.8	5.08559640584173	9.294761183319899	9.347062031094522
20	-3.6731454608858933e-06	0.0034275551569830872	1613279656135803.5	4.083606932208838	9.507359163085727	9.593530421666387
21	-2.8551691929493616e-06	0.0005179922796300455	1838375256652165.0	3.3423334842953665	9.378303432111188	9.749456718602813
22	-1.3240392331459885e-06	9.08702799322013e-05	2030774724492856.5	2.83871940980795	8.369684635590898	9.846521888028972
23	-6.829178590725643e-07	2.27354196933004e-05	2200540987176633.2	2.4758384833200933	6.7022294450138125	9.906344296517211
24	-3.8125278210862476e-07	8.136535964049387e-06	2356465431725964.0	2.198800988187667	5.291694884459638	9.94298524915621
25	-2.2570658813578643e-07	4.237720970675383e-06	2505314001032290.0	1.978983284495883	4.289399412812398	9.965401871408538
26	-1.4086755054046755e-07	4.0595439507185645e-06	2651870025596202.0	1.8000310509013664	3.5969575106912934	9.979043769170246
27	-9.170339126703366e-08	4.474530634129624e-06	2799429902651944.5	1.6512778954118126	3.11097443449449	9.98730520464192
28	-6.160211969161746e-08	3.5917416659730766e-06	2950352296851963.5	1.5254656886574245	2.7404487274120477	9.992313071507894
29	-4.2666257240906486e-08	3.598468243807979e-06	3106365884968142.0	1.4176852623534832	2.451156511887852	9.995349765979089
30	-3.0252780403305357e-08	3.788319042441946e-06	3268677201748079.5	1.3242226265523611	2.2220428711156583	9.997194487323254
31	-2.1902919259778935e-08	3.7199982766486088e-06	3438190511322790.0	1.2423658141413156	2.0354331897758096	9.998306929126644
32	-1.615706606935808e-08	3.83200759319462e-06	3615723729611269.5	1.1701216630625706	1.8804752478723168	9.998980867607987
33	-1.2158396801122467e-08	3.904974792324772e-06	3801904351425834.0	1.1058593899628413	1.7499299871480205	9.999385477503198
34	-9.221762220070257e-09	4.437517179486074e-06	3997378141579493.5	1.0483286501663993	1.641238066882483	9.99963154712867
35	-7.02585482186403e-09	5.490637246662151e-06	4202713529247136.5	0.9965873140403162	1.553351357808125	9.999779481145472
36	-5.388556527573744e-09	6.816105777490905e-06	4418465224189511.0	0.9497723299624908	1.4838400652744725	9.999868163948616
37	-4.172926881358992e-09	8.29991219768574e-06	4645205627059975.0	0.9071795419633626	1.4302242131737457	9.999921187119591
38	-3.2670823086005014e-09	9.923932665843917e-06	4883526474581475.0	0.8682582493135933	1.3906045642300013	9.999952887898328
39	-2.5800048951014018e-09	1.1736690814701376e-05	5134039347194909.0	0.8325559467760272	1.363712469899504	9.999971837787465
40	-2.0482963846564735e-09	1.380281898776555e-05	5397380916811372.0	0.7996899503138135	1.3489939764741539	9.999983165546249
41	-1.6321805521810697e-09	1.6187072413998645e-05	5674216268042967.0	0.7693348875951883	1.3464154799931876	9.999989936917299
42	-1.3053507214238737e-09	1.89343550159934e-05	5965241966591207.0	0.7412133605037645	1.3563674531916965	9.99999398462398
43	-1.0479261482229072e-09	2.2062723514133435e-05	6271188629667844.0	0.7150875411204323	1.379501546394704	9.999996404209202
44	-8.440403264373724e-10	2.5552333822202518e-05	6592823294947254.0	0.6907522438847931	1.4165997151923726	9.999997850556756
45	-6.813887197199925e-10	2.9334736374315512e-05	6930951676434273.0	0.6680294731415471	1.4684022092170095	9.999998715134971
46	-5.507781467794695e-10	3.328105188861896e-05	7286420393635278.0	0.6467640745878791	1.5353923842831008	9.999999231950852
