	y1	y2	y3	y4	y5	y6
0	0.014	0.006	0.0	0.0	0.0001	0.0
1	0.8773430418729455	1.7714693673345203	3.926329850846459e-06	0.17156797611497845	7.880726731325727e-07	0.09732765541163735
2	0.8233315227098079	3.8487656152702514	3.3796149028082353e-06	0.3920419142357194	1.0453367273613905e-08	0.17312650993738546
3	0.7219754993045021	5.663094166959299	2.6414089561576817e-06	0.6045706607006712	2.425755738075818e-10	0.23215867977333396
4	0.6211808128787635	7.179174304213923	2.057513823399916e-06	0.8019305641339981	8.944851846524796e-12	0.2781330201201386
5	0.5313620276606947	8.42166178602697	1.6024083614258935e-06	0.9832013902513377	2.716163194026366e-13	0.3139378684890564
6	0.45448162776731404	9.427716753463855	1.247954641890865e-06	1.1492963944526378	-1.6325027913884066e-12	0.34182271181879953
7	0.3898983453431964	10.234610634130638	9.719365516671847e-07	1.3016900411516745	-2.142616760399152e-12	0.3635394458374407
8	0.33615957906572524	10.875897987060046	7.565971496079496e-07	1.4419511984888227	-1.0029581507614633e-10	0.38045245698232993
9	0.2916543897028136	11.380444942031886	5.891100783814654e-07	1.571560290957801	-1.040346497076336e-09	0.3936245259205504
10	0.2548629357145725	11.772509351645443	6.134190303704378e-07	1.691843020898469	2.0084206447432528e-08	0.40388299705709607
11	0.22444726566868728	12.07221310797634	3.5289693386025437e-07	1.8039548877668257	-3.41987721310834e-08	0.41187207005916515
12	0.19927031947773952	12.296128801993996	6.726272546907709e-07	1.9088878909914604	1.0780657539252672e-07	0.41809403324769107
13	0.17838604016782733	12.457851775975476	-5.607963704771976e-07	2.007489329933523	-3.1040589079013097e-07	0.4229396387356711
14	0.16101691281227914	12.56852103474638	-2.1712723800159505e-06	2.100477827136833	1.9150057771392147e-07	0.4267133983496792
15	0.14652975809202232	12.637253388537157	5.054246472261688e-06	2.188467087159537	4.6566182385961747e-07	0.4296524067387986
16	0.13441149836414576	12.671562231494226	2.509435463655566e-07	2.271980386333285	-4.5717132609912456e-07	0.43194129503246037
17	0.12424733443779558	12.677613352090155	-1.4864983395029547e-05	2.351463903814063	-1.7946954255799827e-06	0.4337238288102683
18	0.1157020286870176	12.660487892107913	-2.563784214426769e-05	2.4273003193554414	-1.6356921094953266e-06	0.4351120798140221
19	0.10850490731617102	12.624437181958806	-6.241548060801266e-05	2.499828327650571	-6.413089917254563e-06	0.43619321553251256
20	0.10243648169948348	12.57304690072444	-0.0001822874639484317	2.569341281588164	-2.035802442675987e-05	0.43703521745683394
21	0.09731791189409178	12.50959734358633	-0.0006770028283152219	2.636139164068959	-9.012620223911022e-05	0.4376911149579911
22	0.09300377458156149	12.438315571839395	-0.0031122546884001954	2.700695654422057	-0.0004685354371170381	0.4382018396450565
23	0.08936644346810418	12.372240708546201	-0.017254858762309776	2.764908176016625	-0.002856867970563235	0.43859959056794395
24	0.08625188107320471	12.392085664896788	-0.11417320068791162	2.8423256603749865	-0.02063580069180503	0.4389093600383965
25	0.08313424089269292	13.263917101645779	-0.9923948787085856	3.0689519137114525	-0.20210169655918864	0.34241149758139355
26						
27						
28						
29						
30						
31						
32						
33						
34						
35						
36						
37						
38						
39						
40						
41						
42						
43						
44						
45						
46						
47						
48						
49						
50						
51						
52						
53						
54						
55						
56						
57						
58						
59						
60						
61						
62						
63						
64						
65						
66						
67						
68						
69						
70						
71						
72						
73						
74						
75						
76						
77						
78						
79						
80						
81						
82						
83						
84						
85						
86						
87						
88						
89						
90						
91						
92						
93						
94						
95						
96						
97						
98						
99						
100						
