[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]	[alpha2M_l]	[alpha2M_IIa_l]	[alpha2M_Xa_l]	[AT_XIa_l]
167.52916379119802	378.52720433396985	3.7222200753256933	206.04917609860075	6.239901176261251e-21	1.7727818269980848e-18	1.497179106008074e-06	0.0002639027091285438	1.787533675199389e-12	3.5675742773374786e-11	0.0864673448396668	10.008532904514139	-1.0222903714416804e-21	-3.6133962053270214e-19	5.573565028857469e-07	4.3712356044469655e-05	0.008929564029172896	2.0400608733718277	0.38231045132825225	87.35471966038305	30.292639378355123	83.78048850468817	6.076657564801485	28.077781154191896	0.1627468775418885	1.2217663486164865	1.8239698499665264	239.62489268097195	0.008771172100297073	0.6879504575154447	0.1127909765122225	19.873517078667934	0.019452193181246902	0.044490517497857075	2.493913078584202e-07	0.00024946431573777373	4.62845702295756e-15	2.0945517591220577e-06	0.0	6.147415410580964e-05	9.247465551565957e-05	2.746463531901297e-18	0.002154462369680317	0.007697893698875806	0.0009506069440358906	1.1784168920977782e-17	4.661639500705787e-19	5.527770236986957	-1.7585551020817763e-17	4.076190358548999e-19	0.0025766730893053962	0.0023705065442545976	-6.334237397113704e-13	-8.965671318758934e-15	4.567286216900073	58.55022696610432	0.0001290313579943131	0.008300134707598241	2863.2126025495118	471.44080725586923	2.4871056223608314	0.004594242931569139	0.0007814715991651539	0.1523311923828646	12.80323940000162	3.385684242899133e-14	3.546417698217739e-18	-2.767776197691468e-19	0.07977974393673275	0.9198136619621734	0.00040659410109360634	27.016846913773062	0.05854109463921254	52550.44247762497	2454.2746116378385	139.26164385857925	6.463744503583165	25.37417268846134
167.18881624979917	378.56334194305805	3.7013148614153715	205.3265044643798	4.963115911871131e-21	1.4019148180891296e-18	1.1990589140432198e-06	0.000211813792003783	1.5233548469317861e-12	3.0555250097397487e-11	0.08628569953109656	10.008714543304066	1.0957120637214782e-21	3.4841256497624256e-19	4.7400583545760195e-07	3.725437496541568e-05	0.008494613407962903	1.9448132656691142	0.3819258426844026	87.45211520076919	30.225676490386668	83.77302609258588	5.972622208184798	27.65559004736962	0.16244388939580756	1.222081435831616	1.8200342783627599	239.6155536319018	0.008758872883901581	0.6884444445813868	0.11256942416248861	19.876595113791296	0.015414133847166143	0.03533193623568292	2.428672793279839e-07	0.00024296014763342972	3.956002908716733e-15	1.944562242117137e-06	0.0	5.9865614132147755e-05	9.002169818643389e-05	2.9087180922291476e-18	0.0018380445810929358	0.006087922598490031	0.0008109180795074201	9.841295031900874e-18	6.661215094057494e-19	4.557333736574885	-1.4891889899246222e-17	-6.517199573689325e-19	0.0020378795585867184	0.001869171009774301	-4.091280853471586e-13	-2.104811477559886e-14	4.281932044034522	58.56367462221363	0.00010999149331014158	0.008439806952945935	2860.797562220429	472.4366957570018	2.4869552279365306	0.004604965110522578	0.0006274760284383645	0.15769003351838065	13.199836228055274	3.3226048208474883e-14	2.88407143108214e-18	4.346962056381705e-19	0.09461568859117972	0.905067796454422	0.0003165149543979433	27.742457941757873	0.05231013672797322	52662.02930843404	2453.7550233541533	139.57424368403548	6.670732961811975	25.665757819237918
166.87924188961532	378.6325752588659	3.6809719854946974	204.6124375492816	4.111737005061214e-21	1.1349787545378296e-18	9.571742610328128e-07	0.00016943838910266198	1.2494560120446156e-12	2.5897795350779338e-11	0.08611223152773309	10.00888800576928	2.6856771666852528e-21	8.288892505562048e-19	4.0324054384263464e-07	3.175714476752033e-05	0.008105362200902693	1.8594672090836561	0.3815289628210114	87.53871900056741	30.163722714298846	83.77137629756548	5.869255557847983	27.232105115583256	0.16214680265278	1.2223251422309105	1.8162934159507516	239.60889528506206	0.00874648423748527	0.6888674657807727	0.1123553295315057	19.879100363443023	0.012275018605740833	0.02819519909319312	2.3732419690850884e-07	0.00023743422603924214	3.350851015508057e-15	1.8168692950083837e-06	0.0	5.850251665691606e-05	8.794294073641556e-05	2.6849574787620155e-18	0.0015682442348715353	0.004797187258557774	0.0006918691353884984	8.295451306690678e-18	9.166890896853574e-19	3.7517210025167693	-1.253512831966362e-17	-1.1068435575341951e-18	0.0016060381975755878	0.0014685632198895337	-6.767297697770956e-14	-2.7699255016701684e-14	4.01422378970064	58.57421539997489	9.377622617031024e-05	0.008583597544239863	2858.588546819209	473.2567760841893	2.4868023363326874	0.00461406612307215	0.0005021227860757888	0.16303905224881443	13.589294039751065	3.097317328568117e-14	2.4163131803961084e-18	9.779536361117102e-19	0.1120681702735759	0.8876852912961306	0.0002465384302931813	28.463446277140616	0.04687848283850295	52769.03250942108	2453.2940567090204	139.83182352175157	6.874119769228749	25.938897727460933
166.59469575100513	378.72791591096427	3.661110434363447	203.9058262081937	3.831937033636173e-21	1.027919151723998e-18	7.614841433140271e-07	0.00013506916355905747	1.0475332638858102e-12	2.1869397521367596e-11	0.08594564255490797	10.009054590037556	1.9124873616280075e-21	5.6923261007655e-19	3.431330131614945e-07	2.7076244581937768e-05	0.007755927924993571	1.7827827025381282	0.38112037908589125	87.61590632080127	30.106006615020842	83.7747122058308	5.7667453922119485	26.808720864404116	0.16185532639682954	1.2225134086270057	1.8127148844936118	239.6043087134208	0.008734013506558032	0.6892300505112056	0.11214760887182736	19.88113954078583	0.009832575826023725	0.022630066914565247	2.326154104636972e-07	0.00023274032788040157	2.831588727357752e-15	1.7074780015764964e-06	0.0	5.734795220907676e-05	8.618211439267526e-05	2.2269506572639536e-18	0.0013381669924594595	0.0037660051868989007	0.0005903859314881824	6.970220307173802e-18	7.917196733640837e-19	3.0854888271991765	-1.1032788164814646e-17	-6.642334607480069e-19	0.001261071058521668	0.0011495415706271564	3.1119106731730497e-13	-2.8002719297683554e-14	3.7631085182202186	58.58249603652625	7.996368069338448e-05	0.008731371592134411	2856.5539103480874	473.93127706942374	2.486646838895762	0.004621789512102966	0.0004004018785810892	0.16837844844756522	13.971699108518738	2.557182927808441e-14	2.1886682927744255e-18	7.226194125134261e-19	0.13249823907369465	0.8673095407761998	0.00019222015010526177	29.179969504542814	0.042125960800053236	52872.19895758908	2452.8822594274575	140.04380392075194	7.0739366517915085	26.194765520979427
166.33052703620024	378.843682580928	3.6416650814210123	203.20576279691917	3.456909691901705e-21	9.079707964202393e-19	6.036497327089184e-07	0.00010728277038050312	8.604856905268966e-13	1.8488331175597954e-11	0.08578488088418301	10.009215347712432	6.375829072131155e-22	1.6581684844723454e-19	2.9205442818346913e-07	2.3089299121423816e-05	0.00744132303528012	1.7137021512074204	0.3807007844538135	87.68484708656985	30.051886436773856	83.7823151297017	5.66524844682595	26.386595971327594	0.16156915393257942	1.22265866839343	1.809272618210044	239.601320103609	0.008721471676851866	0.6895411516146387	0.11194539076611684	19.882800586075344	0.007929578973791726	0.018285209450540667	2.286159886436961e-07	0.00022875387970294728	2.3939723270061266e-15	1.61320515185679e-06	0.0	5.6370544534785214e-05	8.469138490773227e-05	1.8430658500926854e-18	0.0011419424332937997	0.002945155793337679	0.0005038574439563823	5.786955416889276e-18	5.314359932993148e-19	2.5367588871734945	-9.665748821411502e-18	-1.9420312810287008e-19	0.0009864596731871435	0.0008963931633571109	6.476266223211942e-13	-2.2618805154768492e-14	3.5275886789629656	58.589020954594666	6.81954777094035e-05	0.00888301310609668	2854.6668416541283	474.48568538191904	2.4864886445241914	0.004628342369711633	0.00031812810853426576	0.17370837500939187	14.347143757529148	2.1321072678123108e-14	1.9284151667424984e-18	2.764648882650588e-19	0.15626551506812414	0.8435843738630682	0.0001501110688073684	29.892162377018828	0.03795286664170569	52972.136221293134	2452.5116411364047	140.2181385206515	7.270220342944515	26.434458454394687
166.08298000912126	378.97527258983285	3.622583650466505	202.51153321965396	2.881107015161541e-21	7.463871407228859e-19	4.7676645338789217e-07	8.489421374540162e-05	7.166711545204247e-13	1.5611963956019073e-11	0.08562909603570087	10.009371129167514	3.8459233258961934e-22	1.0010301028468558e-19	2.4863304655548485e-07	1.9692546070355374e-05	0.007157301832854189	1.6513198891681014	0.380270962677048	87.74654061407968	30.000828201805827	83.79356070300484	5.564894571517455	25.96668980689713	0.1612879851046023	1.222770633962305	1.8059456606396258	239.59956022276927	0.00870887210260946	0.6898083832682157	0.11174797540317977	19.8841557747979	0.006443625622080407	0.014886097858138405	2.2521956478336196e-07	0.0002253688149801975	2.020703469747422e-15	1.5314991227042965e-06	0.0	5.554362609135107e-05	8.343009599907766e-05	1.5956226709998126e-18	0.0009745714240329636	0.0022941671899497154	0.00043006490549022075	4.804473455853129e-18	3.892073790474111e-19	2.0867815058208197	-8.204329665732187e-18	-1.7277796868223084e-19	0.0007686455411229672	0.0006962544757527718	8.787396381639666e-13	-1.327139221031066e-14	3.306720763806592	58.59418413785863	5.816712053457813e-05	0.00903842257614384	2852.904673824721	474.941427803758	2.486327676679616	0.004633900744239858	0.0002518116118830658	0.17902894790860388	14.715725294058952	1.8085802242299725e-14	1.6137628492065738e-18	1.7521785807938538e-19	0.18370684486199873	0.8161756142761181	0.00011754086188277853	30.600141009865464	0.03427611650492291	53069.3371827487	2452.1754661042173	140.36152215632592	7.4630117394574835	26.659003119687604
165.84902962632395	379.1189709716384	3.6038242044856332	201.82257744209687	2.432538830605578e-21	6.183982714837074e-19	3.7511521834145995e-07	6.691870229711844e-05	5.878662308074e-13	1.3126779092691476e-11	0.08547760121256737	10.009522621109321	8.238164230052891e-22	2.4482433933572875e-19	2.1170789348530339e-07	1.6797935336819703e-05	0.006900232062256581	1.594857335860672	0.37983176185949974	87.80184385274092	29.95238748882066	83.80790676835453	5.465790375616628	25.54979328800031	0.16101154250407007	1.222856912544456	1.802717170135851	239.59874058457945	0.00869622956515133	0.6900382226946841	0.11155480145196928	19.885264335917455	0.005279161083332022	0.012217690543609015	2.2233562301795127e-07	0.00022249486978307475	1.697832607073416e-15	1.4603025779668482e-06	0.0	5.484453479778959e-05	8.236369752270722e-05	1.4136795707377685e-18	0.0008317962750633641	0.001779865842087428	0.00036712199840878467	4.002545041511215e-18	3.5865296497660462e-19	1.719528591372248	-6.938591424588573e-18	-3.472182199379285e-19	0.0005965289250666906	0.0005386255277194801	9.68350078921425e-13	-2.1577553834201327e-15	3.0996135893959047	58.59829407694303	4.961982346201261e-05	0.009197515005843062	2851.2482840757584	475.31646405679663	2.486163870734463	0.004638614259693739	0.00019854851817569742	0.18434025463673592	15.077545074737131	1.5872884773143228e-14	1.3634020512922655e-18	3.096231520015554e-19	0.2151088515735771	0.7847987003864966	9.244803992591333e-05	31.30400631173172	0.031026184263723208	53164.20063662672	2451.868072338375	140.47957249267506	7.652355168950946	26.86936022633939
165.62624592246854	379.271791172947	3.5853531108502406	201.1384572265647	2.152160422752891e-21	5.372015779343504e-19	2.939738074759556e-07	5.253959524263863e-05	4.851484552632996e-13	1.0969049941666428e-11	0.08532984251774846	10.009670377357947	9.823643220069189e-22	2.946829876617952e-19	1.8029818673504233e-07	1.433070719467076e-05	0.006666994254251515	1.543642652080967	0.37938406677615094	87.85149446270397	29.906194267133454	83.82488282815402	5.368022355269258	25.136555028335568	0.16073957870064648	1.2229234867095984	1.7995736201629113	239.59863487334397	0.008683559490436792	0.6902361813100697	0.11136541875185456	19.886174656754278	0.004361296915706328	0.010110886041625149	2.198871684297462e-07	0.00022005526076983935	1.4182255526932948e-15	1.397947117423433e-06	0.0	5.4254014766530656e-05	8.146283204729005e-05	1.2426649343036088e-18	0.000709990264370804	0.0013751506308654043	0.0003134243381158044	3.310438482179999e-18	3.362472169434953e-19	1.421318494386342	-5.961871248252547e-18	-3.7256865311547273e-19	0.000461049341474825	0.0004149625472400006	9.094645211555731e-13	8.573021668722937e-15	2.905426338885764	58.60159324449626	4.2333591625377055e-05	0.00936021826240716	2849.6815761961434	475.6257979611434	2.4859971716794638	0.004642610058129062	0.00015592840522369892	0.18964236117478325	15.432707682341828	1.3722785800581085e-14	1.1874868674044178e-18	3.594390299515749e-19	0.25067390033026654	0.7492528545303547	7.324513937829055e-05	32.00384678854367	0.028144650460136936	53257.04846414231	2451.58471503514	140.57698721153739	7.838297753323718	27.066429010653163
165.41268225174218	379.4313424322884	3.5671433752354713	200.4588300043068	1.8937641922190402e-21	4.649247414043463e-19	2.294475932212828e-07	4.108141056551604e-05	3.953996991018464e-13	9.109371401498007e-12	0.08518537356655004	10.00981484423266	6.815600542246949e-22	1.9709304300161914e-19	1.5357268620248547e-07	1.2227348961074048e-05	0.006454897581495931	1.4970940121697265	0.3789287776287916	87.8961297478511	29.861940276043452	83.84408085259089	5.271659632679082	24.727503458614404	0.16047188013922378	1.2229750870811111	1.7965041435161968	239.59906456250008	0.008670877376972343	0.6904069498756685	0.11117946616410204	19.886926137781195	0.0036310264612122445	0.008432001274642296	2.178087303823493e-07	0.00021798469509466383	1.177467902097788e-15	1.343072075572514e-06	0.0	5.375570593746605e-05	8.070255690393193e-05	1.0791073574717362e-18	0.0006060636888098896	0.0010579583172846108	0.0002676067849352601	2.7138728793685185e-18	2.841067598062819e-19	1.180474090574011	-5.128808743966069e-18	-2.4132834499927945e-19	0.0003548342207187413	0.00031833676093086244	7.208671579715255e-13	1.7194821957107683e-14	2.7233664561535185	58.60427321673414	3.612135196652906e-05	0.009526471693485215	2848.1910376775995	475.8819146627205	2.485827532145258	0.004645996161256799	0.00012195589759750616	0.19493531772132366	15.781320201488159	1.18142285269333e-14	1.0276956330471136e-18	2.571422751020131e-19	0.29047968282065545	0.7094616061191786	5.8711060165446675e-05	32.69974083012647	0.025582233501599695	53348.139903004834	2451.3214322792255	140.65767886484497	8.020888855930734	27.251051310344128
165.20686022000297	379.5956072833816	3.549175799443215	199.78340590029606	-6.060500954917081e-24	2.5153648709300624e-20	1.7826854758240023e-07	3.191713919900503e-05	8.5455553503025e-14	3.6583260879117085e-12	0.08504385972104986	10.00995635631832	1.8570847975693738e-22	5.313992356918594e-20	1.3095241340413462e-07	1.0437746344574278e-05	0.006261500051339925	1.4546264819403238	0.3784668338891885	87.93634587567587	29.819382926124838	83.86513120018525	5.176758435839493	24.323063583890185	0.1602082292221081	1.2230152950783328	1.7935007297888332	239.59989466640053	0.008658195744934157	0.6905545330484895	0.11099666334708333	19.88755004967181	0.0030479239155155866	0.007076365870424667	2.1604316670357721e-07	0.00021622608448540272	4.588309566902794e-16	1.295984825819768e-06	0.0	5.333588673107961e-05	8.006191293481851e-05	6.098829504146568e-18	0.0005173383864342292	0.0008104755078032891	0.00022853685010722192	1.271622340432058e-19	5.89472034599593e-20	0.9869618808996012	-4.017592623139638e-19	-1.972337921310166e-20	0.00027230957450319153	0.0002436816433391467	4.715459013222619e-13	1.960673015580542e-14	2.552650784410194	58.606479051691636	3.082727127674009e-05	0.009696208755221057	2846.7652941687356	476.0952191510727	2.4856549271569235	0.004648864087855705	9.472484770283117e-05	0.2002191636585872	16.123491958028907	5.0055769041775323e-14	-1.1392967846002484e-20	6.772642711680414e-20	0.33440022329158314	0.6655521946053558	4.758210306065904e-05	33.39175931647803	0.023332973563188225	53437.69910482139	2451.0749256161907	140.72489468049932	8.200179703311036	27.42401624202611
