	T	Tm	Tmw	Tw
89	54529533.72409517	22723006.20208962	13538879.738822898	11335788.750669599
90	52464491.01051416	23026485.70770142	15107396.607606564	11898216.049730433
91	50392515.52013424	23211963.684362996	16771408.446040325	12458352.494930783
92	48327702.32991909	23276993.307880353	18523582.673534818	13014650.638255985
93	46282988.20883563	23221623.19053983	20355126.67680476	13565901.959314147
94	44269926.229378514	23048303.29419405	22256025.621655628	14111244.794848476
95	42298537.5528853	22761695.875827614	24215315.075954176	14650155.864863463
96	40377238.3316477	22368410.922449674	26221371.702663768	15182427.752322087
97	38512834.79109265	21876688.53550962	28262205.934696045	15708135.371986812
98	36710576.14963973	21296051.242837567	30325742.49873086	16227594.755474035
99	34974253.13958865	20636947.664287943	32400077.48219305	16741317.431230025
100	33306329.396892123	19910405.898121893	34473703.87522883	17249963.365441766
