time	Akt	AktPIP	AktPIP3	AktPIPP	E	ERK	ERKP	ERKPP	GS	HRG	MEK	MEKP	MEKPP	MKP3	PI3K	PI3Kstar	PIP3	PP2A	P_I	R	RHRG	RHRG2	RP	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	internalization
234.0.	3.686150795729809	1.177839353107374	0.412721054390003	4.723288796772774	7	403.48890629445907	284.45753982488395	312.05355388065584	9.966471413976151	250.0308450403636	1.149578839407629	26.16911248108999	92.681308679502	2.4	3.3642117291938742	6.012521444435387	0.051676574214822	11.4	793.6344742215152	0.030845040363313002	12.169064029836939	14.79641865788758	15.289677647793447	0.43563942007844003	0.18762740629228403	0.033246098634645005	0.030374972920886003	0.008168352334913	99.06564938029781	0.9343506197020891	119.99998762543248	1.2374567864255112e-05	0.00028248738977900003	999.9150719945087	0.012856094210796	3.118892908957379
252.0.	3.685665693017776	1.179830037227839	0.411402261485648	4.723102008268681	7	364.9715139247852	279.66496075200973	355.3635253232039	9.966782429669824	250.0307342794063	1.023404037405153	27.339944284761092	91.63665167783336	2.4	3.385438635706941	5.9940881598469495	0.051517733847751004	11.4	793.6341479591706	0.030734279406004	12.125362766627735	14.690295472431957	15.147237874219146	0.434296830437833	0.186176374008263	0.032935094380256005	0.030090067516117	0.008097122266857	99.202704656066	0.7972953439339021	119.99998762593377	1.2374066572192781e-05	0.000282475950444	999.9156652942313	0.012929945654888001	3.392822641722456
270.0.	3.699999753346316	1.181327591429709	0.41172983176800904	4.706942823455908	7	330.5946597011045	272.7856225038463	396.6197177950482	9.967089795558058	250.0306239412598	0.939540274511056	28.812754109631722	90.2477056158568	2.4	3.406677649147923	5.975629664168164	0.051358621765902	11.4	793.6486411315808	0.030623941259466003	12.081828422887419	14.584957493175317	15.00645721585923	0.43295256272254	0.18474012396135	0.032627739776628	0.029808522959986	0.008026732436836001	99.32109926437076	0.678900735629128	119.9999876264283	1.237357206055371e-05	0.00028246466582600003	999.9162502189837	0.01300432117687	3.664203427034471
288.0.	3.72618774661441	1.1824355507520141	0.41335995215393906	4.6780167504795305	7	299.991548915882	264.5740797984365	435.4343712856805	9.967393565252616	250.03051402510323	0.8866418128011441	30.54011977349855	88.57323841369988	2.4	3.427928047775914	5.957146822833149	0.051199266720495004	11.4	793.6749884798943	0.030514025102923004	12.038460672417225	14.480399572176786	14.867311596868646	0.43160667718004503	0.183318452210864	0.032323981214938	0.029530289529732003	0.00795717041347	99.42286369016581	0.5771363098341	119.99998762691615	1.2373084199803061e-05	0.00028245353297	999.9168268817261	0.013079223582721	3.933064911645226
306.0.	3.7621306131014283	1.1832072641401	0.41604852799020703	4.638613594768183	7	272.7971370146062	255.62060397698806	471.5822590084048	9.967693791400137	250.0304045300933	0.857389448034898	32.4841815986205	86.65842895334417	2.4	3.449189111940066	5.938640496031818	0.05103969089775601	11.4	793.711090922204	0.030404530092940002	11.995259180135015	14.376616568259164	14.72977736339819	0.43025923371714403	0.181911158310941	0.032023766051337	0.029255318405692003	0.007888423991189001	99.50996968314534	0.490030316854543	119.9999876273975	1.2372602866379391e-05	0.000282442549057	999.9173953933038	0.013154655698736	4.199436312752172
324.0.	3.8063306916993973	1.183661037025105	0.41962054883799005	4.5903877224373915	7	248.6618875087134	246.37550187277978	504.9626106185059	9.967990525710187	250.03029545536455	0.8469914645595741	34.613446961435706	84.5395615740043	2.4	3.470460124121395	5.920111538734117	0.050879911680511	11.4	793.755450780019	0.030295455364184	11.952223602366656	14.273603347973976	14.593831275090672	0.42891029190099905	0.18051804524346102	0.031727042579013	0.028983561645088002	0.007820481183660001	99.58427196615749	0.41572803384237905	119.99998762787243	1.2372127939504422e-05	0.000282431711331	999.9179558625108	0.013230620370147002	4.463346425517512
342.0.	3.857702604964944	1.183790744909993	0.42394830150655105	4.534558348618414	7	227.25925260218057	237.17378818738717	535.5669592104315	9.968283818975161	250.03018680003052	0.8522800006434741	36.90069364650046	82.24702635285567	2.4	3.491740368975672	5.901560800711994	0.050719942983142	11.4	793.8069826619819	0.030186800030130002	11.909353587126684	14.17135478652501	14.459450496757713	0.42755991096005	0.179138919352259	0.031433760008258003	0.028714972163180003	0.007753330219072	99.64747438942052	0.35252561057929505	119.99998762834109	1.2371659300892261e-05	0.00028242101709400003	999.9185083961314	0.013307120461016002	4.724823630435886
360.0.	3.91543970736072	1.183573463506634	0.428936051227632	4.472050777904914	7	208.28922646851763	228.25786610720198	563.4529074242796	9.968573721089225	250.03007856318413	0.871152919985226	39.321628071578516	79.80721900843582	2.4	3.5130291333765182	5.88298912655996	0.05055979623469901	11.4	793.8648799111261	0.030078563183763004	11.866648774391967	14.069865768656888	14.326612590239039	0.42620814978484	0.17777359027866302	0.031143868447593002	0.028449503715395	0.0076869595356670005	99.7011139044843	0.29888609551551304	119.99998762880357	1.237119683469629e-05	0.000282410463702	999.9190530989835	0.013384158854232001	4.983895900553868
378.0.	3.978920563539519	1.182975082655342	0.43450936381999006	4.40359498998509	7	191.47945920917462	219.79726268913433	588.7232781016903	9.968860281066751	250.02997074389864	0.902220949257133	41.85404976768788	77.24372928305453	2.4	3.534325706458409	5.864397355714475	0.05039948108904	11.4	793.9285210824505	0.029970743898256002	11.824108796368959	13.96913118951083	14.19529550644132	0.424855066928769	0.176421870898326	0.030857318885228004	0.028187110879798003	0.0076213577773580005	99.7465570665968	0.253442933403006	119.99998762925996	1.2370740427418191e-05	0.000282400048564	999.9195900739577	0.013461738451499	5.240590808544566
396.0.	4.047643880058628	1.181954535500029	0.440607714211086	4.32979387023022	7	176.58487956534944	211.9052054689943	611.5099149656556	9.969143547060284	250.02986334122807	0.9445796141867331	44.477348000648256	74.57807238516456	2.4	3.555629379659761	5.8457863224721045	0.050239005931118005	11.4	793.9974048741278	0.029863341227633	11.781733277754432	13.869145955447717	14.065477577551757	0.42350072060877303	0.17508357725933701	0.030574063171125	0.027927749040123004	0.007556513789488001	99.78500493993361	0.21499506006618602	119.99998762971042	1.237028996789143e-05	0.000282389769146	999.920119422057	0.013539862173343001	5.494935533640478
414.0.	4.1211834715828894	1.180467065354134	0.44717940055474203	4.251170062508152	7	163.38643457588822	204.65219916321774	631.9613662608934	9.969423566378278	250.02975635420785	0.9976587604926381	47.17221072528001	71.83013051422691	2.4	3.576939446765941	5.8271568560065194	0.050078378234849	11.4	794.0711050933481	0.029756354207416003	11.739521835990052	13.769904984839926	13.937137509422872	0.42214516870592705	0.17375852852158702	0.030294053999312003	0.02767137436905	0.007492416614647001	99.81750327365438	0.18249672634541503	119.99998763015505	1.2369845347203561e-05	0.00028237962296	999.920641242435	0.013618532959109001	5.746956868427757
432.0.	4.199157242833774	1.178466816623998	0.45417806554953105	4.168197874992626	7	151.68933840202894	198.07692924847586	650.2337323494947	9.969700385502268	250.02964978185574	1.061121336014589	49.92046459945145	69.01841406453353	2.4	3.5982552039522373	5.808509780384391	0.049917604814843	11.4	794.1492396380191	0.029649781855259003	11.697474081510798	13.671403208832622	13.810254374124622	0.420788468765993	0.172446546897352	0.030017244890698003	0.027417943811973003	0.007429055488614	99.84495564111455	0.155044358885277	119.99998763059392	1.2369406458659261e-05	0.00028236960757400004	999.9211556324342	0.013697753766959002	5.996681225504905
450.0.	4.281205937444006	1.175908945240657	0.46156033367479005	4.081324783640432	7	141.32108362776893	192.194875478828	666.4840408934024	9.969974050103719	250.029543623172	1.134794065943552	52.704991866207585	66.1602140678484	2.4	3.619575949826829	5.78984591458018	0.049756692003316005	11.4	794.231449245441	0.029543623171564	11.65558961798737	13.573635572075233	13.684807602659578	0.41943067799988104	0.17114745759308703	0.029743590176215	0.027167415071067003	0.007366419836375	99.86813789919579	0.13186210080399302	119.99998763102718	1.2368973197718421e-05	0.000282359720601	999.921662687622	0.013777527573877001	6.244134644008887
468.0.	4.366978685171269	1.172751382244637	0.46928422216602006	3.990985710417965	7	132.1293778132671	187.00501582374753	680.8656063629846	9.97024460506044	250.02943787714054	1.218619138753973	55.50968885851199	63.27169200273354	2.4	3.640900985473651	5.771166072489878	0.049595645774933	11.4	794.3173830393968	0.029437877140081004	11.613868042562718	13.476597033424085	13.560776977837897	0.41807185328406404	0.169861088752387	0.029473044980378	0.026919746589762	0.007304499268238	99.88771284484655	0.112287155153203	119.99998763145491	1.2368545461950541e-05	0.000282349959704	999.9221625018264	0.013857857375670002	6.489342796011549
486.0.	4.456123294051499	1.168956341345486	0.47730808963310006	3.897612274969764	7	123.98010833202319	182.4949698102914	693.5249218576845	9.97051209447271	250.02933254272895	1.312619938764331	58.31944406147746	60.367935999757705	2.4	3.6622296144952102	5.7524710629437354	0.049434471835989	11.4	794.4066888222159	0.029332542728498	11.572308946082819	13.380282566616929	13.438142627308094	0.416712051160921	0.168587271400114	0.029205565205217002	0.026674897537579	0.0072432835760470006	99.90424434081434	0.09575565918543101	119.99998763187723	1.2368123150991862e-05	0.000282340322594	999.9226551671718	0.013938746186973001	6.732330992789203
504.0.	4.548279883525733	1.164491630779194	0.48558996114406106	3.80163852455088	7	116.75539868413246	178.64488666221988	704.5997146536466	9.97077656167897	250.0292276188895	1.416876276869616	61.12012273855106	57.46300098457883	2.4	3.683561143055334	5.73376168971799	0.049273175689711006	11.4	794.4990067078364	0.029227618889011	11.530911913321779	13.284687160920113	13.316885016740157	0.41535132783902	0.167325839387641	0.028941107514546004	0.026432827795279	0.007182762729463001	99.91821047321804	0.08178952678175601	119.99998763229421	1.2367706166491442e-05	0.000282330807025	999.9231407741127	0.014020197041248001	6.9731241909681465
522.0.	4.6430769134398595	1.159331807156034	0.49408712124531406	3.703504158158612	7	110.35179274534411	175.43033723467548	714.2178700199794	9.971038049271167	250.02912310455937	1.531506090770436	63.89855125693376	54.569942652295325	2.4	3.704894879921776	5.715038751545649	0.049111762686103004	11.4	794.5939651507541	0.029123104558884002	11.48967652320144	13.189805821749314	13.196984943157597	0.41398973919335	0.16607662933920803	0.028679629318597	0.026193497940368002	0.007122926872345001	99.9300155106787	0.06998448932108	119.99998763270595	1.2367294412062731e-05	0.000282321410799	999.9236194114674	0.014102212990796002	7.211746998548802
540.0.	4.740128986736068	1.153459191326627	0.5027559032101641	3.603655918726955	7	104.67858546264901	172.82442445567835	722.4969900816715	9.971296599109762	250.02901899866146	1.6566515622411022	66.64249826671036	51.70085017104808	2.4	3.7262301365087582	5.696303042126363	0.048950238062389004	11.4	794.691178748674	0.029018998660995002	11.448602349005574	13.095633571264411	13.07842352841481	0.412627340765493	0.164839480599368	0.028421088759038003	0.025956869232961	0.0070637663192120006	99.9400005769733	0.059999423026478	119.99998763311258	1.2366887793251181e-05	0.00028231213176	999.9240911664505	0.014184797106760001	7.448223680811173
558.0.	4.8390360293234735	1.146864751793308	0.5115516283540741	3.502547590528973	7	99.65630654164461	170.79928717773208	729.5444062806222	9.971552252338505	250.0289153001048	1.792468239799867	69.34065240176196	48.866879358437764	2.4	3.74756622691937	5.677555350135391	0.048788606978344	11.4	794.7902474223453	0.028915300104366003	11.407688958588743	13.002165448939303	12.96118221281649	0.411264187763736	0.16361423518148602	0.028165444694276003	0.025722903601933002	0.007005271551785001	99.94845304269052	0.051546957309258006	119.99998763351414	1.2366486217486291e-05	0.00028230296779600003	999.9245561247053	0.014267952479134	7.682578166104165
576.0.	4.939383605898171	1.139548848887054	0.520428666689962	3.40063887852465	7	95.21535583521103	169.3271379247668	735.4575062400211	9.971805049398654	250.02881200778515	1.9391161858138781	71.98259761953844	46.07828619464724	2.4	3.768902467987811	5.6587964592317395	0.048626874549496005	11.4	794.8907567313489	0.028812007784682	11.366935914580047	12.90939651210753	12.845242748876077	0.40990033506314905	0.162400737717284	0.027912656685079	0.025491563631363002	0.006947433215591	99.95561469932248	0.044385300677298005	119.99998763391078	1.236608959402197e-05	0.000282293916836	999.9250143703347	0.014351682216764002	7.9148340515213
594.0.	5.040744233665155	1.131521822462562	0.52934060168006	3.298393342192023	7	91.29478418180726	168.38094608126693	740.3242697369246	9.972055030043109	250.02870912058535	2.096752464311754	74.55878800238763	43.34445953330016	2.4	3.790238179321539	5.640027148065445	0.048465045880151006	11.4	794.9922791877857	0.028709120584795002	11.326342774581702	12.817321836484021	12.730587195209447	0.40853583720559306	0.161198835407407	0.027662684980613004	0.025262812547372	0.006890242116679	99.96168881199114	0.038311188008621	119.99998763430253	1.236569783392504e-05	0.000282284976852	999.9254659859314	0.014435989447370002	8.145014608465328
612.0.	5.142679619289844	1.122804397362775	0.538240488838109	3.196275494509033	7	87.84121048672037	167.93485426273133	744.2239352505471	9.97230223335004	250.02860663737576	2.265524497417516	77.06052403649016	40.67395146609192	2.4	3.811572683343186	5.621248190284121	0.048303126097349006	11.4	795.094376493193	0.028606637375219002	11.285909091362766	12.725936516664216	12.617197910561503	0.4071707483997	0.16000837797298	0.027415490504676003	0.025036614205163003	0.006833689218378	99.9668461624929	0.033153837506842004	119.99998763468953	1.2365310850010362e-05	0.000282276145853	999.9259110526086	0.014520877317543	8.373142788104103
630.0.	5.244743776213935	1.11342787484754	0.547081201442937	3.094747147495304	7	84.80786427922366	167.96439637130618	747.2277393494691	9.97254669773637	250.0285045570152	2.445563974625428	79.47993222893659	38.07450379643762	2.4	3.832905305332358	5.602460354538684	0.04814112038608501	11.4	795.1966026558283	0.02850455701461	11.245634413047906	12.635235666600638	12.505057547961899	0.40580512252079404	0.15882921760815302	0.027171034842308	0.024812933076408	0.006777765638140001	99.97123019840569	0.028769801594031003	119.99998763507183	1.2364928556811063e-05	0.000282267421889	999.9263496500288	0.014606348992762001	8.599241226720126
648.0.	5.3464869854329145	1.103434075288582	0.555815857346466	2.994263081931694	7	82.15374237592627	168.44657054347138	749.399687080601	9.972788460970818	250.02840287835085	2.636981119394604	81.80994953260031	35.553069348004705	2.4	3.8542353734672132	5.583664404488409	0.047979034025471004	11.4	795.2985079514078	0.028402878350232003	11.20551828330147	12.545214420058006	12.394149049007412	0.404439013110775	0.157661208933592	0.026929280226689	0.024591734236910003	0.00672246264446	99.97496140086709	0.025038599132635002	119.99998763544951	1.2364550870538511e-05	0.00028225880305	999.9267818564317	0.014692407657401001	8.823332250956014
666.0.	5.447460547381985	1.0928749985183561	0.5643983193451211	2.895266134754181	7	79.84286832065092	169.35980820465358	750.7973234746942	9.97302756018679	250.02830160021907	2.8398592139231003	84.04431350103762	33.11582728503891	2.4	3.875562218865837	5.564861098805267	0.047816872424899	11.4	795.3996436749574	0.028301600218418002	11.16556024150692	12.455867931047385	12.284455638267874	0.40307247337796404	0.156504208950922	0.026690189526317003	0.024372983354542	0.006667771653857001	99.97814097626845	0.021859023731262	119.99998763582268	1.2364177709047871e-05	0.000282250287459	999.9272077486634	0.014779056514749	9.045437882958188
684.0.	5.547222239848216	1.08181217402626	0.5727837583362301	2.798181827788964	7	77.8436437259506	170.6838711651104	751.4724851089377	9.973264031894834	250.02820072144564	3.054249362771044	86.1775584488609	30.76819218836769	2.4	3.896885175627417	5.54605119117759	0.04765464115870301	11.4	795.49956759869	0.028200721445011002	11.125759822941692	12.367191374239878	12.175960817812761	0.401705556196908	0.15535807699807402	0.026453726232469003	0.024156646677442002	0.006613684227926001	99.98085396755123	0.019146032448502	119.99998763619139	1.2363808991792711e-05	0.00028224187328000004	999.927627402202	0.014866298787012	9.26557984542094
702.0.	5.645342351434179	1.070315684182742	0.5809292640369781	2.7034127003457673	7	76.12828134587839	172.3997015871316	751.4720170669889	9.97349791199491	250.02810024084647	3.2801655430498062	88.20501719355507	28.514817263394775	2.4	3.918203580873191	5.5272354303131195	0.047492345997431004	11.4	795.5978500054371	0.028100240845799002	11.0861165589476	12.279179945360616	12.068648361855752	0.400338314108142	0.15422267470554102	0.026219854446968	0.023942691022512	0.00656019207046	99.98317187038023	0.016828129619492	119.99998763655576	1.2363444639803441e-05	0.00028223355871000004	999.9280408911861	0.014954137715338002	9.483779566533055
720.0.	5.741410107645038	1.058462859800625	0.588794483023525	2.611332549530405	7	74.67231054521216	174.48924425384558	750.8384452009414	9.973729235788431	250.02800015722758	3.517580044364193	90.1228272474875	26.359592708147954	2.4	3.939516774787108	5.508414559941447	0.047329992933569	11.4	795.6940801147119	0.028000157226937	11.046629977096963	12.191828861563703	11.962502311514664	0.398970799317925	0.15309786595351402	0.025988538870164002	0.023731083764111	0.006507287024621	99.98515482906433	0.014845170935423	119.99998763691578	1.236308457563317e-05	0.000282225341982	999.9284482884397	0.015042576559821	9.700058184829087
738.0.	5.8350402539325374	1.046336667874265	0.596342258971168	2.5222808192216393	7	73.4541467127814	176.9352564662111	749.6105968210064	9.973958037989943	250.027900469386	3.766419444827496	91.92793966307218	24.305640892099973	2.4	3.960824100656298	5.489589318815882	0.047167588199533005	11.4	795.7878726657334	0.027900469385362003	11.007299601354413	12.105133361788416	11.857506969683799	0.397603063697939	0.151983516829877	0.025759744789260002	0.023521792823084003	0.006454961070205	99.98685347720789	0.013146522791868	119.99998763727166	1.2362728723346822e-05	0.000282217221364	999.928849665497	0.015131618599526001	9.914436553947297
756.0.	5.925879514701046	1.034023834711936	0.60353924602907	2.436557404557473	7	72.45471703761224	179.72111773911126	747.8241652232753	9.974184352738606	250.02780117610982	4.02656129821315	93.61812816534267	22.355310536443856	2.4	3.9821249049112373	5.470760440714755	0.047005138275987006	11.4	795.8788743764255	0.027801176109191004	10.968124952234572	12.019088707097469	11.753646896016393	0.396235158784957	0.150879495589047	0.025533438066807003	0.023314786655944	0.006403206320928	99.98831047899476	0.011689521004987002	119.99998763762336	1.236237700846415e-05	0.00028220919515600004	999.9292450926292	0.015221267132496	10.126935247296318
774.0.	6.013612617295116	1.021612771538609	0.6103564640250471	2.35441814714079	7	71.65713588792822	182.8306489700625	745.512215142008	9.974408213609353	250.02770227617876	4.29783171905295	95.19199579479594	20.510172486150783	2.4	4.003418537165616	5.451928654442249	0.046842649889060006	11.4	795.9667699674069	0.027702276178112002	10.92910554695572	11.933690180997884	11.650906902014645	0.39486713578048305	0.14978567261164802	0.025309585129523002	0.02311003424437	0.006352015021807001	99.98956181885261	0.010438181147120001	119.999987637971	1.236202935794231e-05	0.00028220126169	999.9296346388672	0.015311525475776001	10.337574562632474
792.0.	6.097967562408159	1.00919139104328	0.616769764327001	2.276071282221136	7	71.04642378179832	186.2479486822262	742.7056275359745	9.974629653623913	250.02760376836443	4.580004044905598	96.64897608784464	18.771019867249425	2.4	4.024704350255964	5.433094683828679	0.046680129995762	11.4	796.0512874324135	0.027603768363768003	10.890240899589394	11.848933089744794	11.549272046224546	0.393499045550362	0.148701920364984	0.025088152957326002	0.022907505084908002	0.006301379546579	99.99063788005456	0.009362119945158	119.99998763831466	1.2361685700142092e-05	0.000282193419334	999.9300183720269	0.015402396965425	10.546374526549652
810.0.	6.178719842109799	0.9968449191403341	0.622760178104315	2.201675060645149	7	70.60926460383463	189.95725212153832	739.4334832746262	9.974848705261481	250.02750565143077	4.872798726911669	97.98932588977881	17.137875383309183	2.4	4.045981700280913	5.414259247730391	0.046517585757896	11.4	796.132202256353	0.027505651430123002	10.851530521206225	11.764812762628983	11.4487276295336	0.39213093862437104	0.147628113364315	0.024869109072605002	0.022707169178885003	0.006251292395188001	99.99156434655237	0.008435653447353001	119.9999876386544	1.236134596479146e-05	0.000282185666482	999.9303963587307	0.015493884956537002	10.753354898883611
828.0.	6.255695355314474	0.9846538136233081	0.6283141244889501	2.131336706572817	7	70.33379630389858	193.9428172971052	735.7233863989954	9.97506540046927	250.02740792413448	5.175884551848485	99.21410725041211	15.610008197739068	2.4	4.067249946640178	5.395423060029133	0.046355024505694	11.4	796.2093403308098	0.027407924133828	10.812973920017894	11.681324552248396	11.349259190568565	0.390762865195774	0.14656412813490402	0.024652421529749002	0.022508997022586002	0.006201746191321001	99.99236295693761	0.007637043062089	119.99998763899029	1.2361010082965793e-05	0.000282178001563	999.9307686644319	0.015585992823262002	10.958535177032571
