	A1	A2	C1	C2	IPTG
0	0.1	0.1	20.0	20.0	1000.0
1	1.5829537202361468	2.766626250158614	1.9723156503327273	28.750439579204773	1000.0
2	1.4098969484246617	5.124816468187157	1.126114352837978	37.993116867388906	1000.0
3	1.2393065266715158	7.328907905830906	1.2167826465511582	46.694759931832394	1000.0
4	1.1844186692203715	9.290504258868724	1.552292916045154	53.19871716959625	1000.0
5	1.2553416247371914	10.828800256653832	2.086363657413956	56.69941064079319	1000.0
6	1.4604013898921961	11.816847073074701	2.8088475733853033	57.207382675879145	1000.0
7	1.8296165178673232	12.206957000228991	3.9542807788072505	54.875209973838984	1000.0
8	2.4619947444973955	11.969966489843205	5.931287481584681	49.49652054700357	1000.0
9	3.5774928004267914	11.060141296469189	9.54134209440955	40.8596492257717	1000.0
10	5.586437885760935	9.49566378485412	16.02675343834598	29.99630441331498	1000.0
11	8.927583760065657	7.50524046207008	24.785680446615395	19.609230574623993	1000.0
12	12.940894861273607	5.50705729957258	28.856002850455166	12.082923010511898	1000.0
13	15.311206472850552	3.8641348713670225	22.517056875938508	7.855613665224922	1000.0
14	14.466781389148629	2.7094251513074523	11.10260866181996	5.9237033931812615	1000.0
15	11.433979297207555	1.9862059024990277	3.445312068159484	5.183729961456035	1000.0
16	8.179964473481524	1.5720698173842576	0.7411576681905041	5.0170367809637355	1000.0
17	5.628891215661983	1.3691061345726512	0.1269490303637397	5.321248852271034	1000.0
18	3.830442663773381	1.339236263704407	0.021579423196708226	6.36685029327029	1000.0
19	2.5990166528342007	1.5149415638237094	-0.0007885765403579954	8.804966586958914	1000.0
20	1.762797700358568	2.0122177783519946	0.0020979744666310297	13.750390555540836	1000.0
21	1.195258997005304	3.0292559866811066	0.0027531400190765457	22.458979093587843	1000.0
22	0.813060943850021	4.740079464325469	0.018682926135148763	34.87438685105183	1000.0
23	0.5560902098295855	7.064958297060202	0.020838256133471088	48.16079714456978	1000.0
24	0.38260854982704406	9.567119334303582	0.02527820791303499	58.69037773223756	1000.0
25	0.26648995696899996	11.763832038857403	0.030985881959316463	65.24179110072647	1000.0
26	0.18925091040591618	13.4075307548615	0.037253497514487144	68.6972858914274	1000.0
27	0.13854780951535575	14.508281412370899	0.04424958139656151	70.3427989659747	1000.0
28	0.10599280431421379	15.194021733839998	0.052295527155990895	71.11327081302035	1000.0
29	0.08607338137467038	15.60231490766445	0.06184579286465123	71.47372163260064	1000.0
30	0.07511873562160092	15.83965437939426	0.07324840334316599	71.64282473523646	1000.0
31	0.07080729904380136	15.97232261855337	0.0867792822667484	71.7033007104661	1000.0
32	0.07162305265391805	16.043752806094282	0.10291324251528434	71.73228514893216	1000.0
33	0.07658064872924097	16.08087928166334	0.12206119127805946	71.71949903881308	1000.0
