	II	IIa	M	P2
0	1.0	0.0	0.0	0.0
1	0.9561726432879522	0.002386159930567209	0.04135372960194324	8.746717953739982e-05
2	0.9140873669490907	0.007873945521340922	0.07786724772316474	0.00017143980640370521
3	0.8737810117227778	0.016279189996453343	0.10968795429771395	0.0002518439830549196
4	0.8352382967794822	0.027308459464734678	0.13712453338925926	0.0003287103665237814
5	0.7983910889964828	0.04062013874470187	0.16058659662547373	0.000402175633341523
6	0.7631678605150668	0.05588586924694224	0.18047388696823635	0.0004723832697545443
7	0.7294980723012202	0.07280403224289159	0.19715842067754133	0.0005394747783468726
8	0.697313563834409	0.09110234094599678	0.21098050832925339	0.0006035868903408288
9	0.6665489334072501	0.11053683948621436	0.2222493763038128	0.0006648508027228407
10	0.63714158068287	0.13088982623448678	0.23124520098976606	0.0007233920928772186
11	0.6090316387149713	0.15196756026038694	0.23822147016968517	0.000779330854956666
12	0.5821618721812372	0.17359803516464464	0.24340731075008992	0.0008327819040284184
13	0.5564775676530096	0.19562890630694435	0.24700967104385077	0.0008838549961954205
14	0.5319264244900949	0.21792558976136592	0.249215330701076	0.0009326550474633741
15	0.5084584491218537	0.2403695288526398	0.2501927396796918	0.0009792823458147975
16	0.4860258535092842	0.2628566172472895	0.25009369648853047	0.001023832754895928
17	0.46458295792325466	0.28529576602696954	0.2490548781407305	0.0010663979090453433
18	0.4440860979566674	0.30760760240121043	0.24719923424229293	0.0011070653998292406
19	0.42449353562038944	0.32972328849620824	0.2446372569290177	0.0011459189543846055
20	0.4057653743551801	0.35158344956540866	0.24146813747350443	0.0011830386059068186
21	0.38786347779104485	0.37313720186611077	0.23778081948622454	0.0012185008566198594
22	0.37075139209010455	0.39434127129033025	0.23365495778600728	0.001252378833557912
23	0.3543942717153607	0.41515919461691725	0.2291617912302475	0.0012847424374745635
24	0.33875880847437306	0.43556059596570346	0.22436493707474098	0.0013156584851824655
25	0.32381316369341967	0.45552053168702866	0.21932111377393843	0.0013451908456131962
26	0.30952690338404415	0.4750188975160259	0.21408079853005557	0.0013734005698743345
27	0.29587093626997685	0.49403989236521495	0.20868882534923955	0.0014003460155685773
28	0.2828174545482345	0.5125715336256834	0.20318492886045403	0.0014260829656280415
29	0.2703398772637714	0.5306052193005127	0.19760423869381005	0.0014506647419057364
30	0.25841279618237484	0.5481353327078947	0.19197772879597483	0.001474142313755514
31	0.24701192405158534	0.5651588858690043	0.18633262567758865	0.001496564401821595
32	0.23611404514428497	0.5816751980403008	0.18069277923816524	0.0015179775772490253
33	0.22569696798424513	0.5976856061643779	0.17507899949485986	0.0015384263565170792
34	0.21573948015736805	0.6131932043004057	0.16950936225013752	0.0015579532920887258
35	0.20622130511660391	0.6282026093569817	0.16399948646735366	0.001576599059060745
36	0.19712306089258477	0.6427197506890439	0.15856278588038042	0.001594402537990941
37	0.18842622062589726	0.6567516813383653	0.15321069714166627	0.0016114008940711162
38	0.18011307484062555	0.670306408895894	0.14795288661067327	0.0016276296528070244
39	0.1721666953823418	0.6833927441454756	0.14279743769982312	0.0016431227723594137
40	0.1645709009471104	0.6960201658138252	0.1377510205263708	0.001657912712693466
41	0.15731022413131268	0.7081986999023939	0.13281904546461581	0.0016720305016774439
42	0.15036987993519482	0.7199388122142569	0.128005802052283	0.0016855057982651418
43	0.14373573565600278	0.7312513128145163	0.12331458457659009	0.001698366952890801
44	0.13739428210939694	0.7421472712770001	0.11874780554840349	0.0017106410651994714
45	0.13133260612054476	0.752637941674227	0.11430709816599777	0.0017223540392303763
46	0.12553836422887407	0.7627346963625745	0.10999340877238561	0.0017335306361656521
47	0.1199997575529424	0.772448967701139	0.10580708022116651	0.0017441945247518745
48	0.11470550776423884	0.7817921969216532	0.10174792698461067	0.001754368329497045
