time	A1	A2	C1	C2	IPTG
0.0.	0.1	0.1	20.0	20.0	5
3.0.	2.417454744813041	1.862431771009164	4.894363660277061	25.915392388753727	5
6.0.	2.516560721354167	3.104358328482545	2.8673608832206323	29.695271728836687	5
9.0.	2.374072542137712	4.022215282836831	2.6539659446782853	33.32157300470852	5
12.0.	2.30990797861335	4.758075019913271	3.02769451786962	36.537185233036865	5
15.0.	2.415616063240444	5.332211509347393	3.8262081706376083	38.43511966323472	5
18.0.	2.749149363220613	5.6820937802465945	5.128138369848189	38.10242064966731	5
21.0.	3.3892658295075098	5.721472051137856	7.156039098627147	35.05334762860069	5
24.0.	4.452763027240659	5.400559403052373	10.152041599503882	29.59910621710677	5
27.0.	6.026658669538539	4.759592841183498	13.827450866199822	23.017554103393092	5
30.0.	7.92702085149857	3.9397263993194063	16.523605017385663	16.966442578047825	5
33.0.	9.498373756069302	3.118640234292341	16.05846361491801	12.47459146811811	5
36.0.	10.001765808315561	2.425416511497345	12.467168109433485	9.638078614439648	5
39.0.	9.283213046892513	1.908883867909375	7.997978558502661	8.057837794109965	5
42.0.	7.788164942041002	1.5611874756571469	4.471892866150439	7.333250348828933	5
45.0.	6.078272549725088	1.356194776771564	2.288037061491178	7.279955760083911	5
48.0.	4.5186595575522635	1.277694985307427	1.112943037370962	7.985199563309106	5
51.0.	3.255104948993695	1.337557000138725	0.532619156762687	9.866377555132921	5
54.0.	2.299516788996556	1.591145875038396	0.262716871129242	13.755630971575556	5
57.0.	1.6069060147713592	2.145234412756245	0.145347782481507	20.766009439106288	5
60.0.	1.118926854307519	3.121929131248441	0.101657997430736	31.371402949677755	5
63.0.	0.782434488135316	4.536552374584737	0.09362494364557901	43.91740414921935	5
66.0.	0.554684754335044	6.184972485193776	0.10159120174318201	55.080270487811504	5
69.0.	0.40309388613672104	7.742621958177472	0.11497836862289201	62.761203495928314	5
72.0.	0.30384454170983305	8.984418559048546	0.12972253601817302	67.16361600613327	5
75.0.	0.24033079470819002	9.860522782545495	0.145444211222336	69.43002761979699	5
78.0.	0.20137535035155602	10.429249541630524	0.162817589223634	70.53254407010775	5
81.0.	0.179573533349236	10.778011847968878	0.182500074115777	71.05062130655571	5
84.0.	0.17004432128291602	10.983188400553178	0.20497734006073	71.28308492446935	5
87.0.	0.16958480146353	11.09964095353006	0.23064521973267602	71.37432090547809	5
90.0.	0.17611975581629002	11.162954419238593	0.25989708086705005	71.39178037358921	5
93.0.	0.18834619190342203	11.194809855042063	0.293181444165098	71.36599088887662	5
96.0.	0.20550373488509602	11.207836341222926	0.331039990639631	71.30980757881267	5
99.0.	0.22722733513106602	11.209089217064545	0.374139505725389	71.22735052106721	5
102.0.	0.253455728939789	11.2022865517343	0.42330823960568603	71.11801357303939	5
105.0.	0.28437997107143703	11.189152820886552	0.479585443120956	70.97812044062825	5
108.0.	0.32042363727963	11.170180363869665	0.544293668127645	70.80140559315322	5
111.0.	0.362251815365684	11.145026334530021	0.619147201749087	70.57882078890142	5
114.0.	0.41081118924181703	11.112679351779075	0.7064178600279191	70.29782700218175	5
117.0.	0.46740981092231604	11.071467839267378	0.8091940451604671	69.94112849242725	5
120.0.	0.533854584538973	11.018936378044865	0.931796411083563	69.48463268320336	5
123.0.	0.6126806951860491	10.951578193807526	1.080466374796105	68.89419973315744	5
126.0.	0.7075375752907901	10.864370563315786	1.264549922780972	68.12039638298812	5
129.0.	0.8238565297077091	10.750002410004234	1.498622368878614	67.08987439314693	5
132.0.	0.9700525301407511	10.597592638981114	1.806491547850104	65.69101115004473	5
135.0.	1.159794485214863	10.390558317122478	2.229149462588575	63.750095098463824	5
138.0.	1.4165283207811	10.103136414232766	2.841426361777062	60.993875270773394	5
141.0.	1.7829569163857961	9.695209496023281	3.788298238890075	57.00210828310704	5
144.0.	2.341446195353613	9.10705934055961	5.362985994565063	51.19962662449046	5
147.0.	3.255134142370947	8.264223688719024	8.141296528724297	43.08723049070293	5
150.0.	4.819614013958632	7.120075088264255	12.963444360598661	33.02179757930552	5
153.0.	7.36334789416466	5.743581991718928	19.6823634210883	22.889235110219936	5
156.0.	10.62490263804391	4.341799233924511	24.49359356699669	14.898212082944157	5
159.0.	13.200608317475778	3.135840459387529	22.661865160705432	9.841032674478123	5
162.0.	13.716995613066834	2.235096096540556	15.734350258873933	7.11506575631565	5
165.0.	12.25683177378713	1.6282329773229889	8.81352322570055	5.769748763138233	5
168.0.	9.854015689230398	1.248156863129181	4.313821261396763	5.16654512279308	5
171.0.	7.407186261444003	1.027805821215072	1.9532187157814462	5.03594909964279	5
174.0.	5.3437374923369845	0.924302495666469	0.846231116831314	5.384399276312739	5
177.0.	3.76090287916441	0.9269955453447911	0.35838207411196504	6.480186515885412	5
180.0.	2.608217929806721	1.065287207406495	0.151581214628495	8.948610101454108	5
183.0.	1.793467934867889	1.421733491848068	0.06691749538354201	13.877511493737966	5
186.0.	1.227754360594622	2.133225390447574	0.034297276290495005	22.500325695145733	5
189.0.	0.8393477561158751	3.323076466915914	0.023679208054309002	34.785485269419794	5
192.0.	0.574717141189654	4.939040159801833	0.022195894302584	48.00674714548815	5
195.0.	0.39543579974945803	6.684602454247434	0.024109755256207004	58.55216237615492	5
198.0.	0.27449793216102203	8.218200469481912	0.026966370341650003	65.13178231876199	5
201.0.	0.19324181976566002	9.369432722266938	0.030088701710866004	68.6323903720942	5
204.0.	0.13895614965167702	10.144813463704988	0.033503806353071	70.34012894501615	5
207.0.	0.10305128998002001	10.630643673198666	0.037362936055108	71.13888397582548	5
210.0.	0.07973700606503001	10.920614740475488	0.041785112383563	71.50514252300228	5
213.0.	0.06511165681783801	11.087930934924472	0.046854568829801005	71.67090488693422	5
216.0.	0.056548419914155004	11.18208709632427	0.05264227022622701	71.7442720297081	5
219.0.	0.052283815294406004	11.233979627969001	0.059221352518524006	71.77468067688689	5
222.0.	0.051141506122883006	11.261964770323686	0.066675260268481	71.7845536745298	5
225.0.	0.052346422246041004	11.276592638282255	0.07510167321045201	71.78399531810832	5
228.0.	0.05539941666902801	11.283783093617267	0.08461458669902201	71.77749108309689	5
231.0.	0.059992701896646	11.286794192301244	0.09534586167059901	71.76693862091209	5
234.0.	0.065952901975094	11.287385112197285	0.10744689598253401	71.75301267004397	5
237.0.	0.07320290628756801	11.286481452005136	0.121090731820697	71.73577468505054	5
240.0.	0.08173660544522	11.284546920273522	0.13647477491034501	71.71493839443411	5
243.0.	0.09160253355648901	11.281786831712695	0.15382427270940202	71.68997615569567	5
246.0.	0.102893761247952	11.278257053523765	0.17339673390270902	71.66014863141605	5
249.0.	0.115742293784359	11.273920298006974	0.195487551644475	71.62449382601324	5
252.0.	0.130316871343389	11.268673001131	0.22043721774256203	71.58179006741334	5
255.0.	0.146823542582585	11.262355340663307	0.24864069778257603	71.53049714056426	5
258.0.	0.16550876011189802	11.254750896807435	0.280559805414381	71.46867409727332	5
261.0.	0.186665085308926	11.24557900268112	0.31673981368145804	71.3938682390489	5
264.0.	0.210639944399047	11.23448075959012	0.35783214769591104	71.30296575994778	5
267.0.	0.237848309422679	11.220998279820503	0.404625941032684	71.19198937208867	5
270.0.	0.268790769894162	11.204545506349879	0.458092719905467	71.0558206663001	5
273.0.	0.304079341670814	11.184367592357095	0.519450874202212	70.88781319880863	5
276.0.	0.34447474260306105	11.159483943128274	0.590260546784607	70.67924343375256	5
279.0.	0.39094112707273104	11.128607140314296	0.672566352282289	70.41851571217536	5
282.0.	0.444728107809633	11.090025301701154	0.7691172804492281	70.08998553249263	5
285.0.	0.507496631837081	11.041427629255491	0.883714925729828	69.67217674925999	5
288.0.	0.581517560544142	10.979639556620267	1.02178246945957	69.13501405562707	5
291.0.	0.6699951062273191	10.900210685347856	1.191328390697604	68.43542046120099	5
294.0.	0.777613438502001	10.79675789014859	1.404647339018904	67.51015080325412	5
297.0.	0.911500551909529	10.659894820587853	1.6814653209937491	66.2639131535843	5
300.0.	1.083011995434592	10.475461209701342	2.055063388072075	64.54957880900079	5
