[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[Xa_Va_l]	[V_Xa_l]	[IIa_f]	[V_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[APC_PS_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[LIPID]	[alpha2M_l]	[alpha2M_IIa_l]	[alpha2M_Xa_l]
1174.5	0.0	0.0	0.0	1.75	0.0	0.0	0.0	7.6	0.0	0.1	0.0	142.85	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	66.0	0.0	0.0182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3	4721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	170000.0	364.0	0.0	0.0
927.7839234266277	246.71607657337222	4.398182197191936e-36	4.101216928715386e-33	0.10946908390981382	1.6405309160900237	2.373648254989581e-20	3.8192630017408396e-17	0.5213506434404409	7.078630468273198	0.006352004370924246	0.09362305349997957	83.69888118693201	59.151117443631506	2.819195127349193e-12	1.5744336891760035e-10	1.3812402287036567e-42	1.9492366379544196e-40	7.331477916454513	108.66852208354555	2.3627448952118897e-69	8.865746923627278e-66	12.033117458498841	53.96688254150119	0.018156169584807674	2.357285338047269e-05	1.8888286073509915e-05	1.3489704372456827e-06	2.030530109652066e-08	6.176835634078243e-19	1.7500517018755596e-29	1.628297734279009e-13	9.305502854959383e-34	3.034353485519556e-37	8.012928025756085e-31	2.2931481078179077e-32	3.342816195303487e-42	12.299999999999999	4721.0	7.949664118802858e-38	3.1912104907696347e-15	3.2353975439358345e-24	1.3541989210022205e-62	1.7607306281266279e-16	2.641825469164875e-13	1.33470515869419e-36	1.0	2.4377418033712877e-36	2.4565350091500216e-38	3.63954474298723e-40	122268.45717202374	364.0	2.2435485285708576e-39	8.263432840254272e-18
776.9084833458984	397.59151665410155	5.760095767916789e-31	3.0849246368219667e-28	0.015525763920045624	1.734474236069475	5.797009375640767e-18	5.2714348193915726e-15	0.1345683761237067	7.465386111442675	0.0010286247073367563	0.09891118309161652	58.00794799288206	84.84204436196521	1.4686125150635934e-10	4.360390786003406e-09	1.4334607293221591e-36	1.1746677503703159e-34	1.1393728674504426	114.86062713254965	4.1316159974208493e-60	9.530323870182571e-57	11.5554897268641	54.44451027313595	0.018094295378372805	5.2551582029477124e-05	4.551241809901098e-05	7.383028315532309e-06	2.575931831083067e-07	7.089376196117162e-17	1.288611134274353e-25	1.0474375964755102e-11	6.988529552150561e-29	5.445696285750108e-32	1.7894735991893892e-26	8.948548684348241e-28	5.134594727783925e-36	12.299999999999647	4721.0	1.1183356261291627e-32	3.5328548258170047e-13	1.7053335690368544e-21	7.552365841289162e-54	1.9492342614615647e-14	1.3035729187444089e-11	2.3947151354837773e-31	1.0	3.383096482023033e-31	7.719141159123187e-33	8.830927960262773e-35	103896.24166979938	364.0	3.156158814956686e-34	9.148115079163528e-16
673.453351259048	501.04664874095187	4.416262159942015e-28	1.5684705064892022e-25	0.006738120071273141	1.7432618798312125	1.1810180158352054e-16	7.81505510849926e-14	0.10754986480341903	7.4923775931769425	0.0005500310533256473	0.09935394550852873	45.08046181578721	97.76952121198268	1.214194277902852e-09	2.5243928917822417e-08	4.676064760927574e-33	2.525891821408293e-31	0.5753648419363835	115.42463515806371	1.0698707667081428e-54	1.5442390689679532e-51	12.683932669118054	53.31606733088199	0.018031434638005345	7.907789428591817e-05	7.254189400129717e-05	1.6014947661207624e-05	9.306260453901268e-07	8.449914435624461e-16	1.67270320211881e-23	9.743647414338868e-11	3.5444070325718046e-26	4.477117647732834e-29	3.737239392056155e-24	2.662109396458827e-25	1.788132260127201e-32	12.299999999995334	4721.0	9.50174261610973e-30	4.668722033242159e-12	5.408344855674621e-20	6.633219774654384e-49	2.575948277555096e-13	9.578864097741494e-11	1.9681022406152288e-28	1.0	2.8368014570489483e-28	9.89034128378154e-30	1.132239506067526e-31	92310.79486030375	364.0	2.681575013315433e-31	1.2089399282043019e-14
598.8117285245339	575.6882714754657	3.754264252979221e-26	9.840653862848401e-24	0.005953824685439367	1.744046174880269	9.173944840233402e-16	4.880027415727874e-13	0.11255823906913223	7.487342270087874	0.0005229626532096799	0.09934526322314907	38.20596751856079	104.64400499979931	4.921428154538693e-09	8.026679181681478e-08	1.1482351665852456e-30	4.5537465298609716e-29	0.5373661614449438	115.46263383855513	5.665589339596785e-51	5.772215740109336e-48	13.712194967614478	52.28780503238558	0.017968735380219994	0.00010437863562478797	9.949034148170793e-05	2.5285933787894694e-05	2.109708881347404e-06	4.2698599860223396e-15	4.355260953696568e-22	4.338030920892616e-10	2.217700846201834e-24	4.2812120175236394e-27	1.3719244395956476e-22	1.1666509955543183e-23	5.3664998296957845e-30	12.299999999973313	4721.0	8.578684267410607e-28	2.6691641853134604e-11	5.74251421181698e-19	1.8220394700054985e-45	1.472703666992739e-12	3.468556360990166e-10	1.8828907935737036e-26	1.0	2.5117839091917736e-26	1.3451251257417355e-27	1.3833573015355294e-29	84258.62922035121	364.0	2.421070145554954e-29	6.911669310108395e-14
543.295035340536	631.2049646594638	8.616235914380015e-25	1.8687369353461398e-22	0.006216422074588445	1.743783576621149	4.156308094618743e-15	1.8946337470022422e-12	0.12073592323987978	7.47913776148361	0.0005527792265172671	0.0992798416790164	34.53411994414584	108.31584159181857	1.3652202974250019e-08	1.8669236306766322e-07	5.266249185002155e-29	1.719658790006174e-27	0.5664932438951524	115.43350675610493	1.9002194346512728e-48	1.637926668510473e-45	14.577216420874429	51.422783579125635	0.017906306502186196	0.00012911819301708043	0.00012631389137388843	3.447448286177202e-05	3.786930547262204e-06	1.3800654410726614e-14	4.769296922577336e-21	1.3023642411697743e-09	4.1996528500476964e-23	1.0309632912987034e-25	1.7892474940708575e-21	1.7075566740241472e-22	2.628808106424702e-28	12.299999999903632	4720.999999999996	2.1070438350388208e-26	9.637381306849248e-11	3.2963497372112558e-18	4.012786364640967e-43	5.31740941623196e-12	8.731639364432673e-10	4.535623942718377e-25	1.0	6.084893989987258e-25	4.051427350497805e-26	4.122706902551893e-28	78430.0370087747	363.99999999999983	5.946484059061759e-28	2.4955580878330924e-13
501.15007377038893	673.3499262296109	1.1008222229522627e-23	2.011711813433218e-21	0.006589846111102617	1.7434101508006272	1.3659354612614503e-14	5.522391868145625e-12	0.12834890313243225	7.471498083450789	0.0005866951305129621	0.09921047420541818	32.6560801366883	110.1938701765263	3.01563329681134e-08	3.6020975874406036e-07	1.3162502689666487e-27	3.519360169622141e-26	0.6012417487260118	115.39875825127407	5.520810741850754e-46	3.627710770973618e-43	15.296303214486358	50.703696785513706	0.017844157694287304	0.00015354067983663674	0.00015301034345001612	4.336067229120668e-05	5.930610100521745e-06	3.4304323995531955e-14	3.2298014424036677e-20	3.0827343128651867e-09	4.505493117340315e-22	1.3730487871350607e-24	1.3980284049777956e-20	1.4551118512659977e-21	7.071019428357561e-27	12.299999999736352	4720.999999999987	2.8835870424864827e-25	2.63653497298846e-10	1.3210626183137858e-17	5.912450417183704e-41	1.454707243000213e-11	1.7751351092111452e-09	6.0446683447965356e-24	1.0	8.199361238742953e-24	6.662075458845564e-25	6.770607158542903e-27	74103.92243450992	363.9999999999994	8.138038751693553e-27	6.827208780683062e-13
468.53892107204973	705.9610789279501	7.889533574810471e-23	1.2957006905923131e-20	0.006919901146505712	1.7430800925917256	3.6218492443234856e-14	1.3338862393081474e-11	0.1348842260457154	7.464936184630868	0.0006162313035478868	0.0991456390904831	31.777370006090475	111.07256889899831	5.740134598612378e-08	6.153004543228899e-07	1.4514095102868745e-26	3.5272693173676346e-25	0.6316453851586202	115.36835461484146	1.2575300227796695e-44	7.784854251025096e-42	15.892114481270863	50.107885518729205	0.017782284217034552	0.00017772019971310348	0.00017958340519414707	5.190907391072766e-05	8.503104075514406e-06	7.191752516004161e-14	1.5169468190989247e-19	6.248393894467578e-09	2.8925419951971546e-21	1.0299778595672969e-23	7.097898523376605e-20	7.818991384766498e-21	8.341086149084202e-26	12.299999999398349	4720.999999999969	2.212335645403198e-24	6.016574615294182e-10	4.139189014298788e-17	1.276809843792906e-39	3.319650771940457e-11	3.1464213420718734e-09	4.5379653925613957e-23	1.0	6.210027357773424e-23	5.814927319042107e-24	5.778994275887335e-26	70818.24713611035	363.9999999999985	6.243637854094224e-26	1.5579731941287852e-12
442.8975596247051	731.6024403752947	3.9890972082913064e-22	6.000859848561882e-20	0.007206829168198011	1.7427931594633066	8.249243005266678e-14	2.8122311482260174e-11	0.14045586603643434	7.459338086326754	0.0006416409383952243	0.09908508115267997	31.455530464756606	111.3943968524136	9.830669221370428e-08	9.64877917014898e-07	9.796391651143599e-26	2.169499976957459e-24	0.6579031337795473	115.34209686622054	2.5876209072381534e-43	1.585386649706528e-40	16.385509823606068	49.61449017639399	0.01772067952467499	0.00020168119012625832	0.00020603732554690113	6.0134136112178187e-05	1.146782340580129e-05	1.3376497744522864e-13	5.576224962629301e-19	1.1340290951547693e-08	1.336434477148479e-20	5.2662283806499915e-23	2.8049856178840167e-19	3.2175647024036354e-20	5.750733717083667e-25	12.29999999879492	4720.999999999936	1.1511762251469472e-23	1.2050859841294485e-09	1.0869305114111767e-16	2.3947797604158397e-38	6.649089109795793e-11	5.070412155679394e-09	2.321657625740279e-22	1.0	3.2037444710650364e-22	3.2600517634721005e-23	3.281632078479964e-25	68274.4807482572	363.99999999999693	3.2488413188998095e-25	3.1205398730482167e-12
422.5844014602539	751.9155985397459	1.654572353482828e-21	2.311840681838092e-19	0.0074541056651655615	1.742545875313124	1.6794163152823654e-13	5.3723031571951225e-11	0.14518422739537787	7.454583379976068	0.0006633463859066296	0.09902837611689341	31.467923716505435	111.38199179940116	1.5567487663189033e-07	1.4202965753275724e-06	5.248440202425637e-25	1.0823001740392852e-23	0.6804172697243366	115.31958273027574	3.678016208922037e-42	2.0887397613291344e-39	16.793862700650074	49.20613729934998	0.017659337494798505	0.00022540735094362454	0.00023237594118324313	6.808740681747826e-05	1.4791806028993385e-05	2.2790932746899983e-13	1.739798758056908e-18	1.8967819972626797e-08	5.1352987365372503e-20	2.2235519931396805e-22	9.254866709956244e-19	1.1003912037872468e-19	3.178107694926309e-24	12.299999997806351	4720.999999999882	4.9467099657753124e-23	2.1936555287557096e-09	2.5195062151097793e-16	2.8465563847335635e-37	1.21035733274596e-10	7.620554131542631e-09	9.80973130168873e-22	1.0	1.3649743994485092e-21	1.499868183414699e-22	1.520864521578473e-24	66287.9906984576	363.9999999999944	1.3960569527374386e-24	5.6804296875877834e-12
