[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[Xa_Va_l]	[V_Xa_l]	[IIa_f]	[V_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[APC_PS_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[LIPID]	[alpha2M_l]	[alpha2M_IIa_l]	[alpha2M_Xa_l]
1174.5	0.0	0.0	0.0	1.75	0.0	0.0	0.0	7.6	0.0	0.1	0.0	142.85	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	66.0	0.0	0.0182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3	4721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	170000.0	364.0	0.0	0.0
927.7792171842926	246.72078281570717	3.02719764501249e-36	3.298199071769641e-33	0.10887438809695421	1.6411256119028854	2.254500733751217e-20	3.696490534165714e-17	0.5187831229755674	7.081197986269431	0.006318053487605175	0.09365700111673969	83.6949365512728	59.15506207871731	2.781719536463734e-12	1.566025343387542e-10	6.722858991242543e-43	1.1594619552412291e-40	7.292082773457297	108.70791722654275	9.768578028458677e-70	5.095555054970875e-66	12.013623804457481	53.98637619554256	0.01815616384960843	2.3575545582061442e-05	1.8890754714319174e-05	1.3495548403454868e-06	2.029525484777041e-08	6.104596774680977e-19	1.6108211012935056e-29	1.6071264624730034e-13	7.485929025043785e-34	2.5710441486067906e-37	8.042586950235402e-31	2.1574465130089982e-32	2.202785411639779e-42	12.299999999999999	4721.0	5.26636439017329e-38	3.0847050432186074e-15	3.0671143052462656e-24	1.01313956654565e-62	1.7019668135226735e-16	2.6185806775114236e-13	1.1308509101527482e-36	1.0	1.6144728934500947e-36	1.7125370742855166e-38	2.0210168531099043e-40	122261.38358780436	364.0	1.486269596038043e-39	7.987643444840853e-18
776.9117207697205	397.5882792302793	5.487061998236728e-31	2.9977725178068394e-28	0.015614403165928417	1.7343855968235926	5.789686394592605e-18	5.2686000746994965e-15	0.1349588351247681	7.464995645994696	0.0010337015244061517	0.09890609771678995	58.008019645429655	84.8419727084195	1.4685747113927694e-10	4.3605911544842525e-09	1.238465820588555e-36	1.0626907040565902e-34	1.145257531545453	114.8547424684546	3.119105763215202e-60	7.977476052315473e-57	11.55949838287935	54.44050161712068	0.018094280373697286	5.2559141753253595e-05	4.551886501720248e-05	7.384008054024341e-06	2.576114781698769e-07	7.09050349447572e-17	1.2763194076921669e-25	1.0474309671847007e-11	6.792168388956174e-29	5.429856283478754e-32	1.7900133049255132e-26	8.892446030976972e-28	4.8439610573310565e-36	12.299999999999645	4721.0	1.0452383183216485e-32	3.529869799401897e-13	1.700319605328735e-21	7.229491728315044e-54	1.9475872711481105e-14	1.3035267772728992e-11	2.387681445384844e-31	1.0	3.160648894991999e-31	7.388452350231903e-33	7.979585288296261e-35	103897.61032695381	364.0	2.9498641150508797e-34	9.140385450550061e-16
673.4441328238868	501.05586717611305	3.67017652758959e-28	1.3517785009371876e-25	0.006727990759681843	1.7432720091429343	1.1733562363549013e-16	7.775011799034586e-14	0.1075099095271323	7.492417543060802	0.0005494607750051862	0.099354508632425	45.075698514771446	97.77428451261648	1.213651494440155e-09	2.524564615210433e-08	3.117947815148897e-33	1.7968222024872135e-31	0.5747000858037139	115.42529991419634	4.7147058123478614e-55	8.040518937167256e-52	12.684101554045426	53.3158984459546	0.018031422091148303	7.908466754712132e-05	7.254728650737075e-05	1.601512101013739e-05	9.308337862323077e-07	8.441103140437781e-16	1.5979750707041848e-23	9.730693851827964e-11	3.0564512503499774e-26	3.880592113259536e-29	3.67020741424916e-24	2.485253999956023e-25	1.3153926686120768e-32	12.299999999995348	4721.0	7.550791545239668e-30	4.6512397686391335e-12	5.336037412476253e-20	4.6089816245717e-49	2.5663024180855826e-13	9.578021962119822e-11	1.706271708033976e-28	1.0	2.2529343241617172e-28	8.074344485543986e-30	8.548302605313469e-32	92309.34203407886	364.0	2.130978995804267e-31	1.2044129488560944e-14
598.8994832943323	575.6005167056676	2.777475275844487e-26	7.807663618135053e-24	0.005972618550011828	1.7440273810194848	8.91558589058024e-16	4.77895005381814e-13	0.1126294687720701	7.487271034759485	0.000524014481957316	0.09934420386341802	38.2281165288733	104.62185598606946	4.894984051826339e-09	8.007986754449994e-08	5.9396290336867025e-31	2.603979089391092e-29	0.5385947501268564	115.46140524987317	1.4807834114214956e-51	1.9115007736581388e-48	13.711461590326122	52.288538409673905	0.017968722222602193	0.0001043825284574384	9.949596999905331e-05	2.5289078113376368e-05	2.110200823700805e-06	4.245343317022641e-15	4.055442254010941e-22	4.3002565163664893e-10	1.761293446295279e-24	3.0832987313329124e-27	1.2460791342362225e-22	1.0182158612078752e-23	2.6568703085299858e-30	12.299999999973739	4721.0	6.110274341526767e-28	2.6258918761098896e-11	5.509425873806547e-19	7.910080015139015e-46	1.4488281028711886e-12	3.4566763383211876e-10	1.355795698263105e-26	1.0	1.7995748352793427e-26	8.640978391294442e-28	9.069435121201002e-30	84269.67822703859	364.0	1.7244372596412338e-29	6.799616894202205e-14
543.439248863165	631.0607511368348	6.737848948393395e-25	1.5472157993087584e-22	0.006223495519661294	1.7437765031875878	4.041851448833628e-15	1.853949297786786e-12	0.12074922296707206	7.479124456288215	0.0005531463327086762	0.09927946722260021	34.56531076901723	108.28465076849729	1.3587797254035744e-08	1.8627795536240418e-07	2.923258764196078e-29	1.0418221157915871e-27	0.5669332234695695	115.43306677653044	6.1596556712780294e-49	6.425153958668441e-46	14.575199773434461	51.42480022656557	0.017906293681089133	0.00012912659253844246	0.00012631936832854622	3.4472427669450693e-05	3.7879303606933915e-06	1.3745058003695788e-14	4.484457246879069e-21	1.2908939063947694e-09	3.4815452987734675e-23	7.7902376302228e-26	1.6667875795552752e-21	1.5435442593358914e-22	1.3780397466773092e-28	12.299999999905166	4720.999999999996	1.5751178356778644e-26	9.483307691609669e-11	3.1701733395311805e-18	2.0567175281323514e-43	5.2323986062603955e-12	8.704903326694912e-10	3.426301132959245e-25	1.0	4.580714118127142e-25	2.7441537221128673e-26	2.8674924360406013e-28	78447.42185075942	363.9999999999998	4.445286303609204e-28	2.4556609503792476e-13
501.219914392277	673.2800856077226	8.193041020332484e-24	1.6058029509633148e-21	0.006583287859239618	1.7434167090704693	1.3348273590583974e-14	5.427948804324641e-12	0.12830684763014613	7.4715401335437575	0.000586291394875988	0.0992108707333948	32.663194759711395	110.18675555841162	3.008693768934712e-08	3.598258073496283e-07	6.268294823144314e-28	1.896768081487382e-26	0.6007843867613455	115.39921561323867	7.295678859315492e-47	6.43605103453877e-44	15.294485407524807	50.705514592475225	0.01784414507483498	0.00015355230861144515	0.00015301576555089324	4.335531631710559e-05	5.931534651330378e-06	3.424056181970566e-14	2.996719140077077e-20	3.0648510082993675e-09	3.6037395019194865e-22	9.815424713659384e-25	1.272159968565286e-20	1.2872420977699996e-21	3.104203176618018e-27	12.299999999739345	4720.999999999988	2.0258918340070474e-25	2.606538516772621e-10	1.274413200316844e-17	1.6684854625132473e-41	1.438156401180967e-11	1.7726586818066639e-09	4.3186259813008095e-24	1.0	5.820335423543267e-24	4.156268631090033e-25	4.333034699790727e-27	74111.38554035219	363.9999999999994	5.717457461479128e-27	6.749532634407054e-13
468.52813566771005	705.9718643322896	6.293579310254658e-23	1.0866848457028712e-20	0.00691755519455542	1.7430824385679728	3.5619921511500225e-14	1.315840984171747e-11	0.13486701747497445	7.464953387761545	0.000616082169467514	0.09914578104446115	31.76530650171015	111.08463240916987	5.733629604484632e-08	6.150257135316817e-07	7.68910753744833e-27	2.037336581778218e-25	0.6314779968398431	115.3685220031602	3.586425411779697e-45	2.7909490201954233e-42	15.891455142799437	50.10854485720059	0.017782271595084605	0.0001777327850415445	0.00017958886201464893	5.1903158524371724e-05	8.503599262941006e-06	7.184816170779665e-14	1.4236984110058876e-19	6.22427899165724e-09	2.4319671940485393e-21	7.780820404163e-24	6.780582422144893e-20	7.208566347633996e-21	3.986721216315787e-26	12.299999999403273	4720.99999999997	1.639692382153743e-24	5.967254149090464e-10	4.0237210380280604e-17	6.15991938554647e-40	3.292437417509101e-11	3.1446345683389738e-09	3.425200783643036e-23	1.0	4.6561671951420043e-23	3.839854086753222e-24	3.9977911244485896e-26	70815.87760218665	363.99999999999847	4.6275281273693125e-26	1.545201466125121e-12
442.8834197468475	731.616580253152	3.5432713194324782e-22	5.61066794520881e-20	0.007207183117673698	1.7427928055400648	8.159603556252212e-14	2.787702382451192e-11	0.14045770702245453	7.45933623988114	0.0006416616448829472	0.09908505326105718	31.446940999791565	111.40298631504186	9.82561923369147e-08	9.646369219267134e-07	6.392469004271375e-26	1.514269449114131e-24	0.6579269651570498	115.342073034843	1.071943167679887e-43	7.285116271431994e-41	16.385724745627332	49.6142752543727	0.017720666878457917	0.00020168569625566416	0.00020604280354004185	6.013652850792874e-05	1.14680931046263e-05	1.3371326314145174e-13	5.538812141024684e-19	1.131430433951799e-08	1.2525360802714028e-20	4.49780281481403e-23	2.527199973736823e-19	3.523653420014566e-20	3.4723444108672956e-25	12.299999998800775	4720.999999999937	9.670461633624993e-24	1.1992221202466527e-09	1.0683076942947416e-16	1.3345078020849482e-38	6.61673394426774e-11	5.068921057931455e-09	1.9812401411699083e-22	1.0	2.7170901730814403e-22	2.514351513864098e-23	2.6227553953280434e-25	68272.23191087338	363.99999999999693	2.729190773910028e-25	3.1053549984793657e-12
422.56407526139463	751.9359247386051	1.5888801717788941e-21	2.2245009550604917e-19	0.007453308936559468	1.7425466720697946	1.6672314701361598e-13	5.340148858305804e-11	0.14518330018415201	7.454584301736033	0.0006633061689778127	0.09902840916146353	31.460466509270937	111.38944900239106	1.5563384411555993e-07	1.4200960734081591e-06	3.975752037636439e-25	8.630181961255093e-24	0.6803686326900127	115.31963136731004	1.890386928080897e-42	1.1631937865079191e-39	16.79418271614358	49.205817283856454	0.01765932486993176	0.00022540998191621932	0.00023238141261341366	6.8091562737969e-05	1.479217257253556e-05	2.2785710586992434e-13	1.7055460865033077e-18	1.894007898414741e-08	4.947813775028729e-20	2.0724049577137154e-22	8.974165553168705e-19	1.0878434606206463e-19	2.250327655377682e-24	12.29999999781316	4720.999999999883	4.546547993319348e-23	2.1868385209427517e-09	2.490213780358069e-16	1.8753141409338744e-37	1.206595852778323e-10	7.619302713016735e-09	9.135428709622526e-22	1.0	1.2641489206021691e-21	1.2960369319712674e-22	1.3510898084175678e-24	66285.23931927363	363.9999999999943	1.2831235267364424e-24	5.662776369927486e-12
