[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[Xa_Va_l]	[V_Xa_l]	[IIa_f]	[V_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[APC_PS_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[LIPID]	[alpha2M_l]	[alpha2M_IIa_l]	[alpha2M_Xa_l]
1174.5	0.0	0.0	0.0	1.75	0.0	0.0	0.0	7.6	0.0	0.1	0.0	142.85	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	66.0	0.0	0.0182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3	4721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	170000.0	364.0	0.0	0.0
927.7792183190869	246.7207816809144	3.0434782329918465e-36	3.3131830525944694e-33	0.10887429406076168	1.641125705939077	2.254501325265641e-20	3.696495912208701e-17	0.5187827239708696	7.081198385271835	0.006318048133801793	0.09365700646753647	83.69493631028938	59.15506231970051	2.7817198553316798e-12	1.5660250791812686e-10	6.984206930598896e-43	1.1986793467947785e-40	7.292076555530116	108.7079234444698	1.1302593933236059e-69	5.860580023702164e-66	12.013621965978187	53.986378034021826	0.018156163844308907	2.3575548592231697e-05	1.8890757007418838e-05	1.3495548384082295e-06	2.029525303575688e-08	6.104605542555277e-19	1.6098685516495903e-29	1.6071297080766416e-13	7.519948261350944e-34	2.6285134367984197e-37	8.06406778981752e-31	2.1658811682929064e-32	2.3844797519703863e-42	12.3	4721.0	5.288922531398287e-38	3.0847056877281563e-15	3.067033865882092e-24	1.1572855941024867e-62	1.7019671691110642e-16	2.618585406762882e-13	1.1561232498166276e-36	1.0	1.6209986806200938e-36	1.759131350513426e-38	2.029929907665228e-40	122261.38282170515	364.0	1.4926359385395994e-39	7.987645113682607e-18
776.9117223387753	397.5882776612265	5.486317493037514e-31	2.9975951725164766e-28	0.015614238067354817	1.734385761922164	5.789690900052509e-18	5.26860323429614e-15	0.13495812208341962	7.464996359031232	0.001033692098556358	0.09890610713630384	58.008019222140696	84.84197313170768	1.4685746845778565e-10	4.360591221873145e-09	1.2387069513168341e-36	1.0629893733213194e-34	1.1452465943949302	114.85475340560498	3.1182313139758883e-60	7.994606623963377e-57	11.559492772043887	54.44050722795614	0.01809428036254947	5.255914757986403e-05	4.5518869829273076e-05	7.384008545113363e-06	2.5761149621116226e-07	7.090504501554274e-17	1.2762568628764312e-25	1.0474313565792572e-11	6.791780645219798e-29	5.434679811845753e-32	1.7901970283783143e-26	8.89316183548607e-28	4.863037959617573e-36	12.299999999999656	4721.0	1.0447040576040154e-32	3.529869930982065e-13	1.7003168243841775e-21	7.278951479317277e-54	1.9475873437464125e-14	1.3035271619529691e-11	2.389800707921999e-31	1.0	3.1589464073612695e-31	7.394050628575585e-33	7.972697175491081e-35	103897.608697975	364.0	2.9483563282702097e-34	9.140385791267109e-16
673.4441109460134	501.055889053989	3.6656936428549363e-28	1.350966781238648e-25	0.006727970753663455	1.7432720291489496	1.1733559828766694e-16	7.775011453880033e-14	0.10750983138226283	7.492417621219468	0.0005494596508143399	0.09935450977476296	45.075689418167784	97.77429360921788	1.2136513990296744e-09	2.5245644534860856e-08	3.0992154748843025e-33	1.7889988638657625e-31	0.5746987744646778	115.4253012255353	4.634449988444121e-55	7.931517665829129e-52	12.684100958490713	53.31589904150929	0.018031422123093922	7.908464737052548e-05	7.254727270906085e-05	1.6015122834875167e-05	9.308339907652768e-07	8.4411016081575445e-16	1.5978259348804215e-23	9.730696261302496e-11	3.054635919093872e-26	3.875486733323713e-29	3.6702948110212214e-24	2.485296370217257e-25	1.3073416921109365e-32	12.299999999995352	4721.0	7.538323858662982e-30	4.651241433457846e-12	5.335971406397991e-20	4.565604983187541e-49	2.5663033365820703e-13	9.578020059828908e-11	1.7040225260364056e-28	1.0	2.2493159526226407e-28	8.052139860988149e-30	8.525772773314808e-32	92309.33873601396	364.0	2.1274603742051928e-31	1.2044133799233928e-14
598.8994648675132	575.6005351324892	2.776883575349794e-26	7.80651862083887e-24	0.00597258238652359	1.7440274171829693	8.915585820310935e-16	4.778950639543232e-13	0.11262931896203865	7.487271184583445	0.0005240124309871732	0.09934420593269304	38.228109311868664	104.62186320307642	4.8949842270741724e-09	8.007987194180047e-08	5.932417004306832e-31	2.6016626926456054e-29	0.5385923650229087	115.46140763497701	1.4750833222908183e-51	1.9063697772880765e-48	13.71146114807686	52.28853885192313	0.017968722254838677	0.00010438251266699836	9.949595606766339e-05	2.52890753913814e-05	2.110201031034198e-06	4.245343184259464e-15	4.0553020555106493e-22	4.3002568443462347e-10	1.761037738240951e-24	3.0824308293913222e-27	1.2460324385693046e-22	1.018154433540708e-23	2.6529200727318726e-30	12.299999999973746	4721.0	6.108428024588954e-28	2.625892303226124e-11	5.509408359098431e-19	7.900530155539819e-46	1.4488283385221117e-12	3.4566762196179417e-10	1.3554133330291848e-26	1.0	1.7990534774995127e-26	8.636358497054883e-28	9.065378859610727e-30	84269.67536111813	364.0	1.7239161933940069e-29	6.79961800015534e-14
543.4392366743433	631.0607633256592	6.73722686638983e-25	1.5471356729210974e-22	0.006223497534747012	1.7437765011724984	4.041851917563864e-15	1.8539494464905225e-12	0.12074923384461801	7.479124445424365	0.0005531464525438823	0.09927946712073436	34.5653068633214	108.28465467419647	1.3587798087257222e-08	1.8627796412685083e-07	2.9213645878724043e-29	1.0413359866181874e-27	0.5669333606308052	115.43306663936907	6.1276484541706e-49	6.400333119573601e-46	14.575200031814099	51.424799968185866	0.01790629371275702	0.00012912657809258075	0.0001263193546302397	3.447242411754468e-05	3.7879303888630443e-06	1.3745057796342421e-14	4.484400192021041e-21	1.290893965361883e-09	3.4813688574554613e-23	7.789233262185257e-26	1.6667888164047865e-21	1.5435352301970948e-22	1.3769183317178763e-28	12.299999999905168	4720.999999999999	1.574894125666458e-26	9.483308452266455e-11	3.170171171880862e-18	2.052377610703845e-43	5.23239902594521e-12	8.704903321572166e-10	3.4258577881464386e-25	1.0	4.580101969866767e-25	2.743422696448204e-26	2.8668910584750066e-28	78447.42028216271	364.0	4.444654950813138e-28	2.4556611473450525e-13
501.21990809962455	673.2800919003781	8.19276743136176e-24	1.6057201323825598e-21	0.006583291357779802	1.743416705571925	1.334827529984667e-14	5.4279492190393644e-12	0.1283068665535256	7.471540114633653	0.0005862916028726371	0.09921087054277694	32.66319372629902	110.18675659182442	3.0086939820420946e-08	3.598258146609736e-07	6.266099534886569e-28	1.8959145159587258e-26	0.6007846249169444	115.39921537508282	7.2765830346394175e-47	6.415221770259493e-44	15.294485919963652	50.705514080036316	0.01784414510549254	0.00015355229179142948	0.00015301575227229152	4.335531592902993e-05	5.931534480458229e-06	3.424055997944199e-14	2.9966528585063383e-20	3.064851247340992e-09	3.603559453864875e-22	9.814220231342423e-25	1.2721794942896763e-20	1.287240189469853e-21	3.1018243780298562e-27	12.299999999739342	4720.999999999993	2.0256129877673727e-25	2.6065386571471835e-10	1.2744130831700518e-17	1.6669430025570497e-41	1.438156478633245e-11	1.7726587354579758e-09	4.318092728933779e-24	1.0	5.819597934268811e-24	4.155123281854307e-25	4.3322791121534944e-27	74111.38488506775	363.9999999999996	5.7166705036135215e-27	6.749532997904845e-13
468.52812166005225	705.9718783399508	6.293759722172115e-23	1.0853787464330776e-20	0.0069175411093721165	1.7430824526531514	3.5619927410000684e-14	1.31584108038573e-11	0.13486697865126368	7.464953426597427	0.0006160814130734679	0.0991457818165319	31.765302514227226	111.08463639663987	5.733630764881817e-08	6.150257669029718e-07	7.701864418575436e-27	2.0389328610411061e-25	0.6314771011204322	115.36852289887938	3.719121661406552e-45	2.8527727324102014e-42	15.891456190920096	50.10854380907987	0.017782271622938668	0.00017773275667135863	0.00017958884983714142	5.190316923444353e-05	8.503601246505943e-06	7.184816212461036e-14	1.4317131553294632e-19	6.224279911527501e-09	2.428986220915717e-21	7.782686193822358e-24	6.697572231629121e-20	7.236952304009665e-21	3.994443305846973e-26	12.29999999940327	4720.999999999974	1.640103377784199e-24	5.967255111873008e-10	4.023724314965976e-17	6.2031852638002015e-40	3.292437948726052e-11	3.1446346186259385e-09	3.426025754396836e-23	1.0	4.657318302291786e-23	3.840909971788395e-24	3.9998498063602023e-26	70815.87581254578	363.99999999999864	4.628688036301534e-26	1.5452017154350106e-12
442.8835945493513	731.6164054506515	3.491351639969651e-22	5.422955001506956e-20	0.007207175872803554	1.7427928127849217	8.159585756455995e-14	2.7876961905935505e-11	0.1404576727756339	7.459336274139798	0.0006416612265306316	0.09908505369448929	31.446986927954498	111.4029403868455	9.825623232643914e-08	9.646369267848744e-07	6.3665175428483e-26	1.508064487855735e-24	0.6579264817067323	115.34207351829308	1.039604890644099e-43	7.095295197581957e-41	16.385722967856722	49.61427703214325	0.017720666905382283	0.00020168564799863208	0.00020604279169165367	6.013655697485486e-05	1.1468097818754588e-05	1.337132668623871e-13	5.379439614098499e-19	1.1314313594846506e-08	1.210093266936609e-20	4.444684113811451e-23	2.7237523859285054e-19	3.0715200278027175e-20	3.453185660050245e-25	12.299999998800772	4720.999999999941	9.564682826308552e-24	1.1992233562670894e-09	1.0682720123894023e-16	1.3221217799090218e-38	6.616740762776828e-11	5.068920847275883e-09	1.9578887359948677e-22	1.0	2.685776550267366e-22	2.5011471491928988e-23	2.6026337034493927e-25	68272.25375362654	363.9999999999971	2.699337954474869e-25	3.10535819853115e-12
422.5641850524466	751.9358149475561	2.764444085144782e-21	-3.695381994109923e-19	0.007453300535104902	1.7425466804712344	1.6672309848184465e-13	5.3401431806484906e-11	0.1451832529075168	7.4545843490244135	0.0006633056658915224	0.09902840967958697	31.460482942009254	111.38943256964666	1.5563386499962976e-07	1.420096314184933e-06	3.876942661826828e-25	8.67299211026583e-24	0.6803680579141556	115.31963194208566	1.8531987894100566e-42	1.1410959829472959e-39	16.79418025359239	49.20581974640758	0.01765932489672335	0.00022540996126861441	0.0002323814008543885	6.809156186965005e-05	1.479217905589679e-05	2.2785712143283173e-13	1.9878745212699993e-17	1.894009006989645e-08	-8.531007762722834e-20	2.9794515905261845e-22	-1.9118491566333695e-17	2.0350518247034816e-18	2.206502309195292e-24	12.299999997813154	4720.999999999886	6.140684440975543e-23	2.186840537947954e-09	2.490162956607468e-16	1.8705657479949086e-37	1.2065969655111245e-10	7.619303626001418e-09	1.3133305215914302e-21	1.0	1.7773931087015963e-21	1.1266265534574672e-22	1.1027076317500082e-24	66285.25163230147	363.99999999999454	1.7330195761834882e-24	5.662781592187281e-12
