time	T	TStar	V
0.0.	1000.0	0.0	200.0
8.0.	0.610516321720178	172.21099670437331	245.7765728662837
16.0.	43.962744437020206	19.5545382790175	26.53895026200759
24.0.	54.782589947133765	579.5446818328267	723.9065143789678
32.0.	7.670507950505441	63.74149380610051	90.14703613781418
40.0.	504.22599216546024	144.84148353618355	135.8733362965167
48.0.	4.878701859950402	140.81217956872365	199.64443584714888
56.0.	245.4672154130574	48.68548634462164	54.705128591356704
64.0.	7.225811621452765	238.00406992705882	335.16558916913283
72.0.	114.53302259469301	43.47088172844016	54.68778817739815
80.0.	16.463082925336472	333.7238387395613	458.8950693629821
88.0.	66.16622481397722	50.20782904168865	66.31276334519121
96.0.	39.68874590280264	401.7630510038606	526.3988490764788
104.0.	46.16442649743132	59.72931414298028	80.59902529430288
112.0.	79.64156915866697	426.03901625136456	525.7434226701738
120.0.	36.978873990034344	69.29474772210818	94.44912704213182
128.0.	125.2642374296303	415.63158925839537	487.70013496425156
136.0.	32.61324282349972	77.65622911374281	106.34311554738149
144.0.	162.1286975052507	392.352047571037	445.7217415262391
152.0.	30.73177561387398	84.2354100300427	115.5686655943205
160.0.	184.55363378304213	371.18754966540035	414.702610894775
168.0.	30.321919240895667	88.85306523952634	121.92771193885439
176.0.	193.7687580902904	357.4649233269081	397.10482632280423
184.0.	30.922371846577267	91.58023243240909	125.55123333425205
192.0.	192.7903786115237	351.423117866552	391.10596522054425
200.0.	32.336644285642	92.63706614612875	126.76492656413615
208.0.	184.19908938730546	351.453870318692	394.04683408253953
216.0.	34.515971468603716	92.32253142621141	125.9939079684077
224.0.	169.9356300661357	355.3555718030611	403.2402299565911
232.0.	37.50857274580673	90.96771595713037	123.69933958692324
240.0.	151.6751681099889	360.7056144167572	415.93980450238956
248.0.	41.4381861992226	88.90724645386139	120.33970211170575
256.0.	131.1316270542523	365.05052254393206	429.2287275925216
264.0.	46.49702284598572	86.46424642622647	116.35012499417422
272.0.	110.0936665615414	366.1805888893221	440.11159736911543
280.0.	52.94597233338709	83.94540767610238	112.1347114764704
288.0.	90.2176066780225	362.4860497259287	445.86654791690904
296.0.	61.11699162551309	81.64399174001744	108.0685446838193
304.0.	72.74169582430503	353.2400563625012	444.53306061129376
312.0.	71.41186551840143	79.8497639467488	104.50762970746804
320.0.	58.31402319913319	338.65027666701224	435.29310216650936
328.0.	84.28855633654021	78.86602587616912	101.8064393050441
336.0.	47.02285110320385	319.6528577502077	418.5409751587702
344.0.	100.22110765016977	79.03507219148287	100.3440717637634
352.0.	38.57616962665067	297.56691164614904	395.6174740731698
360.0.	119.61181337341561	80.77448813377474	100.56138120917727
368.0.	32.51388596915076	273.7665953103659	368.36064661233274
376.0.	142.62718591192603	84.62715134415826	103.01252207759681
384.0.	28.368176398770473	249.46440969290634	338.67204471352505
392.0.	168.92867157851347	91.32571948004683	108.4339369451299
400.0.	25.75025429350344	225.616018445094	308.2228616152317
408.0.	197.28982051112763	101.86275588174848	117.82827446296707
416.0.	24.381328906578176	202.91110195180661	278.3213748282208
424.0.	225.15935265690388	117.52947868342446	132.54123111206383
432.0.	24.094325235053013	181.80871039199494	249.90023833450408
440.0.	248.3739311407858	139.82235784981876	154.2592074844848
448.0.	24.826255095982006	162.5877880301832	223.56837923753054
456.0.	261.43966459758684	170.0146449790756	184.7584675721732
464.0.	26.612137661458394	145.39741731279562	199.68543468439375
472.0.	258.93514934023165	208.14236106497495	225.12803508222333
480.0.	29.585025872690046	130.30083582873075	178.4353464221821
488.0.	238.19026514918622	251.47694640388187	274.28520237585025
496.0.	33.98302425370121	117.31241645695287	159.8898986246177
504.0.	201.97735296292723	293.569588403436	327.3203372982745
512.0.	40.161637128382935	106.42922148066563	144.06110110899573
520.0.	158.45899877052256	325.78176287706896	375.4163853680962
528.0.	48.606608940991975	97.65991832534907	130.94520437430197
536.0.	117.1462108727434	341.46740861139074	408.91020476636413
544.0.	59.93682378160189	91.05469968149154	120.56289608704992
552.0.	84.12484553116364	339.3639147380957	421.9587495887365
560.0.	74.87694201811632	86.74092813364558	113.00140309380073
568.0.	60.72219270125834	323.0845204698544	414.83044368299886
576.0.	94.1640222313992	84.97066921396829	108.46558974145053
584.0.	45.36808848760104	298.0890662500184	392.3226052245985
592.0.	118.33335121937677	86.18749666180817	107.34671117885087
600.0.	35.79302454143276	269.2121304005485	360.6028004075858
608.0.	147.3175613489675	91.11815237969756	110.31755397132058
616.0.	30.128117249099724	239.79550412154825	324.9730480370233
624.0.	179.82136286382126	100.88099027883774	118.45501122627513
632.0.	27.132242687751912	211.81750605520335	289.11713039265084
640.0.	212.56215770826404	117.05554040664363	133.35842197713197
648.0.	26.085232178303666	186.30507043146127	255.24297556126086
656.0.	239.7654178370435	141.5374039165724	157.13820063422793
664.0.	26.63772802831739	163.70289912051337	224.50431090888588
672.0.	253.74672989943144	175.80263189969074	191.95835196010884
680.0.	28.70433380952731	144.12972625248833	197.39628892095965
688.0.	247.58235618300995	219.16267953844923	238.63259880764699
696.0.	32.40589299605495	127.5405571582309	174.04261774518568
704.0.	219.66384528120247	266.46271291865474	294.16153938982836
712.0.	38.04696110210726	113.82761642129708	154.3837813168991
720.0.	176.78565473282436	307.7739800839733	349.84713430687
728.0.	46.11197749605366	102.88631291039043	138.29763087291548
736.0.	131.15475391697584	332.781141114012	393.3221284890208
744.0.	57.260755082496416	94.66480013296663	125.68103579037106
752.0.	92.84862974796873	337.0416052469273	414.9170741980489
760.0.	72.29440390842989	89.21099113882293	116.5146726240883
768.0.	65.4714656560969	323.49861233229996	412.7301564380936
776.0.	92.04454794036278	86.72907067153237	110.9285123022979
784.0.	47.77270230243073	298.7150469254346	391.75880634688235
792.0.	117.11461691747797	87.65701724045576	109.28360313297192
800.0.	37.0104367032285	268.87887463596815	359.51263457276826
