	CDK2cycA	CDK2cycA_star_	Cdk2	CyclinA
68	1.636162357180191e-08	2.3804632856666374e-08	5.98337435715316e-08	3.5983374357153176e-07
69	1.6360520086641325e-08	2.3809549779421012e-08	5.982993013393755e-08	3.5982993013393774e-07
70	1.6359510298028544e-08	2.3814049275369925e-08	5.982644042660142e-08	3.598264404266016e-07
71	1.6358586283428052e-08	2.3818166628378895e-08	5.982324708819294e-08	3.5982324708819315e-07
72	1.6357740713936423e-08	2.382193448294973e-08	5.982032480311373e-08	3.59820324803114e-07
73	1.63569669845207e-08	2.3825382255732663e-08	5.981765075974652e-08	3.5981765075974673e-07
74	1.6356258941856708e-08	2.382853736064012e-08	5.981520369750305e-08	3.598152036975033e-07
75	1.635561102432079e-08	2.383142456899568e-08	5.981296440668342e-08	3.5981296440668365e-07
76	1.6355018132094317e-08	2.3834066600502213e-08	5.981091526740335e-08	3.5981091526740356e-07
77	1.6354475585349753e-08	2.3836484302930595e-08	5.980904011171955e-08	3.598090401117198e-07
78	1.6353979105274498e-08	2.383869673882958e-08	5.980732415589582e-08	3.5980732415589607e-07
79	1.6353524779928885e-08	2.3840721336686996e-08	5.980575388338402e-08	3.5980575388338426e-07
80	1.6353109033575753e-08	2.3842574027429882e-08	5.980431693899426e-08	3.5980431693899454e-07
81	1.6352728592420498e-08	2.3844269397122343e-08	5.980300201045706e-08	3.598030020104573e-07
82	1.6352380457944235e-08	2.3845820805711182e-08	5.98017987363445e-08	3.598017987363448e-07
83	1.6352061885548157e-08	2.3847240482054102e-08	5.980069763239765e-08	3.5980069763239794e-07
84	1.635177036430141e-08	2.384853961407596e-08	5.979969002162255e-08	3.597996900216228e-07
85	1.6351503597102532e-08	2.384972843712252e-08	5.979876796577486e-08	3.597987679657751e-07
86	1.6351259482075334e-08	2.385081631681375e-08	5.979792420111083e-08	3.5979792420111105e-07
87	1.6351036095737825e-08	2.3851811823996533e-08	5.979715208026555e-08	3.5979715208026577e-07
88	1.6350831677856636e-08	2.3852722802199334e-08	5.979644551994395e-08	3.5979644551994413e-07
89	1.6350644618295953e-08	2.385355642621017e-08	5.97957989554938e-08	3.59795798955494e-07
90	1.635047344359577e-08	2.385431926186569e-08	5.979520729453847e-08	3.5979520729453867e-07
91	1.6350316804439577e-08	2.3855017321858097e-08	5.979466587370226e-08	3.5979466587370247e-07
92	1.6350173465784073e-08	2.3855656109720798e-08	5.979417042449506e-08	3.597941704244953e-07
93	1.6350042297838887e-08	2.385624066001799e-08	5.979371704214304e-08	3.597937170421433e-07
94	1.634992226724217e-08	2.385677557764381e-08	5.979330215511395e-08	3.5979330215511416e-07
95	1.6349812428511464e-08	2.385726507590566e-08	5.97929224955828e-08	3.59792922495583e-07
96	1.6349711916304746e-08	2.3857713011012092e-08	5.979257507268308e-08	3.597925750726833e-07
97	1.634961993861672e-08	2.3858122912385867e-08	5.979225714899735e-08	3.5979225714899754e-07
98	1.634953577066115e-08	2.3858498009915134e-08	5.979196621942364e-08	3.597919662194239e-07
99	1.6349458749303192e-08	2.3858841258764748e-08	5.979169999193198e-08	3.5979169999193227e-07
100	1.634938826778523e-08	2.385915536287626e-08	5.979145636933843e-08	3.597914563693387e-07
