	D_1	E_1	RS_1	R_1	X_1	theta_1
0	0.22932354351332931	0.33538446307539654	1.4445815322332807	0.5804846303093137	10.873640688491234	0.4077118240098038
1	0.4049159416140005	0.11764463997690223	1.5186657763787719	0.6481039313030044	6.91354986486023	0.33994955001198846
2	0.5327505383806062	0.29567353532638324	1.4963142730658598	0.6197092811084615	1.64679948854525	0.3768438231839835
3	0.5291657392057129	0.6213429161775506	1.429786904967188	0.49818847823761725	0.4397807871841925	0.4638798473020401
4	0.40374808392331213	1.0163459473994332	1.3486717742717818	0.34745045011296677	0.31030630769355283	0.5722129412088444
5	0.2663891082525113	1.3823364192393324	1.2794614457668607	0.26271690508658935	0.3835326829333602	0.654501077890395
6	0.1833607582838104	1.6488172867585773	1.2421417332468834	0.24755577580296112	0.510692355340566	0.685425000553227
7	0.1480363023620743	1.7647395282426532	1.2419512658913923	0.27702931053862817	0.6910913433415676	0.666269569217935
8	0.1403017656637841	1.6863781403198526	1.2761312716434874	0.33777965586926295	0.9944148435751844	0.6081860458341668
9	0.15445668223597706	1.3389904614660848	1.3403366270205288	0.43257717076170055	1.7995269251521444	0.5224709569312744
10	0.220025026310266	0.41850305842144253	1.4351718294970057	0.572759520338635	9.285375073705334	0.4139883053105174
11	0.39287005567636324	0.11192557497357443	1.5153651574443285	0.6489455959023738	7.48638214027269	0.3392073896106662
12	0.5267550507031306	0.2799072098884438	1.4979279531263852	0.6258939245010199	1.807681671387674	0.3713870792469069
13	0.5330031875201805	0.597692573322543	1.4336047989262983	0.5096394702847739	0.46535165316145705	0.4558492493968693
14	0.4127819581881742	0.9913773202959223	1.3530747004812183	0.3565823007700753	0.30829601677661383	0.5641130445628594
15	0.27351320852153266	1.3615090254097766	1.2826424387892048	0.26641068578750127	0.3760219881760882	0.6492063858354532
16	0.1869001786450339	1.63617545225402	1.2430521193202075	0.24726463885814198	0.5001789032530566	0.6838100142861173
17	0.1492448012299998	1.7635369496844981	1.2404076032445508	0.27423470670846595	0.6755207825985798	0.6679517336098513
18	0.14006916515488765	1.7001220604764185	1.2723208172132348	0.3328703444176177	0.964722955347265	0.6124070635938605
19	0.1524463555211744	1.3767777648755206	1.3344509112800167	0.4247914546837038	1.6945603937459568	0.5286009354560154
20	0.2111440330539047	0.5092234361604489	1.4266876171091358	0.562730667757708	7.826726977036835	0.42203371042004545
21	0.3802557255949473	0.1059747958401988	1.51287742856162	0.6479742463555093	8.187717798860115	0.3399099351655059
22	0.5204317175161287	0.2627396639217976	1.5008072630872606	0.6308494711129885	2.012314235356838	0.3666531594880646
23	0.5374449004865471	0.5712649575118101	1.4386936882870736	0.5210844374782905	0.5002131635589686	0.44823098448526366
24	0.4232976695844783	0.9630790237799249	1.3585856239652563	0.3663239739971629	0.3076160708938233	0.5562438501313831
25	0.2819680799333436	1.3375657863012873	1.2866608198921943	0.27039406113448955	0.3685974404587877	0.6443068453674712
26	0.19117472555196924	1.6209820422321453	1.244531618593525	0.2469180527323786	0.4896314531085518	0.6827934281975724
27	0.1507873314024468	1.7604438341059645	1.239251651736684	0.2712097804091722	0.6600908045735435	0.6703245459340744
28	0.14000571256100466	1.7125038909490922	1.2687955916791631	0.3276660365784185	0.9361037413954401	0.6173116902790136
29	0.15061300893364457	1.4128229485881927	1.3288190083448663	0.4167289988176417	1.600308949291855	0.5353274340143775
30	0.20307311250665352	0.6023467129119084	1.4185225522208371	0.5518170730698556	6.559116096621381	0.4305485076575565
31	0.3672058165759257	0.10083591848805051	1.510082068122677	0.6461150461244566	8.957776945610501	0.3415341935992826
