	A20	A20_mRNA	BAR	BAR_Casp8	Casp3	Casp6	Casp8	FADD	FLIP	FLIP_mRNA	IKK	IKKa	IkBa	IkBa_N	IkBa_NFkB	IkBa_NFkB_N	IkBa_mRNA	NFkB	NFkB_N	PARP	PIkBa	RIP	TNFR	TNFRC1	TNFRC2	TNFRC2_FLIP	TNFRC2_FLIP_FLIP	TNFRC2_FLIP_pCasp8	TNFRC2_FLIP_pCasp8_RIP_TRAF2	TNFRC2_pCasp8	TNFRC2_pCasp8_pCasp8	TNFRCint1	TNFRCint2	TNFRCint3	TNFR_E	TNF_E	TNF_TNFR_E	TNF_TNFR_TRADD	TRADD	TRAF2	XIAP	XIAP_Casp3	XIAP_mRNA	cPARP	pCasp3	pCasp6	pCasp8
0	0.104434	5.56657e-05	0.28789	0.0	0.0	0.0	0.0	0.30944	0.0320472	0.000139056	0.64	0.0	0.00101518	0.0013839	0.0151032	9.00189e-05	5.31517e-05	0.000115365	0.000691431	1.66667	0.0	0.20256	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.2688	0.0	0.0	0.29344	0.33056	7.83371	0.0	0.000219646	0.0	0.8	0.064	3.2
1	0.101474077658721	0.0007315214768095918	0.11869070741775198	0.16750093041175226	1.5692699701836725e-05	3.1661568388426345e-06	0.0055650997817640125	0.2793281732191899	0.010553172460606159	0.0007766209889767395	0.004860011681407638	0.6120101151793848	0.0011915841945202435	0.0002541420875552955	2.8989273955059938e-05	0.0008982269825975862	0.0006032353340993727	0.0003225972524642351	0.04326581052094007	1.661409883907066	0.0004175672689669757	0.03887598013310243	0.00015305917839213086	0.04198116341093464	0.0034909358827285293	1.3143110763078503e-05	7.435368558191379e-05	0.00024041409462857735	6.101897924420737e-05	0.003316962269146964	0.002044413302567552	0.034040133597145174	0.003589280278564371	0.00029758183299802765	8.144696352577836e-08	0.2637999417645566	0.0041637867645324305	0.003088835452359019	0.0003809292474315641	0.2454513477385365	7.454518835870827	0.022961284921706356	0.0008662542213381591	0.0016849626408811803	0.7588856094837081	0.06255434375290932	2.7945328213645424
2	0.10045281699476456	0.0013065570763766542	0.00025666035116193766	0.2778073501636882	0.00010998716997587901	0.00017726483587389763	0.6519900696935618	0.23339073627270665	0.00017143298556525455	0.0014157073980177715	0.016412288740909754	0.578543853688482	0.002187927290900503	0.0005295845887879591	8.569463659322832e-05	0.001974437795331322	0.0010909366426303554	0.0007713064749553525	0.03907690661943704	1.5656054826121817	0.0013093257062517945	0.04746857372488845	0.00012570449663509438	0.011747128606243211	0.01205656456825836	1.6982530808369365e-06	8.308947224849429e-05	1.360795138854406e-05	0.0001001556433376952	0.011897522632922515	0.003217293694023047	0.02848707589689535	0.004803300031742868	0.0002811282028826905	7.878294132133761e-08	0.2637997638927896	0.004028397895102667	0.000944517133873052	0.00039315492226785453	0.27197118966072503	3.5835747247972107	0.752405479725922	0.0015358488762764952	0.09392536540529778	0.0011006808891668761	0.06098521723933844	1.2143217220435074
3	0.1007277701571236	0.001691390273858741	0.00014398505854824854	0.2696466626709474	0.00015537087256484904	0.0002954666539395482	1.1260420848101604	0.19801353161280869	0.00012854203559289765	0.0019414334696757519	0.04139211375733367	0.5328020162403672	0.0027097617118855212	0.0007081358564154438	0.00013075197824089253	0.0024990811462630258	0.0014351306406947372	0.0009982806496843326	0.036229908470244876	1.4985882762350606	0.0019281365577379984	0.05561184791571121	0.00010976360364721998	0.004287443276834923	0.020192947384226015	1.1645537808772235e-05	8.097366366597341e-05	1.6751890591983016e-05	0.00010879299989064891	0.01954508941828227	0.0009562069778727197	0.018565024585044748	0.004631949730866213	0.0001955256491706496	7.620528257635522e-08	0.26379961320383605	0.0038970189632330033	0.0004641820033331152	0.0004063116707493449	0.27975231037952986	2.3621728458960196	0.7186489217716481	0.0021088868506673277	0.1573896933688217	0.00027553693673411806	0.05951802741616314	0.2186057251430339
4	0.10181472497647712	0.0019440469223717337	0.00013126077324846606	0.26163934733468786	0.000277064576355252	0.00047842093631314357	1.1983812593967282	0.17379439276911	0.00012390557336032423	0.002378332011309256	0.06953150019811334	0.48499203262621726	0.00304232405927442	0.0008479564647292979	0.0001725540043865974	0.0028269896445465795	0.0016759014430959573	0.0011381288312110728	0.033932275518622344	1.3995666764801986	0.0023578607549369856	0.0583426130776269	0.00010047407611717287	0.002323583992878667	0.025689695581574957	9.473232355000752e-05	8.131227642813808e-05	1.900023980443513e-05	0.00012096298023580339	0.02316442052665887	0.0001566650682568988	0.011434483793577139	0.003939591298867379	0.0001281489445553	7.370915694294586e-08	0.26379947835628564	0.0037695406984391525	0.0003498259081488406	0.00041994764710269564	0.27919875166363306	1.264988609944512	0.6859626329777438	0.002605796881702057	0.25286950013081066	0.0002573197615641784	0.05803060837776742	0.030244458946033673
5	0.10337636130291004	0.0021021610950239028	0.00012859298706804708	0.25386856372138034	0.0011740485518715515	0.0009439338366867907	1.1869645581301935	0.15739774277653235	0.00012686358535202313	0.0027416545232075815	0.08685936952357776	0.4490276079846394	0.0032570798728805035	0.0009608301780984038	0.00020767747989942705	0.003034915178396619	0.0018395985725422075	0.0012273442154414702	0.032002904279015656	1.1779701619457306	0.002652595680585162	0.05337200217296682	9.506062018352524e-05	0.0017225653967067249	0.029243097806269464	0.0002780923900759657	9.14859342253635e-05	2.144870561557656e-05	0.00013422149329123313	0.024317196859517057	6.589497261825429e-05	0.007087392578574159	0.003146172731774592	8.392221896267173e-05	7.128817054880341e-08	0.2637993527382841	0.00364585352158187	0.000331037033688502	0.00043408219859162814	0.27468175082544954	0.28229170992865693	0.6543326570547912	0.0030385527520558646	0.4709352725052471	0.00025963542775765176	0.056303967905325256	0.012180110155712121
6	0.10517657816284914	0.0021920956481599834	0.00012681851558387538	0.24633599386056748	0.13354866166443385	0.031660348560646465	1.1679328257266404	0.1460586657434262	6.225312223321357e-05	0.003042659034683188	0.18491620530329664	0.33331390134383626	0.003408748024898755	0.0010616930836787773	0.0002943975438180031	0.0031718637966067246	0.0019452137490697566	0.0012651930960153365	0.030214498739614536	3.88672321297702e-05	0.002816569276507889	0.00017657156373804224	9.190593819881299e-05	0.0005940903318107833	0.030735995491576767	0.00020457645922187948	0.00010353114803752098	1.2443329131130847e-05	0.00013691295038205953	0.025439513505876525	5.899662928253282e-05	0.004391651149287084	0.0024266889523270312	5.5742425935660585e-05	6.894209151632501e-08	0.26379923250116116	0.0035258484047655278	0.000446797313025497	0.0004487358676911703	0.2693535901434279	0.0007668990262373294	0.4942927507044753	0.0034157383984691355	1.6453468414116879	0.000263844726949298	0.02438712670800708	0.010436555263914118
7	0.10704163646674382	0.0022235250674620365	0.00012513186113136284	0.23903509638112239	0.2598385055831761	0.05389837154391812	1.1486680249289192	0.13811728684650956	4.3544189849787755e-05	0.003281565972513535	0.3818507121275348	0.11965070816545068	0.003566975495271197	0.0012083760112679381	0.000797264125627132	0.003288697928415278	0.001999348070223701	0.0012120752747325264	0.027527784501070584	1.9419674590067158e-05	0.002786330212808139	7.09904498932835e-05	9.006755278546577e-05	0.00010186985847340719	0.030731248227912008	0.0001383058705040304	0.00010490529703024258	8.478336913316779e-06	0.00013285028763396496	0.026555499779329195	5.905166820521936e-05	0.0024965136714698295	0.0017412891722808216	3.579575116238391e-05	6.666828732721197e-08	0.2637991154004715	0.0034094179950789135	0.0003971143843413595	0.00046393037806687407	0.26293293630406406	0.00032095385169329295	0.3458717825047156	0.0037352660809495493	1.641857545142558	0.0002682642339082065	0.0010639114593159612	0.010008532261749236
8	0.10878933411053049	0.00216772499810506	0.00012344450088534577	0.23195882992840788	0.33513316415885025	0.05379347419472297	1.129975158436592	0.1325786374848352	3.766113111805317e-05	0.003424571961121292	0.45995079355253904	0.025701332188930812	0.003909075110560439	0.0016908522341302138	0.002912297052405077	0.003452693851939527	0.0019778882747209857	0.0009283307248619247	0.020670874499033817	1.501266479725641e-05	0.002287374280796246	4.717023069715078e-05	8.899623689870343e-05	1.8043882229572166e-05	0.030202032587344278	0.00011597350714573923	0.0001044752483331987	7.263156471969579e-06	0.00012889918660955179	0.027107779891178796	6.007936671566071e-05	0.001372793098392013	0.0011642603261504394	2.2064411034388228e-05	6.445885118031248e-08	0.26379900012272695	0.0032964572273201254	0.0003883052385058352	0.0004796886545456198	0.2557120700833901	0.0002135232324922417	0.2522841960044413	0.003960709067840281	1.6383641560410345	0.0002726973077233675	0.0001334582775547736	0.009975336839324424
9	0.11008018321574828	0.0019297726304259206	0.00012174712276208396	0.22510029248948693	0.37845960034971876	0.05281400095740943	1.1119286241549096	0.12864808041862744	3.395720631929667e-05	0.003371525952050174	0.465022911936589	0.00561308328136971	0.0044936784606989365	0.0043878792969516064	0.007682954242889096	0.0031178836206568156	0.0018020676038335067	0.0005087141617110489	0.006737272068131689	1.32823013321836e-05	0.001384016434262286	3.795426987980628e-05	8.83719294379186e-05	3.886205763229801e-06	0.029456926388538182	0.00010100282266513246	0.000103427573809547	6.477515834573749e-06	0.00012506348892212	0.02719723083594085	6.094131869336339e-05	0.0007475531373377366	0.0007425025557429568	1.3254000660618496e-05	6.231582256606053e-08	0.26379888590994816	0.0031868636253506635	0.00038672058912701	0.0004960348655352846	0.24832052633875937	0.0001687225282884439	0.19321833692439916	0.003987275808799047	1.634879003850311	0.0002771187127822266	0.00010988903989943353	0.010084988273775528
10	0.11042571230041066	0.0015361553669067409	0.00012004330472551289	0.21845278172920474	0.4020639796874141	0.051849170324081574	1.0944851285266248	0.1257512338544253	3.0329513719604905e-05	0.003121797213007405	0.45437369784508613	0.002035533199478509	0.0055947675085101746	0.01721084338589307	0.010487150783651478	0.0007991245836421937	0.0014889528318804096	0.00022717122763405014	0.0003851393866719839	1.2497879641340654e-05	0.0006913490534517686	3.37732585024763e-05	8.800811535619942e-05	1.435667231870355e-06	0.028624190045627388	8.625290020158756e-05	0.00010194533011940746	5.684902047941886e-06	0.000121340998372372	0.026972576867356723	6.15852899099552e-05	0.0004060203851119499	0.000458698299860767	7.825245128718336e-06	6.024053903152453e-08	0.2637987723213566	0.0030805374595799305	0.00038635721912154907	0.0005129944817578299	0.24103097030188456	0.0001456023580971095	0.15561929316384085	0.0038074715921342177	1.6314037852232832	0.0002815305495481256	0.00010256320017686766	0.010276307945051483
