	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	mIIa_AT_l	mIIa_f	mIIa_l
0	0.0	0.0	0.0	0.0	0.0	3400.0	1400.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	254723.7	60.0	0.0	300.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1.1800736474618436e-18	1.0083966773722034e-16	3.407892027004837e-10	1.6635347211345832e-12	2.2359223795641632e-11	3399.9999996385695	302.2502630960362	1097.749736892698	1.4355505217279935e-10	1.4733685780011407e-10	3.495011449223618e-10	8.337657479771546e-10	0.24442372605636695	89.75529516217355	1.0005553578176195e-09	8.723947917390343e-13	1.2638173146450096e-12	3.5679979191314673e-07	0.0001321379037110636	84462.96654759308	12.840766271911534	47.15923372757627	1.4140903324732836	298.5859096671859	8.580143108680034e-12	1.8421165015239807e-06	2.4999981578749173	1.6446798805854906e-10	0.0009589525565515285	0.00014861601622319286	0.0	0.00017405824980338993	0.00021996639669111264	0.0004281973509861917	0.003070209256696455	0.9999999995031623	3.655525154534226e-12	5.690472810397735e-06	0.0016536940963490128	0.6983404115926856	2.929767908503591e-11	1.5722356198052195e-09	2.0223083012950744e-07	1.6392498955401684e-21	2.5270912088232527e-19	1.6903697340051388e-06	0.15386257408341328	9.845133455887318	0.0005297126262433917	0.09854277628999136	1.9762970091833005e-10	0.00027543538854924896	0.06843604665215715	19.9312710416585	1.4433464002850277e-09	6.023747166643217e-08	1.7412202582076848e-05	6.237382318930591e-20	2.155192928135633e-17	1.975303242379152e-10	29.99999999959515	4.764942467414146e-11	1.5966008672720798e-10	31.21860993159472	138.78047620371996	3.602859436307691e-07	9.947174706469162e-10	1.067593970775881e-09	1.5746255276050357e-10	2.7468308405838087e-05	0.00020735070326223783	1.153505107950117e-12	6.88468214358337e-11	6.698442747838052e-09
2	6.306016255292471e-15	6.028828622080185e-13	1.33591171518457e-07	4.030801717866657e-10	5.190922310687448e-09	3399.9999972365563	302.2500992020202	1097.749899497927	2.9156662854167455e-08	2.5483316583203246e-08	5.6807617730752564e-08	7.761567645488421e-08	0.24441459261690993	89.75487723692636	7.538928161372273e-09	5.2734746099505745e-11	7.412908914727592e-11	1.2663466765665752e-06	0.00046663559496831823	84463.0043784854	12.84145341892609	47.15854641640477	1.4140723283139782	298.58592753809415	2.1563565879236353e-10	1.3933457152738174e-05	2.499986066327211	9.295928530316804e-10	0.0015308731104119089	0.00024024803848472163	0.0	0.00027144947147273644	0.0003822854934567978	0.0006661085141304879	0.001909034226814838	0.999999917709066	3.552722296462793e-10	2.2123497678479843e-05	0.0016535864423730677	0.6983225374445095	3.686109014126164e-09	1.3630334061403942e-08	1.7348168508515498e-06	1.927407831982631e-17	2.8106251342402936e-15	5.977740971820542e-06	0.15385097902924266	9.844286867400703	0.0005280490125624017	0.09823716104333743	2.0014091112243432e-08	0.0011776547457775228	0.06843087698427015	19.93022417677525	1.87855993485229e-07	5.820289858470323e-07	0.00016637891235775075	8.191978366375309e-16	2.6820830813380015e-13	1.942322662008417e-08	29.99999993588202	1.2810800100599521e-08	3.1883943757660696e-08	31.218424566762287	138.7788707121219	2.7264391881852653e-06	5.539639208267336e-08	5.845082790520031e-08	8.835194836478581e-09	9.764578625988801e-05	0.000730800603554075	3.0988409022175377e-10	8.590499855206555e-09	8.065233093867393e-07
3	5.038435689432725e-13	4.9974158157653044e-11	2.840967852051564e-06	7.211165200562152e-09	8.928786433044113e-08	3399.999991129796	302.2514528312089	1097.7485310360103	4.737285925766444e-07	3.5740238297070544e-07	7.84486272932305e-07	8.356351452965934e-07	0.244405294177713	89.75437151805517	2.3143051021004393e-08	4.761576366560369e-10	6.634738148606214e-10	2.510575175203794e-06	0.000924183053556453	84463.13228457476	12.841783820435767	47.158212884644456	1.4140419776866877	298.5859551812948	1.2477131200409341e-09	4.2740974503514445e-05	2.499957257777783	2.2392748520454524e-09	0.0018670150207240317	0.0002962423857921856	0.0	0.00033103735746954914	0.00048126468822272346	0.0008116957789323121	0.0012127412818712282	0.9999988581113445	3.874327752299279e-09	4.50668026085909e-05	0.0016534634848928897	0.6982957389377346	4.691309615290797e-08	4.445978072438324e-08	5.634387073209215e-06	2.621601208916024e-15	3.4823077373989526e-13	1.1811272150131589e-05	0.15383440310409724	9.843290614914721	0.0005296840910968937	0.09854622789980833	2.2111830904033281e-07	0.0024793254406207162	0.06842321405868988	19.928532808919858	2.416376274929587e-06	1.9648074976961457e-06	0.0005590420642467813	1.1610722689614604e-13	3.4552130860662106e-11	2.1260071193663487e-07	29.99999904832867	2.2746991685076177e-07	5.116006889718216e-07	31.217949218441234	138.77701447041392	8.367362525823635e-06	4.5965050041303193e-07	4.741149917001478e-07	7.336438223570834e-08	0.00019316174670742808	0.0014425244071245228	5.971298307798011e-09	1.1155921698553696e-07	1.0130100718918353e-05
4	1.1031011719808532e-11	1.0980669271890743e-09	2.1153733235818215e-05	4.8556512173798574e-08	5.928117830616297e-07	3399.9999788139476	302.2515354347528	1097.7483770799254	3.0433952101320416e-06	2.0358570254119995e-06	4.442494668780917e-06	4.10421519416501e-06	0.24440301488568028	89.75380215104326	5.000405430356569e-08	2.131087638264286e-09	2.956761921888734e-09	3.964235167865572e-06	0.0014582792505178565	84463.09261410164	12.841669074704113	47.1583070932282	1.414040882403214	298.5859379627543	4.096674878770241e-09	9.214979687914694e-05	2.4999078461064457	3.886221989204159e-09	0.0020612126945189083	0.00033101034941846456	0.0	0.0003680942952184544	0.0005425485958301014	0.0009022536880598495	0.0007948723940573563	0.9999935216483061	1.9146815083730745e-08	7.187515050927799e-05	0.0016533760548082966	0.6982614397235083	2.574898013527755e-07	1.0212413378246613e-07	1.2925202687063716e-05	6.814638733061479e-14	8.78819068809875e-12	1.856107211794747e-05	0.15381374385524185	9.84195922120638	0.0005346267872973552	0.0994687194730207	1.0994414615819349e-06	0.004018112625804756	0.06841528442377498	19.92625758284955	1.3328368854281332e-05	4.5252679967339134e-06	0.0012859434877620641	3.037422475959491e-12	8.78668151106516e-10	1.0525556424359464e-06	29.999994160209038	1.5251440619056522e-06	3.262091244830734e-06	31.217437370559075	138.77485935395418	1.8048906912747267e-05	1.8801047229638434e-06	1.9405845890851073e-06	3.0086572809310293e-07	0.00030378079794390233	0.002265972576570832	4.3748556801045055e-08	6.150526513851217e-07	5.526258597669729e-05
5	1.045388538361861e-10	1.0183174446037022e-08	9.879828616725379e-05	2.0905426623879063e-07	2.5392543170039423e-06	3399.9999547997136	302.2512548884381	1097.7484290745992	1.2669606954927353e-05	7.532605596417818e-06	1.633605227367534e-05	1.3591970620431877e-05	0.24440303213916856	89.75318910141726	8.958022653822042e-08	6.759704716438965e-09	9.35530395850655e-09	5.554206693501295e-06	0.0020424965248052413	84463.0288953841	12.841625469025773	47.15826544148613	1.4140416149464965	298.58585957647944	1.0002234442635939e-08	0.00016453835714501274	2.49983545164062	5.69948260002074e-09	0.0021705950227153175	0.00035317228586641714	0.0	0.0003917649782097979	0.000581469178075452	0.0009601165326393487	0.0005428663007766265	0.9999761313421304	6.364478189470412e-08	0.0001009323811219317	0.0016532909798679472	0.6982191524472825	9.372390402231591e-07	2.00903181929642e-07	2.5406084813262506e-05	7.797221997207242e-13	9.958298325258966e-11	2.584180347568351e-05	0.1537852241912495	9.840185122233986	0.0005428624460315139	0.10100381562603289	3.6684834226921978e-06	0.00569482900884397	0.06840561150641171	19.9233585899626	4.866997761207251e-05	8.692390314421775e-06	0.002468081902534026	3.431438423615782e-11	9.831122261823224e-09	3.502676611180663e-06	29.999976458160255	6.537730964482405e-06	1.3501432160499269e-05	31.2169398147759	138.77247911927233	3.22436967690979e-05	5.401143378840926e-06	5.570714800830667e-06	8.6486149344935e-07	0.00042317061903741465	0.0031544167480449864	1.9740505893816632e-07	2.239141999982321e-06	0.0002003621542264
6	6.656805897891245e-10	6.196088331932778e-08	0.0003357760236001955	6.691247289415488e-07	8.123818449541521e-06	3399.9999082996965	302.24648192401673	1097.7526305500733	3.969531084571091e-05	2.1263123636203807e-05	4.59385605407894e-05	3.566406678601709e-05	0.2444403262392349	89.75249762620052	1.4279226890266725e-07	1.7647209791842044e-08	2.4390387629019497e-08	7.247283050959823e-06	0.0026661308280743414	84462.53994327753	12.841399045852603	47.15823505943038	1.4140730677795599	298.5855910935701	2.0258476116191484e-08	0.00026113334698556277	2.4997388463945382	7.570165069036231e-09	0.0022278560760015903	0.00036761225534302235	0.0	0.0004072319277023073	0.0006066894889665865	0.0009979502811093615	0.0003926321422359492	0.9999327983158235	1.6736436945688232e-07	0.00013129454659096567	0.0016535087270511265	0.6981653757258827	2.644097661455933e-06	3.6863164292237464e-07	4.6597452172266645e-05	5.809135404926682e-12	7.455418044396416e-10	3.3427003400034774e-05	0.1537330044787219	9.837921696442725	0.0005543850654260732	0.103150119151961	9.668529228789488e-06	0.007451747544065787	0.06839928907240218	19.9196423524716	0.00013756998890139847	1.5212271937848802e-05	0.0043160586592131175	2.468240694820917e-10	7.102282814196309e-08	9.217509962622657e-06	29.999927777793125	2.0872363914123414e-05	4.2132332988513264e-05	31.216774435463552	138.76962693848986	5.1199536785404235e-05	1.2765128771469593e-05	1.3158382491657798e-05	2.0447208735516974e-06	0.0005474805371410943	0.004080408407036008	6.626654072433435e-07	6.309379148295743e-06	0.0005639154639251017
7	3.4137635251082745e-09	2.9744425167796973e-07	0.0009417376963165588	1.7992157830174966e-06	2.1803557231526446e-05	3399.99981797726	302.2509027338098	1097.746948744398	0.00010485999812615423	5.1246920485454274e-05	0.0001104555769056661	8.173311277347834e-05	0.24440069743505138	89.75182525815859	2.107127873666331e-07	4.1658601793434044e-08	5.75344501075704e-08	9.061970620219127e-06	0.003331147834148469	84462.91415801636	12.841443686615932	47.1575394251362	1.4140408842574288	298.5850170771881	3.6306754487531164e-08	0.00038280849129441807	2.4996171552019515	9.436250339066891e-09	0.0022554074798012747	0.0003776668783363257	0.0	0.0004180479449891043	0.0006241475611881279	0.0010244087752465329	0.0003002756174338101	0.9998382975026093	3.840626561844357e-07	0.0001622663767812111	0.0016530050822288857	0.6980934736447258	6.4195548576308654e-06	6.619814096060316e-07	8.368248195954374e-05	3.287491980328119e-11	4.175690629451148e-09	4.114960688512175e-05	0.15370538973084297	9.835080120667014	0.0005691740427452242	0.10590444156994658	2.221660775225992e-05	0.009246369696459669	0.06837616018135827	19.914688956475526	0.00033440243407334007	2.5533322656318504e-05	0.0072463608230209095	1.3279376118905293e-09	3.7847901935217266e-07	2.116265037591405e-05	29.999812004431195	5.585781739987663e-05	0.00011097510101728975	31.215862966700268	138.76742931312077	7.50964385372898e-05	2.7077165864050886e-05	2.790792670938429e-05	4.338115393811234e-06	0.0006745092921809038	0.005023914161157848	1.8555924732205773e-06	1.5307622673612874e-05	0.0013670623778840867
8	1.520085461688538e-08	1.2260480527090702e-06	0.002313019018062799	4.28295753236634e-06	5.188072979606435e-05	3399.9996445587003	302.2515238865094	1097.7437522302205	0.00024660624939048723	0.00011161115808397877	0.0002401899761530666	0.00017235355318376638	0.24440653565896925	89.7510049795556	2.9429511540059597e-07	9.334134688489332e-08	1.2887233524820581e-07	1.1042876476060853e-05	0.004059373047955227	84462.91047818428	12.841118757705635	47.156399207181934	1.4140391222560986	298.58364661747675	5.95500475151397e-08	0.0005296614743114311	2.4994702789756413	1.1263803348082746e-08	0.0022644159793889524	0.0003850171798827422	0.0	0.00042599093393388585	0.0006367931725639229	0.001043858818702335	0.0002438531016773013	0.9996481988657634	8.104537454984207e-07	0.00019341965523024174	0.0016528255182603308	0.6979870523757843	1.4139409613707749e-05	1.1889964997158067e-06	0.00015030603638615777	1.5738048593306538e-10	1.998256273418498e-08	4.8905911741249326e-05	0.15364871805972347	9.831697034838385	0.0005872056657760191	0.10926198862605173	4.6914122670900346e-05	0.011053040066288258	0.06835315589088722	19.907604712721945	0.0007370197288695546	4.242937553941215e-05	0.01204108134396066	5.959141587302663e-09	1.697741403345969e-06	4.467497259985856e-05	29.999562337186777	0.00013253517228484026	0.0002604526683231865	31.21524140419856	138.76487371346687	0.00010396249680382566	5.4189994549860076e-05	5.5844376605150666e-05	8.68263010910258e-06	0.0008019655229887041	0.005972261944338523	4.578259819059936e-06	3.3698457843617106e-05	0.0030084143039393967
9	6.215427892080883e-08	4.636324457467697e-06	0.005198673228528558	9.418210672465243e-06	0.00011404505985093378	3399.999313717506	302.24945844385707	1097.7407406144105	0.000537712009893276	0.00022902532168850087	0.0004924659142468343	0.00034700472314997224	0.24439728089940338	89.75000510681677	3.955693798172227e-07	2.0553899762762356e-07	2.8376228692785067e-07	1.3336124661548829e-05	0.004901910179600148	84462.6267771405	12.840485814179416	47.15395832552105	1.4140250133551369	298.5807716149374	9.141677128069507e-08	0.000701655134558621	2.4992982534486705	1.3024188328226376e-08	0.002262218670554818	0.0003907726882181869	0.0	0.0004322450805297554	0.0006466037499400016	0.0010591849469653743	0.00020887042283225735	0.9992785087640651	1.6320760246832082e-06	0.00022430777487283523	0.0016523641107868896	0.6978169731074514	2.9364020214849243e-05	2.156027965442048e-06	0.0002725630105500087	6.912970697660033e-10	8.77252732912732e-08	5.6580697952198414e-05	0.15359065450803874	9.827739360878535	0.0006084354712525916	0.11321383886705466	9.449231693044465e-05	0.012845066174064298	0.06831487267515499	19.89670924927424	0.0015309435413349015	7.114315772069364e-05	0.020191154496633106	2.427520706571797e-08	6.912687597379833e-06	8.999748178472251e-05	29.99905219307413	0.0002907084206547764	0.0005671010234146733	31.214790130663005	138.76209359796627	0.00013779973791635262	0.00010567073580837173	0.00010890165258680414	1.693268828660536e-05	0.0009283927783600135	0.006911805185980813	1.0375178186847913e-05	6.997338306430227e-05	0.0062453523424213725
