	Act_C_Cyt	Act_C_Nuc	Ca_Cyt	Ca_Nuc	Inact_C_Cyt	Inact_C_Nuc	NFAT_Act_C_Cyt	NFAT_Act_C_Nuc	NFAT_Cyt	NFAT_Nuc	NFAT_Pi_Act_C_Cyt	NFAT_Pi_Act_C_Nuc	NFAT_Pi_Cyt	NFAT_Pi_Nuc
0	9.1e-06	5.05e-05	1.0	1.0	0.0097108	0.049198	6.1e-06	0.0009477	0.0001101	0.0005219	2.2e-06	2.5e-06	0.0094397	0.0002272
1	0.004139561824291495	0.023060378675359285	0.9702194653815445	0.9648359076210405	0.004661035413284922	0.025866595192602326	0.0002890169792850829	0.0017521269804496467	0.00010009759722561568	0.000310050885125734	0.00042244336823415096	3.413286494512752e-05	0.008508787136177727	0.00016897221843372123
2	0.0037341697925264753	0.023110603798659018	0.9675294197623338	0.9672807066563908	0.004233486091766207	0.025564743634763274	0.00042376127908796567	0.003673293764295987	9.228998738334556e-05	0.00018036977407323858	0.0004183931297838787	3.631394510246052e-05	0.007641878271136187	0.00014647386583557757
3	0.0034170140052599794	0.02300858624086262	0.9665911014725239	0.9667142712416644	0.0038757353329829983	0.025483003341297588	0.00040282303106588035	0.005657829067022563	8.61932805116373e-05	0.00012141481731575327	0.0003569528156618853	3.827714942671288e-05	0.006926771148016507	0.000131883089740824
4	0.0031553640273458685	0.022917194639666887	0.9659191991713926	0.9660273551307385	0.0035800860108547	0.025424672259936384	0.00035688038515078476	0.007369546034149893	8.096926365111284e-05	9.915165291945774e-05	0.00030323071198406517	4.020613345722213e-05	0.0063261038092958174	0.00012009846485397996
5	0.0029367891261608985	0.022831767200514927	0.965359230881582	0.965441533402117	0.003331593003679043	0.02537660303131545	0.00031628822457692755	0.008810806418253126	7.637498523107589e-05	9.504419988940147e-05	0.00026082869231261626	4.188225637463493e-05	0.005813432012018007	0.00011020754226789164
6	0.0027515452710675193	0.02275330742519473	0.9648823026690195	0.964930646394778	0.003121318493160603	0.025328424886712945	0.00028399300432553593	0.010033988867351195	7.230462553765888e-05	9.925621884821791e-05	0.00022740163810795196	4.3335357095360156e-05	0.00537058068717406	0.0001017247962268309
7	0.002593244392052213	0.022678555154944838	0.964467106835382	0.9644883389782521	0.0029414406073497387	0.02527973177914196	0.000258587933908219	0.011085369096097274	6.86801739300736e-05	0.00010766339480662251	0.00020065855365334858	4.458582828331315e-05	0.00498372277386398	9.438258248836271e-05
8	0.0024566995185003756	0.02260585233826988	0.9641027494578509	0.9640999879059527	0.002786878299992541	0.025229100440828107	0.00023846735540004977	0.01199998005082653	6.544193878424918e-05	0.00011693154968500644	0.0001790222597140717	4.5702217506527116e-05	0.00464286420926849	8.792370152278836e-05
9	0.0023385511669878098	0.022534672454660603	0.9637785283378997	0.9637567907447234	0.002652746067153478	0.025176734515799583	0.00022231050301402922	0.012803899770475843	6.253651622686127e-05	0.00012646595072554406	0.00016124072231700056	4.6681439612179534e-05	0.004339984306602456	8.221318471624429e-05
10	0.0022357010090268015	0.02246474414076487	0.9634880959686558	0.9634497202234097	0.0025357506876180127	0.025122427716537266	0.00020914768373974467	0.013517200734128727	5.991887321099205e-05	0.00013556472370320353	0.00014643034111759914	4.755577065692936e-05	0.004068883968026708	7.712432036455002e-05
11	0.002145502744265947	0.022395852977854375	0.9632264312442395	0.9631740321283639	0.002433399926285438	0.02506654718198627	0.00019831764576084163	0.01415491674618497	5.7550975923351344e-05	0.00014420611697966217	0.0001340038707773192	4.83432149736139e-05	0.003824580393403891	7.255138825298013e-05
12	0.002066193626589654	0.02232740669742006	0.9629889416887863	0.9629250344197906	0.0023433388431531106	0.025009490729485155	0.0001893434631638792	0.014729312154565403	5.540080007480575e-05	0.00015204822273720173	0.00012348039820911664	4.905632056355105e-05	0.003603082793545047	6.841599777035455e-05
13	0.001996222634251098	0.02225983563924149	0.9627723464288811	0.9626982280822329	0.002263850175852998	0.02495124327654315	0.00018182929119313406	0.015249632684549175	5.344192375307382e-05	0.00015939126431727897	0.00011445984789303148	4.970906929291027e-05	0.0034012261701490388	6.465020596590292e-05
14	0.0019342695584907536	0.022192754777816664	0.9625738362766333	0.9624909782143892	0.0021935322247754194	0.024892034192468243	0.00017548368674041268	0.015723812722350676	5.1651403049274705e-05	0.00016596637294324432	0.00010668706972069865	5.0303500403008556e-05	0.0032163770961385185	6.121121165215647e-05
15	0.0018793240052874377	0.022126360524358887	0.9623910935348294	0.9623008733644407	0.002131146417596537	0.024832169003099338	0.0001700975656317602	0.01615770966025738	5.000975476006018e-05	0.00017219877230266123	9.994178331106422e-05	5.085613421883414e-05	0.0030463605702285594	5.804603244629148e-05
16	0.0018305048641994043	0.02206037189773194	0.9622222685430442	0.962125459025913	0.002075716799203249	0.024771685106342665	0.0001654925129283096	0.016556856520778047	4.850043886896659e-05	0.0001777521620108857	9.404038907612326e-05	5.136012032871727e-05	0.002889383681737052	5.513403686280057e-05
17	0.0017870677455292885	0.021995190367906283	0.9620657142975513	0.9619631867313445	0.002026412961212552	0.024710736244793047	0.00016153123640557176	0.0169250624023045	4.710910711013739e-05	0.00018313362354725645	8.885301473932238e-05	5.183599675253713e-05	0.002743925607114913	5.242902443541554e-05
18	0.001748401235326844	0.021930291275569086	0.9619200897625675	0.9618125959540784	0.00198251562508912	0.024649483715323783	0.00015810813320624203	0.01726639622459535	4.5823335938173484e-05	0.00018789765079205715	8.426579090254033e-05	5.2268421351114496e-05	0.0026087039265955737	4.9927798776185276e-05
19	0.0017139702313947965	0.02186622175834662	0.9617842650175153	0.9616723274764328	0.0019434299538289657	0.02458799386964228	0.000155133886353203	0.017583337851089058	4.4632405418246584e-05	0.00019263577063273994	8.018696465173529e-05	5.2684939103284136e-05	0.0024826284717451366	4.758316592468312e-05
20	0.0016833189954647435	0.021802423960222216	0.9616572188120428	0.9615413281205688	0.001908638298558587	0.024526337554947382	0.00015253780692127243	0.01787906005000543	4.3526857145164893e-05	0.00019678095828852622	7.654352824359e-05	5.3059043217687704e-05	0.002364762860782643	4.5409565462460715e-05
21	0.0016560587788396802	0.021739475498839613	0.9615381066636108	0.9614187435392331	0.0018776916473766292	0.024464628769946522	0.00015026260989532204	0.018155108888342337	4.2498457877462046e-05	0.00020102751042584585	7.327450971816209e-05	5.342887978998898e-05	0.002254299089250863	4.3353081144973156e-05
22	0.0016318469514080417	0.02167672913856839	0.9614261972791077	0.9613036717019412	0.00185020731776928	0.024402897536754217	0.00014825995220486	0.01841410926985128	4.153990616360959e-05	0.0002046743753168272	7.032702102342525e-05	5.375437157736633e-05	0.002150540736262449	4.144615483845051e-05
23	0.0016103874924133655	0.021614905398578365	0.9613208284146809	0.9611954849232843	0.0018258475610086822	0.02434121315087448	0.0001464905269971573	0.018656917243408896	4.064477994058403e-05	0.00020853884518127352	6.766100631804673e-05	5.408728826816839e-05	0.002052876250592548	3.962370566201462e-05
24	0.0015914224556480257	0.02155320824660813	0.961221437640862	0.961093540347399	0.0018043168460451663	0.024279618554246856	0.00014492160910141807	0.01888582925134575	3.980732775366439e-05	0.0002117739885271764	6.523811362044616e-05	5.437104897051093e-05	0.001960775291074664	3.793819012117028e-05
25	0.0015747203086476844	0.02149087147570049	0.9611270601447213	0.9609957718858693	0.0017853525328369038	0.02421728468446627	0.00014352785581508415	0.019103728849963614	3.902034504699176e-05	0.0002127192653409936	6.302446666327057e-05	5.463473229413422e-05	0.0018737871397264654	3.636858469563778e-05
26	0.0015600835727167018	0.021431174850033746	0.9610374885733848	0.9609046479616942	0.0017687261824189606	0.024155413618584178	0.00014228366817635278	0.019307195670547242	3.827979023903809e-05	0.00021596136475868048	6.100549453448538e-05	5.492640153654314e-05	0.001791484331848761	3.482334536256956e-05
27	0.0015473291639427611	0.021371406696333608	0.960953352162932	0.9608198848517935	0.0017542445701435136	0.024094870064825174	0.0001411675923677796	0.0194991542891245	3.7583994281166625e-05	0.00021959850231290798	5.915490444376565e-05	5.517792218121312e-05	0.0017134843189386044	3.337611913870661e-05
28	0.0015363005763893423	0.021312400530976394	0.9608739199571272	0.9607383759929675	0.0017417227541817774	0.024034478740554747	0.00014016506139282307	0.019680790045761322	3.692968436005199e-05	0.00022331945949451485	5.745258357660032e-05	5.544110376590446e-05	0.0016394561884126569	3.1979069981520606e-05
29	0.0015268611641573897	0.021253775645398994	0.9607982533125793	0.9606608922120446	0.0017310002033388396	0.02397413391430865	0.00013926040416039863	0.0198534398756529	3.63134285539836e-05	0.00022655458171321225	5.587708054880671e-05	5.566126160175074e-05	0.001569119077478853	3.068474554888595e-05
30	0.0015188805240771478	0.02119558563175726	0.9607261752782168	0.9605872273926748	0.001721936187550102	0.02391396148041253	0.00013843986190832379	0.02001758897402944	3.57317073595666e-05	0.00022948242504448538	5.4414722745611376e-05	5.5884456281854146e-05	0.0015022245838497	2.944834281059885e-05
31	0.0015122468842339836	0.021137878341140445	0.9606574870058453	0.9605171035468897	0.001714399033552018	0.023854024440397206	0.00013769529523591462	0.020173759293222623	3.518152377000119e-05	0.0002322034796883618	5.305883044611621e-05	5.6092689019381695e-05	0.0014385360887725661	2.8271108136760692e-05
