time	a1	a2	a3	x1	x2	x3
11.0.	3.6061740241179656e-07	7.454614508020013e-05	2765605868644439.5	2.953860141612291	8.293242055857412	9.835885044402533
11.0.5.0	1.809870598751936e-07	1.328726099042105e-05	3003119344428737.0	2.578021916296481	6.484103059585781	9.89981229357965
12.0.	9.867660955175362e-08	3.288867665817962e-06	3220062849030958.5	2.286173976167829	5.034945225864827	9.938992588293939
12.0.5.0	5.74228782653267e-08	1.0740555056800248e-06	3426082839534460.5	2.053359268527889	4.057943948448901	9.962908096911681
13.0.	3.5219722981149396e-08	4.271306953004953e-07	3628140190690047.0	1.863461311645048	3.385492368575392	9.977469741727118
13.0.5.0	2.255698267496557e-08	1.9555823542586491e-07	3831110165425329.0	1.705681615766014	2.90061148153332	9.986322582488164
14.0.	1.4980033606604703e-08	9.938489865935726e-08	4038390284528887.0	1.5725392934801592	2.536061773300743	9.99169975995627
14.0.5.0	1.025915578201395e-08	5.4718082924399534e-08	4252382354313559.5	1.458698057981676	2.2525167806279818	9.99496400517234
15.0.	7.214470991119531e-09	3.209199456072462e-08	4474838370642215.0	1.360253471025528	2.025869757655018	9.99694490929832
15.0.5.0	5.191413875555878e-09	1.980947118561542e-08	4707096723965002.0	1.2742848875262531	1.840635858473794	9.998146771029393
16.0.	3.8117704672096615e-09	1.275491654044745e-08	4950239300016628.0	1.198564936722712	1.686450775850413	9.9988758778079
16.0.5.0	2.8491325522985302e-09	8.5086569404469e-09	5205194543008068.0	1.13136583929297	1.55612913868258	9.999318155247073
17.0.	2.163689648079485e-09	5.8496565035142975e-09	5472804670393950.0	1.071327040328329	1.444537865439164	9.999586429144752
17.0.5.0	1.6666996990244752e-09	4.12732932312947e-09	5753869507115605.0	1.017362716286928	1.347914598878842	9.999749152507093
18.0.	1.300437711997172e-09	2.9786118292261283e-09	6049175228463305.0	0.9685958477052181	1.263439873970082	9.999847851798513
18.0.5.0	1.0265199819518811e-09	2.1926469592581422e-09	6359513430526228.0	0.9243103800959511	1.188959686470124	9.999907716895844
19.0.	8.189123237520565e-10	1.6426444754202671e-09	6685694036332257.0	0.8839159456977961	1.122800373823885	9.999944027263094
19.0.5.0	6.596363005761112e-10	1.2499997016244511e-09	7028554296146996.0	0.8469214648235761	1.063641937076169	9.999966050743206
20.0.	5.360714535014098e-10	9.646443597112903e-10	7388965331585284.0	0.812915127171225	1.010429393494109	9.999979408706775
20.0.5.0	4.3922472603210434e-10	7.539075269609975e-10	7767837152842495.0	0.781549025547668	0.9623094931464511	9.999987510738856
21.0.	3.6259906127446294e-10	5.960034504487585e-10	8166122744860079.0	0.7525272285947141	0.918584727770208	9.999992424876258
21.0.5.0	3.014407325827161e-10	4.761178294029439e-10	8584821604991909.0	0.7255964274764001	0.8786793645240341	9.999995405453696
22.0.	2.5223053802546274e-10	3.839965106474361e-10	9024982978610848.0	0.7005385313483331	0.84211399258152	9.999997213266212
22.0.5.0	2.1233471666588141e-10	3.1242599318366525e-10	9487708952307630.0	0.6771647540363811	0.80848619483658	9.999998309760281
23.0.	1.797621390926585e-10	2.562560703369034e-10	9974157509082994.0	0.655310853084144	0.7774556923544571	9.999998974817691
23.0.5.0	1.5299325134748022e-10	2.11759282829629e-10	1.04855456148191e+16	0.634833267510978	0.7487327994245461	9.999999378195456
24.0.	1.3085812822492411e-10	1.7620382606399294e-10	1.102315238305976e+16	0.615605962461168	0.72206935963703	9.999999622856459
24.0.5.0	1.124485669985332e-10	1.4756423047224191e-10	1.158832235108066e+16	0.597517834313089	0.6972515626635131	9.999999771250868
25.0.	9.705405791158492e-11	1.243224792163292e-10	1.218246889142589e+16	0.580470563475604	0.67409420181946	9.999999861256631
25.0.5.0	8.411468948432087e-11	1.0532942441930031e-10	1.280707777763368e+16	0.564376827299861	0.6524360462487101	9.99999991584789
26.0.	7.318619093280896e-11	8.970699335955238e-11	1.3463710919566632e+16	0.54915880457436	0.6321360832857741	9.999999948959161
26.0.5.0	6.39137589670198e-11	7.67783619346607e-11	1.4154010281830552e+16	0.5347469175784321	0.6130704459415901	9.999999969042172
27.0.	5.6012301450092784e-11	6.601754613475121e-11	1.487970199772239e+16	0.521078768811655	0.5951298840986471	9.999999981223132
27.0.5.0	4.925140957649132e-11	5.701263503029983e-11	1.5642600690679252e+16	0.50809823813938	0.5782176703980071	9.999999988611254
28.0.	4.344384332840485e-11	4.94387133048866e-11	1.644461401510832e+16	0.49575471281488404	0.562247856082281	9.999999993092377
28.0.5.0	3.843664777475193e-11	4.303773780147064e-11	1.7287747428637412e+16	0.484002428111773	0.547143810421795	9.999999995810317
29.0.	3.4104254081104126e-11	3.7603453645258646e-11	1.817410920815602e+16	0.47279990046421905	0.53283699135632	9.999999997458827
29.0.5.0	3.03430883680922e-11	3.296999620492317e-11	1.910591572246802e+16	0.462109438320696	0.519265905751222	9.999999998458701
30.0.	2.706733382795075e-11	2.900321224970926e-11	2.0085496974917852e+16	0.45189671856019403	0.506375226005914	9.999999999065157
30.0.5.0	2.4205580537461912e-11	2.5594003671792737e-11	2.111530242996319e+16	0.44213041844349504	0.494115036257171	9.999999999432987
31.0.	2.1698162722876248e-11	2.265318733353754e-11	2.219790713833549e+16	0.432781894787207	0.48244018652783205	9.99999999965609
31.0.5.0	1.949503150038089e-11	2.010749980649065e-11	2.333601817615061e+16	0.423824903440258	0.471309737208063	9.99999999979141
32.0.	1.755404703170717e-11	1.789647273505185e-11	2.453248141410005e+16	0.415235353277685	0.46068647946561303	9.999999999873483
32.0.5.0	1.5839600935654298e-11	1.596997467856764e-11	2.579028863366798e+16	0.40699108985651006	0.45053651974761805	9.999999999923263
33.0.	1.4321500072814829e-11	1.428626639648659e-11	2.711258500818026e+16	0.39907170464352903	0.44082891859955203	9.999999999953456
33.0.5.0	1.297405819619805e-11	1.2810454076932908e-11	2.850267696739955e+16	0.39145836635694903	0.43153537569409905	9.999999999971768
34.0.	1.177535368704053e-11	1.1513252774065199e-11	2.996404046533697e+16	0.38413367148806604	0.42262995431673506	9.999999999982878
34.0.5.0	1.070662058832831e-11	1.0369992998147319e-11	3.150032967195727e+16	0.37708151150572	0.41408883965957405	9.999999999989614
35.0.	9.751747082364263e-12	9.359818904307856e-12	3.311538611051324e+16	0.37028695461104605	0.40589012618063003	9.9999999999937
35.0.5.0	8.896860931989584e-12	8.465038220160032e-12	3.481324826335867e+16	0.36373614021597	0.39801363003105306	9.999999999996177
36.0.	8.129985589546445e-12	7.670592927233598e-12	3.659816167026024e+16	0.357416184576327	0.39044072316910605	9.999999999997684
36.0.5.0	7.440753951741742e-12	6.963626484969258e-12	3.847458954445997e+16	0.351315096227773	0.383154186290995	9.999999999998593
37.0.	6.820169312007394e-12	6.3331285848137876e-12	4.044722393303416e+16	0.345421700056722	0.376138078134634	9.999999999999146
37.0.5.0	6.2604050935359745e-12	5.7696424330336325e-12	4.2520997449455624e+16	0.339725568994857	0.369377619068573	9.999999999999483
38.0.	5.754636556792138e-12	5.265022671358387e-12	4.470109560769703e+16	0.334216962458916	0.362859087177105	9.999999999999687
38.0.5.0	5.296898957383612e-12	4.812234468448074e-12	4.699296978871722e+16	0.328886770771225	0.356569725304122	9.99999999999981
39.0.	4.881967654766508e-12	4.405186212920988e-12	4.940235087175325e+16	0.32372646489393203	0.350497657730721	9.999999999999883
39.0.5.0	4.505256494179111e-12	4.038589731203742e-12	5.193526356450362e+16	0.318728050893523	0.34463181534152504	9.999999999999929
40.0.	4.162731445967472e-12	3.707843132433263e-12	5.459804146803563e+16	0.31388402862435505	0.338961868287648	9.999999999999956
40.0.5.0	3.850837021178714e-12	3.4089323178344936e-12	5.739734291408741e+16	0.309187354182054	0.333478165284532	9.999999999999973
41.0.	3.566433415839353e-12	3.1383479368424672e-12	6.034016761436512e+16	0.30463140573151803	0.32817167879428905	9.999999999999984
41.0.5.0	3.306742689015306e-12	2.893015167795653e-12	6.3433874163468504e+16	0.30020995236089104	0.32303395543761604	9.999999999999988
42.0.	3.069302567578198e-12	2.6702341790283526e-12	6.6686198439210184e+16	0.29591712565343803	0.31805707106234304	9.999999999999988
42.0.5.0	2.851926706236021e-12	2.4676295112379047e-12	7.010527294633958e+16	0.291747393704611	0.31323358996632905	9.999999999999988
43.0.	2.65267042487665e-12	2.283106933274635e-12	7.369964715204091e+16	0.287695537342381	0.308556527833364	9.999999999999988
43.0.5.0	2.4698011046231493e-12	2.114816575993411e-12	7.74783088640544e+16	0.283756628335929	0.304019317993561	9.999999999999988
44.0.	2.301772555609697e-12	1.9611213542971318e-12	8.145070670487701e+16	0.279926009401383	0.29961578066544503	9.999999999999988
44.0.5.0	2.147202778485535e-12	1.820569855278477e-12	8.562677373824053e+16	0.276199275834061	0.29534009487681	9.999999999999988
45.0.	2.004854632170284e-12	1.691873007776814e-12	9.001695230694443e+16	0.272572258614911	0.29118677279604005	9.999999999999988
45.0.5.0	1.87361899574709e-12	1.5738839615467598e-12	9.463222014415245e+16	0.26904100885494103	0.28715063623589604	9.999999999999988
46.0.	1.75250007528711e-12	1.46558069723514e-12	9.948411782344328e+16	0.265601783455618	0.283226795118235	9.99999999999999
46.0.5.0	1.6406025590379852e-12	1.3660509652020939e-12	1.045847776162556e+17	0.26225103187575505	0.27941062771136405	9.999999999999991
47.0.	1.5371203685623631e-12	1.274479214884059e-12	1.099469538288868e+17	0.25898538390657	0.27569776247209105	9.999999999999991
47.0.5.0	1.441326790534664e-12	1.190135229281821e-12	1.1558405469490109e+17	0.255801638366405	0.272084061342498	9.999999999999991
48.0.	1.352565805186138e-12	1.112364223204957e-12	1.215101759026983e+17	0.25269675263540003	0.268565604367252	9.999999999999991
48.0.5.0	1.270244453807022e-12	1.040578200684003e-12	1.277401358420767e+17	0.24966783295821102	0.26513867551124604	9.999999999999991
49.0.	1.193826110074705e-12	9.742483977488418e-13	1.3428951265792598e+17	0.246712125449799	0.26179974956969504	9.999999999999991
49.0.5.0	1.122824538941523e-12	9.1289866260402e-13	1.411746832037037e+17	0.24382700774553	0.258545480073754	9.999999999999991
50.0.	1.056798642942334e-12	8.560996469658972e-13	1.48412863992318e+17	0.24100998124240702	0.255372688104473	9.999999999999991
