	Ib	It	Iv	Sb	St	Sv
22	92389.90223458305	56296.74213316566	459406.47808631783	2554304.9005239634	2488929.3251002734	15690949.501738109
23	95535.20758932253	57600.10852631345	473355.700128521	2551638.1996572902	2491216.56667625	15697970.708682012
24	98759.16875651291	58947.92194353434	487704.03253768187	2548865.389032348	2493440.4809443755	15704429.421701562
25	102063.78750154265	60341.29437417423	502462.006802604	2545983.866824176	2495599.6243188507	15710312.115941912
26	105451.09760890732	61781.364271213155	517640.3695401784	2542990.9837765032	2497692.518147342	15715604.96977403
27	108923.1645150177	63269.29680764429	533250.083204229	2539884.043343203	2499717.648258865	15720293.862519745
28	112482.08482568683	64806.28412493541	549302.3265011879	2536660.301936635	2501673.464505968	15724364.37237627
29	116129.98573190307	66393.5455632966	565808.4944815959	2533316.9692783165	2503558.380318158	15727801.774627367
30	119869.024375458	68032.32783872477	582780.1982116948	2529851.208830984	2505370.772329393	15730591.040456194
31	123701.38712893099	69723.90519994509	600229.2641410505	2526260.1383197	2507108.9800231224	15732716.836054841
32	127629.28877082812	71469.5795701107	618167.7331528137	2522540.8303553043	2508771.3053843984	15734163.522000358
33	131654.9715476512	73270.68066762957	636607.8592460844	2518690.3131714156	2510356.0125659276	15734915.152961116
34	135780.70412835674	75128.56609283567	655562.1077842716	2514705.57147949	2511861.3275890765	15734955.477863839
35	140008.78045148365	77044.62137550394	675043.153280217	2510583.5474450784	2513285.438087437	15734267.94057241
36	144341.51845811872	79020.25998380312	695063.8767060363	2506321.1417906675	2514626.4930909695	15732835.681079872
37	148781.2587009514	81056.92329573017	715637.362312049	2501915.2150327656	2515882.602847458	15730641.537212582
38	153330.3628220196	83156.08053079626	736776.8939251603	2497362.588861137	2517051.8386832904	15727668.046876306
39	157991.21189429992	85319.2286377168	758495.9506907298	2492660.047667287	2518132.2329090475	15723897.450891906
40	162766.20462263766	87547.89213409211	780808.2022239483	2487804.340228779	2519121.7787750936	15719311.696465913
41	167657.75539833665	89843.62289517547	803727.5031405839	2482792.181556202	2520018.430480521	15713892.441331103
42	172668.29220770384	92207.99989168053	827267.8869667365	2477620.2549023973	2520820.103235393	15707621.058556926
43	177800.254362323	94642.62886474612	851443.5592865739	2472285.213970076	2521524.6733888285	15700478.642183252
44	183056.0900746882	97149.1419449533	876268.8902194132	2466783.6852922766	2522129.9786160635	15692446.013582101
45	188438.25387083465	99729.19721099093	901758.4061813084	2461112.270795829	2522633.818169586	15683503.728600234
46	193949.2038227168	102384.47818042454	927926.7808478472	2455267.550567817	2523033.953202673	15673632.085576452
47	199591.3985920618	105116.69322826907	954788.8252736831	2449246.08583496	2523328.1071701692	15662811.134284923
48	205367.29428490883	107927.57493158802	982359.4771556773	2443044.422157583	2523513.9663087376	15651020.685822336
49	211279.34111467292	110818.87933762129	1010653.789219131	2436659.092841489	2523589.1801996455	15638240.323465392
50	217329.9798674172	113792.38515130096	1039686.9166875839	2430086.622575786	2523551.362418918	15624449.414545968
51	223521.63816215022	116849.89283761712	1069474.103792334	2423323.531305704	2523398.0912801083	15609627.123396207
52	229856.72650096068	119993.2236348997	1100030.6692857768	2416366.33834727	2523126.91067432	15593752.425407289
53	236337.6341054413	123224.2184755037	1131371.9909286846	2409211.566748968	2522735.331011707	15576804.122239519
54	242966.72453597083	126544.73681024354	1163513.488920832	2401855.7479054667	2522220.8302688603	15558760.85822254
55	249746.33109011798	129956.65533264815	1196470.6082419674	2394295.426428923	2521580.8551468127	15539601.13798737
56	256678.75197674637	133461.866599068	1230258.7998705204	2386527.1652830862	2520812.822344462	15519303.345371854
57	263766.24526326463	137062.27754081096	1264893.5008501376	2378547.5511845523	2519914.1199520864	15497845.763638556
58	271011.02359432075	140759.80786460906	1300390.1131766855	2370353.2002746416	2518882.108969533	15475206.597041696
59	278415.2486808872	144556.38833776108	1336763.9814799451	2361940.7640647613	2517714.1249536434	15451363.993778376
60	285981.0255593227	148453.95895434215	1374030.3694758292	2353306.9356574737	2516407.47979947	15426296.070358021
61	293710.3966207982	152454.46697897455	1412204.4351672677	2344448.456244699	2514959.463659754	15399980.93742176
62	301605.33541350014	156559.8648649568	1451301.2047777271	2335362.1218824317	2513367.3470068695	15372396.727037774
63	309667.7402159648	160772.1080430448	1491335.545391225	2326044.790545389	2511628.3828419466	15343521.621508947
64	317899.42738967383	165093.15257850912	1532322.1362988625	2316493.3894552207	2509739.809054604	15313333.883702964
65	326302.12451504014	169524.95269365146	1574275.439042362	2306704.922679847	2507698.850937167	15281811.888924727
66	334877.46331465704	174069.45815302103	1617209.6661453755	2296676.4790017176	2505502.723857214	15248934.158350574
67	343626.9723705167	178728.61150904285	1661138.7485318347	2286405.240049882	2503148.636091835	15214679.394035382
68	352552.0696444972	183504.3452062436	1706076.3016386994	2275888.488688138	2500633.7918265443	15179026.5154955
69	361654.05481256	188398.57854257667	1752035.5902350384	2265123.6176502598	2497955.3943214654	15141954.697865754
70	370934.10142387997	193413.2144866481	1799029.4919632047	2254108.138412457	2495110.649247124	15103443.411624815
71	380393.24889756105	198550.13635004364	1847070.4596235538	2242839.690291671	2492096.7681917935	15063472.46387735
72	390032.3943715683	203811.2043144579	1896170.4822314926	2231316.0497562257	2488910.972341835	15022022.041173793
73	399852.2844204477	209198.2518138549	1946341.0448831413	2219535.1399332746	2485550.4963359437	14979072.753840847
74	409853.50666012784	214713.08177242323	1997593.0874730693	2207495.040295629	2482012.5922936737	14934605.68178821
75	420036.4812598063	220357.46269965853	2049936.9623149934	2195193.99650866	2478294.534018038	14888602.421749266
76	430401.4523827815	226133.12464452127	2103382.390724335	2182630.4304159596	2474393.6213713367	14841045.135904938
77	440948.4795800654	232041.75501128714	2157938.4186301604	2169802.950140257	2470307.1848226897	14791916.601830756
78	451677.429162598	238084.9942404127	2213613.3712929124	2156710.3602739125	2466032.590165003	14741200.263697702
79	462587.9655798239	244264.43135847678	2270414.8072134047	2143351.672131141	2461567.243398347	14688880.284647632
80	473679.5428343386	250581.59940203515	2328349.471327898	2129726.114031931	2456908.5957758846	14634941.600253968
81	484951.3959642532	257037.97072103582	2387423.2475936515	2115833.141585436	2452054.1490076557	14579369.972967941
82	496402.5326268649	263634.95216829353	2447641.1110792127	2101672.4479384036	2447001.4606166002	14522152.047439901
83	508031.7248191091	270373.8801823993	2509007.0796836475	2087243.9739520268	2441748.149440278	14463275.406594219
84	519837.500772093	277256.01577235083	2571524.1656189933	2072547.9182685032	2436291.9012707653	14402728.628325228
85	531818.137058749	284282.53941311856	2635194.3268002407	2057584.7472265018	2430630.474624202	14340501.342670381
86	543971.6509553014	291454.5458623205	2700018.4182972275	2042355.204582786	2424761.7066304213	14276584.289305571
87	556295.7930987729	298773.0389091475	2765996.144012749	2026860.3209953483	2418683.5190320387	14210969.37519625
88	568788.0404841533	306238.92606766487	2833126.008760934	2011101.4232216785	2412393.9242812996	14143649.732226867
89	581445.589846094	313853.01322761015	2901405.2709294413	1995080.1429841763	2405891.031721875	14074619.774620187
90	594265.351471036	321615.9992767914	2970829.895918111	1978798.425453312	2399173.053841707	14003875.255947378
91	607243.9434865385	329528.47071018186	3041394.510555415	1962258.537297898	2392238.31258188	13931413.325519467
92	620377.6866751927	337590.89624177734	3113092.3587021627	1945463.0742508378	2385085.2456854144	13857232.583940929
93	633662.5998608766	345803.6214362348	3185915.2582593826	1928414.9681379625	2377712.4130687644	13781333.137597013
94	647094.3959152146	354166.8633782385	3259853.5598040675	1911117.493317067	2370118.503197752	13703716.651837774
95	660668.4784319015	362680.7053984243	3334896.1070822924	1893574.272474081	2362302.3394486182	13624386.402614167
96	674379.939116054	371345.09187554044	3411030.19959417	1875789.2817234236	2354262.8864338757	13543347.326314686
97	688223.5559349025	380159.8231353105	3488241.557508915	1857766.8549600653	2345999.256271685	13460606.067545304
98	702193.792074956	389124.5504671934	3566514.289150999	1839511.6874116347	2337510.714776589	13376171.024590814
99	716284.7957492009	398238.77128088585	3645830.8612997048	1821028.8383401292	2328796.6875486006	13290052.39229238
100	730490.4008959671	407501.8244249885	3726172.072544481	1802323.7328443716	2319856.7659368888	13202262.202074071
