time	Ln_	NRLn	NRn	RE	REL
12.0.299999999999999.0	0.0030505856889	1.117019325137459	366.9312203349542	1.748239660094609	1.9517603399053862
12.0.6.0	0.0031127532869630005	1.139776302290708	366.8898490948166	1.729625397110238	1.9703746028897582
12.0.9.0	0.003173507720327	1.162012230299571	366.849804023184	1.7118162534863561	1.98818374651364
13.0.2.0	0.003232837871287	1.183723330307552	366.8110544571314	1.69477778744161	2.005222212558386
13.0.5.0	0.003290736599128	1.204907269554937	366.7735695409608	1.6784768105183732	2.021523189481623
13.0.799999999999999.0	0.003347200493287	1.22556307035565	366.73731830919786	1.6628813795560382	2.037118620443957
14.0.1.0	0.0034022296244730003	1.245691018469103	366.702269764227	1.647960782698645	2.052039217301349
14.0.399999999999999.0	0.0034558272963050004	1.265292571788521	366.668392948554	1.633685520344994	2.066314479655
14.0.7.0	0.0035079997996440002	1.284370270139049	366.6356570117306	1.6200272818720811	2.079972718127913
15.0.	0.0035587561715040004	1.302927646857946	366.60403127202477	1.606958918885129	2.093041081114866
15.0.299999999999999.0	0.003608107960081	1.3209691427164492	366.57348527295267	1.594454415671442	2.10554558432855
15.0.6.0	0.0036560689971950004	1.338500022639374	366.54398883482037	1.582488857462021	2.117511142537972
15.0.899999999999999.0	0.00370265517914	1.355526295584394	366.5155121014487	1.571038397035249	2.128961602964746
16.0.2.0	0.0037478842567550004	1.37205463785858	366.48802558227106	1.5600802201317139	2.13991977986828
16.0.5.0	0.0037917756352570005	1.388092320074662	366.461500190012	1.5495925100886772	2.150407489911315
16.0.8.0	0.0038343501842800004	1.40364713788359	366.4359072741615	1.539554412047052	2.16044558795294
17.0.099999999999998.0	0.0038756300583080005	1.418727346562624	366.4112186504685	1.5299459970331282	2.1700540029668662
17.0.4.0	0.003915638527655	1.433341599488869	366.3874066266806	1.520748226171464	2.17925177382853
17.0.7.0	0.003954399819931001	1.447498890486309	366.36444402475604	1.511942915244312	2.188057084755681
18.0.	0.003991938971924	1.4612084999992732	366.34230419977507	1.5035126997763082	2.196487300223686
18.0.3.0	0.004028281691671001	1.4744799450162231	366.3209610557727	1.4954410007908001	2.204558999209193
18.0.599999999999998.0	0.0040634542304890005	1.487322932644247	366.30038905870964	1.487711991355635	2.212288008644357
18.0.9.0	0.004097483264626001	1.499747317215912	366.28056324679375	1.480310564011313	2.219689435988679
19.0.2.0	0.004130395786211	1.511763060795679	366.2614592383554	1.473222299152751	2.226777700847242
19.0.5.0	0.0041622190030900005	1.5233801969423961	366.24305323747313	1.466433434417179	2.233566565582815
19.0.8.0	0.004192980247163	1.534608797576798	366.2253220375362	1.459930835114628	2.2400691648853672
20.0.099999999999998.0	0.004222706890801	1.5454589427982461	366.208243022924	1.45370196572379	2.246298034276205
20.0.4.0	0.004251426270907	1.555940693492453	366.19179416897043	1.447734862464431	2.252265137535563
20.0.7.0	0.004279165620199	1.566064066571492	366.1759540403748	1.442018106947829	2.257981893052164
21.0.	0.004305952005288	1.5758390126885522	366.16070178820854	1.4365408008986211	2.263459199101373
21.0.3.0	0.0043318122711310005	1.585275396272368	366.14601714566095	1.431292541934771	2.268707458065223
21.0.599999999999998.0	0.004356772991446	1.594382977729871	366.1318804226556	1.426263400386994	2.273736599613
21.0.9.0	0.004380860424682	1.603171397669999	366.1182724994632	1.421443897134604	2.278556102865391
22.0.2.0	0.004404100475175	1.611650163006702	366.1051748194233	1.416824982431387	2.283175017568606
22.0.5.0	0.004426518659099	1.619828634804789	366.09256938088635	1.4123980156924851	2.287601984307508
22.0.8.0	0.004448140074865	1.627716017738136	366.0804387284718	1.408154746211347	2.291845253788646
23.0.099999999999998.0	0.004468989377632	1.635321351036004	366.06876594373716	1.404087294774504	2.295912705225491
23.0.4.0	0.004489090757599	1.6426535007994492	366.05753463534035	1.4001881361410191	2.299811863858977
23.0.7.0	0.004508467921774	1.649721153576162	366.04672892877574	1.396450082353072	2.303549917646922
24.0.	0.004527144078934	1.656532811088385	366.0363334557544	1.392866266844003	2.307133733155991
24.0.3.0	0.004545141927506001	1.66309678601473	366.0263333432944	1.389430129310326	2.310569870689668
24.0.599999999999998.0	0.004562483646107	1.669421198732865	366.0167142025806	1.386135401314641	2.313864598685351
24.0.9.0	0.004579190886507	1.675513974935913	366.0074621176498	1.382976092586956	2.317023907413038
25.0.2.0	0.004595284768795001	1.681382844041142	365.9985636339503	1.37994647799266	2.320053522007336
25.0.5.0	0.0046107858785290005	1.687035338315054	365.99000574682003	1.377041085136272	2.322958914863724
25.0.8.0	0.0046257142656870006	1.69247879264422	365.98177588992553	1.374254682570986	2.32574531742901
26.0.099999999999998.0	0.004640089445234001	1.6977203448862892	365.97386192369754	1.371582268585065	2.3284177314149312
26.0.4.0	0.0046539303991310005	1.702766936740361	365.9662521237956	1.3690190605371741	2.330980939462822
26.0.7.0	0.00466725557964	1.7076253150804659	365.95893516963207	1.366560484713806	2.33343951528619
27.0.	0.004680082913781	1.7123020337002002	365.95190013298156	1.3642021666830502	2.335797833316946
27.0.3.0	0.004692429808800001	1.716803455420597	365.94513646669805	1.361939922120021	2.338060077879975
27.0.599999999999998.0	0.004704313158532001	1.72113575451715	365.9386339935617	1.359769748080377	2.34023025191962
27.0.9.0	0.004715749350554001	1.725304919425462	365.93238289527244	1.3576878146993692	2.342312185300628
28.0.2.0	0.00472675427401	1.729316755688365	365.9263737016052	1.355690457294973	2.344309542705024
28.0.5.0	0.004737343328023	1.733176889110482	365.92059727974276	1.353774168854599	2.346225831145399
28.0.799999999999997.0	0.004747531430611	1.7368907690891242	365.9150448237955	1.351935592885921	2.348064407114077
29.0.099999999999998.0	0.004757333028019	1.740463672093162	365.9097078445188	1.350171516613298	2.349828483386699
29.0.4.0	0.004766762104401001	1.7439007052640352	365.9045781592368	1.3484788645021761	2.351521135497822
29.0.7.0	0.004775832191789	1.7472068101154181	365.89964788197807	1.346854692094762	2.353145307905235
30.0.	0.004784556380282	1.750386766310256	365.8949094138296	1.345296180141114	2.354703819858883
