[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[Xa_Va_l]	[V_Xa_l]	[IIa_f]	[V_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[APC_PS_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[LIPID]	[alpha2M_l]	[alpha2M_IIa_l]	[alpha2M_Xa_l]
1174.5	0.0	0.0	0.0	1.75	0.0	0.0	0.0	7.6	0.0	0.1	0.0	142.85	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	66.0	0.0	0.0182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3	4721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	170000.0	364.0	0.0	0.0
927.7792183178055	246.72078168219437	3.04342538907307e-36	3.3131583084020536e-33	0.10887429368471559	1.6411257063151232	2.2545013581946427e-20	3.696495912291165e-17	0.5187827223336745	7.081198386909033	0.006318048112304988	0.09365700648903585	83.69493631005876	59.15506231993134	2.781719850752287e-12	1.5660250806753615e-10	6.9809658631237096e-43	1.1985317939741439e-40	7.292076530597057	108.70792346940296	1.1249525078830496e-69	5.87229290189328e-66	12.013621950753446	53.986378049246554	0.018156163844313285	2.3575548589493934e-05	1.8890757005525543e-05	1.349554838668565e-06	2.0295253033056763e-08	6.104605493209744e-19	1.6098694267131435e-29	1.6071296971426394e-13	7.519892171476061e-34	2.62837025643258e-37	8.064058604825529e-31	2.1658738748470657e-32	2.3817275724945407e-42	12.3	4721.0	5.288839021316111e-38	3.084705688047985e-15	3.0670338891159233e-24	1.1533817703890326e-62	1.7019671692875316e-16	2.618585387834322e-13	1.1560603181935996e-36	1.0	1.6209757137408337e-36	1.7588449830459712e-38	2.029840586441702e-40	122261.38281733487	364.0	1.4926123703838646e-39	7.987645114510798e-18
776.9117224693877	397.58827753061246	5.486332353351787e-31	2.997599622943527e-28	0.01561423333937043	1.7343857666501497	5.789689995342422e-18	5.268602804021683e-15	0.13495810243973244	7.464996378674574	0.0010336918302707972	0.09890610740412292	58.008019201394454	84.84197315245396	1.4685747340036372e-10	4.3605913425289954e-09	1.2387568524236584e-36	1.063013988269132e-34	1.1452462824662262	114.85475371753385	3.1185155214742457e-60	7.995455766392578e-57	11.559492719011654	54.440507280988335	0.018094280361734476	5.255914793861056e-05	4.551887017776993e-05	7.384008648205283e-06	2.57611500896451e-07	7.090504759499647e-17	1.2762568912564815e-25	1.0474313583916804e-11	6.791790653480323e-29	5.434699033859142e-32	1.7901972128782654e-26	8.89316292845348e-28	4.8632624803770374e-36	12.299999999999654	4721.0	1.044708455517775e-32	3.5298700681144155e-13	1.700316916077794e-21	7.279582144566556e-54	1.9475874194084446e-14	1.303527198646835e-11	2.389809163077261e-31	1.0	3.1589592094231135e-31	7.394126496124915e-33	7.972764584733093e-35	103897.60867000163	364.0	2.9483687400309934e-34	9.14038614636309e-16
673.4441110581787	501.0558889418212	3.665710559714673e-28	1.3509699570061665e-25	0.006727970075147609	1.7432720298274673	1.1733559879998095e-16	7.775011538992704e-14	0.10750982862256044	7.4924176239788	0.0005494596124401138	0.09935450981263352	45.07568940576024	97.77429362162542	1.2136514222471275e-09	2.524564494171004e-08	3.0992439551274715e-33	1.7890139381520759e-31	0.5746987298006585	115.4253012701994	4.6358827703226264e-55	7.933068780613542e-52	12.684100955465002	53.315899044535	0.018031422122214775	7.908464774916881e-05	7.254727308448913e-05	1.6015122949236792e-05	9.308340015141032e-07	8.441101806780263e-16	1.597825492667006e-23	9.730696433020453e-11	3.054643085891036e-26	3.875495204024643e-29	3.670299736479762e-24	2.485297834942748e-25	1.3073595157876425e-32	12.299999999995356	4721.0	7.538351889323093e-30	4.651241545695052e-12	5.335971591858441e-20	4.565761925310127e-49	2.5663033985085324e-13	9.578020229359229e-11	1.7040262618768207e-28	1.0	2.249324144933162e-28	8.052185167194018e-30	8.525827151846473e-32	92309.33874087334	364.0	2.127468284998065e-31	1.2044134089866258e-14
598.8994650418731	575.6005349581259	2.773276664146329e-26	7.788697972342507e-24	0.005972585105211338	1.744027414464284	8.915585324889237e-16	4.77895050434576e-13	0.11262932795982813	7.48727117558563	0.0005240125805757925	0.09934420578305952	38.228109413588214	104.62186310135813	4.894984232024456e-09	8.007987292484332e-08	5.932932604249867e-31	2.601601023155232e-29	0.538592540742639	115.46140745925743	1.4801884560425133e-51	1.9102883393596353e-48	13.71146022985506	52.28853977014497	0.017968722254761753	0.00010438251382602205	9.949595609958645e-05	2.5289074266678342e-05	2.110201041739404e-06	4.245343182891005e-15	4.0579126631014107e-22	4.300256712795279e-10	1.756998699660497e-24	3.0794595636453124e-27	1.2437892124225652e-22	1.0139887680434525e-23	2.6532372472345837e-30	12.299999999973746	4721.0	6.102395918345971e-28	2.6258923195492002e-11	5.509408169537246e-19	7.906287380935997e-46	1.4488283475284294e-12	3.456676202546826e-10	1.3541060019117287e-26	1.0	1.7972064606426856e-26	8.634192860545241e-28	9.062322070924977e-30	84269.67531566283	364.0	1.7222138166792934e-29	6.799618042423605e-14
543.4392367733947	631.0607632266045	6.737494757787627e-25	1.548451690117488e-22	0.006223497662456433	1.7437765010447912	4.041851830501799e-15	1.8539494152464192e-12	0.12074923398572468	7.479124445283249	0.0005531464589701236	0.09927946711429468	34.56530690384302	108.28465463367516	1.358779816598799e-08	1.8627796469694059e-07	2.9183367312720765e-29	1.0404203383160646e-27	0.5669333684163697	115.4330666315837	6.12616279729833e-49	6.39626003054964e-46	14.575199974497519	51.42480002550253	0.01790629371273041	0.00012912657825403867	0.0001263193546432861	3.447242399174533e-05	3.78793036679721e-06	1.3745057873465396e-14	4.477310271126357e-21	1.2908939579314805e-09	3.4843752394793394e-23	7.786988541102086e-26	1.6738312946515823e-21	1.5442217680184381e-22	1.3755177755105833e-28	12.299999999905172	4720.999999999998	1.574427799808126e-26	9.483308511310848e-11	3.1701711928476472e-18	2.050057097429384e-43	5.232399058522911e-12	8.704903366467874e-10	3.4248627898461546e-25	1.0	4.578783621543541e-25	2.742244368195039e-26	2.8670437028308353e-28	78447.42029119472	363.9999999999999	4.443338889307072e-28	2.455661162634365e-13
501.2199081812988	673.2800918187002	8.656791331072304e-24	1.3584708748216783e-21	0.006583291424310048	1.7434167055053968	1.3348275160518082e-14	5.427949176733643e-12	0.1283068667366325	7.471540114450539	0.000586291606447919	0.09921087053918877	32.663193756758474	110.18675656136517	3.0086939857845284e-08	3.598258143081676e-07	6.259429258289837e-28	1.9040437379929124e-26	0.6007846291502011	115.39921537084987	7.278399502066671e-47	6.406662426328638e-44	15.294485910346657	50.705514089653384	0.017844145105466256	0.00015355229186479597	0.0001530157522855664	4.3355315892894356e-05	5.931534456264755e-06	3.424056008029429e-14	3.8629284513203625e-20	3.0648512410951552e-09	3.040619619438896e-22	1.0174626245173515e-24	3.1851192940260134e-21	2.2049253923553085e-21	3.0998337613322116e-27	12.29999999973935	4720.999999999989	2.0898875498932866e-25	2.606538667956185e-10	1.2744130903712707e-17	1.6691381829412342e-41	1.4381564845971346e-11	1.7726587400862376e-09	4.476894766990245e-24	1.0	6.0244811897173994e-24	4.1048555091540416e-25	4.262851125726017e-27	74111.38489576845	363.9999999999995	5.8980657136841666e-27	6.749533025894476e-13
468.52812172606446	705.9718782739344	6.047558826229605e-23	5.318257505014218e-21	0.006917541099925833	1.7430824526625994	3.561992721298878e-14	1.3158410747671916e-11	0.134866978581225	7.46495342666746	0.0006160814124705422	0.09914578181712247	31.76530253645897	111.08463637440835	5.733630758884035e-08	6.15025765691249e-07	7.700883488187183e-27	2.0555845395450458e-25	0.6314771004449822	115.36852289955507	3.722648985081627e-45	2.8599855741480874e-42	15.89145618728174	50.10854381271828	0.017782271622913137	0.00017773275672165457	0.00017958884985019255	5.190316922076425e-05	8.503601222391772e-06	7.18481621200127e-14	6.362969447929895e-19	6.224279900349139e-09	1.167510507819312e-21	8.274675078908786e-24	-4.310925941485275e-19	1.1940078451578085e-20	3.9876717638101127e-26	12.299999999403278	4720.99999999997	1.7284395809019913e-24	5.967255122061367e-10	4.02372432511799e-17	6.31330647792045e-40	3.292437954347586e-11	3.1446346158258796e-09	3.6430412102307236e-23	1.0	4.926732917708938e-23	3.8979676611969856e-24	3.8371170723237297e-26	70815.87582093113	363.9999999999986	4.877989837689253e-26	1.5452017180733001e-12
442.8835935822211	731.6164064177779	-2.298670749560733e-19	-3.44570214539307e-17	0.007207177030898458	1.7427928116268288	8.15958703591116e-14	2.7876966109076493e-11	0.14045767750652308	7.459336269408967	0.0006416612920721385	0.09908505362902342	31.446986650930324	111.402940663873	9.825623209605983e-08	9.646369227544573e-07	-4.757678495286336e-24	-2.3957292907692956e-22	0.6579265579744432	115.34207344202561	1.4202896006258701e-43	-2.37189394614295e-40	16.3857227621893	49.61427723781071	0.017720666905508276	0.00020168565110516168	0.0002060427916413163	6.013655385754316e-05	1.1468097753912056e-05	1.3371327857956802e-13	2.6715077529826697e-18	1.1314313479420329e-08	-7.719880013692836e-18	-2.548029569585429e-20	2.855767164462933e-19	-6.3050522750945185e-18	-1.8532213350610107e-23	12.299999998800784	4720.999999999937	-5.131484400295832e-21	1.1992233591023291e-09	1.0682719329154449e-16	-2.406528216653609e-37	6.616740778424685e-11	5.06892116956954e-09	-1.1198646802962362e-19	1.0	-1.4987707154917482e-19	-8.344256911358341e-21	-9.995067818452525e-23	68272.25361686708	363.9999999999971	-1.4482038616496699e-22	3.105358205874992e-12
422.56418488703594	751.9358151129633	-4.6032573195237715e-19	-3.8782280046511086e-17	0.007453300873133131	1.7425466801332081	1.6672311487471422e-13	5.34014356512688e-11	0.14518325441006605	7.454584347521933	0.0006633056852773602	0.09902840966028928	31.460482947540235	111.38943256411638	1.5563386479875415e-07	1.4200963058489451e-06	-1.4285102160301982e-22	-3.5256994544615264e-21	0.6803680803762446	115.31963191962379	-1.8703650678942844e-40	-1.6471177367652758e-37	16.79418023699521	49.20581976300479	0.01765932489687071	0.00022540996168039884	0.00023238140079509347	6.809156151432017e-05	1.4792178911399874e-05	2.278571213725688e-13	4.5546211933812415e-18	1.8940089924798302e-08	-8.416192127852592e-18	-6.98429628060003e-20	-6.067927923816208e-18	1.538907268691329e-19	-6.917316841712805e-22	12.299999997813167	4720.999999999882	-1.5905097371720343e-20	2.1868405346463624e-09	2.4901630072891815e-16	-4.1551153878389166e-35	1.206596963689982e-10	7.619303616795781e-09	-3.079455610807381e-19	1.0	-4.3182726011672267e-19	-5.467439930478144e-20	-5.678283373492128e-22	66285.25161708644	363.9999999999946	-4.488725218050259e-22	5.662781583640342e-12
