time	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_26	species_27	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	1200.0	0.0	0.0	0.0	1000.0	1.631326116999631e-55	0.0	300.0	0.0	10.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	-4.235164736271502e-22	0.0	0.0	0.0	0.0	0.0	1200.0	0.0	0.0
40.0.	614.8841593646636	2.9648885281246162	0.131378078747731	1.6569883606082172	15.692747595887226	0.309472302002448	430.99846163781274	57.54239159142184	3.688836010676667	6.311163989323331	0.869538299154578	2.6998240558991	3.001802791745382	0.32488575326878405	0.185567117631379	550.8318772327885	0.315729270655544	0.05902297841250401	77.31279041955095	18.44111624048101	31.356272875833728	1.840977475766931	0.009878078169371	0.566382101877942	455.04056308963123	22.182009454968767	197.14473032454995
80.0.	513.2242343809498	2.965683872531121	0.19935965418435703	7.541837830393795	18.811427936558122	0.370522270644614	399.83373887211116	11.962681622283274	1.075966629009443	8.924033370990553	1.693450891620318	9.956197912810405	3.798137979845402	6.983005410463954	0.545376911078411	565.9140907687495	1.523367102530636	0.074833961497852	80.31704553708194	12.593164527423873	99.48988472682464	4.39027138541558	0.08724784305491401	9.365888573463916	358.79018560809226	33.62528186723892	238.85009480824024
120.0.	427.0710418436343	3.326162694980064	0.25964781731811803	17.05717587172343	21.67165772563306	0.478355466102007	384.99657849388063	10.739718469616891	0.9681879230628271	9.03181207693718	2.184585249216398	19.392529637621042	4.210697412676239	24.817226868117622	0.8502508542121011	550.128754720331	3.317763702191191	0.093017299115507	75.74342345464976	14.450512882150944	162.59338458495506	5.919611874591754	0.22932311820918302	28.390406135949505	300.16290928101813	39.04761908040171	232.34972857823354
160.0.	352.6876984590165	3.905541168633818	0.342142379436395	30.46892989306007	24.484724430372978	0.634522019248819	370.5281258865199	13.123840748932329	1.157822878211821	8.842177121788184	2.62902079902448	30.54595516535345	4.51172342038526	53.41654229579934	1.141717334311271	519.3254381406866	5.621453336865425	0.11702882318037301	69.37752847755429	17.743245142990244	212.27942898029116	7.022975502201881	0.42869691119226405	53.6975023765012	254.5678525480798	43.82113364082368	221.18279441058118
200.0.	291.24730401394424	4.640466256134677	0.44782237364759203	47.50776871982143	27.002128732993178	0.83181538998944	354.3275111753996	15.82050936521522	1.363813282185399	8.63618671781461	3.025057330064542	43.0761732739765	4.709448598820771	90.56615768563108	1.401075566232715	478.36354272993094	8.295919638008876	0.145206081242712	62.80571653500741	21.01865181685574	247.7218590691295	7.804995055877685	0.672012920850661	82.22305295840282	219.4748840811805	48.27130134642394	210.05284448560764
240.0.	241.88841294799857	5.45689457307106	0.570209833190583	67.07087480523477	28.989383978012835	1.050910223645374	336.79933500367264	18.332127510346545	1.5474424591933942	8.452557540806623	3.34663039825236	56.53451930743093	4.8091078351584216	133.2232978905208	1.608370844123725	431.25782725478746	11.138250430351874	0.174471662148718	56.68444387748122	23.847095796607412	270.3719583868372	8.33743628238934	0.9422712704763301	112.37042512286533	193.1144207994044	52.265054175358806	200.09143982705064
280.0.	202.23365840964573	6.290029464932387	0.7012169006169381	87.81794493824776	30.34932434855188	1.269132492164852	318.76970961024205	20.449258263988003	1.696395890223886	8.303604109776133	3.5877597014297278	70.6008453660443	4.830537975447722	178.4742772311181	1.7520201114130711	381.56759126825943	13.98921479797577	0.20212422987144502	51.33576238717058	26.05460090810474	282.53937766106696	8.668355228171004	1.223545325265481	143.54117476505806	173.5071962298792	55.75686773911915	191.75390059651724
320.0.	169.83015620878325	7.100320500010895	0.834507777174282	108.6939097264405	31.099959237903622	1.4690166322832812	300.95134237588314	22.094946433380997	1.808682078172934	8.191317921827086	3.756391670162889	85.18143335144269	4.795836710436425	224.01728304236164	1.829302274097164	331.9391867110267	16.77172876472554	0.22663471230207402	46.820615098161866	27.62879304421114	286.45256625139086	8.82662748503106	1.5032987778800222	175.6015792494261	158.89808164787144	58.780134612469716	185.0965443844276
360.0.	142.75960457073433	7.871224937279532	0.9664022281157291	129.08166739049926	31.318611790614575	1.6408353111864442	283.7646846059253	23.27816694165959	1.88761525082508	8.112384749174932	3.864874224419725	100.37200454030783	4.72252154859368	268.19011017863295	1.844083995022813	284.1600067281132	19.472332177512826	0.24749634926454803	43.05261828513637	28.640157415072675	283.8765107899727	8.831092278223197	1.772380479540705	208.56621097975588	147.92031564057655	61.401256675230975	179.96152726467574
400.0.	119.69793778255732	8.59975722212933	1.09534455659033	148.71984901210948	31.101583936905957	1.7810364510355612	267.3632209660204	24.050332719396295	1.938368440365868	8.061631559634142	3.925295721115714	116.38062657609349	4.622682654816049	309.81531024958275	1.804503877320578	239.41449550701887	22.11006425512931	0.264767051808217	39.8920418042018	29.185148512928688	276.1004322300445	8.697861492387212	2.02414803309108	242.44531082799267	139.55938720769328	63.69618541555655	176.10932463404606
440.0.	99.79549991430592	9.287819593679147	1.221015142887187	167.56006543497642	30.545250787007685	1.889765810172723	251.73133375582725	24.477732786067033	1.966252655927236	8.033747344072776	3.948297978593782	133.45366474705688	4.504418259147859	348.0442905852459	1.7213504526491512	198.50794317411288	24.712525397324143	0.278702198903894	37.19621528880898	29.35984087722104	264.0683154573473	8.444857244351994	2.253655149924402	277.1640880220564	133.0625642758246	65.74250281204377	173.28435774725943
480.0.	82.5376420895091	9.936431934669585	1.343562611253762	185.64430189784554	29.740395098510962	1.968999795852413	236.78018401481347	24.629296321927008	1.9761795178045651	8.023820482195445	3.943290520487459	151.8075176302184	4.37352832915739	382.2642740123045	1.606929044925109	161.99491613573764	27.300766460336604	0.28955865655442603	34.840099381079334	29.252756652384377	248.5374375321104	8.094206817618359	2.457226512406426	312.5073678553804	127.85641669716271	67.61741750045425	171.23749687568812
520.0.	67.62502599254992	10.542653088259806	1.463072761453877	203.0218630283841	28.771764977757442	2.02153441545178	222.41739830588617	24.573087589879368	1.9726720961303281	8.027327903869693	3.918956939764173	171.56147232620918	4.234804786464759	412.07218597677553	1.4740155755649251	130.22123772016738	29.88049877793163	0.297530839118106	32.72261714358931	28.945591513131536	230.2212546943905	7.6727060233765165	2.6324306056715363	348.08114341149366	123.48805723124008	69.39700231723616	169.72961678240404
560.0.	54.875449013060646	11.098794100625138	1.579283581889012	219.7053406896832	27.717798271167048	2.050586535647677	208.5872747569709	24.375894018619128	1.960016003038804	8.039983996961217	3.883557454234948	192.67719757913724	4.092758855281518	437.2921316824026	1.334665830644925	103.31220223346877	32.43838092292647	0.30276602228736604	30.767455370263075	28.515081375005998	209.89234414971904	7.210255764908518	2.7782986053601393	383.30465272042403	119.59079011427855	71.15467999601034	168.531487571201
600.0.	44.146444785512564	11.593682768814107	1.691537883029391	235.66113815403477	26.648304787449003	2.059674344883256	195.28356593417968	24.10238147919028	1.9423271825696111	8.057672817430415	3.8448361449801283	214.92404293718087	3.95178304571797	457.9986570333289	1.1989732113541811	81.14968653475343	34.94355316600444	0.305414520168013	28.921699746657172	28.032713376471495	188.4217221725863	6.736563162143044	2.895536934076937	417.4524161662323	115.87048271222613	72.95825520761156	167.4279487261465
640.0.	35.28310305747659	12.01546821756925	1.798933668433507	250.82628133280446	25.620459176658187	2.052512705974844	182.5399132598863	23.812320637755796	1.9234443109781432	8.076555689021887	3.8095781212772533	237.89232821480226	3.815874983519153	474.5084951776451	1.074132307365117	63.37820603964688	37.35422692051155	0.30567757471775503	27.153029130792135	27.56161326918129	166.7411426281061	6.277221086152297	2.986482173863118	449.7512175297312	112.10577367660761	74.86587949645514	166.2282304959178
680.0.	28.095427127846957	12.3548766591197	1.900575368972722	265.13729988568974	24.67518305920871	2.032805670164112	170.4075747413659	23.55636160460113	1.906677296071491	8.09332270392854	3.783062987507442	261.0599866154257	3.688188387954124	487.3244762478247	0.9641529172039941	49.45850747852107	39.62723903942791	0.303827418816616	25.445582960406497	27.152099205886397	145.7441578632382	5.850739899182809	3.05469719486769	479.50784127129947	108.15238193747868	76.92222889194782	164.77899464501198
720.0.	22.36201588396027	12.607604912338374	1.9957991648659	278.5550126018993	23.83601378228989	2.003973222291596	158.93270473357134	23.372186692716515	1.894538796296187	8.105461203703845	3.7687131186183773	283.8899759278276	3.570707319526202	497.04612529176535	0.8702711819147351	38.755899186243205	41.72697142021824	0.30019390374910104	23.795047184610226	26.838367053276688	126.17203334794706	5.467600299083125	3.104328624116751	506.2217261849526	103.94226022242432	79.1563004401008	162.97409473412455
760.0.	17.848804055956734	12.77506565198223	2.084284029909092	291.07522037084385	23.111053517566923	1.96892386047815	148.14236043334958	23.28282372628843	1.888595899289959	8.111404100710072	3.768095515993616	305.92009109570057	3.464207674902709	504.279327329169	0.7917819650459661	30.63133252351996	43.63062700529541	0.295130887863822	22.203926002676848	26.63801291326625	108.53488530212921	5.131266111437621	3.139469246447882	529.6431334662753	99.47328723386326	81.58145903580817	160.75672887944359
800.0.	14.33004093262228	12.863599231014813	2.166039036072193	302.72529886894324	22.496975310527848	1.9299524784630022	138.04143267302675	23.29764484055329	1.8895009053651952	8.110499094634838	3.781230483283302	326.81605624673017	3.36847867222145	509.57155635079005	0.7269204625554061	24.507863855665	45.32910620430266	0.288981498815022	20.677819558623636	26.55438358275242	93.09270056827452	4.840258774523497	3.163717579437306	549.7669414761115	94.79143304421814	84.19733813991162	158.1138630120611
840.0.	11.603423822748859	12.882857663875294	2.241315217055584	313.5531037530565	21.983490280126883	1.888765406846147	128.61706611143833	23.415258736243786	1.897164081308293	8.102835918691737	3.8070450310464823	346.3820313206956	3.282666778946077	513.3805861759438	0.673546877448549	19.90344139510882	46.82474927787913	0.28205458716829	19.22299065420897	26.580493670749384	79.88831220132364	4.590316158617197	3.179985645122083	566.7803877236648	89.9706991871187	86.9926542894023	155.06606897419312
880.0.	9.49732343784181	12.84409538803012	2.310499822207653	323.6149965368823	21.55710729309926	1.846583104096049	119.84564282347397	23.627018887479032	1.9109853060875142	8.089014693912521	3.843818422344609	364.5407928299679	3.205609032806292	516.0698129442493	0.629567734589318	16.436289563575947	48.127837298547426	0.274614648723419	17.8450337375885	26.70308685998784	68.8072632346156	4.37606743226731	3.190497336869313	580.9931783159673	85.09563064244068	89.94807810535477	151.65651259653757
920.0.	7.871710995235831	12.758803764155788	2.374029642607826	332.96687717910254	21.203741171502447	1.804265251785595	111.69889836268761	23.920169355391785	1.9300728982059612	8.069927101794077	3.889536900718894	381.30083179514855	3.136084013347228	517.9185700815607	0.5931398567892601	13.814508096535512	49.25326068927383	0.266881484208551	16.548277520881538	26.90595939156786	59.64068413688093	4.192090784235354	3.196887977576835	592.7724080711591	80.248758098372	93.03868771420866	147.94154409729796
960.0.	6.615386494489722	12.637814746508578	2.432335352585467	341.6591546740103	20.910240959343295	1.762422447448543	104.14785631203398	24.280201257830235	1.9534133841973191	8.046586615802719	3.9421386477387212	396.72345168247074	3.072966160120196	519.137905588904	0.5627348336077771	11.819685184612993	50.217988466053995	0.25903472281316603	15.335593579970169	27.172278423301446	52.137173234344246	4.033462020181283	3.200334392071336	602.4933182517607	75.5030929632045	96.2358855078828	143.9837474264629
1000.0.	5.641644239415878	12.490815698333371	2.485813677590683	349.7349567547869	20.665118385778477	1.721500276742266	97.16467486340136	24.69240619089791	1.9799861286020861	8.020013871397952	3.9996646186535063	410.89645630973627	3.015300051808156	519.8862778996094	0.5371296988277691	10.29034212081201	51.03941222411395	0.251219684792141	14.208400772346591	27.486002648283197	46.03918544841917	3.895965792065417	3.201676285690929	610.5077785151302	70.91862106395563	99.50885979590439	139.8472669400669
1040.0.	4.883695198373723	12.326155831071873	2.534818852145016	357.23041565399257	20.45876721113737	1.68183541614853	90.72305201447199	25.14279920880538	2.008832193796126	7.99116780620391	4.060341150617831	423.9160711221013	2.962319959267606	520.2828162429092	0.5153663200049471	9.107747141290229	51.73438526012747	0.243552788498813	13.166757584618574	27.832643256867023	41.105138521875936	3.7761163014856853	3.201513959131384	617.1276063148974	66.54147388839031	102.8257362303662	135.5948291074012
1080.0.	4.290499662994345	12.150831342457373	2.579665049691447	364.1760029902344	20.283396986778772	1.6436894720520971	84.79786459514628	25.61861363126784	2.039090755848732	7.9609092441513045	4.122617971133362	435.8761324948609	2.913437310116336	520.4176260627916	0.49670267378903205	8.184717219160257	52.31872765352498	0.23612592973037902	12.209496006224885	28.199595129267163	37.12065632661557	3.671086744060152	3.200280770228585	622.6184305403274	62.40465810770865	106.15454820129177	131.28586926149842
1120.0.	3.823249831687714	11.970566488439808	2.620633657552588	370.5981994786785	20.132828925087022	1.6072675101105	79.36454281269478	26.108531225629996	2.07001472064296	7.929985279357075	4.185179038126972	446.8626857300657	2.86821255995997	520.3594353171126	0.48056684223876306	7.457159114027315	52.80700836320996	0.22900989026894603	11.334378982922408	28.576211165508653	33.902533636920914	3.578605682641074	3.198294253798385	627.2001553215384	58.529557512564196	109.46410850979174	126.97532168274587
1160.0.	3.4525264988777122	11.78993833878787	2.657981580883656	376.52107683087524	20.002242155551546	1.572727304198747	74.3984835674016	26.602758731477234	2.100973910785554	7.899026089214481	4.246937637334557	456.95214834638034	2.826322095326275	520.1611257904121	0.46651780278181404	6.877826548725858	53.21247638514179	0.22225705327872203	10.538273135955482	28.953733692959926	31.29832666871524	3.4968506847151613	3.1957910810550922	631.0510349246805	54.92772020890581	112.7248149481663	122.71279949839145
1200.0.	3.156060106196743	11.612515785954638	2.6919485458864623	381.9675825115578	19.88791885605398	1.5401837627514392	69.87464883948962	27.09301791124176	2.13145120091873	7.868548799081308	4.307022675649099	466.21156202585286	2.787526344930809	519.8636877482907	0.45421379075168006	6.411764491049475	53.54706536223702	0.21590370954776	9.817329965469485	29.325151942162407	29.183626458227558	3.424352981897303	3.19295053104585	634.3133438925029	51.6026585617541	115.90938378394468	118.54202394019546
