	M	MStar	T	TStar	V
0	150.0	0.0	1000.0	0.0	10.0
1	157.7016342748137	0.1657140157592872	407.54387614404135	111.27207825910438	1829.7792873490637
2	165.50809998699535	0.25756870608368515	454.66744496692604	2.3020159263030977	40.73319735736267
3	168.06150916870877	0.2604809317661253	607.4402332887544	4.936035006605765	80.3155036357018
4	176.56310533173442	0.31897350639321254	581.6249383352107	32.069542509344295	507.7305787774247
5	188.24593426259918	0.427691035827603	499.2934177368661	15.366515722216992	252.19743670881044
6	196.9946988304533	0.4760809889443232	561.230510021056	14.353111960725235	232.7168617491738
7	207.83950789144632	0.5556136235805991	539.9522631733694	22.11230587256876	358.1910057604343
8	219.32863762534478	0.6431998392502194	526.576810274268	17.347731824479677	284.64740835720426
9	230.30637658598553	0.7182526320686066	539.9842013240989	17.985568072266826	294.7136817133751
10	242.1987856438786	0.8067164856895194	530.5490039631634	19.281788599639615	317.1845879540448
11	254.3677926020682	0.8968291506677792	528.2639542733652	18.27638193859142	302.4960362101961
12	266.78373840199646	0.9880833680039972	528.4180590588741	18.680497484930765	310.06473112919093
13	279.72000001186217	1.0854146998378322	524.5242672283966	18.815440304221692	313.7576236236421
14	293.02172317201087	1.1857592270583568	522.5385630615962	18.720319544770934	313.6662899657764
15	306.7470623901904	1.2901028113392499	520.3061900254888	18.859185534738888	317.38000077103976
16	320.93834380342025	1.3990900727628	517.6112926382714	18.906790974238483	319.7378780340783
17	335.58876142414323	1.5124256949917108	515.1530398893234	18.956887204903182	322.1748510215898
18	350.73123306685903	1.6305805313515807	512.5362364854674	19.02962312642556	325.05003504136084
19	366.3874688364997	1.7537950268034943	509.84068772341425	19.090301038054193	327.80717734276686
20	382.5790975256796	1.8823023429484407	507.1007446903529	19.15593852528669	330.7184824625374
21	399.33265992939056	2.0164274468007912	504.2758177120152	19.223623630095034	333.7453020002324
22	416.6744045045646	2.156479083240359	501.37883652102363	19.291713935221903	336.8652910650247
23	434.63249624488043	2.3027970393096706	498.40593549699776	19.361797344681392	340.1052554731394
24	453.2369166599006	2.4557490503695067	495.35294340968045	19.433283632682272	343.4674661901952
25	472.5193042077955	2.615727408488786	492.2185438251992	19.506319319476795	346.9555399774836
26	492.51328251722674	2.783155392070875	488.99955483323384	19.580972681178395	350.57753576560737
27	513.2545303892657	2.9584887010159115	485.69340462626104	19.657242297927596	354.3395345354344
28	534.7809588972992	3.142218831096561	482.29722004070334	19.73516997942416	358.2520135122451
29	557.1329358789592	3.334877249812356	478.8078914672865	19.814805552488313	362.3206685492492
30	580.3531248413456	3.537034570834273	475.22241127498097	19.896167853544615	366.5550802780186
31	604.4872127168137	3.749311744103628	471.5374836525402	19.97930863663288	370.9648484506525
32	629.5837473807995	3.9723797814997117	467.74977764316105	20.06424301225921	375.56081816924194
33	655.6944739380666	4.206966229566273	463.8557296702352	20.151038639681914	380.3538117538997
34	682.8745884125616	4.453861243684801	459.8517815157617	20.23968215323431	385.35644223688945
35	711.1829706931483	4.713922635641453	455.7337745516626	20.33030014053658	390.58013299868696
36	740.6826786724585	4.9880874361931955	451.498289048645	20.42282186192951	396.0405357043817
37	771.44059277963	5.277368626727314	447.14092498586854	20.517345141271772	401.75279396321224
38	803.5288859362062	5.582881584211565	442.6575025837417	20.613883860578134	407.73364422746903
39	837.0244460239004	5.905839790055286	438.0436049316082	20.712472163206332	414.0010540544703
40	872.0093041475075	6.2475660900360195	433.294754231613	20.813137119849717	420.57488621301184
41	908.5719937753531	6.609520522787242	428.40622319801787	20.91590369098789	427.4765105705438
42	946.8072266152751	6.993301853100204	423.37318352101346	21.0208141394821	434.73124247929593
43	986.8166881744287	7.400668788796102	418.1906069088203	21.127858423088423	442.36124970908224
44	1028.7097514918933	7.833560620411033	412.8532815728231	21.237099187046425	450.39930370635966
45	1072.6035882690437	8.294110371633424	407.35601325114015	21.34849468160288	458.87431387425335
46	1118.6246948719197	8.784683791792352	401.693329515392	21.462086203100007	467.8214484119316
47	1166.9094072159644	9.307904060328756	395.8596914759761	21.57787561287138	477.2789445835391
48	1217.6039097359098	9.866668500355082	389.84949515010777	21.69583086161792	487.2886421681629
49	1270.8666708059643	10.464215876673764	383.65699092312997	21.8159588958955	497.8977782678802
50	1326.8683515377882	11.104147299428773	377.27639513033745	21.93821755237378	509.15811758179694
51	1385.7934817084038	11.790491160160453	370.701909644908	22.06258189634322	521.1280046796935
52	1447.8415260099478	12.52775746625874	363.927654924823	22.188998587577323	533.8723589936775
53	1513.228295762688	13.321009070217729	356.94784457356775	22.31740064873066	547.4632418854736
54	1582.1874751161158	14.175944780886335	349.7569607517793	22.447717828240105	561.9832942516233
55	1654.972316017282	15.098997312419563	342.34947684481665	22.57979406007095	577.5250864714066
56	1731.8574476702806	16.09744412004652	334.7197317124047	22.71362440237141	594.1887678385323
57	1813.140874398034	17.17954708557179	326.8632153456962	22.84894697764587	612.0980208675579
58	1899.1463270008383	18.354715996247	318.77527665064565	22.985633216915296	631.3833893085135
59	1990.225172178131	19.633686538286103	310.45199057345377	23.123481251797852	652.199279351048
60	2086.759717374031	21.02877108232448	301.89017933555266	23.262228730890747	674.7206975195477
61	2189.166314463701	22.5541496844461	293.08734863056674	23.401641312429668	699.1500842399624
62	2297.8961367704737	24.22612252118592	284.0423706871576	23.541342733448936	725.7188426521946
63	2413.44195531289	26.063639071275162	274.75521040586773	23.681017718248672	754.6985878358979
64	2536.340226113619	28.088752187078747	265.2274088105794	23.82025388364728	786.4028560540264
65	2667.1733142171156	30.3271584992542	255.46243323057595	23.95855829839958	821.1984596223195
66	2806.5755298473778	32.80903752459471	245.46614111637876	24.09538986406013	859.5161226010617
67	2955.2375721199937	35.570006843742156	235.2465527716905	24.230221915470306	901.8658484503626
68	3113.909695582679	38.65223878385475	224.81484370992578	24.36238139365721	948.8509741409293
69	3283.406507614488	42.10595749686215	214.18561459449373	24.491151300486997	1001.1907068200512
70	3464.611198518381	45.99129673918609	203.37723142989205	24.61579134692326	1059.7492913496405
71	3658.4793650053875	50.38066850525695	192.41259982464203	24.73545005899172	1125.565432534822
72	3866.042499013067	55.361811675306306	181.31912887373485	24.849288734907926	1199.904018526517
73	4088.409568115881	61.041644459141	170.12972381085996	24.956372822962535	1284.3054756200934
74	4326.76830069107	67.55133894521752	158.88286402969968	25.055760899163857	1380.6629515427423
75	4582.383976781514	75.05309564093606	147.62268490342254	25.146593974048308	1491.3233730314903
76	4856.591778876514	83.748464152434	136.39994585620178	25.22787455802271	1619.2019624695909
77	5150.791852747309	93.89058389642297	125.27018325910906	25.298906048779354	1767.9697197962594
78	5466.42728187466	105.7986848502993	114.2957889735656	25.358851114888544	1942.2560533070675
79	5804.965077830201	119.8801254456225	103.54291758802545	25.407194860169188	2147.977566885136
80	6167.854702043383	136.6577339191472	93.08159690125962	25.443566514206893	2392.7294152141826
81	6556.476729008893	156.80920178537508	82.98369577928082	25.46787577540983	2686.365686875112
82	6972.065372438915	181.22087062336792	73.32110999698487	25.48027725037589	3041.7724566846928
83	7415.599404100804	211.06093566161883	64.16342744898193	25.481309516017003	3475.940655125499
84	7887.652166564893	247.88553312578503	55.5749130202195	25.471747647208918	4011.500890430349
85	8388.177435499185	293.7843373270592	47.61166718930271	25.452764082212443	4678.843445074334
86	8916.211218702752	351.5887468779013	40.31919574653933	25.42579805440293	5519.135255744529
87	9469.453839516487	425.1639093592126	33.72996384994506	25.392463440017544	6588.568820050785
88	10043.681734037344	519.8262375505279	27.86119911061585	25.35459981157428	7964.4173787579275
89	10631.928590913009	642.9235441928423	22.71411634498596	25.31397672659641	9753.475045240442
90	11223.355806789314	804.6357851662507	18.273596112034205	25.27235858639476	12103.671286427872
91	11801.729895640512	1019.0426081008379	14.508891477385356	25.231388306005474	15219.613658934531
92	12343.466939019158	1305.457932810057	11.375536561499441	25.192438729115654	19381.989528005877
93	12815.353971748269	1689.8868044672836	8.817741294250153	25.156624479776802	24968.828497519036
94	13172.35228397807	2206.1800414956715	6.7716335094647375	25.124653046092867	32472.463190613562
95	13356.710098927679	2895.754044890782	5.168819565720211	25.09701663678616	42495.79065037138
96	13300.458573004602	3804.006023032236	3.9398370240378435	25.0738341409499	55700.78009620457
97	12934.79021566612	4970.524726021622	3.0177333696004793	25.05494189319536	72666.9535269999
98	12208.926608168453	6411.30248261301	2.340626233693869	25.039991088534318	93633.28796636488
99	11116.653713627022	8095.762042823578	1.8538891042622792	25.02848840977103	118163.36015032511
100	9718.844229201984	9930.430596752069	1.5112539821578954	25.019867219764016	144904.74307427168
