	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.303695030576641e-05	7.614540186238102e-08	5.447517729098008e-07	1.5119261012524185e-07	8.494288754549351e-08	7.196749142942391e-08	1.9987584913343283e-06	7.584313302443882e-07	1.4214871313704734e-07	1.3801428693100002e-07
2	5.93082894693821e-05	1.4778735208917465e-07	1.0572854052267716e-06	2.9344326721453e-07	1.6486201559281497e-07	1.3967862450942692e-07	4.66549211148814e-06	7.383843994265477e-07	2.2332558370634347e-07	2.6786602364869696e-07
3	5.5800155300454924e-05	2.1519213481082033e-07	1.5395059200856875e-06	4.272806990929381e-07	2.400544335027116e-07	2.0338507301684216e-07	7.2316272013631106e-06	6.955282145570142e-07	2.6657439001581524e-07	3.900378527485037e-07
4	5.249950792283688e-05	2.7861029632234283e-07	1.993205750582606e-06	5.5320238489086e-07	3.1079963452418734e-07	2.6332363638930943e-07	9.667656485778417e-06	6.544167697633421e-07	2.863883000998074e-07	5.049838918449488e-07
5	4.939407837305957e-05	3.3827757071399807e-07	2.4200713618285025e-06	6.716763929555573e-07	3.773605883682096e-07	3.1971711456885004e-07	1.1972789710662692e-05	6.1571110548061e-07	2.918724199677306e-07	6.131314112862903e-07
6	4.647232233080938e-05	3.944157688872329e-07	2.8216896110578084e-06	7.831431460614033e-07	4.3998473293643956e-07	3.7277514823971266e-07	1.4149875630556483e-05	5.792937588936237e-07	2.8874120613715053e-07	7.148824455046537e-07
7	4.37233784419189e-05	4.47233579330704e-07	3.199553476459634e-06	8.880170114128697e-07	4.989048676151886e-07	4.2269497566778715e-07	1.6203420577064254e-05	5.450299923567563e-07	2.8056915938528363e-07	8.106152444304121e-07
8	4.1137027208496045e-05	4.969273579993917e-07	3.5550677080514562e-06	9.866878690108627e-07	5.543400344134926e-07	4.69662179240999e-07	1.8138797455343098e-05	5.127925239987593e-07	2.695871733645603e-07	9.006857051558184e-07
9	3.870365319447097e-05	5.436818544917591e-07	3.889554022822685e-06	1.0795225535338795e-06	6.064963280394034e-07	5.138513718029182e-07	1.9961776476536708e-05	4.824615344837614e-07	2.5717944557912635e-07	9.854286881382216e-07
10	3.641420964250191e-05	5.876708918954054e-07	4.2042559684180456e-06	1.1668662042243615e-06	6.555676542918484e-07	5.554268391969584e-07	2.167823793654903e-05	4.539243458501171e-07	2.441969058095152e-07	1.0651592494269752e-06
11	3.426018444283924e-05	6.290580206563939e-07	4.500343600983726e-06	1.2490435631970344e-06	7.017364594749798e-07	5.945431582595074e-07	2.329399702489021e-05	4.270748747072741e-07	2.3115785102342504e-07	1.140173825807999e-06
12	3.2233568865523244e-05	6.679971193542817e-07	4.778917783171656e-06	1.3263601683243972e-06	7.451744005839575e-07	6.313457646319114e-07	2.4814704680260697e-05	4.01813342976398e-07	2.1837025436786682e-07	1.2107513237144073e-06
13	3.032682762536063e-05	7.046329698693339e-07	5.041014298942925e-06	1.3991034952759023e-06	7.860429869243104e-07	6.659714963696838e-07	2.6245790195329523e-05	3.780458567649366e-07	2.0601148178116102e-07	1.277154161722721e-06
14	2.8532871005618546e-05	7.391017929938362e-07	5.287607685384339e-06	1.4675440210158216e-06	8.244941776052883e-07	6.985491001661448e-07	2.7592433049193384e-05	3.556840751049812e-07	1.9417718491621612e-07	1.3396292413536184e-06
15	2.6845028491293693e-05	7.715317550386503e-07	5.5196148570220776e-06	1.5319362297099135e-06	8.606709466773836e-07	7.291997101627247e-07	2.8859550876995613e-05	3.346448714382907e-07	1.8291295976215183e-07	1.3984088653012808e-06
16	2.525702400390559e-05	8.020434436683151e-07	5.737898509993294e-06	1.5925195575329789e-06	8.947078139432082e-07	7.580372976761671e-07	3.0051799119713738e-05	3.148500567287545e-07	1.7223309180540026e-07	1.4537115998891762e-06
17	2.3762952587431635e-05	8.307503158541203e-07	5.943270326746924e-06	1.6495192821144821e-06	9.267313446649813e-07	7.851690945735209e-07	3.1173575596744416e-05	2.9622599598250526e-07	1.6213342334007628e-07	1.5057430869893928e-06
18	2.235725846954488e-05	8.57759119402312e-07	6.13649399169837e-06	1.7031473595155475e-06	9.568606197941445e-07	8.10695991672133e-07	3.2229029414761174e-05	2.7870358427437716e-07	1.5259851883685786e-07	1.5546968080466418e-06
19	2.1034714420029224e-05	8.831702895585178e-07	6.318288028576973e-06	1.7536032117178525e-06	9.852076783976185e-07	8.347129135833675e-07	3.32220715183717e-05	2.6221733297057136e-07	1.4360712930968198e-07	1.600754802927666e-06
20	1.9790402327937647e-05	9.070783221954219e-07	6.48932847024773e-06	1.801074467616744e-06	1.0118779339618463e-06	8.573091714243919e-07	3.415638360458463e-05	2.467083202213798e-07	1.3513453697856553e-07	1.644088346327554e-06
21	1.8619694929305475e-05	9.295721248938395e-07	6.650251370380193e-06	1.8457376601199822e-06	1.036970566036143e-06	8.785687946362998e-07	3.50354396721993e-05	2.3211357317284948e-07	1.2715499155208678e-07	1.6848585841076298e-06
22	1.751823860286657e-05	9.507353475033387e-07	6.801655168312018e-06	1.8877588825015338e-06	1.0605788889847553e-06	8.985708434076858e-07	3.5862500672663095e-05	2.1838350224890672e-07	1.1964221162794743e-07	1.7232171324398184e-06
