	MAPK	MAPKMEKpp	MAPKPH	MAPKp	MAPKpMAPKPH	MAPKpMEKpp	MAPKpp	MAPKppMAPKPH	MEK	MEKPH	MEKRAFp	MEKp	MEKpMEKPH	MEKpRAFp	MEKpp	MEKppMEKPH	RAF	RAFK	RAFPH	RAFRAFK	RAFp	RAFpRAFPH
0	0.4	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.3	0.0	0.0	0.0
1	0.3999984439482749	1.4442076165905242e-06	0.2999999495042175	6.134819766846398e-08	5.049578026325044e-08	1.2455828945375847e-13	3.741462634714446e-15	2.204312040365589e-15	0.18870886451423696	0.1990485799996403	0.009619326086237251	0.0006967463267673017	0.0009510948627196872	2.188177231008086e-05	3.170923475119809e-07	3.2513764004395823e-07	0.2152019454683342	0.13937295547318826	0.29791393346868544	0.06062704452681173	0.012443735614992155	0.002086066531314544
2	0.3999454144419636	4.657199809866506e-05	0.2999952713879129	3.284717988349259e-06	4.728600034689063e-06	2.1909091022008793e-10	1.0771497854875597e-11	1.2052292754318624e-11	0.16963950377357384	0.1949253266212683	0.02207151718156814	0.0028787443457487178	0.00506492697006416	0.0002823548559485609	6.634247239433384e-06	9.746408667538152e-06	0.19155850197299099	0.1433449328522704	0.29495930879138116	0.05665506714772961	0.02439186763314387	0.005040691208618807
3	0.3996577616047683	0.0002708593805534626	0.29995392869246906	2.529590737260387e-05	4.6070170193206e-05	1.1047011278585654e-08	7.527635605014938e-10	1.1373375865676562e-09	0.1509622603366547	0.18925303528654908	0.031283896166843794	0.0057173034321152	0.010693330935030438	0.0009860237560999198	3.268116727067837e-05	5.363377842049175e-05	0.17170603566009932	0.1475519151717349	0.2921853885010944	0.052448084828265115	0.03576134808978624	0.007814611498905591
4	0.3988824781091186	0.0008305698445274015	0.29980690787553255	9.367916416047546e-05	0.00019306692818462287	1.6630844800794167e-07	1.4449278151292593e-08	2.5196282736613153e-08	0.13417361228248098	0.18345757501840723	0.037617041373863694	0.008630422491159943	0.016385595217061778	0.0021138025671124335	9.19601508147174e-05	0.00015682976453099937	0.15507873914070577	0.15159028128288335	0.2896194584756917	0.04840971871711669	0.04640015667689313	0.010380541524308258
5	0.3973715799314678	0.0018525629361460345	0.2994653884010044	0.00024027989438901362	0.0005344455083601971	8.786629548456604e-07	8.697604678802268e-08	1.6609063530330405e-07	0.11986286583783708	0.17836133569986345	0.04155602761100191	0.0112823888696526	0.021300432937781045	0.0036112586522797758	0.0001953531299911521	0.00033823136235551634	0.14092248192886336	0.15500998434308746	0.287284648238465	0.04499001565691259	0.0562048643894074	0.012715351761534929
6	0.3949389117365759	0.0033972604998997874	0.2988357464654663	0.0004956083760068367	0.0011634954031329776	3.585845978135958e-06	3.8000700574828517e-07	7.581314006100956e-07	0.1077865377650298	0.17410641049276157	0.043912914936423283	0.013475715423491994	0.025290746620100533	0.005183610450248167	0.00034678557169033955	0.0006028428871379123	0.12908207397561197	0.15802968384093158	0.28519544974993594	0.04197031615906846	0.06504653422858411	0.01480455025006396
7	0.3915213633777752	0.00543498351726058	0.29784793294443895	0.0008796143147063757	0.0021494472482678404	1.0721141410006585e-05	1.2505932868966747e-06	2.6198072930758518e-06	0.09778185705927697	0.1707587736308541	0.04506868241234752	0.015213150146209118	0.028295197809355885	0.006705562413819378	0.0005438169405304595	0.0009460285597900283	0.11929840345441377	0.16069925637390767	0.28334646268160024	0.03930074362609238	0.07297307077492728	0.01665353731839966
8	0.38713843570443	0.007901868365128809	0.2964695471525823	0.0014002413905759687	0.003523233332213733	2.5704281874559497e-05	3.2974105730527482e-06	7.2195152038338636e-06	0.08946644867362255	0.16823254332943577	0.045433226769722265	0.01645898704420616	0.030403255259595186	0.008162959186478113	0.0007833490084032316	0.0013642014109690702	0.11120122087378013	0.1629586869012376	0.2817379330253991	0.03704131309876242	0.07989921309665625	0.018262066974600786
9	0.3818948588821254	0.010696197793891356	0.2947054057010246	0.002054192475382951	0.005277843252638098	5.276579208151676e-05	7.390757543528978e-06	1.6751046337134575e-05	0.08244287958219355	0.16627682623308904	0.045335881694794376	0.017360915296387478	0.031882196539493875	0.009330846946985615	0.0010573391267550635	0.0018409772274171165	0.10451523950723066	0.16484190079433864	0.28033943570877906	0.03515809920566138	0.08599936835410707	0.01966056429122088
