	CIS	CISRNA	CISnRNA1	CISnRNA2	CISnRNA3	CISnRNA4	CISnRNA5	Epo	EpoRJAK2	EpoRJAK2_CIS	EpoRpJAK2	SHP1	SHP1Act	SOCS3	SOCS3RNA	SOCS3nRNA1	SOCS3nRNA2	SOCS3nRNA3	SOCS3nRNA4	SOCS3nRNA5	STAT5	npSTAT5	p12EpoRpJAK2	p1EpoRpJAK2	p2EpoRpJAK2	pSTAT5
43	22.362831229495225	0.09811705373229324	632.7539320997204	706.0366302994371	790.8630364058898	885.5592835391127	985.7614524987748	1.24997e-07	3.7582512815470706	0.0	0.12216415839548715	26.565736684550114	0.15936331544988086	10.10995321386716	0.05821928531220751	0.000653149380493926	0.0006614215999624403	0.0006698986616135665	0.0006785844563485963	0.0006874828920533149	64.85153799732998	6.592489362207194	0.020703411081539683	0.01507127301966891	0.06002987595623217	10.369625566152514
44	22.74941484371957	0.09469042097163331	611.9015531969965	681.2537307605805	762.0841512441802	853.2728967771347	951.3345953291664	1.24997e-07	3.7588642206942766	0.0	0.12201268387009405	26.56537249643651	0.15972750356348453	10.114711927966317	0.05824668725571662	0.0006331485982992015	0.0006409196572013927	0.0006488857804497425	0.0006570507898668721	0.0006654185357264984	65.23435052389513	6.393110581326274	0.020471247461528373	0.01502875785416506	0.05984309011993431	10.12388595144301
45	23.099046548594224	0.09134485077879494	592.2675650479654	657.8143449320478	734.6860904665932	822.2273779353291	917.7222304902448	1.24997e-07	3.7592652393340757	0.0	0.12187187220653112	26.56502336610933	0.16007663389066168	10.112909745528178	0.05823630767942916	0.0006143726933045987	0.000621667074965497	0.0006291469571960073	0.0006368160754641588	0.0006446781999958266	65.59217766871316	6.206001466247709	0.020458572934083055	0.014988288906399841	0.05963602661890885	9.894696323241488
46	23.413217958875318	0.08809351661353904	573.798014161393	635.6735490877521	708.651348518922	792.4618519575457	885.0566974200871	1.24997e-07	3.7597246103554465	0.0	0.12176117192827536	26.564688006177022	0.16041199382297208	10.105066606071418	0.05819114070542325	0.0005967606267546288	0.0006036021598547029	0.0006106198920341744	0.0006178174537900127	0.0006251985175881355	65.92612300163654	6.030546035024163	0.020275335716135878	0.014957279150133068	0.059501602850007884	9.681376599284295
47	23.69349207065359	0.08494657762580837	556.4393396590261	614.7837866191093	683.9538858203093	763.9973850696982	853.4400527425985	1.24997e-07	3.7600036867307196	0.0	0.12165917264613645	26.564364967730278	0.16073503226971894	10.091673273276246	0.058114012443730545	0.0005802531710036638	0.0005866649648138571	0.0005932439416574248	0.0005999936188824362	0.0006069175586467587	66.23779739357117	5.866145893677311	0.020280188418012428	0.014927854290283933	0.05934909791484601	9.482727304525637
48	23.94147752571303	0.08191158395207418	540.1387774112738	595.0958262175827	660.5610204777322	736.840085103584	822.9481421141465	1.24997e-07	3.760336244704893	0.0	0.12158272995643353	26.564053199019583	0.16104680098041152	10.073192379626102	0.05800758700803438	0.0005647930974749658	0.0005707974695919455	0.0005769603220648314	0.0005832850482522219	0.0005897750905531088	66.52820812843181	5.712225162736125	0.020136052945519924	0.014906452013464189	0.05925852037968766	9.298137072187066
49	24.158806738391412	0.07899384774834133	524.8446649943677	576.5595408954684	638.435017141304	710.9838002791638	793.6343278202296	1.24997e-07	3.760513530639256	0.0	0.12151314440483395	26.563751486573526	0.16134851342646564	10.05005952027916	0.05787437281485905	0.0005503252458759931	0.0005559436993761631	0.0005617122511464623	0.0005676341684318859	0.0005737127680600822	66.79880608875885	5.568227879834521	0.020156123341621104	0.014886194284636526	0.059151007329650236	9.12653724385488
50	24.34711750811048	0.07619677869016368	510.5066813795959	559.1245368569571	617.5344137833571	686.4124511965955	765.5328593729779	1.24997e-07	3.7607415260674606	0.0	0.12146532766429308	26.563458976674582	0.16164102332541178	10.02268437517414	0.057716729045343924	0.0005367966204079736	0.0005420498064911025	0.0005474450439650348	0.0005529854681960884	0.0005586742664277356	67.05050234377322	5.433621876086352	0.020043379290029226	0.01487278464723322	0.059096982330981734	8.967382616417371
51	24.50803774379229	0.07352218411397168	497.07601683329574	542.7406564205273	597.8151229911842	663.1020320741465	738.6618888656545	1.24997e-07	3.760834186646579	0.0	0.12142266890945912	26.5631746528337	0.16192534716629248	9.99145184270946	0.05753687217366179	0.0005241563869798429	0.0005290641093783548	0.0005341061684014428	0.0005392855693140815	0.0005446053683266822	67.2846043228098	5.307895675735905	0.020076537281075554	0.01486010993583455	0.05902649722704953	8.819717400121714
52	24.64317293911106	0.0709705350075845	484.5055017045095	527.358376144512	579.2313403327989	641.0223170162135	713.0261432229943	1.24997e-07	3.7609762170293126	0.0	0.12139861677786656	26.562897828067637	0.16220217193235267	9.956723171966217	0.057336882487047665	0.0005123559102725365	0.000516937110373454	0.000521645270515495	0.0005264832633462267	0.0005314540135174843	67.50192977611651	5.190561669877375	0.019989057025051344	0.014853318034768437	0.05900279113299879	8.68305907584274
53	24.754096057616373	0.06854119974789226	472.74968589921144	512.9291175643164	561.736288458813	620.1383056626817	688.6192724185433	1.24997e-07	3.760998881764436	0.0	0.12137817668637675	26.562627650855354	0.1624723491446358	9.918837083299254	0.057118710538842904	0.0005013487050162013	0.0005056214836289296	0.000510014174234435	0.0005145295211129385	0.0005191703186852349	67.70365788950159	5.081152721425908	0.020033391170594828	0.014846884831812611	0.05896266554677766	8.556549614518056
54	24.842503362467895	0.06623238417876445	461.7602588573943	499.4004019567227	545.2776084002411	600.4068345901964	665.4232470377161	1.24997e-07	3.761035230407179	0.0	0.12137096200146784	26.562363300306515	0.1627366996934741	9.878143403830945	0.0568843708416756	0.0004910856958024557	0.0004950672571631538	0.0004991619975596835	0.0005033725377635814	0.0005077015467216386	67.89066218913742	4.979176722222731	0.02001620745953134	0.014844647833155878	0.05895295229866402	8.439653814334418
55	24.90976025888533	0.06404189950456432	451.498792662754	486.72989706401637	529.8118728443045	581.7895649635359	643.416074019676	1.24997e-07	3.761046994296119	0.0	0.12137233474611969	26.5621044216668	0.16299557833319228	9.834913384543018	0.05663542541995705	0.00048152820503717837	0.00048523495519156817	0.0004890484854135069	0.0004929712866964238	0.0004970059003876281	68.06378683007394	4.8842467241743925	0.020001190951746104	0.014844753832871396	0.05895472617314178	8.331793547056137
