	I1	I2	S
0	50.0	0.0	4950.0
1	113.81809631021059	5.358491230451503	4892.584754726545
2	262.6193497656494	13.847109382857143	4746.4674043923105
3	582.7024162519589	31.70662599919881	4418.524549389775
4	1187.131795296646	67.47286334486977	3785.866387976575
5	2094.170515627941	128.02760045675856	2821.2513847312453
6	3074.7707441078605	207.03262003967654	1757.8376145051468
7	3823.4544472379657	283.4792725936121	921.2772505032991
8	4218.740225829561	338.06141506912655	453.6017672353126
9	4398.084355376567	369.18719317017184	221.23576012676892
10	4465.224008009206	384.37729791369736	114.80909477286303
11	4480.213253348535	390.5704458925776	68.49638735842964
12	4472.859357092476	392.2559752018069	48.62375388288903
13	4456.15842367272	391.84001085728625	40.090238375262636
14	4435.588170946833	390.4933195836579	36.38517814649514
15	4413.46175621761	388.7735963063062	34.70028555010876
16	4390.769842658349	386.84561806920533	33.90070304574338
17	4367.898051658844	384.8646996199461	33.4601208927486
18	4345.02075622203	382.861716115342	33.17651241997724
19	4322.211023581849	380.8576005619075	32.95742750693665
20	4299.500312715636	378.85890208420625	32.76495324662112
21	4276.899929988892	376.8685391718252	32.584503882796746
22	4254.414974471666	374.8877021942538	32.409246708196015
23	4232.046400090144	372.916887167761	32.23710393111284
24	4209.7947473136455	370.9562234921228	32.06674870623117
25	4187.659661051285	369.00579534412617	31.89778758903186
26	4165.640836580019	367.0655683651635	31.729889719300854
27	4143.737687266454	365.13553432228144	31.562983207378533
28	4121.949689655522	363.21563266535287	31.39698520103673
29	4100.276228344691	361.30582759070353	31.23188465659451
30	4078.7167278411807	359.4060587201166	31.067657063784175
31	4057.2705805784744	357.5162809919153	30.90429900226992
32	4035.9372002663968	355.6364374624477	30.74180032523339
33	4014.715989432738	353.7664795290019	30.580157659409647
34	3993.6063621832022	351.9063528753946	30.419364795143885
35	3972.6077295889104	350.0560075536827	30.25941784895169
36	3951.7195097022927	348.21539095710955	30.10031180381623
37	3930.941120922258	346.38445277348137	29.94204249585223
38	3910.271986493366	344.56314153610464	29.78460532128903
39	3889.711531446219	342.75140704553183	29.62799601581194
40	3869.259184708271	340.94919863792114	29.472210144187798
41	3848.914377622046	339.15646641122265	29.31724342004195
42	3828.6765448220935	337.37316047056294	29.16309151540164
43	3808.5451238070063	335.5992312681089	29.009750154709163
44	3788.5195550661897	333.8346294955599	28.85721507135461
45	3768.5992820188485	332.0793061099348	28.70548202763844
46	3748.783751014805	330.33321232449794	28.554546805586302
47	3729.072411313444	328.59629960954925	28.404405210486676
48	3709.4647150705387	326.86851969040595	28.255053069268726
49	3689.9601173222386	325.1498245462694	28.106486230978163
50	3670.558075970229	323.4401664088191	27.958700566422326
51	3651.258051766547	321.73949776090996	27.811691968147386
52	3632.0595082986433	320.0477713352425	27.665456350286917
53	3612.961911974453	318.3649401130525	27.51998964846247
54	3593.964732007574	316.690957322803	27.375287819664866
55	3575.0674404025126	315.02577643888475	27.23134684214399
56	3556.2695119400064	313.3693511803233	27.0881627152961
57	3537.5704241624308	311.72163550949205	26.94573145955298
58	3518.9696573592746	310.0825836308335	26.804049116271212
59	3500.466694552616	308.4521499895833	26.66311174770745
60	3482.0610214829285	306.83028927050555	26.522915436730536
61	3463.7521265948794	305.2169563966453	26.383456286610812
62	3445.5395010226157	303.6121065280648	26.244730421417152
63	3427.4226385760476	302.01569506058536	26.106733985497158
64	3409.4010357266548	300.42767762456594	25.969463143473448
65	3391.4741915935087	298.8480100836627	25.832914080130497
66	3373.6416079293454	297.27664853360415	25.697083000312013
67	3355.9027891067158	295.7135493009702	25.56196612881618
68	3338.2572421042114	294.1586689419785	25.427559710291145
69	3320.7044764927623	292.6119642412766	25.293860009130807
70	3303.2440044220034	291.0733922107415	25.160863309371038
71	3285.8753406067194	289.54291008828403	25.028565914586476
72	3268.5980023133543	288.020475336661	24.896964147787788
73	3251.411509346595	286.5060456422927	24.766054351319468
74	3234.315384036025	284.9995789140868	24.635832886758184
75	3217.3091512228507	283.5010332822686	24.50629613481167
76	3200.3923382466915	282.0103670972173	24.377440495218124
77	3183.5644749324456	280.52753892830833	24.24926238664615
78	3166.82509357722	279.05250756276223	24.121758246595206
79	3150.173728937334	277.5852320044985	23.994924531296604
80	3133.609918215387	276.1256714729969	23.868757715615022
81	3117.1332010473966	274.67378540216356	23.743254292950514
82	3100.743119490002	273.22953343920375	23.618410775141058
83	3084.4392180077375	271.7928754435003	23.494223692365598
84	3068.221043460372	270.3637714854978	23.37068959304762
85	3052.0881450903144	268.9421818455931	23.247805043759218
86	3036.0400745100837	267.5280670130309	23.12556662912567
87	3020.07638568985	266.12138768480634	23.0039709517305
88	3004.1966349450354	264.722104764572	22.88301463202106
89	2988.400380923983	263.33017936155153	22.762694308214602
90	2972.687184595691	261.9455727894586	22.643006636204845
91	2957.0566092376107	260.568246565422	22.523948289469022
92	2941.5082204235064	259.1981624089157	22.405515958975442
93	2926.041586011384	257.8352822406952	22.287706353091508
94	2910.6562761314785	256.4795681817391	22.170516197492223
95	2895.3518631743073	255.13098255219603	22.053942235069204
96	2880.127921778785	253.78948787033778	21.93798122584015
97	2864.984028820402	252.45504685151747	21.82262994685878
98	2849.9197633994627	251.12762240713312	21.70788519212527
99	2834.934706829389	249.80717764359704	21.59374377249715
100	2820.028442625084	248.4936758613102	21.480202515600652
