	beta	g	ins	mbeta	tamox
0	400.0	4.966667	11.42	0.0	0.27
1	364.5331109667051	4.624197845125827	12.612311241327555	33.008207693680646	0.1781335679543402
2	339.9158637726785	4.43821870205912	13.119030738804067	51.70947874046806	0.11752432604497846
3	321.94408446183724	4.354083679821303	13.351190008662778	62.011979708416035	0.07753713896231908
4	308.36651144402435	4.327783524826881	13.40947691420025	67.26675554897434	0.05115543411974698
5	297.83812976707014	4.335466516099594	13.36138273253181	69.44638290173268	0.03375000000002862
6	289.50741813807036	4.363457996486038	13.250477964750091	69.74265375325398	0.022266695994319675
7	282.81422375008634	4.4035339897581665	13.104483381167034	68.88922432102387	0.014690540755679915
8	277.37798454264635	4.450569028519601	12.940887378949588	67.34372357062038	0.009692142370363855
9	272.9322030537755	4.501290094649744	12.770622738526653	65.39414073540445	0.0063944292650143985
10	269.2848075086626	4.55357551697389	12.600432036029673	63.22265688713474	0.004218750000074409
11	266.29359353766495	4.606039651034115	12.434383829214445	60.944729580977054	0.0027833369993485817
12	263.85065345394287	4.657776713884475	12.274844572480731	58.63339486871123	0.0018363175944988482
13	261.8722669653752	4.708198029299831	12.123101999589897	56.3345544516959	0.0012115177963327535
14	260.2921792869565	4.756926453388446	11.9797649969031	54.07667811568883	0.0007993036581672665
15	259.0570267655493	4.803726919049658	11.845019931563696	51.87700460359009	0.0005273437500819722
16	258.12315471622486	4.848460305186413	11.71879470051342	49.74552655873055	0.0003479171249714543
17	257.4543576259674	4.8910525943713585	11.600863430360445	47.68756284600711	0.00022953969936333942
18	257.0202430596921	4.9314741492808745	11.490913007929434	45.70542503339987	0.00015143972460354398
19	256.7950253963038	4.969725728087168	11.388585075311289	43.799500185956916	9.991295733524339e-05
20	256.75662107438603	5.005829005788116	11.293502270425972	41.968956018064524	6.591796881400286e-05
21	256.88595889815537	5.039820116351074	11.205284370288119	40.212200856550446	4.3489640666022976e-05
22	257.1664462159316	5.071745224004988	11.123557981868698	38.52718392239851	2.86924624634433e-05
23	257.58354983769834	5.101657460005165	11.047962128383023	36.91159133538187	1.8929965607051845e-05
24	258.12446269671335	5.129614780186274	10.978151242343783	35.36297385640249	1.2489119702627881e-05
25	258.7778355318162	5.1556784452097535	10.913796537030631	33.87882984651104	8.239746131923687e-06
26	259.5335585754069	5.17991192367127	10.854586379734563	32.45665878963166	5.436205109380897e-06
27	260.3825822180591	5.202380084121074	10.800226065366797	31.093995435736886	3.586557829316808e-06
28	261.31676843798823	5.223148586228503	10.750437244014558	29.788431169917263	2.366245715133201e-06
29	262.32876679814206	5.2422834109203125	10.704957162563499	28.537626955950575	1.5611399742585572e-06
30	263.41191027205866	5.259850489135243	10.663537820360451	27.339320723594447	1.029968277366289e-06
31	264.56012722883264	5.275915402079389	10.625945100287625	26.191331096862005	6.795256471265954e-07
32	265.7678667008967	5.29054313470147	10.591957911938454	25.091558720630015	4.4831973461580594e-07
33	267.0300346548708	5.303797869990857	10.561367367903243	24.03798602058909	2.9578072437028416e-07
34	268.3419394395798	5.3157428156085	10.53397600428809	23.02867595221725	1.9514250316033589e-07
35	269.6992449355312	5.326440056948169	10.509597050455225	22.061770109226078	1.287460401001522e-07
36	271.09793020173714	5.335950432439555	10.488053749206937	21.135486438881976	8.494071099037535e-08
37	272.53425463134886	5.344333428030242	10.46917872643561	20.24811672948976	5.6039970147702404e-08
38	274.0047277977171	5.351647088528817	10.452813408002278	19.398023980534425	3.697259252502318e-08
39	275.5060833094955	5.357947943982562	10.438807480962828	18.58363972918683	2.439281429547116e-08
40	277.035256104702	5.36329094958873	10.427018396007215	17.80346138214932	1.6093255767581438e-08
41	278.5893627036027	5.367729437858082	10.417310907923788	17.056049585125816	1.0617589341994616e-08
42	280.1656840146871	5.371315081902245	10.409556651002362	16.340025650888066	7.004996662656402e-09
43	281.7616503492244	5.374097868823151	10.40363374645072	15.654069059233098	4.6215741773816816e-09
44	283.374828350582	5.376126082266359	10.399426439096633	14.996915036879496	3.0491018869231934e-09
45	285.0029095867995	5.37744629326655	10.39682476085784	14.367352221768906	2.011657156912846e-09
46	286.64370059049753	5.37810335856823	10.395724218673582	13.764220413793897	1.3271987858293201e-09
47	288.29511415993915	5.378140425656417	10.396025504790517	13.186408412299192	8.756246504077517e-10
48	289.95516175999467	5.37759894378069	10.397634227476967	12.632851939542109	5.776968408428025e-10
49	291.62194688332266	5.376518680300502	10.400460660420029	12.102531648547306	3.8113778987546906e-10
50	293.29365924999047	5.374937741724348	10.40441950921112	11.594471213262674	2.514571731031258e-10
51	294.96856973919427	5.372892598859516	10.409429693470868	11.10773549859217	1.6589987500253164e-10
52	296.6450259599127	5.370418115531165	10.415414143292251	10.641428807672158	1.0945310343328004e-10
53	298.3214483787006	5.367547580370631	10.422299608799989	10.194693203648995	7.221212507307869e-11
