time	ST	STU	STUS	STUST	STUSU	SU	SUST	SUSTU
400.0.	0.020966212219947003	0.000579428530122	0.0017416902434320002	0.0029094314960700003	0.0022638150154050004	0.000411715389848	8.613819691650785e-06	8.197096893964479e-06
405.0.	0.018683586476335	0.000516239456589	0.0015516820457090001	0.002591933328781	0.002017219988483	0.00036659567443600004	6.83499790154806e-06	6.50442110553463e-06
410.0.	0.016648191726758	0.00045991621624200005	0.001382333616805	0.0023089768541650004	0.0017973603411750002	0.000326423912368	5.423137219476443e-06	5.160908565205673e-06
415.0.	0.014833515178695002	0.00040971801034700005	0.0012314128852820001	0.0020568261242360003	0.0016013635085990001	0.000290656863915	4.302647651212324e-06	4.094643258162212e-06
420.0.	0.013215832472846	0.00036498289028	0.001096925969837	0.001832144704591	0.001426660175251	0.000258811048303	3.413476791727286e-06	3.2484892522626237e-06
425.0.	0.011773925802422001	0.000325119589267	0.0009770923780320002	0.00163195390136	0.0012709533837260002	0.00023045615029400001	2.707925874914022e-06	2.57706266455909e-06
430.0.	0.01048882812972	0.000289600153162	0.0008703226578780001	0.0014535951561260002	0.0011321905539690002	0.000205209157002	2.148115359145461e-06	2.0443211502134637e-06
435.0.	0.009343591604328001	0.000257953302212	0.000775198287451	0.0012946962357910001	0.001008538190005	0.000182729143884	1.703968411785113e-06	1.6216458267964442e-06
440.0.	0.008323078303072001	0.00022975845925500001	0.0006904536003080001	0.00115314086816	0.000898359056304	0.000162712637778	1.351607072301189e-06	1.286315630261843e-06
445.0.	0.0074137714633920005	0.000204640383758	0.0006149595578890001	0.0010270414986940002	0.000800191614439	0.00014488949281800002	1.0720770682503259e-06	1.020294229666326e-06
450.0.	0.006603605458229	0.000182264355186	0.0005477091937840001	0.0009147148685770001	0.000712731521235	0.000129019222237	8.503342387799319e-07	8.092657597112243e-07
455.0.	0.005881812853084	0.000162331853386	0.00048780456839900006	0.000814660138503	0.0006348150015560001	0.00011488773537400002	6.74439107828768e-07	6.418685416790646e-07
460.0.	0.005238786988127	0.000144576687824	0.000434445085777	0.000725539305888	0.00056540392139	0.00010230443491500001	5.349170099079626e-07	5.090862855655364e-07
465.0.	0.00466595863519	0.000128761531462	0.000386917037084	0.000646159685423	0.000503572399737	9.109963435719635e-05	4.242498444763459e-07	4.037645107050438e-07
470.0.	0.004155685387485	0.000114674818926	0.000344584247257	0.000575458243723	0.00044849481040700004	8.112226022136286e-05	3.364724552892781e-07	3.2022650145545207e-07
475.0.	0.003701152546306	0.00010212797222	0.000306879712669	0.0005124875983220001	0.00039943503717600003	7.223780744490058e-05	2.6685214905375615e-07	2.5396836116573335e-07
480.0.	0.0032962843719570004	9.095292060309655e-05	0.000273298128101	0.00045640350929	0.00035573685746400003	6.432651993972172e-05	2.116342645991846e-07	2.014169087928995e-07
485.0.	0.0029356646643740004	8.099988439817065e-05	0.00024338921110200003	0.000406453708402	0.00031681534084900003	5.7281771411647494e-05	1.678402054633487e-07	1.597374927494352e-07
490.0.	0.002614465731682	7.213539542051653e-05	0.00021675174073600002	0.000361967926019	0.000282149159153	5.1008624311412555e-05	1.3310713613456491e-07	1.266814476247857e-07
495.0.	0.0023283848916650003	6.424052935107997e-05	0.00019302823590700003	0.000322348989807	0.000251273714501	4.5422547248982404e-05	1.0556075999814868e-07	1.0046502896558879e-07
500.0.	0.0020735877317600003	5.7209327848699856e-05	0.000171900205958	0.000287064882102	0.000223775000772	4.04482733878367e-05	8.371436098342104e-08	7.967333924143004e-08
