	species_1	species_2	species_3	species_4
0	0.1	0.1	0.1	0.1
1	0.591792596706432	0.051226626808026275	0.997769107113491	0.025871338507387542
2	0.6402969657030477	0.11723045369628743	0.9999938623589607	0.04976859233579438
3	0.6591132028675684	0.14852499283066578	0.9999965027135522	0.06096755919754097
4	0.6708898868631178	0.16815684603635345	0.9999916892044833	0.06839786883594852
5	0.68043491252783	0.18407145463640262	0.999984718400789	0.07465144215775948
6	0.6898773479956786	0.19981836431685882	0.9999738834225071	0.08103805893840299
7	0.7012063800378707	0.2187172471190127	0.9999536786082164	0.08895923688233247
8	0.7183282345586978	0.24729545348853485	0.9999015278460069	0.10145473369108048
9	0.7553446321870768	0.30917915075560304	0.9996324834403464	0.13054166158531627
10	0.9406834043086143	0.6263758246004245	0.9804443601655688	0.31056312725515456
11				
12				
13				
14				
15				
16				
17				
18				
19				
20				
21				
22				
23				
24				
25				
26				
27				
28				
29				
30				
31				
32				
33				
34				
35				
36				
37				
38				
39				
40				
41				
42				
43				
44				
45				
46				
47				
48				
49				
50				
51				
52				
53				
54				
55				
56				
57				
58				
59				
60				
61				
62				
63				
64				
65				
66				
67				
68				
69				
70				
71				
72				
73				
74				
75				
76				
77				
78				
79				
80				
81				
82				
83				
84				
85				
86				
87				
88				
89				
90				
91				
92				
93				
94				
95				
96				
97				
98				
99				
100				
