	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	0.0	0.0	9e-08	0.0	0.0	0.0	0.0	5e-12	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.3999999948996754e-06	1.3999999908120885e-06	8.771280188168344e-15	3.8911750826373e-16	8.999995175633837e-08	4.202305132517557e-14	1.704675693768903e-16	3.7880151663139275e-23	6.657883884304394e-23	3.943395198653763e-12	2.4999828244138982e-09	9.853434962272619e-13	2.886379151899764e-14	9.080037980539314e-17	6.050142619871337e-15	1.616643692821985e-14	4.876189897342092e-15	1.5213943774738663e-14	1.9999993552320792e-08	9.998900736753242e-09	6.999997743312278e-10	2.2367243108210363e-16	1.9962366929993773e-18	1.9962366929993773e-18	1.0004265844541393e-10	6.4467586879011465e-15	1.5999960231436986e-07	3.550171605707192e-13	4.449336035720911e-15	1.9616423264082946e-15	5.0126533304509685e-19	4.192534541941152e-19	2.6492233084554176e-17	6.029427943890507e-19
2	3.3999999629791838e-06	1.3999999336948309e-06	5.679463897232961e-14	5.247160949338403e-15	8.999985461104879e-08	1.356864138748282e-13	1.1770732861334137e-15	3.1951544858426304e-21	5.912916243487741e-21	3.129299560166321e-12	2.499937697096005e-09	1.7434054660130229e-12	3.9988999976007407e-14	2.84885972046446e-16	8.52545493816472e-15	2.2621249381720176e-14	6.847904169227493e-15	4.9026479383489283e-14	1.9999913054693866e-08	9.997486938612551e-09	6.999969569142853e-10	2.9893247611319217e-15	5.3751845495923736e-17	5.3751845495923736e-17	1.0064236094761788e-10	8.687295146820609e-14	1.5999875645070122e-07	1.1215702915789918e-12	3.01345890702333e-14	1.3276424610450818e-14	3.935152611006204e-17	3.300313992883158e-17	4.053260046069654e-15	1.771070380894111e-16
3	3.3999998837667755e-06	1.3999997535446824e-06	1.5401604407840855e-13	2.238761182080939e-14	8.999974193386302e-08	2.456129024868774e-13	3.3957293813989065e-15	3.7475832978171526e-20	7.065060843200845e-20	2.5015530707632513e-12	2.4998732969474167e-09	2.326386775151869e-12	4.225906701276951e-14	5.12712774711714e-16	9.057396976471273e-15	2.3980122055614753e-14	7.267664509055906e-15	8.898319075625543e-14	1.999962904052434e-08	9.99548710650074e-09	6.999870164183519e-10	1.2633866745578403e-14	3.4960677600067786e-16	3.4960677600067786e-16	1.0201444657002612e-10	3.7018047839090006e-13	1.5999776446633962e-07	1.9911219727452345e-12	8.568178055262249e-14	3.7719861826320416e-14	4.234876822294892e-16	3.5550958459860584e-16	6.544076287874909e-14	4.25539018285583e-15
4	3.399999721949888e-06	1.3999991729483035e-06	2.938095043584997e-13	5.970588936518602e-14	8.999963005288256e-08	3.5439179652278337e-13	6.899381145952962e-15	1.9891481078118475e-19	3.786847054499399e-19	2.017284643206704e-12	2.4997955408137025e-09	2.7742664899262415e-12	4.028797870474801e-14	7.400076475367067e-16	8.655362162865898e-15	2.2893330233624424e-14	6.942036674058132e-15	1.2893015144421888e-13	1.99990106973949e-08	9.992846066304896e-09	6.999653744088216e-10	3.335393960995899e-14	1.2710739689470636e-15	1.2710739689470636e-15	1.0417121833831487e-10	9.8554984975399e-13	1.5999677515823254e-07	2.8150865871746728e-12	1.717074930188481e-13	7.552903485224149e-14	2.0396553402540512e-15	1.7131000035359769e-15	4.3282586290175994e-13	3.8997340786526095e-14
5	3.3999993768512824e-06	1.399997485129735e-06	4.639140023303288e-13	1.2339504848593697e-13	8.99995264182729e-08	4.5408671704572386e-13	1.1622821106034887e-14	6.79499892491484e-19	1.3010895555653928e-18	1.6434785135327052e-12	2.4997085973133366e-09	3.1179586894680822e-12	3.6591274511998075e-14	9.510277991616621e-16	7.87020835580936e-15	2.0806867185574165e-14	6.311211032294483e-15	1.660322081143744e-13	1.9997955447481078e-08	9.989608540885405e-09	6.999284406618377e-10	6.820586010762693e-14	3.3514974652615056e-15	3.3514974652615056e-15	1.0703493762813546e-10	2.0329591782384866e-12	1.599958568177369e-07	3.5278025471003053e-12	2.8526430936700885e-13	1.25370478548162e-13	6.300248762786467e-15	5.29309192262411e-15	1.7203526125454242e-12	2.0191551030336963e-13
6	3.399998611252241e-06	1.3999934127917924e-06	6.51284576914914e-13	2.1746430036407e-13	8.999943367750004e-08	5.418866743239471e-13	1.7442203648199247e-14	1.766697214701164e-18	3.395666909926481e-18	1.3547474115019714e-12	2.499615466583223e-09	3.381321030095549e-12	3.247347728328088e-14	1.1400736908108837e-15	6.988459622377223e-15	1.8471267209870267e-14	5.603734087632856e-15	1.992545465085067e-13	1.9996396938825424e-08	9.985863037845775e-09	6.998738928588899e-10	1.1887858592926572e-13	7.223392816757466e-15	7.223392816757466e-15	1.1049170956573503e-10	3.5758375502738303e-12	1.599950340917208e-07	4.108110537383418e-12	4.219623038241482e-13	1.8527887026804184e-13	1.479306842980605e-14	1.2430555872013922e-14	4.975289897497716e-12	7.307388775194818e-13
7	3.3999969810744004e-06	1.3999851184354755e-06	8.44253117035494e-13	3.438149183491405e-13	8.999935191124719e-08	6.177193315138617e-13	2.4215708380823987e-14	3.819499567679804e-18	7.360798311921356e-18	1.1316775580805574e-12	2.4995183359166842e-09	3.5826477439387167e-12	2.8537459974626914e-14	1.3068282432185623e-15	6.1425326253098294e-15	1.6234061880347097e-14	4.9255290200093294e-15	2.285282862372129e-13	1.999430379343261e-08	9.981712708462912e-09	6.998006327701414e-10	1.8579126122535724e-13	1.3564788335257741e-14	1.3564788335257741e-14	1.144189690951759e-10	5.64308915430861e-12	1.5999430821957993e-07	4.558779766412068e-12	5.770522056495154e-13	2.531357970784889e-13	2.8861844574432064e-14	2.425556850251809e-14	1.1596704981798954e-11	2.072535939525098e-12
8	3.399993791024624e-06	1.3999703560887474e-06	1.0336078773648898e-12	5.025774343528631e-13	8.999928017434142e-08	6.826056810498329e-13	3.180883446562189e-14	7.233053356654611e-18	1.3966614768138965e-17	9.592871291119114e-13	2.4994188554007016e-09	3.736082326191693e-12	2.5043605810967733e-14	1.4531409884075941e-15	5.389943391263311e-15	1.4246435537934403e-14	4.322830734625705e-15	2.54174588233196e-13	1.9991674016048002e-08	9.977256563178616e-09	6.997085905616798e-10	2.683398707014956e-13	2.3048367950390302e-14	2.3048367950390302e-14	1.1870272395050457e-10	8.235227032370358e-12	1.5999367099599528e-07	4.892413318352215e-12	7.461059346066896e-13	3.26970011064372e-13	4.931167685835429e-14	4.144524277159674e-14	2.313925066648589e-11	4.927030032132452e-12
9	3.399988086599344e-06	1.3999466886647276e-06	1.2125860365097615e-12	6.925388742872938e-13	8.999921706150189e-08	7.38053420742529e-13	4.0101075369868356e-14	1.2408966141386029e-17	2.3996794687229454e-17	8.260568636729573e-13	2.4993182669939077e-09	3.85250276979952e-12	2.206268813329766e-14	1.5818413412340978e-15	4.747596243865883e-15	1.2548635530933027e-14	3.807706870044675e-15	2.766918984081474e-13	1.998852790314129e-08	9.97258371692984e-09	6.99598476609945e-10	3.6518149842206107e-13	3.630548587183562e-14	3.630548587183562e-14	1.2324233993384094e-10	1.133153003289361e-11	1.599931099220544e-07	5.126190115610065e-12	9.252076589430312e-13	4.050411076836629e-13	7.637330891858445e-14	6.41935168942504e-14	4.108804563761602e-11	1.0253971207750203e-11
10	3.3999786831114483e-06	1.3999117081327062e-06	1.3768506239173907e-12	9.115495911125494e-13	8.999916123171951e-08	7.855023118369429e-13	4.8991883935002345e-14	1.972318492723458e-17	3.818579903869895e-17	7.230070331021885e-13	2.499217525962261e-09	3.9403939065649385e-12	1.9599628873001267e-14	1.6956472004862946e-15	4.2161757279486065e-15	1.114546457749583e-14	3.3819865731360315e-15	2.9656015738080597e-13	1.9984901286936595e-08	9.967768182295518e-09	6.994715450427808e-10	4.744979901541215e-13	5.3899058080925216e-14	5.3899058080925216e-14	1.2795482473759486e-10	1.4896871418588253e-11	1.5999261294619326e-07	5.277048753571057e-12	1.1111237337254375e-12	4.859138803582182e-13	1.0966377213297241e-13	9.217787267914452e-14	6.666776150999541e-11	1.924352769664936e-11
11	3.3999642198872826e-06	1.3998632265057612e-06	1.5239497278128093e-12	1.156887589036295e-12	8.999911135156094e-08	8.263798648380043e-13	5.839644170978178e-14	2.951186099845028e-17	5.719090108052198e-17	6.432571285750344e-13	2.4991173278491508e-09	4.006250265603381e-12	1.7604433713662827e-14	1.7972737708558473e-15	3.785429731806586e-15	1.0008421801146079e-14	3.036972599922702e-15	3.1426007420419056e-13	1.9980839482424886e-08	9.962871115262031e-09	6.99329381884871e-10	5.942214529997752e-13	7.630995936690003e-14	7.630995936690003e-14	1.327721418665551e-10	1.8887343438892533e-11	1.5999216799342286e-07	5.361857940688362e-12	1.301199764107094e-12	5.68412076645001e-13	1.484191424387494e-13	1.2475499377599536e-13	1.0070607027863255e-10	3.326183165005911e-11
