time	AcCoA	AcP	Acs	HOAc	LacI	OAc	Pta
0.0.	0.001	0.1	0.0	0.0	0.0	0.0	0.0
5.0.	7.977422591656964e-05	1.438954689099426	0.07003277272160201	2.4971481228949754e-05	0.0035016386360800004	1.149420893133311	5.184664035134522
10.0.	0.00015831755042400002	2.814403147692627	0.44319503336353205	9.409117808979365e-05	0.022159751668176002	2.268283824631302	3.980224895636344
15.0.	0.00039146594830900003	4.382308581870085	1.336028967206265	0.00018938788049900003	0.066801448360313	3.187230276723874	2.9548921943203563
20.0.	0.0009556018502890001	6.197440958539887	2.893789819486611	0.00029380774981300003	0.14468949097433	3.839631247678769	2.189949792982332
25.0.	0.0021446198776050003	8.254980688114575	5.12069065443216	0.00039282748159800003	0.25603453272160703	4.2066816862850684	1.622587454249277
30.0.	0.004412097700609001	10.469585311865213	7.842197948654795	0.00047629587942100006	0.39210989743273905	4.331515547269698	1.202127403099404
35.0.	0.008494808153625001	12.693051181028592	10.773182614678664	0.00053949997174	0.538659130733934	4.290928674421067	0.890598191788981
40.0.	0.015783780911377002	14.74953165921422	13.63832875063053	0.0005819384796050001	0.6819164375315271	4.137963719056771	0.6597945552956771
45.0.	0.029419563493028003	16.43279192938554	16.24068126814168	0.000603960475132	0.8120340634070841	3.848490595046496	0.48880323734849
50.0.	0.057965129247482004	17.407226373216393	18.453910834149625	0.000601890727675	0.922695541707481	3.256190527542373	0.362125753476699
55.0.	0.125907517205643	16.83185973354537	20.14629870490539	0.000559934605622	1.007314935245269	1.907139459198366	0.268278561094107
60.0.	0.161501883559547	12.915773284939133	20.902790594399338	0.00045442686420400004	1.045139529719968	0.31566910650581304	0.198753747044071
65.0.	0.12068867083904801	8.668687223223523	20.003022847255746	0.000344445040757	1.000151142362789	0.11526822987989901	0.147248567124271
70.0.	0.09570672402684301	5.881981530446486	17.709847339478422	0.000258947407557	0.8854923669739221	0.069670991079991	0.109094148019394
75.0.	0.080201484843732	4.047320611959687	14.772078801329242	0.000194373116603	0.738603940066462	0.051141483102439	0.080832225434873
80.0.	0.07020322672699	2.82457909893434	11.827125850186711	0.00014596992568000002	0.5913562925093361	0.041696930242369	0.059902041688606
85.0.	0.06369101783594601	2.000699713483329	9.222969420445542	0.00010980604256500001	0.461148471022277	0.036304658271634004	0.044408819205735
90.0.	0.059422275671852	1.437801665586798	7.073721547252383	8.283483215116492e-05	0.35368607736261903	0.03303661955644	0.032953047577897
95.0.	0.056574354669845006	1.047394558243014	5.368285219515267	6.274328784753226e-05	0.26841426097576404	0.031016247721420004	0.024505517889623
100.0.	0.05461228647148401	0.773735895051585	4.046194632541661	4.7791933910721743e-05	0.20230973162708302	0.02984670371488	0.018317479000643
105.0.	0.053191769962558005	0.582158173155349	3.036057933650401	3.6682547086858216e-05	0.15180289668252	0.029458485631883004	0.013859016588158002
110.0.	0.052072229407152004	0.45178243467238105	2.271629927826521	2.8458688796034835e-05	0.113581496391326	0.030178660480467003	0.010782260410556
115.0.	0.05104113081780701	0.37192636968582304	1.697117171113307	2.244149757638923e-05	0.084855858555665	0.033125824238491	0.008909806035158
120.0.	0.049822304761886003	0.34161342189325	1.267931136614055	1.821564897315719e-05	0.063396556830702	0.041492896554633	0.008252963739488
125.0.	0.047856738977756004	0.37280740111311406	0.949997697816046	1.573320461595821e-05	0.047499884890802	0.065163032191505	0.009066316442421
130.0.	0.043577927231938006	0.5011753442232031	0.7198078855013871	1.5845998660392963e-05	0.035990394275069004	0.139783064967048	0.011919850785706001
135.0.	0.034692365526599	0.8029867221355461	0.5692689574420711	2.2213714727729734e-05	0.028463447872103004	0.372404891579303	0.017542588552783
140.0.	0.026189745082981	1.335014960822456	0.520462833754058	4.258887862632171e-05	0.026023141687703002	0.8490729982231461	0.025161295689319
145.0.	0.025608786117572002	2.003055901800709	0.626014174801656	8.14099665194193e-05	0.031300708740082	1.426378975543011	0.029712581257609002
