time	AcCoA	AcP	Acs	HOAc	LacI	OAc	Pta
150.0.	0.035308767752420006	2.593166879786594	0.9106938249213	0.00013254037618800002	0.045534691246065004	1.8495966734684401	0.02817504442976
155.0.	0.055526910268556	2.8082653162062132	1.282624961229071	0.000180522784424	0.06413124806145301	1.879086233631598	0.023777320520156003
160.0.	0.07654500927609001	2.415108966668558	1.5190593215893031	0.000205924819235	0.075952966079465	1.412715308332029	0.019321246869912
165.0.	0.08020851037488601	1.600672693219126	1.461918359207387	0.00019754123371900002	0.073095917960369	0.7070534751881571	0.015823683268509
170.0.	0.063866040422572	0.9150462911698971	1.210236467355281	0.000165090557041	0.060511823367764006	0.25949073287879804	0.013672643691216001
175.0.	0.050873739771993005	0.6812673440664231	0.946411421093278	0.00013100986893200002	0.047320571054663	0.18532751602140302	0.013203543716644001
180.0.	0.043664529946463006	0.7395897644524481	0.742546717186883	0.00010654988857800001	0.037127335859344	0.272814364863187	0.014824734200456002
185.0.	0.035563942214076	1.010201818632011	0.6145805368185281	9.577737988172218e-05	0.030729026840926002	0.526638412626093	0.018781866282747
190.0.	0.029643787819750002	1.478253369439123	0.588080284159865	0.00010296340240400001	0.029404014207993004	0.95592398092091	0.023816330623828003
195.0.	0.030814655170467	2.03192737224566	0.6997277550113731	0.000128435345148	0.034986387750568004	1.424972641656358	0.026296430003139002
200.0.	0.040981988213631006	2.467222627600068	0.9465179753846711	0.00016445440718700001	0.047325898769233	1.722815201951712	0.024730698752968003
205.0.	0.058395268507895004	2.538711598840793	1.226402052925408	0.00019644430972200002	0.061320102646270004	1.6659683624512152	0.021236088655578002
210.0.	0.073013984086486	2.130924249289809	1.365463159216791	0.000208725545512	0.068273157960839	1.232156765779719	0.017728519176051002
215.0.	0.073170174545037	1.4656988384873482	1.28126111693985	0.000194931729746	0.064063055846992	0.6726462616862271	0.015065937671818002
220.0.	0.060703295909609004	0.9490983607233541	1.067199972228654	0.00016451662457000002	0.053359998611432	0.32978902754585904	0.013691549773903001
225.0.	0.049431710902831	0.783665543387971	0.8505409490044741	0.000134086772705	0.042527047450223	0.275208329543353	0.014017604650795
230.0.	0.041038316021617005	0.897632289594213	0.6884124995056791	0.00011363219403300001	0.034420624975283004	0.409764991229831	0.016433363599766
235.0.	0.033460154324767004	1.234234784513819	0.606294608541608	0.00010845646281800001	0.03031473042708	0.7277321527981061	0.020705743111251
240.0.	0.030565296793800004	1.725698218776142	0.6370037740216741	0.00012157084731200001	0.031850188701083006	1.166865140370487	0.024577301209818003
245.0.	0.035527104934641	2.216686877150807	0.8030229777312191	0.00014981146318200002	0.040151148886561	1.554370600605839	0.025088890766734002
250.0.	0.048739144889362006	2.487623980971529	1.0610474097111	0.00018248571064200002	0.053052370485554	1.6936121612732582	0.022612958343709
255.0.	0.065128592797401	2.342330915554805	1.275287404061476	0.0002045290233	0.063764370203073	1.46711703097967	0.019236494928638003
260.0.	0.07323870986171101	1.8132564367473512	1.306654268835884	0.00020415778707500001	0.065332713441794	0.9722833525508281	0.016265697257275002
265.0.	0.067211327644438	1.216781963146151	1.157752152559561	0.00018207901243100003	0.057887607627978004	0.5110032549398831	0.014308782144665001
270.0.	0.054908884347207004	0.875502041264493	0.9455983529765181	0.00015147608035500002	0.047279917648825005	0.31424017229712103	0.013785859022651002
275.0.	0.045440236127232005	0.85066398074351	0.760979831764915	0.00012594258261400002	0.038048991588245006	0.350996478798052	0.015114464767648002
280.0.	0.037240457047859006	1.07291965416019	0.641157173600537	0.00011283365093300002	0.032057858680026	0.57330150299212	0.018469088473927
285.0.	0.031738215155197	1.489854074021257	0.6151911106602951	0.00011664326713700001	0.030759555533014002	0.957753854148178	0.022718534876279003
290.0.	0.032789583163842	1.9870596369178821	0.7143105621294631	0.00013753694372800002	0.035715528106473	1.378912539365528	0.024899012104597003
295.0.	0.042035642669172	2.374301478002319	0.9319102348534791	0.00016840901902400002	0.046595511742673006	1.6458568169434962	0.023661693422443
300.0.	0.057488364024966	2.434097347167457	1.176058464203479	0.000196028436575	0.058802923210173004	1.5954681679425051	0.020621880932069
305.0.	0.070308213596856	2.073016764955551	1.297452225840865	0.00020640131278600003	0.06487261129204301	1.212671272900898	0.017474791639815003
310.0.	0.07081306054632	1.483843366527854	1.225154681538402	0.00019382047697000002	0.061257734076920006	0.7141298716401591	0.015075705891279002
315.0.	0.06038694010323901	1.012945726669359	1.034646052937901	0.00016611507657300002	0.051732302646895004	0.39060654639437203	0.013894938756306001
320.0.	0.04955878760659	0.850649931608711	0.836347890270124	0.00013772360142300002	0.041817394513506	0.328837049820597	0.014350559301137001
325.0.	0.040962269662511	0.9636997165143121	0.6875504648270401	0.00011865847421	0.034377523241352	0.46513764318694306	0.016782889584124
330.0.	0.033855977564351006	1.296773914900262	0.61760518683397	0.00011457245011300001	0.030880259341698003	0.7808400116982691	0.020808449618144
335.0.	0.031740024459283	1.768986107227514	0.6587422469466221	0.000127995966603	0.032937112347331	1.199176332773583	0.024160969018806003
340.0.	0.037298290933124	2.2213123039249902	0.8267609586656091	0.000155167095102	0.041338047933280005	1.549603532944163	0.024338620372093
345.0.	0.050428731670794	2.44162518809249	1.070501441784427	0.00018531029117300002	0.053525072089221006	1.648624460113844	0.021897989859052003
350.0.	0.065483078046968	2.2612211381127763	1.257260990710656	0.00020410875029800002	0.06286304953553201	1.4024491066076399	0.018720904998844
355.0.	0.071849713482538	1.742593227039556	1.267278016253963	0.00020135564774600003	0.063363900812698	0.9270186438619861	0.015981164927687003
360.0.	0.065372939839258	1.192998429779001	1.116715781140745	0.00017898782521800003	0.055835789057037004	0.507599624475581	0.014259245414468002
365.0.	0.053853696591207006	0.89560517710459	0.915165803560346	0.000149757747799	0.045758290178017004	0.339059111359896	0.013978415681450002
370.0.	0.044598698454224005	0.8975257305973	0.7435327716298641	0.00012614088755700002	0.037176638581493004	0.393561586014178	0.015538435999773002
375.0.	0.036630123721597005	1.140329471596525	0.637943837642548	0.00011524572607700001	0.031897191882127	0.6338822624257321	0.018990592332139
380.0.	0.032002197606728004	1.564108352502975	0.628809090107709	0.000121202534928	0.031440454505385004	1.021393959610612	0.022944822413787
385.0.	0.034170433229538	2.042709149573226	0.743645811476614	0.000143226191514	0.037182290573830004	1.418962363789555	0.024555511024714
390.0.	0.044296566767461	2.382071023002784	0.9649002464643591	0.00017336159311400002	0.048245012323217006	1.6395243107192972	0.023010602283031003
395.0.	0.059517311469035	2.378331139385022	1.1908707262243121	0.000198239693975	0.059543536311215006	1.538771326225211	0.019990239727938
400.0.	0.07052113547305401	1.9789540888827912	1.2806062564919	0.000204956799093	0.06403031282459501	1.135270962441862	0.017010338833772003
405.0.	0.069142797941211	1.4065198917302482	1.187380605117533	0.00018984728583500002	0.059369030255876004	0.6625602237823971	0.014835298653323002
410.0.	0.058495406306380004	0.9877756089078881	0.9961793586935641	0.00016198410019800002	0.049808967934678004	0.384171914893268	0.013919689697146001
415.0.	0.04823669202098901	0.8719660114660711	0.8078571735926511	0.00013514552276300002	0.040392858679632	0.35390085147882505	0.014678462234356001
420.0.	0.039795831563889	1.019762365063612	0.672713931184574	0.00011844937808300001	0.033635696559228004	0.5175273330420831	0.017386173101757
425.0.	0.033345870325774005	1.377328184755537	0.620405204124115	0.00011719773951000001	0.031020260206205002	0.853240314201351	0.021402488183853003
430.0.	0.032460618199659	1.850431574539733	0.6825101450534291	0.000133046503683	0.034125507252671	1.265512954608227	0.024241597852202004
435.0.	0.039335759054466006	2.2697132117982672	0.8660958127141111	0.000161021316485	0.043304790635705005	1.578069650287413	0.023866211281952
440.0.	0.053146860560840004	2.424289061509095	1.105358648307413	0.00018957333593400003	0.05526793241537	1.618089944982927	0.021242194807082
445.0.	0.06711655023875701	2.17661278424863	1.263238144628153	0.00020472512071000002	0.06316190723140701	1.3230479842736131	0.01814275386868
450.0.	0.07112763127249201	1.6385705707947151	1.240455762045725	0.00019813636043200002	0.062022788102286	0.8456229086401741	0.01559382724187
455.0.	0.063214957794765	1.127845103850959	1.076309446331643	0.000173960133723	0.05381547231658201	0.468861371956773	0.014126691953159002
460.0.	0.052078627730127	0.8881950239633181	0.8792476074846881	0.00014542658507900002	0.043962380374234	0.34466161808246404	0.014161083438645002
465.0.	0.043139173157026006	0.935590878568574	0.719561157275172	0.000123929005881	0.035978057863758	0.432013745337731	0.016070310960886
470.0.	0.035547594205642005	1.21428073374247	0.6304358086520061	0.000115978112417	0.031521790432600005	0.702350313564382	0.019731051924874003
475.0.	0.032030328796712006	1.65538991913453	0.643093526256316	0.000125049019307	0.032154676312815	1.100368753444822	0.023393945245498003
480.0.	0.035664283547037004	2.118527933215661	0.7800522468504111	0.00014908075209900002	0.039002612342520004	1.474349418229564	0.024350079699449002
485.0.	0.047039200277065006	2.402982760135847	1.009457790923908	0.00017893216407800002	0.050472889546195006	1.63989991395121	0.022410018256849
490.0.	0.062123111528058	2.3208567520529693	1.21647494128674	0.000200895895236	0.060823747064337005	1.47532653575119	0.019348866253486002
495.0.	0.071021513157788	1.8701643010210312	1.2696128977323191	0.00020330603883200003	0.063480644886615	1.041633534695204	0.016510055844044
500.0.	0.0673565155295	1.310885238269771	1.150595106651024	0.00018498516577100001	0.057529755332551	0.5947475079629301	0.014564805519965002
