time	cdhap	ce4p	cf6p	cfdp	cg1p	cg6p	cgap	cglcex	cpep	cpg	cpg2	cpg3	cpgp	cpyr	crib5p	cribu5p	csed7p	cxyl5p
17.0.6.0	0.38592233165080503	0.18300400233097	0.9549745506655751	1.370134261269196	0.8680219799260921	5.568651980971492	0.43592724721394005	1.795088621014287	3.264444494648982	1.153996316442996	0.49917444216411905	2.709277806870471	0.0035416600405200004	4.108297564292946	0.637236726255839	0.169546223688458	0.39122703660504604	0.228213918144951
18.0.	0.395020746060455	0.18505399447258303	0.9478462445372621	1.433633134361806	0.868705930542903	5.5282200349267825	0.444437549314919	1.791252607698176	3.167169272798942	1.157910214953379	0.48514348445930705	2.636226726851062	0.0035025828880740004	4.104446159658457	0.639783879597797	0.170038279105513	0.385584798319474	0.228496760780794
18.0.400000000000002.0	0.40453540589739	0.186926242015845	0.9388148729493121	1.501225307125476	0.8689111997342901	5.476900708452118	0.45272224729466104	1.787442419890655	3.046242725513504	1.161452659555761	0.46759581914040904	2.544504210824965	0.0034382687671270003	4.099897923167549	0.641685123518541	0.17031528115805802	0.37925618831866104	0.22838589684595903
18.0.8.0	0.414491563460926	0.18855282561246	0.927521966755776	1.5731058583073572	0.868580753913739	5.412630098554913	0.46060069480458904	1.783664036540314	2.89888838308052	1.164562054162825	0.44608701347651203	2.431649839443796	0.0033445087018640005	4.094446892401806	0.6427737050650011	0.17031952942459702	0.37213845998765804	0.22778328327006603
19.0.200000000000003.0	0.42487363642982	0.18983668516010602	0.9135755305850771	1.649086674762904	0.867648743347149	5.333130399250272	0.467787934212028	1.779925090217773	2.723108079613352	1.167164033367697	0.42026801569307903	2.295640373013974	0.003217423204273	4.08783213973647	0.642834922450991	0.169978927206987	0.36413698889393503	0.22656734731386102
19.0.6.0	0.435575106725518	0.19064171804455202	0.8966041830215531	1.728126330262938	0.866042341093854	5.236197304187446	0.47384599587935805	1.776234858585427	2.5189038828771	1.169170682589238	0.390061236227548	2.135801078196752	0.0030546587043640003	4.079748851417784	0.6415962334417771	0.16920642519464002	0.35519159514916304	0.224595727174867
20.0.	0.446307524140208	0.19078736917685102	0.8763862871557461	1.807487748806453	0.8636881254374541	5.120403765879862	0.478140589120957	1.772603312086983	2.2903535475532752	1.170482282871822	0.35597174693251304	1.954457901726712	0.002857653603987	4.069912101501186	0.638725957632805	0.16790553694967703	0.34532473145102405	0.22172370860956
20.0.400000000000002.0	0.456459140627951	0.190064320984054	0.8530983317469361	1.881490689937685	0.8605271143695921	4.986488223455049	0.479865438645922	1.7690378100479052	2.048435464714422	1.170994977287487	0.319533657909959	1.759385954461366	0.002635159987833	4.058245275042985	0.633860544233117	0.16599073401599201	0.334714314742801	0.217857083368712
20.0.8.0	0.46494648315332804	0.188302354731331	0.8276693891715341	1.9404226376984401	0.856542617695474	4.839416478997399	0.478266451236013	1.765535340054914	1.8131340557468452	1.170619286819433	0.283687466463167	1.566032355163396	0.00240678674647	4.045291445331185	0.626697142157697	0.163434602912712	0.323767416131065	0.21305796115734202
21.0.200000000000003.0	0.470239473933299	0.185506200180744	0.8020265379561201	1.9714740215315412	0.851798200651653	4.689993834899404	0.47315539966343706	1.762069777477485	1.6111604336108298	1.169312137957895	0.252514410570205	1.3963881416364161	0.0022023087768010003	4.032831490195703	0.617182022664101	0.16033994897408102	0.31312299694897805	0.20767556276467103
21.0.6.0	0.47084171212464504	0.18197020781491902	0.778796052101663	1.9638860256973052	0.8464651656131331	4.553484661242143	0.465372075351132	1.758581268030694	1.466373898877773	1.167113384491619	0.229795505559441	1.271330605268403	0.002051860831503	4.024243812316828	0.60573147960272	0.156985283973196	0.303517681296228	0.20236176621550903
22.0.	0.46615813189128	0.17818783434149002	0.760330719577559	1.91618634034017	0.8408067728645281	4.444084632856785	0.456448338060697	1.75498395645009	1.388155699184241	1.164161823723396	0.217140142336316	1.200203076480533	0.001971274423608	4.023701952733328	0.5932708479675151	0.15375608175892502	0.295586874952175	0.197824353655938
22.0.400000000000002.0	0.45698626000052506	0.17458749915339603	0.747763248777869	1.8381567754638222	0.835113562148145	4.369040810211151	0.44763299421373803	1.751198253338561	1.3688771571434821	1.160670582713151	0.21349578698364902	1.177770249632961	0.001956541040174	4.034099749101149	0.5809553515647821	0.150976904247412	0.28973740602049	0.19447798916737602
22.0.8.0	0.44508099387162203	0.17139152238961702	0.740849453982337	1.7451437782182442	0.829631106613915	4.327317910893144	0.43946885890347004	1.747184908259003	1.391704568534616	1.156874194080057	0.21633349480117503	1.190559684908322	0.0019914329644040002	4.055322989412921	0.5697806456594681	0.148799641202561	0.286084401540314	0.19233926070610502
23.0.200000000000003.0	0.43230919190101	0.168675334259817	0.738479230705118	1.6510837128762872	0.8245221173636961	4.312522450851434	0.43211735416844904	1.742953461982112	1.439465500285488	1.1529799532391	0.223042104622191	1.224524023533976	0.002057843208986	4.08440544600531	0.560367985231312	0.147222585162605	0.284437271495672	0.191182934352974
23.0.6.0	0.420109374688094	0.16645885828949802	0.739287119539718	1.56531696424383	0.819866418696048	4.31661758770004	0.42570234229514203	1.738545655305359	1.4989256762571062	1.149142996744349	0.231605145066258	1.268788713862632	0.002141238353295	4.117129589362281	0.552960906090016	0.146165864165471	0.284380090555713	0.19072958690201303
24.0.	0.40937427622158	0.16474462721312202	0.742041505969895	1.492721500344693	0.8156800998075611	4.332318529922388	0.42038631033841806	1.73401292819884	1.5613138243686762	1.145463516766454	0.240686037846032	1.31613892851673	0.0022316556019190002	4.149636090449059	0.547526085329148	0.145530156916217	0.28540904744896	0.19074533724638001
24.0.400000000000002.0	0.400547872401178	0.163522295504222	0.7457935995322501	1.43503690570481	0.8119377732436691	4.354009934064405	0.41631788865601504	1.729401431988413	1.6213570403381299	1.141995918424501	0.24948044211060402	1.3622259191577681	0.0023228316011290003	4.179242764629404	0.543869530549266	0.145224563769614	0.28704749422248005	0.19106575629632103
24.0.8.0	0.393766954147844	0.16276669026697801	0.7498797740469241	1.392146918914005	0.8085907150418	4.377766102491288	0.413580936548026	1.7247463390328281	1.676120278607845	1.138761226810898	0.25753887525512004	1.404610433269471	0.0024110110538630002	4.204529478713135	0.5417274802567831	0.14517437242498502	0.288906400667558	0.19158436047325403
25.0.200000000000003.0	0.388979940796772	0.162438478820252	0.753864491343013	1.3629804983258431	0.805579397175571	4.40101210091184	0.412178373055535	1.720071917270201	1.7240850738207651	1.135758189847995	0.26462656303014603	1.44200815281074	0.00249397341093	4.22505449647192	0.540823199016378	0.14531982088782602	0.290700203028379	0.19223260173014903
25.0.6.0	0.386030847975575	0.162487454083581	0.757473679358675	1.346060517876616	0.802841255146957	4.422128362065665	0.412041122613499	1.71539386459574	1.764522553541434	1.132971621628768	0.27062841481564404	1.473778973685594	0.002570360564731	4.240993555691464	0.540895974145171	0.145612309465964	0.29223787228655	0.192962997141432
26.0.	0.384714025276543	0.16285668548319301	0.760538715755782	1.339808230586825	0.8003150587056941	4.4401189977398055	0.413047290353357	1.7107219355302261	1.797102057534791	1.130378064971211	0.27548983023871704	1.499609182358646	0.0026392521127910004	4.252839874168639	0.541712376327786	0.146010859923861	0.29340404256587405	0.19373815034493902
26.0.400000000000002.0	0.38480783168119403	0.163486281193709	0.762955485964891	1.342696571862535	0.7979430898070651	4.454369758252766	0.41504193599021205	1.706062100090586	1.821664012775691	1.12794936269477	0.279182339699912	1.5193269101416211	0.002699914759302	4.261199710582161	0.543068059890731	0.146479597343829	0.29413856943258904	0.194524745549533
26.0.8.0	0.38609392535303305	0.16431620611948902	0.7646568703834561	1.353314990474786	0.7956720093205241	4.464485436229425	0.417853060916046	1.701418088541252	1.8381011906151992	1.1256547658438971	0.281685552869125	1.5328048603955642	0.0027516684497560003	4.266672014256351	0.544785311151309	0.14698617576983702	0.294418509930225	0.19529076755312802
27.0.200000000000003.0	0.388366948464171	0.16528806494155102	0.765595572418668	1.370384056229786	0.793453006315165	4.470188205699646	0.42130264976840204	1.696792405106304	1.8463107979658062	1.123462090778158	0.28297972156497103	1.5399196885485549	0.0027938308800600003	4.269788366761298	0.546709117005311	0.14750085021751502	0.29424403872229604	0.19600450718612303
27.0.6.0	0.39143789515634203	0.16634600573421401	0.7657345249416151	1.392741982277351	0.7912416163997431	4.471260461565169	0.42521320673183705	1.6921869429179761	1.846194252997559	1.12133830342824	0.28304542922533305	1.540549346926726	0.0028257176746460002	4.270991316078613	0.548703075939135	0.147995944514891	0.29362851745796503	0.19663446447625502
28.0.	0.39513339419007604	0.16743700835536202	0.7650428852683321	1.419315490676674	0.78899746136705	4.4675203610078125	0.429410871567227	1.687603315436117	1.8376911637488522	1.119249803125173	0.281868399774243	1.534597717120935	0.0028466861991720003	4.2706350736693715	0.5506457672920111	0.148445579818025	0.292592317368206	0.19714972600122702
28.0.400000000000002.0	0.399292426598216	0.16851085886369402	0.7634963477271971	1.449082085569981	0.7866840812011371	4.458822557568641	0.433726387026082	1.683042986351695	1.820839549395566	1.117162607076042	0.279448273605355	1.5220405093707798	0.002856217159974	4.268998243547741	0.552427916083808	0.148825632455724	0.29115976178146	0.19752069904519
28.0.8.0	0.403761568501992	0.169520119261375	0.761081002607477	1.481028430398609	0.784268981341923	4.445079622937913	0.437995213494755	1.6785072489594501	1.795856218747492	1.1150425935218211	0.27581050730358303	1.502988153981041	0.002854030061395	4.266302572775769	0.5539506182396371	0.14911396053305	0.289358515770893	0.19772025603822002
29.0.200000000000003.0	0.40838967371659	0.17042040044269802	0.757800181880071	1.5141094529045431	0.781723985082972	4.426300994635523	0.44205808787652706	1.6739970829892732	1.763229572306814	1.112855936503768	0.271020332334012	1.47776032224804	0.0028402258822020003	4.262734558507106	0.555124896665646	0.14929097454335702	0.28722077139046803	0.197725409395054
29.0.6.0	0.41302297974885505	0.171171229655069	0.7536835920622461	1.547214664536214	0.779025945982139	4.402645610735425	0.44576330973308104	1.6695129044188541	1.723811950922927	1.110569845251613	0.265196947625468	1.44696270808651	0.002815442324855	4.258468292865105	0.5558728624679841	0.14934062465564302	0.284785567399752	0.19751960742465602
30.0.	0.417501899397942	0.17173773828187702	0.7487974858192751	1.579151472838272	0.7761578208975111	4.374481339469701	0.44897188550415	1.665054224767424	1.6788907370782482	1.108153690824979	0.25852490599536504	1.4115501453388482	0.002780993791496	4.253688304829673	0.556130684092162	0.14925182331431602	0.28210149489830605	0.19709559875259203
