	IKK	IKKIkBa	IKKIkBaNFkB	IKKIkBb	IKKIkBbNFkB	IKKIkBe	IKKIkBeNFkB	IkBa	IkBaNFkB	IkBan	IkBanNFkBn	IkBat	IkBb	IkBbNFkB	IkBbn	IkBbnNFkBn	IkBbt	IkBe	IkBeNFkB	IkBen	IkBenNFkBn	IkBet	NFkB	NFkBn
0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.19028	0.082062	0.19326	0.0013739	0.0054868	0.021428	0.0090963	0.021887	0.00030061	0.00063696	0.015307	0.0064977	0.015635	0.00021473	0.000455	0.00025081	0.00020366
1	0.05244451932409845	0.021600359472123354	0.018119801196041653	0.0010287659188842459	0.0024302331501129763	0.000959770348298309	0.0016897145144117859	0.10851192725426236	0.03706934573020852	0.1499752656521672	0.013758154108113712	0.0055082421056242975	0.015516986642684076	0.010327062250409752	0.017032885467556536	0.003024367468757255	0.000636875782015655	0.010639461407629421	0.006083068948038464	0.012158464140168773	0.0021596770870129342	0.0004549034197427229	0.002632588007363964	0.002705697539528992
2	0.05623632439889469	0.016976998948007763	0.01610276258174835	0.0011758143871859698	0.003220135418854557	0.0009762110110413372	0.0019618718179109716	0.0666090491852849	0.031326764650520166	0.0995991383755536	0.014858664367887296	0.005554908372288247	0.011803328178761332	0.01203335507437847	0.01161276925025491	0.003967631688677396	0.0006367972576875264	0.007760123079109758	0.006480957244889348	0.008272594200913074	0.002829741085678327	0.0004548133689077127	0.0028760022863213303	0.004341823783133712
3	0.06062894354596921	0.011896193157545169	0.014472448003347703	0.0011478855490512036	0.0037784072112721817	0.0008608003263073515	0.0021109245224100216	0.04155486895588813	0.02631172367425898	0.047665177981308794	0.014996320965495602	0.00570951074913155	0.009250241337368209	0.012615640830904459	0.005855628181212922	0.004405102113520799	0.0006367240420892668	0.005775884229553609	0.0063403390671773014	0.004152834161605052	0.003132895914227832	0.00045472940606567177	0.003043148010059154	0.008792759687325905
4	0.06509451309908193	0.008363053710833126	0.011638546186185433	0.0010945656252783307	0.004002111494498623	0.0007479776709241874	0.0020725620112816644	0.0271392814536831	0.018896198214525293	0.007969832848681566	0.01008945952820308	0.006763424547501064	0.00757468846827263	0.01200712038742741	0.0011278522426263296	0.0038156345099479368	0.0006366557763179287	0.004462925318023722	0.005650164836188557	0.0007877027377027711	0.0026952591709652088	0.0004546511196306512	0.0028160486304641625	0.026316605030312593
5	0.07205368134792109	0.00672884618295695	0.00505562645206387	0.0011123381869108677	0.003636090649153954	0.0007013842153136005	0.0016706502048349444	0.022786127980687642	0.006052570325384132	0.00028980736882471556	0.0015995287727209298	0.01563914610060273	0.006827787950572575	0.009046029620760966	6.964841040779201e-05	0.00161416742596508	0.0006365921257346224	0.003789082249847997	0.0037555714194205015	4.379727744003543e-05	0.0011178007693113657	0.0004545781258424558	0.0015748502240727936	0.06487682413631142
6	0.07393327078287174	0.00804461066231351	0.0014642738576628224	0.0011734003117114488	0.0025020283331226023	0.0006928141499229336	0.0009365985747697265	0.03461282514896499	0.0018282341222222874	0.000244384841958846	0.000671110100472604	0.03822889363715518	0.0068068831175268065	0.005358018052217199	3.25174069873311e-05	0.0005981703147540489	0.0006365327783241137	0.0035804769755786886	0.0018319829626830954	1.8232823399443234e-05	0.0003920844516056302	0.00045451006688545067	0.0006359889916905731	0.0837812202387994
7	0.06861611581427497	0.013169166225118384	0.0011834621285951481	0.001135294914973822	0.001418105281229917	0.0006414346198093031	0.00043163627471517476	0.06414223981769693	0.0019536029101158412	0.00042142230700301233	0.001123950909288308	0.06623665227733183	0.0068805014998581816	0.0030857570094991594	2.680683643191798e-05	0.00030920250820775443	0.0006364774431653277	0.0034850940198036607	0.000883126302522143	1.3939300884034962e-05	0.00018257318925532628	0.0004544466091345495	0.00038371681460813115	0.08904457667196315
8	0.059605689639026134	0.020785490572972787	0.0017203947592862295	0.0010095766775589613	0.0007782477267020112	0.0005580575853065713	0.00020938216588600945	0.10843940322714231	0.0034073797710007132	0.000719676050164217	0.0019588041774281175	0.09385573868943851	0.0068874071901361775	0.0019686438921885994	2.5804185353925265e-05	0.0002289171212296518	0.0006364258490052521	0.003417470924615826	0.000514816464108184	1.2928324232480818e-05	0.00012227859743381528	0.00045438744151978433	0.00034099889641431205	0.08874984642832244
9	0.04995334384193072	0.02850937102100115	0.002652825298229572	0.0008510405008616933	0.00046531799299443736	0.0004672939590351627	0.000125664732893301	0.1638662834809127	0.006261132249445203	0.001142560676167215	0.0030560448837946724	0.1180830514229462	0.0068374292934093766	0.0014805558879436023	2.641480556729047e-05	0.00020558760960062955	0.0006363777429292546	0.003370244933064692	0.00039623100293582995	1.3059082375828108e-05	0.00010410913439545818	0.00045433227400143883	0.0003722435677505034	0.0848799976400168
10	0.04153367330024759	0.034721782778726895	0.003901528938030829	0.0006973954856195083	0.00032252036855890884	0.00038416543563491557	9.579078000914925e-05	0.2259873729542894	0.010988383263496727	0.0017176084629317093	0.0043166655590780156	0.13702728588501487	0.0067454226070695796	0.0013144758532790183	2.817155931686316e-05	0.0001969666591326063	0.0006363328891212947	0.003335415893283947	0.00038489244131040414	1.3930065476892548e-05	9.792152748141258e-05	0.0004542808361482739	0.00043293836059903496	0.07794762624902389
11	0.03494513690008377	0.03895517704459013	0.005387696500843181	0.0005667149917101935	0.0002583140253124092	0.0003154376183097392	8.58201573735436e-05	0.28936208545932895	0.017911864894389066	0.0025045328174252567	0.005617003296784596	0.14953720107823984	0.006620945571206551	0.0013162915837488234	3.1353273616423914e-05	0.00019139479065924086	0.0006362910677079535	0.003304602483111719	0.00042411704162730843	1.5623901560634002e-05	9.507398472442773e-05	0.00045423287581187365	0.0005050087271452681	0.06820712499739211
