	species_0000001	species_0000002	species_0000006	species_0000007	species_0000008	species_0000009	species_0000011	species_0000016	species_0000017
0	0.0	5e-06	0.0	0.0	0.0	0.0	0.0	1e-05	1e-05
1	4.1234726331700534e-11	5e-06	9.717975662958199e-10	2.1971168640624896e-09	-9.714880744761692e-19	3.1771648726589715e-08	5.183081534169768e-13	1e-05	1e-05
2	4.122139546708536e-11	5e-06	9.709650830098896e-10	5.8926000832599275e-09	3.624798210436557e-20	9.250871562027854e-08	1.3889795463447135e-12	1e-05	1e-05
3	4.1224214882813456e-11	5e-06	9.712062444935751e-10	9.799388785087813e-09	-1.8850135255752826e-20	1.6222786629758637e-07	2.300105355208073e-12	1e-05	1e-05
4	4.122431728620862e-11	5e-06	9.711930164809473e-10	1.361305628547783e-08	1.377666344847123e-21	2.3234512256391473e-07	3.1901297552343986e-12	1e-05	1e-05
5	4.122449392729923e-11	5e-06	9.712009031706852e-10	1.7244911793443775e-08	-3.4520729961777047e-22	2.999059513059702e-07	4.0375485526051196e-12	1e-05	1e-05
6	4.122454826828277e-11	5e-06	9.712017671934158e-10	2.0654251912431827e-08	8.313999245708717e-23	3.636968689500017e-07	4.833065007139385e-12	1e-05	1e-05
7	4.122458348052738e-11	5e-06	9.712026792690977e-10	2.381737298316604e-08	3.661558600289183e-23	4.231143482884693e-07	5.57112640603867e-12	1e-05	1e-05
8	4.122460110045101e-11	5e-06	9.712030839940093e-10	2.6721560193713667e-08	4.605211456673865e-23	4.778452250456258e-07	6.248770374414458e-12	1e-05	1e-05
9	4.122460587537098e-11	5e-06	9.71203198441495e-10	2.936309028360312e-08	4.487404480302077e-23	5.277693839349025e-07	6.86512759138295e-12	1e-05	1e-05
10	4.122460000940147e-11	5e-06	9.712030600619119e-10	3.174563195396374e-08	4.5089340924564253e-23	5.729151843726054e-07	7.42105418225273e-12	1e-05	1e-05
11	4.122458589255201e-11	5e-06	9.712027275847013e-10	3.387862090436257e-08	4.506234448882975e-23	6.134261409048507e-07	7.918751792963459e-12	1e-05	1e-05
12	4.1224565789576025e-11	5e-06	9.712022540165322e-10	3.577568345564733e-08	4.5069189158357316e-23	6.495308954655314e-07	8.361399898197494e-12	1e-05	1e-05
13	4.122454174743509e-11	5e-06	9.712016876393994e-10	3.7453213364272815e-08	4.507022936728148e-23	6.815161815734306e-07	8.752823706012151e-12	1e-05	1e-05
14	4.122451550018116e-11	5e-06	9.712010692993856e-10	3.892916526105256e-08	4.507181260238555e-23	7.097035910623054e-07	9.097212629695131e-12	1e-05	1e-05
