	alpha	beta	gamma
0	29.19988	188.8	0.3367
1	34.74665314367376	83.42976921698924	0.10151476097787736
2	40.65118747264009	230.2305298178668	0.38042841184089254
3	29.86669213103844	125.73908410272477	0.1747840051541552
4	40.14823155148174	71.24852924080525	0.08290249436756217
5	29.626024286340364	197.19120391037595	0.37145501047157337
6	34.10559994152254	86.66880620933118	0.1064788845580444
7	42.41453689923994	164.85331685483706	0.2242844186155152
8	29.510792022011003	132.4097792343562	0.18841205123900834
9	39.48125985320859	71.09288164076841	0.08291145678419658
10	30.207853037586528	203.7144287273956	0.3921532514540099
11	33.481552885700346	90.25194764672683	0.1120717376833523
12	43.07086706488414	126.2403448680893	0.1585724054946408
13	29.212183383802493	139.50552412836714	0.20371012762079724
14	38.80292215831938	71.54943617653527	0.08372504010519137
15	30.935504278268855	206.83992568680975	0.3957183342141599
16	32.87705215104844	94.1869851199114	0.11834628472283712
17	43.1460060451183	104.10472320618831	0.12592336414032881
18	28.97894273565094	147.02748061521748	0.22093328576522286
19	38.11809051956858	72.51969591455827	0.08522765264287842
20	31.759181327592565	204.7180066988165	0.38022852953487896
21	32.29407881577095	98.4911650453315	0.12537922014242597
22	42.914396210139124	90.79151852252987	0.10765834798713492
23	28.820533101466694	154.98655363138266	0.24042957118562253
24	37.428900450245145	73.94070869086772	0.08735277902046376
25	32.601615880474796	197.79296290339298	0.3704277846992155
26	31.732562601963547	103.20741899403654	0.1333029359483286
27	42.50635974808155	82.38951061389565	0.09661787222488154
28	28.749071605227183	163.4529842615069	0.26280964997593526
29	36.7314579686264	75.78546746132805	0.0900857518192236
30	33.44577116538783	194.514856871944	0.5172415501591822
31	31.185693762448025	108.46531672555693	0.14242401205368624
32	41.98011035327289	76.83491894535618	0.08953841531727146
33	28.786178737091422	172.7365706286676	0.2895991236394324
34	36.003942873296225	78.10199300947039	0.09352535595946286
35	34.90302537546837	250.5925933824618	1.1384870703374828
36	30.625854925118333	114.70920504726223	0.1536819254197007
37	41.335274127759526	72.85997763679845	0.08460324163038803
38	29.001883646140783	184.01590572214212	0.3257987859014347
39	35.16603584756348	81.20484054901017	0.09818238687045512
40	39.67281456503923	264.12006065535746	0.508616220531861
41	29.965676389233778	123.6157240973333	0.17062788559300945
42	40.44689272866227	69.57349417138144	0.08064066738571736
43	29.780254977117906	201.24764937742688	0.3877943102190548
44	33.93504575135823	86.64456635292782	0.10652621312058218
45	43.99282441583316	119.86390044801607	0.14793270448691734
46	29.010770496221042	142.74483129008948	0.2111955484183716
47	38.70942738602601	67.66211635442318	0.07867483340601818
48	34.00240610537505	191.48401813721685	0.3308824207443016
49	31.300785942519404	104.52599741692218	0.1357868314643506
50	43.19672029238155	59.07309557545117	0.06674290556265935
51	30.80640752770448	225.34721168930156	0.5243618999636616
52	33.2481820046421	88.10870716602199	0.10901379949972698
53	45.79206182061286	59.09371739152388	0.06619844757054284
54	29.34955694861384	198.32186969738285	0.3889226264665707
55	34.48177286021757	81.86553554136552	0.09940332731409443
56	45.98434671257402	89.57512771332622	0.10435315341682859
57	28.59076175033742	157.01165816436546	0.2463266615030068
58	37.67458637822239	66.54445771661763	0.07750545007269548
59	47.83036662328879	151.30389798620007	0.1903675951357648
60	28.906958152809448	146.12753955649893	0.21904923498946113
61	38.41089891547896	68.08465092123019	0.07930841808896552
62	34.55667913440288	181.89815033787212	0.3374184121225279
63	30.97822308857269	107.75971481382776	0.1414184493803904
64	42.792292501355604	58.22044493743783	0.06578532985051021
65	32.020220851276626	236.28990838897917	0.5450569578289554
66	32.64517272325686	92.5880554172303	0.11604619933679378
67	45.013260093477996	59.08815758366402	0.06636391851881665
68	29.55049482192874	203.82271693590855	0.4182060043369127
69	34.23668293123396	82.60837372942908	0.10056555978394735
70	46.36370872348597	73.4907686665328	0.08366463264490931
71	28.55812491474914	170.48403856994577	0.28405947340450366
72	36.57010968916888	70.90176044049122	0.08356444347075312
73	48.01423649145223	105.97751248674156	0.12475309219971446
74	28.718314458885192	153.12316158616275	0.23613959896936565
75	37.866512440807334	68.19840708774181	0.07961126099315072
76	36.774424292287065	234.61303841810232	1.5097399901750568
77	30.000021703125288	119.64654105290933	0.1632240081452109
78	41.392816144786195	57.30893961401174	0.06495247101403595
79	37.280545222736706	168.32228006536786	0.24916959107913164
80	30.658367609349863	112.73805082554199	0.15020725749566013
81	41.90521739936688	64.69964538411503	0.07402711950244549
82	29.921447016922656	209.22205557229526	0.4292953569171739
83	33.85129237791506	84.65156407793839	0.10367205087316683
84	46.18228113180019	66.76375023783378	0.07541355623254796
85	28.68950329789866	180.10805952337412	0.314833849046828
86	35.82672507557756	74.34524185755492	0.08844314282996915
87	47.509078814264775	94.5445835649339	0.10997247823296578
88	28.640058463026694	156.03251276862306	0.24365611560425526
89	37.68573492493903	67.63881358131168	0.07893015861386564
90	42.80355626508217	287.1554323243067	0.5551302355976444
91	29.36904024010786	131.06120887407303	0.1859335363011175
92	40.081946797481976	60.55154592572994	0.06925927341638682
93	37.2276154442107	151.11079884993964	0.30010043333213876
94	30.28152721465738	116.66307043560805	0.15750903569942148
95	41.598267530066074	60.590763556798414	0.06896856009007805
96	32.61143701106817	229.08792573197346	0.47389333661021527
97	32.34514906628523	94.51187888817122	0.11916200055715594
98	44.8243246133709	55.41281629656858	0.06197546436033308
99	30.879214951000687	224.91066005043024	0.5631838361662911
100	33.134895500349764	90.63361079057003	0.11282785457107238
