[IkBat]	[IkBa]	[IkBan]	[IkBaIKK]	[IkBaNFkB]	[IkBaNFkBn]	[IkBaIKKNFkB]	[NFkB]	[IKK]	[NFkBn]	[IkBbIKK]	[IkBbIKKNFkB]	[IkBbNFkBn]	[IkBbNFkB]	[IkBbn]	[IkBb]	[IkBbt]	[IkBet]	[IkBe]	[IkBen]	[IkBeNFkB]	[IkBeNFkBn]	[IkBeIKKNFkB]	[IkBeIKK]
0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
0.011272222790454386	0.018755618084304024	0.0010123416009759194	5.248776264107022e-05	0.053593058649126626	0.0002277337498795067	0.00044671760548790234	3.7071983131661955e-05	0.00032642460439378834	0.006254243922692558	1.9821994911089464e-06	0.00012308021995809356	4.664050747942517e-05	0.029351440153765826	0.00010373337821935336	0.0022501980766995336	0.0018796790390689896	0.00134111931439192	0.0016019150650186853	7.384473765164699e-05	0.009839417312084174	3.3200637829827096e-05	4.739525856442236e-05	1.912349463614833e-06
0.012411840878447078	0.022090104703130258	0.0018153398474067127	6.361553083802861e-05	0.05640648116392519	0.00018788048398944135	0.00045149957187708926	3.388464671138036e-05	0.0003136924116083086	0.002846468319759939	2.5589023783078547e-06	0.00011881174228465011	3.8745736785415504e-05	0.029588131036806766	0.00018711480395269256	0.00291516075894856	0.002369900042780019	0.0016908837383879912	0.0020763818106629365	0.00013327497959741736	0.01025315023766381	2.759696962939357e-05	4.73500905669883e-05	2.4717504466281544e-06
0.011967670103253569	0.021267368420465234	0.001826907952729162	6.122060175021324e-05	0.05630442051476191	0.0001718956524315583	0.0004513935281046097	3.382305471589174e-05	0.0003140844389654027	0.002596692294142771	2.732154530778554e-06	0.00011922537964104336	3.865496488654942e-05	0.029671238016953295	0.00020573280601209122	0.003088280858580423	0.002497749865773355	0.0017821024323214398	0.0021999543249086127	0.00014655444222144652	0.010536416993913382	2.7535930580090213e-05	4.8703669868920585e-05	2.6402271390333706e-06
0.011849811778128144	0.021023668870907213	0.0017955246467421461	6.0571105876035607e-05	0.055864384837012074	0.00017099004405473635	0.00044895967959527233	3.3790604581633326e-05	0.0003148396292314606	0.0026286739105644097	2.7842748764759293e-06	0.00011998681124918725	3.9629308499416635e-05	0.029788858124942648	0.00020817777670758606	0.003133286260172636	0.0025310931476016166	0.00180589230194048	0.0022321238433323206	0.0001483036471221345	0.010826327777358586	2.8231468185592455e-05	5.016743395645443e-05	2.6910652151158848e-06
0.011824702059185916	0.02097251912816311	0.0017900633380834462	6.050243770514307e-05	0.05545559932216585	0.0001705587283402642	0.00044638893296299265	3.3701401682721686e-05	0.00031534614147805945	0.0026300209270561916	2.8010136548448376e-06	0.00012070008116418135	3.981195503491227e-05	0.029916948122802822	0.00020896026623556642	0.003145098180119175	0.002539789087445319	0.0018120967084581771	0.002240607716443002	0.00014886574953367499	0.01110635428649761	2.8362481250830054e-05	5.1553761041619446e-05	2.707631993161056e-06
0.011815492053134587	0.020955529183381144	0.0017905905100195935	6.053187691447689e-05	0.05508419405467774	0.00017007544421962154	0.0004439876266153485	3.360737446887515e-05	0.00031576797231304974	0.002621796948507184	2.808253276168003e-06	0.00012135583398690099	3.97680713625181e-05	0.030038494487849884	0.00020937047123301144	0.003148251857766476	0.0025420569919411408	0.0018137148200928364	0.0022429098515832414	0.00014916169770535758	0.011365554775922125	2.8331926915732635e-05	5.28334554740849e-05	2.714981419973707e-06
0.011809036612487724	0.020944273688859857	0.0017918922384938813	6.057222239166477e-05	0.054745379955226096	0.00016962050650753206	0.0004417835347621748	3.351982291183205e-05	0.00031614842294818346	0.002612893507354892	2.8128173580179953e-06	0.00012195648271126691	3.968441747892042e-05	0.03015007959855852	0.0002096402324408984	0.0031491384644526466	0.0025426484622598187	0.001814136824196612	0.0022435901450162925	0.00014935713874624358	0.01160280242100273	2.8272947769325545e-05	5.400680571673092e-05	2.719714111962174e-06
0.011803473190704421	0.02093468965102894	0.0017931857161062948	6.061125338786444e-05	0.05443640843678996	0.00016920660413384037	0.0004397679590374397	3.3439701295264735e-05	0.0003164955361697203	0.00260464640111303	2.816459954497241e-06	0.00012250496919027123	3.959923955110812e-05	0.030251752018919387	0.0002098531987857706	0.0031494275717782023	0.0025428027179029973	0.0018142468829982063	0.002243840059109346	0.00014951180642058996	0.011819381556714824	2.8212819781429514e-05	5.508029347346442e-05	2.723528786745604e-06
0.011798481387854783	0.020926112874018826	0.0017943847611367949	6.064737804820685e-05	0.05415486097478851	0.00016882999947798476	0.00043792718731245646	3.336654357771586e-05	0.0003168123646071489	0.0025971205707262315	2.819648482111593e-06	0.00012300501263854858	3.951945762598267e-05	0.030344207283618124	0.000210038258239888	0.0031495556464283935	0.0025428429470139634	0.0018142755857908615	0.0022439713225242733	0.00014964633357682832	0.012016944957032837	2.8156484096131443e-05	5.6061529105493174e-05	2.726879806036724e-06
